ISO_A3,ghsl_year,flood_type,return_period,ftm3_ghsl_total_built_s_km2,ghsl_total_built_s_km2,relative_exposure_pct
TCD,2020,FLUVIAL_PLUVIAL_DEFENDED,1in5,1.5541703,556.0118,0.2795211
COM,1975,FLUVIAL_PLUVIAL_DEFENDED,1in10,0.032162115,15.101863,0.212967864
COM,1975,FLUVIAL_PLUVIAL_DEFENDED,1in100,0.5169916,15.101863,3.423363065
COM,1975,FLUVIAL_PLUVIAL_DEFENDED,1in5,0.006938556,15.101863,0.045945033
COM,1980,FLUVIAL_PLUVIAL_DEFENDED,1in10,0.038023215,17.392572,0.218617551
COM,1980,FLUVIAL_PLUVIAL_DEFENDED,1in100,0.5879028,17.392572,3.380194718
COM,1980,FLUVIAL_PLUVIAL_DEFENDED,1in5,0.00882511,17.392572,0.050740684
COM,1985,FLUVIAL_PLUVIAL_DEFENDED,1in10,0.045251995,20.23899,0.223588208
COM,1985,FLUVIAL_PLUVIAL_DEFENDED,1in100,0.67354727,20.23899,3.327968787
COM,1985,FLUVIAL_PLUVIAL_DEFENDED,1in5,0.011231448,20.23899,0.055494113
COM,1990,FLUVIAL_PLUVIAL_DEFENDED,1in10,0.05333312,23.575819,0.226219585
COM,1990,FLUVIAL_PLUVIAL_DEFENDED,1in100,0.7775182,23.575819,3.297947783
COM,1990,FLUVIAL_PLUVIAL_DEFENDED,1in5,0.013553781,23.575819,0.057490181
COM,1995,FLUVIAL_PLUVIAL_DEFENDED,1in10,0.05338344,23.609135,0.226113494
COM,1995,FLUVIAL_PLUVIAL_DEFENDED,1in100,0.7787147,23.609135,3.298361842
COM,1995,FLUVIAL_PLUVIAL_DEFENDED,1in5,0.013568334,23.609135,0.057470695
COM,2000,FLUVIAL_PLUVIAL_DEFENDED,1in10,0.053432785,23.644756,0.225981545
COM,2000,FLUVIAL_PLUVIAL_DEFENDED,1in100,0.77995,23.644756,3.298617249
COM,2000,FLUVIAL_PLUVIAL_DEFENDED,1in5,0.013581335,23.644756,0.0574391
COM,2005,FLUVIAL_PLUVIAL_DEFENDED,1in10,0.05577602,24.273094,0.229785375
COM,2005,FLUVIAL_PLUVIAL_DEFENDED,1in100,0.8016593,24.273094,3.302666319
COM,2005,FLUVIAL_PLUVIAL_DEFENDED,1in5,0.014662333,24.273094,0.060405703
COM,2010,FLUVIAL_PLUVIAL_DEFENDED,1in10,0.05818533,25.013708,0.232613773
COM,2010,FLUVIAL_PLUVIAL_DEFENDED,1in100,0.8266097,25.013708,3.304626807
COM,2010,FLUVIAL_PLUVIAL_DEFENDED,1in5,0.015751002,25.013708,0.062969481
COM,2015,FLUVIAL_PLUVIAL_DEFENDED,1in10,0.060180333,25.72033,0.23397963
COM,2015,FLUVIAL_PLUVIAL_DEFENDED,1in100,0.8487369,25.72033,3.299867848
COM,2015,FLUVIAL_PLUVIAL_DEFENDED,1in5,0.016624114,25.72033,0.06463414
COM,2020,FLUVIAL_PLUVIAL_DEFENDED,1in10,0.060446005,26.136473,0.231270704
COM,2020,FLUVIAL_PLUVIAL_DEFENDED,1in100,0.8583474,26.136473,3.284098049
COM,2020,FLUVIAL_PLUVIAL_DEFENDED,1in5,0.01664478,26.136473,0.063684109
COD,1975,FLUVIAL_PLUVIAL_DEFENDED,1in10,6.752287,915.06696,0.737900864
COD,1975,FLUVIAL_PLUVIAL_DEFENDED,1in100,34.262665,915.06696,3.744279544
COD,1975,FLUVIAL_PLUVIAL_DEFENDED,1in5,3.952027,915.06696,0.431883914
COD,1980,FLUVIAL_PLUVIAL_DEFENDED,1in10,8.438771,1053.3145,0.80116347
COD,1980,FLUVIAL_PLUVIAL_DEFENDED,1in100,39.92669,1053.3145,3.790576319
COD,1980,FLUVIAL_PLUVIAL_DEFENDED,1in5,5.0180254,1053.3145,0.476403334
COD,1985,FLUVIAL_PLUVIAL_DEFENDED,1in10,10.704413,1245.7222,0.859293749
COD,1985,FLUVIAL_PLUVIAL_DEFENDED,1in100,47.518234,1245.7222,3.814512899
COD,1985,FLUVIAL_PLUVIAL_DEFENDED,1in5,6.454056,1245.7222,0.518097534
COD,1990,FLUVIAL_PLUVIAL_DEFENDED,1in10,13.319168,1473.0565,0.90418582
COD,1990,FLUVIAL_PLUVIAL_DEFENDED,1in100,56.493336,1473.0565,3.835109923
COD,1990,FLUVIAL_PLUVIAL_DEFENDED,1in5,8.106118,1473.0565,0.550292402
COD,1995,FLUVIAL_PLUVIAL_DEFENDED,1in10,14.275338,1573.0981,0.907466483
COD,1995,FLUVIAL_PLUVIAL_DEFENDED,1in100,59.93396,1573.0981,3.809931498
COD,1995,FLUVIAL_PLUVIAL_DEFENDED,1in5,8.693733,1573.0981,0.552650404
COD,2000,FLUVIAL_PLUVIAL_DEFENDED,1in10,15.558378,1708.4841,0.910653953
COD,2000,FLUVIAL_PLUVIAL_DEFENDED,1in100,64.559,1708.4841,3.778729928
COD,2000,FLUVIAL_PLUVIAL_DEFENDED,1in5,9.498272,1708.4841,0.555947345
COD,2005,FLUVIAL_PLUVIAL_DEFENDED,1in10,17.227438,1842.0386,0.935237622
COD,2005,FLUVIAL_PLUVIAL_DEFENDED,1in100,70.599304,1842.0386,3.832672345
COD,2005,FLUVIAL_PLUVIAL_DEFENDED,1in5,10.547353,1842.0386,0.572591313
COD,2010,FLUVIAL_PLUVIAL_DEFENDED,1in10,19.57207,2025.5533,0.96625796
COD,2010,FLUVIAL_PLUVIAL_DEFENDED,1in100,78.84384,2025.5533,3.892459408
COD,2010,FLUVIAL_PLUVIAL_DEFENDED,1in5,12.054282,2025.5533,0.59511058
COD,2015,FLUVIAL_PLUVIAL_DEFENDED,1in10,22.772852,2290.5713,0.994199657
COD,2015,FLUVIAL_PLUVIAL_DEFENDED,1in100,89.93181,2290.5713,3.926173789
COD,2015,FLUVIAL_PLUVIAL_DEFENDED,1in5,14.107443,2290.5713,0.615891896
COD,2020,FLUVIAL_PLUVIAL_DEFENDED,1in10,27.897522,2770.5635,1.00692592
COD,2020,FLUVIAL_PLUVIAL_DEFENDED,1in100,107.35519,2770.5635,3.874850369
COD,2020,FLUVIAL_PLUVIAL_DEFENDED,1in5,17.352434,2770.5635,0.62631425
COG,1975,FLUVIAL_PLUVIAL_DEFENDED,1in10,0.75847685,119.800606,0.633116038
COG,1975,FLUVIAL_PLUVIAL_DEFENDED,1in100,5.9075775,119.800606,4.931174973
COG,1975,FLUVIAL_PLUVIAL_DEFENDED,1in5,0.3741534,119.800606,0.312313445
COG,1980,FLUVIAL_PLUVIAL_DEFENDED,1in10,0.9094741,129.98584,0.699671672
COG,1980,FLUVIAL_PLUVIAL_DEFENDED,1in100,6.7023973,129.98584,5.156251866
COG,1980,FLUVIAL_PLUVIAL_DEFENDED,1in5,0.46181196,129.98584,0.355278667
COG,1985,FLUVIAL_PLUVIAL_DEFENDED,1in10,1.1106288,143.20526,0.775550284
COG,1985,FLUVIAL_PLUVIAL_DEFENDED,1in100,7.7362866,143.20526,5.402236342
COG,1985,FLUVIAL_PLUVIAL_DEFENDED,1in5,0.57871395,143.20526,0.404115009
COG,1990,FLUVIAL_PLUVIAL_DEFENDED,1in10,1.3438438,158.67232,0.846930202
COG,1990,FLUVIAL_PLUVIAL_DEFENDED,1in100,8.968814,158.67232,5.652412469
COG,1990,FLUVIAL_PLUVIAL_DEFENDED,1in5,0.71646,158.67232,0.451534332
COG,1995,FLUVIAL_PLUVIAL_DEFENDED,1in10,1.3747271,160.62828,0.855843753
COG,1995,FLUVIAL_PLUVIAL_DEFENDED,1in100,9.078828,160.62828,5.652073221
COG,1995,FLUVIAL_PLUVIAL_DEFENDED,1in5,0.73473287,160.62828,0.457411902
COG,2000,FLUVIAL_PLUVIAL_DEFENDED,1in10,1.422232,163.51273,0.869798945
COG,2000,FLUVIAL_PLUVIAL_DEFENDED,1in100,9.240073,163.51273,5.650980814
COG,2000,FLUVIAL_PLUVIAL_DEFENDED,1in5,0.7645494,163.51273,0.467577907
COG,2005,FLUVIAL_PLUVIAL_DEFENDED,1in10,1.5397643,171.97552,0.895339232
COG,2005,FLUVIAL_PLUVIAL_DEFENDED,1in100,9.894745,171.97552,5.753577602
COG,2005,FLUVIAL_PLUVIAL_DEFENDED,1in5,0.8337232,171.97552,0.484791789
COG,2010,FLUVIAL_PLUVIAL_DEFENDED,1in10,1.7084424,183.25223,0.932290101
COG,2010,FLUVIAL_PLUVIAL_DEFENDED,1in100,10.757208,183.25223,5.870164854
COG,2010,FLUVIAL_PLUVIAL_DEFENDED,1in5,0.9307304,183.25223,0.507895811
COG,2015,FLUVIAL_PLUVIAL_DEFENDED,1in10,1.9998046,201.42914,0.992807992
COG,2015,FLUVIAL_PLUVIAL_DEFENDED,1in100,12.017394,201.42914,5.966065287
COG,2015,FLUVIAL_PLUVIAL_DEFENDED,1in5,1.1060812,201.42914,0.549116776
COG,2020,FLUVIAL_PLUVIAL_DEFENDED,1in10,2.7113435,241.62305,1.122137768
COG,2020,FLUVIAL_PLUVIAL_DEFENDED,1in100,14.684582,241.62305,6.077475638
COG,2020,FLUVIAL_PLUVIAL_DEFENDED,1in5,1.548308,241.62305,0.640794825
CIV,1975,FLUVIAL_PLUVIAL_DEFENDED,1in10,2.3348286,437.33353,0.533878251
CIV,1975,FLUVIAL_PLUVIAL_DEFENDED,1in100,11.501142,437.33353,2.629833116
CIV,1975,FLUVIAL_PLUVIAL_DEFENDED,1in5,1.3960291,437.33353,0.319213827
CIV,1980,FLUVIAL_PLUVIAL_DEFENDED,1in10,2.9459205,506.99017,0.581060674
CIV,1980,FLUVIAL_PLUVIAL_DEFENDED,1in100,14.091469,506.99017,2.779436335
CIV,1980,FLUVIAL_PLUVIAL_DEFENDED,1in5,1.7434037,506.99017,0.343873275
CIV,1985,FLUVIAL_PLUVIAL_DEFENDED,1in10,3.7257712,594.6183,0.626581994
CIV,1985,FLUVIAL_PLUVIAL_DEFENDED,1in100,17.382153,594.6183,2.923245551
CIV,1985,FLUVIAL_PLUVIAL_DEFENDED,1in5,2.1856244,594.6183,0.367567631
CIV,1990,FLUVIAL_PLUVIAL_DEFENDED,1in10,4.634509,692.40015,0.669339687
CIV,1990,FLUVIAL_PLUVIAL_DEFENDED,1in100,21.181625,692.40015,3.059159505
CIV,1990,FLUVIAL_PLUVIAL_DEFENDED,1in5,2.699605,692.40015,0.389890875
CIV,1995,FLUVIAL_PLUVIAL_DEFENDED,1in10,4.984924,750.16504,0.664510306
CIV,1995,FLUVIAL_PLUVIAL_DEFENDED,1in100,22.953312,750.16504,3.059768288
CIV,1995,FLUVIAL_PLUVIAL_DEFENDED,1in5,2.8915842,750.16504,0.385459738
CIV,2000,FLUVIAL_PLUVIAL_DEFENDED,1in10,5.4860144,828.45825,0.662195639
CIV,2000,FLUVIAL_PLUVIAL_DEFENDED,1in100,25.366486,828.45825,3.061890687
CIV,2000,FLUVIAL_PLUVIAL_DEFENDED,1in5,3.1790786,828.45825,0.383734316
CIV,2005,FLUVIAL_PLUVIAL_DEFENDED,1in10,6.082478,902.5609,0.673913306
CIV,2005,FLUVIAL_PLUVIAL_DEFENDED,1in100,27.914028,902.5609,3.092758394
CIV,2005,FLUVIAL_PLUVIAL_DEFENDED,1in5,3.5134845,902.5609,0.389279493
CIV,2010,FLUVIAL_PLUVIAL_DEFENDED,1in10,6.907132,1004.2133,0.687815228
CIV,2010,FLUVIAL_PLUVIAL_DEFENDED,1in100,31.466951,1004.2133,3.133492755
CIV,2010,FLUVIAL_PLUVIAL_DEFENDED,1in5,3.981219,1004.2133,0.396451531
CIV,2015,FLUVIAL_PLUVIAL_DEFENDED,1in10,7.896324,1127.6069,0.700272763
CIV,2015,FLUVIAL_PLUVIAL_DEFENDED,1in100,35.663715,1127.6069,3.162779068
CIV,2015,FLUVIAL_PLUVIAL_DEFENDED,1in5,4.525881,1127.6069,0.40137046
CIV,2020,FLUVIAL_PLUVIAL_DEFENDED,1in10,8.933656,1262.1967,0.707786354
CIV,2020,FLUVIAL_PLUVIAL_DEFENDED,1in100,40.051285,1262.1967,3.173141318
CIV,2020,FLUVIAL_PLUVIAL_DEFENDED,1in5,5.0641923,1262.1967,0.401220531
GNQ,1975,FLUVIAL_PLUVIAL_DEFENDED,1in10,0.2379355,16.506784,1.441440683
GNQ,1975,FLUVIAL_PLUVIAL_DEFENDED,1in100,1.0428722,16.506784,6.317839986
GNQ,1975,FLUVIAL_PLUVIAL_DEFENDED,1in5,0.11244639,16.506784,0.681213191
GNQ,1980,FLUVIAL_PLUVIAL_DEFENDED,1in10,0.29960975,19.594019,1.529087779
GNQ,1980,FLUVIAL_PLUVIAL_DEFENDED,1in100,1.2613188,19.594019,6.437264351
GNQ,1980,FLUVIAL_PLUVIAL_DEFENDED,1in5,0.14459874,19.594019,0.737973868
GNQ,1985,FLUVIAL_PLUVIAL_DEFENDED,1in10,0.38486212,23.863657,1.612754156
GNQ,1985,FLUVIAL_PLUVIAL_DEFENDED,1in100,1.5605466,23.863657,6.539427716
GNQ,1985,FLUVIAL_PLUVIAL_DEFENDED,1in5,0.18883337,23.863657,0.791301057
GNQ,1990,FLUVIAL_PLUVIAL_DEFENDED,1in10,0.49389145,28.978695,1.704326057
GNQ,1990,FLUVIAL_PLUVIAL_DEFENDED,1in100,1.9398123,28.978695,6.693925658
GNQ,1990,FLUVIAL_PLUVIAL_DEFENDED,1in5,0.24509192,28.978695,0.845765898
GNQ,1995,FLUVIAL_PLUVIAL_DEFENDED,1in10,0.4977825,29.126966,1.709009102
GNQ,1995,FLUVIAL_PLUVIAL_DEFENDED,1in100,1.950532,29.126966,6.696653541
GNQ,1995,FLUVIAL_PLUVIAL_DEFENDED,1in5,0.24624075,29.126966,0.845404736
GNQ,2000,FLUVIAL_PLUVIAL_DEFENDED,1in10,0.5022118,29.32914,1.712330467
GNQ,2000,FLUVIAL_PLUVIAL_DEFENDED,1in100,1.9637532,29.32914,6.695570344
GNQ,2000,FLUVIAL_PLUVIAL_DEFENDED,1in5,0.24755305,29.32914,0.844051513
GNQ,2005,FLUVIAL_PLUVIAL_DEFENDED,1in10,0.60569024,34.204384,1.7707971
GNQ,2005,FLUVIAL_PLUVIAL_DEFENDED,1in100,2.3782766,34.204384,6.953133844
GNQ,2005,FLUVIAL_PLUVIAL_DEFENDED,1in5,0.2692855,34.204384,0.787283583
GNQ,2010,FLUVIAL_PLUVIAL_DEFENDED,1in10,0.78291106,42.060055,1.861412354
GNQ,2010,FLUVIAL_PLUVIAL_DEFENDED,1in100,3.0606778,42.060055,7.276922962
GNQ,2010,FLUVIAL_PLUVIAL_DEFENDED,1in5,0.3106477,42.060055,0.738581298
GNQ,2015,FLUVIAL_PLUVIAL_DEFENDED,1in10,1.0164881,51.554077,1.971692947
GNQ,2015,FLUVIAL_PLUVIAL_DEFENDED,1in100,3.91778,51.554077,7.599360183
GNQ,2015,FLUVIAL_PLUVIAL_DEFENDED,1in5,0.36678848,51.554077,0.711463576
GNQ,2020,FLUVIAL_PLUVIAL_DEFENDED,1in10,1.1371593,57.478786,1.978398256
GNQ,2020,FLUVIAL_PLUVIAL_DEFENDED,1in100,4.385027,57.478786,7.628948531
GNQ,2020,FLUVIAL_PLUVIAL_DEFENDED,1in5,0.4025523,57.478786,0.700349343
ERI,1975,FLUVIAL_PLUVIAL_DEFENDED,1in10,0.06279307,16.820152,0.373320467
ERI,1975,FLUVIAL_PLUVIAL_DEFENDED,1in100,0.73129445,16.820152,4.347727952
ERI,1975,FLUVIAL_PLUVIAL_DEFENDED,1in5,0.012134394,16.820152,0.072142
ERI,1980,FLUVIAL_PLUVIAL_DEFENDED,1in10,0.073191896,20.14762,0.363278124
ERI,1980,FLUVIAL_PLUVIAL_DEFENDED,1in100,0.8452431,20.14762,4.195250357
ERI,1980,FLUVIAL_PLUVIAL_DEFENDED,1in5,0.014413274,20.14762,0.071538345
ERI,1985,FLUVIAL_PLUVIAL_DEFENDED,1in10,0.087299265,24.933138,0.350133485
ERI,1985,FLUVIAL_PLUVIAL_DEFENDED,1in100,0.9945854,24.933138,3.989010128
ERI,1985,FLUVIAL_PLUVIAL_DEFENDED,1in5,0.017391961,24.933138,0.069754401
ERI,1990,FLUVIAL_PLUVIAL_DEFENDED,1in10,0.10520641,30.429287,0.345740635
ERI,1990,FLUVIAL_PLUVIAL_DEFENDED,1in100,1.1726425,30.429287,3.85366407
ERI,1990,FLUVIAL_PLUVIAL_DEFENDED,1in5,0.021075513,30.429287,0.069260621
ERI,1995,FLUVIAL_PLUVIAL_DEFENDED,1in10,0.11535989,34.44483,0.334912061
ERI,1995,FLUVIAL_PLUVIAL_DEFENDED,1in100,1.2997693,34.44483,3.773481536
ERI,1995,FLUVIAL_PLUVIAL_DEFENDED,1in5,0.022961764,34.44483,0.06666244
ERI,2000,FLUVIAL_PLUVIAL_DEFENDED,1in10,0.12947612,40.31926,0.321127223
ERI,2000,FLUVIAL_PLUVIAL_DEFENDED,1in100,1.4779023,40.31926,3.665499565
ERI,2000,FLUVIAL_PLUVIAL_DEFENDED,1in5,0.025364548,40.31926,0.06290926
ERI,2005,FLUVIAL_PLUVIAL_DEFENDED,1in10,0.14309026,47.15062,0.303474822
ERI,2005,FLUVIAL_PLUVIAL_DEFENDED,1in100,1.6188204,47.15062,3.433296105
ERI,2005,FLUVIAL_PLUVIAL_DEFENDED,1in5,0.028053004,47.15062,0.059496575
ERI,2010,FLUVIAL_PLUVIAL_DEFENDED,1in10,0.16672735,58.003086,0.287445654
ERI,2010,FLUVIAL_PLUVIAL_DEFENDED,1in100,1.8465034,58.003086,3.18345717
ERI,2010,FLUVIAL_PLUVIAL_DEFENDED,1in5,0.032467157,58.003086,0.055974879
ERI,2015,FLUVIAL_PLUVIAL_DEFENDED,1in10,0.20902231,74.620155,0.280115084
ERI,2015,FLUVIAL_PLUVIAL_DEFENDED,1in100,2.2052689,74.620155,2.955326078
ERI,2015,FLUVIAL_PLUVIAL_DEFENDED,1in5,0.039643835,74.620155,0.053127516
ERI,2020,FLUVIAL_PLUVIAL_DEFENDED,1in10,0.30451578,105.37226,0.288990461
ERI,2020,FLUVIAL_PLUVIAL_DEFENDED,1in100,2.8929858,105.37226,2.745490891
ERI,2020,FLUVIAL_PLUVIAL_DEFENDED,1in5,0.057743046,105.37226,0.054799096
SWZ,1975,FLUVIAL_PLUVIAL_DEFENDED,1in10,0.08434209,16.850649,0.50052725
SWZ,1975,FLUVIAL_PLUVIAL_DEFENDED,1in100,0.24817543,16.850649,1.47279449
SWZ,1975,FLUVIAL_PLUVIAL_DEFENDED,1in5,0.042217046,16.850649,0.250536617
SWZ,1980,FLUVIAL_PLUVIAL_DEFENDED,1in10,0.117248304,20.597702,0.569230024
SWZ,1980,FLUVIAL_PLUVIAL_DEFENDED,1in100,0.32631406,20.597702,1.584225561
SWZ,1980,FLUVIAL_PLUVIAL_DEFENDED,1in5,0.05989095,20.597702,0.290765203
SWZ,1985,FLUVIAL_PLUVIAL_DEFENDED,1in10,0.16247818,26.559029,0.611762501
SWZ,1985,FLUVIAL_PLUVIAL_DEFENDED,1in100,0.4336364,26.559029,1.632726859
SWZ,1985,FLUVIAL_PLUVIAL_DEFENDED,1in5,0.082917176,26.559029,0.312199576
SWZ,1990,FLUVIAL_PLUVIAL_DEFENDED,1in10,0.21973196,34.21351,0.642237409
SWZ,1990,FLUVIAL_PLUVIAL_DEFENDED,1in100,0.5760401,34.21351,1.683662682
SWZ,1990,FLUVIAL_PLUVIAL_DEFENDED,1in5,0.11092067,34.21351,0.324201375
SWZ,1995,FLUVIAL_PLUVIAL_DEFENDED,1in10,0.25456765,40.922398,0.622074127
SWZ,1995,FLUVIAL_PLUVIAL_DEFENDED,1in100,0.6701261,40.922398,1.637553352
SWZ,1995,FLUVIAL_PLUVIAL_DEFENDED,1in5,0.12436806,40.922398,0.303911956
SWZ,2000,FLUVIAL_PLUVIAL_DEFENDED,1in10,0.30340064,52.39707,0.579041233
SWZ,2000,FLUVIAL_PLUVIAL_DEFENDED,1in100,0.8066234,52.39707,1.539443713
SWZ,2000,FLUVIAL_PLUVIAL_DEFENDED,1in5,0.14355654,52.39707,0.273978182
SWZ,2005,FLUVIAL_PLUVIAL_DEFENDED,1in10,0.34876788,62.199905,0.560720921
SWZ,2005,FLUVIAL_PLUVIAL_DEFENDED,1in100,0.9299649,62.199905,1.495122702
SWZ,2005,FLUVIAL_PLUVIAL_DEFENDED,1in5,0.16222817,62.199905,0.260817392
SWZ,2010,FLUVIAL_PLUVIAL_DEFENDED,1in10,0.4237365,79.098236,0.535709165
SWZ,2010,FLUVIAL_PLUVIAL_DEFENDED,1in100,1.1373603,79.098236,1.437908552
SWZ,2010,FLUVIAL_PLUVIAL_DEFENDED,1in5,0.19349727,79.098236,0.244629058
SWZ,2015,FLUVIAL_PLUVIAL_DEFENDED,1in10,0.5464607,106.23623,0.514382617
SWZ,2015,FLUVIAL_PLUVIAL_DEFENDED,1in100,1.4778843,106.23623,1.39113022
SWZ,2015,FLUVIAL_PLUVIAL_DEFENDED,1in5,0.24509177,106.23623,0.230704506
SWZ,2020,FLUVIAL_PLUVIAL_DEFENDED,1in10,0.83112615,160.20697,0.518782766
SWZ,2020,FLUVIAL_PLUVIAL_DEFENDED,1in100,2.2287219,160.20697,1.391151646
SWZ,2020,FLUVIAL_PLUVIAL_DEFENDED,1in5,0.37969306,160.20697,0.237001586
ETH,1975,FLUVIAL_PLUVIAL_DEFENDED,1in10,1.6983337,295.54944,0.574636074
ETH,1975,FLUVIAL_PLUVIAL_DEFENDED,1in100,9.134411,295.54944,3.090654139
ETH,1975,FLUVIAL_PLUVIAL_DEFENDED,1in5,0.5255175,295.54944,0.177810352
ETH,1980,FLUVIAL_PLUVIAL_DEFENDED,1in10,2.141743,355.52756,0.602412651
ETH,1980,FLUVIAL_PLUVIAL_DEFENDED,1in100,11.228086,355.52756,3.158147852
ETH,1980,FLUVIAL_PLUVIAL_DEFENDED,1in5,0.67284906,355.52756,0.189253699
ETH,1985,FLUVIAL_PLUVIAL_DEFENDED,1in10,2.7671144,437.5928,0.632349161
ETH,1985,FLUVIAL_PLUVIAL_DEFENDED,1in100,14.136676,437.5928,3.230554982
ETH,1985,FLUVIAL_PLUVIAL_DEFENDED,1in5,0.8799513,437.5928,0.201089072
ETH,1990,FLUVIAL_PLUVIAL_DEFENDED,1in10,3.519732,532.0605,0.661528529
ETH,1990,FLUVIAL_PLUVIAL_DEFENDED,1in100,17.52636,532.0605,3.294053966
ETH,1990,FLUVIAL_PLUVIAL_DEFENDED,1in5,1.1339762,532.0605,0.213129184
ETH,1995,FLUVIAL_PLUVIAL_DEFENDED,1in10,3.9800556,599.2843,0.664134802
ETH,1995,FLUVIAL_PLUVIAL_DEFENDED,1in100,19.781008,599.2843,3.300771937
ETH,1995,FLUVIAL_PLUVIAL_DEFENDED,1in5,1.2667718,599.2843,0.211380775
ETH,2000,FLUVIAL_PLUVIAL_DEFENDED,1in10,4.573132,686.23145,0.666412476
ETH,2000,FLUVIAL_PLUVIAL_DEFENDED,1in100,22.667915,686.23145,3.303246303
ETH,2000,FLUVIAL_PLUVIAL_DEFENDED,1in5,1.4389564,686.23145,0.209689661
ETH,2005,FLUVIAL_PLUVIAL_DEFENDED,1in10,5.418232,824.81213,0.656904985
ETH,2005,FLUVIAL_PLUVIAL_DEFENDED,1in100,26.6878,824.81213,3.235621668
ETH,2005,FLUVIAL_PLUVIAL_DEFENDED,1in5,1.6992643,824.81213,0.206018345
ETH,2010,FLUVIAL_PLUVIAL_DEFENDED,1in10,6.7960763,1070.9456,0.634586509
ETH,2010,FLUVIAL_PLUVIAL_DEFENDED,1in100,33.111046,1070.9456,3.091757975
ETH,2010,FLUVIAL_PLUVIAL_DEFENDED,1in5,2.151168,1070.9456,0.200866225
ETH,2015,FLUVIAL_PLUVIAL_DEFENDED,1in10,9.029557,1503.9414,0.600392874
ETH,2015,FLUVIAL_PLUVIAL_DEFENDED,1in100,43.24083,1503.9414,2.875167211
ETH,2015,FLUVIAL_PLUVIAL_DEFENDED,1in5,2.9186585,1503.9414,0.194067302
ETH,2020,FLUVIAL_PLUVIAL_DEFENDED,1in10,13.794199,2544.2073,0.542180623
ETH,2020,FLUVIAL_PLUVIAL_DEFENDED,1in100,64.3364,2544.2073,2.528740484
ETH,2020,FLUVIAL_PLUVIAL_DEFENDED,1in5,4.7548304,2544.2073,0.186888482
GAB,1975,FLUVIAL_PLUVIAL_DEFENDED,1in10,1.1017296,72.23571,1.525186919
GAB,1975,FLUVIAL_PLUVIAL_DEFENDED,1in100,4.10898,72.23571,5.688294612
GAB,1975,FLUVIAL_PLUVIAL_DEFENDED,1in5,0.5922824,72.23571,0.819930198
GAB,1980,FLUVIAL_PLUVIAL_DEFENDED,1in10,1.3715663,80.53721,1.70302187
GAB,1980,FLUVIAL_PLUVIAL_DEFENDED,1in100,4.8858833,80.53721,6.06661604
GAB,1980,FLUVIAL_PLUVIAL_DEFENDED,1in5,0.75633067,80.53721,0.939107116
GAB,1985,FLUVIAL_PLUVIAL_DEFENDED,1in10,1.7260991,91.24218,1.891777575
GAB,1985,FLUVIAL_PLUVIAL_DEFENDED,1in100,5.875439,91.24218,6.439389107
GAB,1985,FLUVIAL_PLUVIAL_DEFENDED,1in5,0.9778084,91.24218,1.071662689
GAB,1990,FLUVIAL_PLUVIAL_DEFENDED,1in10,2.157719,103.92852,2.076156766
GAB,1990,FLUVIAL_PLUVIAL_DEFENDED,1in100,7.069391,103.92852,6.802166528
GAB,1990,FLUVIAL_PLUVIAL_DEFENDED,1in5,1.2486962,103.92852,1.20149522
GAB,1995,FLUVIAL_PLUVIAL_DEFENDED,1in10,2.1850429,104.62,2.088551807
GAB,1995,FLUVIAL_PLUVIAL_DEFENDED,1in100,7.129884,104.62,6.815029631
GAB,1995,FLUVIAL_PLUVIAL_DEFENDED,1in5,1.2686744,104.62,1.212649971
GAB,2000,FLUVIAL_PLUVIAL_DEFENDED,1in10,2.227812,105.75534,2.10657164
GAB,2000,FLUVIAL_PLUVIAL_DEFENDED,1in100,7.228311,105.75534,6.834937129
GAB,2000,FLUVIAL_PLUVIAL_DEFENDED,1in5,1.300567,105.75534,1.229788491
GAB,2005,FLUVIAL_PLUVIAL_DEFENDED,1in10,2.3988683,112.51959,2.131956133
GAB,2005,FLUVIAL_PLUVIAL_DEFENDED,1in100,7.895752,112.51959,7.01722429
GAB,2005,FLUVIAL_PLUVIAL_DEFENDED,1in5,1.3924545,112.51959,1.23752184
GAB,2010,FLUVIAL_PLUVIAL_DEFENDED,1in10,2.6326997,121.2599,2.171121451
GAB,2010,FLUVIAL_PLUVIAL_DEFENDED,1in100,8.764541,121.2599,7.227897269
GAB,2010,FLUVIAL_PLUVIAL_DEFENDED,1in5,1.5213807,121.2599,1.254644528
GAB,2015,FLUVIAL_PLUVIAL_DEFENDED,1in10,2.9671857,132.15668,2.245202967
GAB,2015,FLUVIAL_PLUVIAL_DEFENDED,1in100,9.826798,132.15668,7.435717967
GAB,2015,FLUVIAL_PLUVIAL_DEFENDED,1in5,1.7268085,132.15668,1.306637319
GAB,2020,FLUVIAL_PLUVIAL_DEFENDED,1in10,3.5743995,145.83534,2.450983074
GAB,2020,FLUVIAL_PLUVIAL_DEFENDED,1in100,11.140552,145.83534,7.639130543
GAB,2020,FLUVIAL_PLUVIAL_DEFENDED,1in5,2.1695526,145.83534,1.487672741
GMB,1975,FLUVIAL_PLUVIAL_DEFENDED,1in10,0.12698777,40.732132,0.311763131
GMB,1975,FLUVIAL_PLUVIAL_DEFENDED,1in100,1.1711447,40.732132,2.875235453
GMB,1975,FLUVIAL_PLUVIAL_DEFENDED,1in5,0.05891849,40.732132,0.144648677
