Country Code,Year,Indicator,Value
AFW,2011,At least basic,0.40503540098320545
AFW,2011,Limited (shared),0.35338433251935975
AFW,2011,Open defecation,0.08932544786417333
AFW,2011,Unimproved,0.1522548186332615
AFW,2012,At least basic,0.4158593281990854
AFW,2012,Limited (shared),0.3484852783057705
AFW,2012,Open defecation,0.08743277766710096
AFW,2012,Unimproved,0.14822261582804308
AFW,2013,At least basic,0.42684666715411
AFW,2013,Limited (shared),0.34344608973390256
AFW,2013,Open defecation,0.0855109515307043
AFW,2013,Unimproved,0.14419629158128314
AFW,2014,At least basic,0.4380005661248488
AFW,2014,Limited (shared),0.33823782719482715
AFW,2014,Open defecation,0.08357583344282776
AFW,2014,Unimproved,0.14018577323749631
AFW,2015,At least basic,0.44927753906581896
AFW,2015,Limited (shared),0.3328939869041828
AFW,2015,Open defecation,0.08161430764714651
AFW,2015,Unimproved,0.13621416638285164
AFW,2016,At least basic,0.46060795452133996
AFW,2016,Limited (shared),0.32743481740120656
AFW,2016,Open defecation,0.07965004956250571
AFW,2016,Unimproved,0.1323071785149479
AFW,2017,At least basic,0.4720250328910155
AFW,2017,Limited (shared),0.3218610746074794
AFW,2017,Open defecation,0.07769125843181168
AFW,2017,Unimproved,0.12842263406969337
AFW,2018,At least basic,0.48219238036689643
AFW,2018,Limited (shared),0.31719552882725705
AFW,2018,Open defecation,0.07602327850836585
AFW,2018,Unimproved,0.12458881229748055
AFW,2019,At least basic,0.49371327637595525
AFW,2019,Limited (shared),0.31128566894554305
AFW,2019,Open defecation,0.07405802873509008
AFW,2019,Unimproved,0.12094302594341176
AFW,2020,At least basic,0.5053042686125214
AFW,2020,Limited (shared),0.3052914860721104
AFW,2020,Open defecation,0.07209032776824051
AFW,2020,Unimproved,0.11731391754712765
AFW,2021,At least basic,0.5169726034005777
AFW,2021,Limited (shared),0.2992014653647285
AFW,2021,Open defecation,0.0701246573651512
AFW,2021,Unimproved,0.11370127386954261
AFW,2022,At least basic,0.5330202794490808
AFW,2022,Limited (shared),0.290052532507521
AFW,2022,Open defecation,0.06909463111518281
AFW,2022,Unimproved,0.10783255692821536
AFW,2023,At least basic,0.5445760973113597
AFW,2023,Limited (shared),0.28381718578333226
AFW,2023,Open defecation,0.06712933791286853
AFW,2023,Unimproved,0.10447737899243953
AFW,2024,At least basic,0.5474681558919086
AFW,2024,Limited (shared),0.28297933595872826
AFW,2024,Open defecation,0.06646905451818291
AFW,2024,Unimproved,0.10308345363118028
AGO,2000,At least basic,0.5295176930276582
AGO,2000,Limited (shared),0.2308273830124335
AGO,2000,Open defecation,0.1376176916666657
AGO,2000,Unimproved,0.10203723229324281
AGO,2001,At least basic,0.5295176930276582
AGO,2001,Limited (shared),0.2308273830124335
AGO,2001,Open defecation,0.1376176916666657
AGO,2001,Unimproved,0.10203723229324281
AGO,2002,At least basic,0.5295176930276582
AGO,2002,Limited (shared),0.2308273830124335
AGO,2002,Open defecation,0.1376176916666657
AGO,2002,Unimproved,0.10203723229324281
AGO,2003,At least basic,0.535695705977882
AGO,2003,Limited (shared),0.23352050277083708
AGO,2003,Open defecation,0.1334318616379301
AGO,2003,Unimproved,0.09735192961335087
AGO,2004,At least basic,0.5418737189281043
AGO,2004,Limited (shared),0.23621362252924008
AGO,2004,Open defecation,0.12924603160919448
AGO,2004,Unimproved,0.0926666269334612
AGO,2005,At least basic,0.5480517318783282
AGO,2005,Limited (shared),0.23890674228764372
AGO,2005,Open defecation,0.1250602015804589
AGO,2005,Unimproved,0.08798132425356925
AGO,2006,At least basic,0.5542297448285505
AGO,2006,Limited (shared),0.24159986204604672
AGO,2006,Open defecation,0.1208743715517232
AGO,2006,Unimproved,0.08329602157367959
AGO,2007,At least basic,0.5604077577787744
AGO,2007,Limited (shared),0.2442929818044503
AGO,2007,Open defecation,0.1166885415229876
AGO,2007,Unimproved,0.07861071889378762
AGO,2008,At least basic,0.5665857707289966
AGO,2008,Limited (shared),0.2469861015628533
AGO,2008,Open defecation,0.112502711494252
AGO,2008,Unimproved,0.07392541621389796
AGO,2009,At least basic,0.5727637836792205
AGO,2009,Limited (shared),0.249679221321257
AGO,2009,Open defecation,0.1083168814655164
AGO,2009,Unimproved,0.06924011353400601
AGO,2010,At least basic,0.578941796629443
AGO,2010,Limited (shared),0.2523723410796599
AGO,2010,Open defecation,0.10413105143678081
AGO,2010,Unimproved,0.06455481085411634
AGO,2011,At least basic,0.5851198095796668
AGO,2011,Limited (shared),0.2550654608380636
AGO,2011,Open defecation,0.0999452214080452
AGO,2011,Unimproved,0.059869508174224394
AGO,2012,At least basic,0.5912978225298892
AGO,2012,Limited (shared),0.2577585805964666
AGO,2012,Open defecation,0.0957593913793096
AGO,2012,Unimproved,0.05518420549433472
AGO,2013,At least basic,0.5974758354801132
AGO,2013,Limited (shared),0.2604517003548702
AGO,2013,Open defecation,0.09157356135057398
AGO,2013,Unimproved,0.050498902814442775
AGO,2014,At least basic,0.6036538484303354
AGO,2014,Limited (shared),0.2631448201132732
AGO,2014,Open defecation,0.08738773132183837
AGO,2014,Unimproved,0.0458136001345531
AGO,2015,At least basic,0.6098318613805592
AGO,2015,Limited (shared),0.2658379398716768
AGO,2015,Open defecation,0.08320190129310276
AGO,2015,Unimproved,0.04112829745466115
AGO,2016,At least basic,0.6160098743307817
AGO,2016,Limited (shared),0.2685310596300798
AGO,2016,Open defecation,0.07901607126436716
AGO,2016,Unimproved,0.03644299477477148
AGO,2017,At least basic,0.6221878872810056
AGO,2017,Limited (shared),0.2712241793884834
AGO,2017,Open defecation,0.07483024123563155
AGO,2017,Unimproved,0.03175769209487953
AGO,2018,At least basic,0.6283659002312278
AGO,2018,Limited (shared),0.2739172991468864
AGO,2018,Open defecation,0.07064441120689594
AGO,2018,Unimproved,0.02707238941498986
AGO,2019,At least basic,0.6283659002312278
AGO,2019,Limited (shared),0.2739172991468864
AGO,2019,Open defecation,0.07064441120689594
AGO,2019,Unimproved,0.02707238941498986
AGO,2020,At least basic,0.6283659002312278
AGO,2020,Limited (shared),0.2739172991468864
AGO,2020,Open defecation,0.07064441120689594
AGO,2020,Unimproved,0.02707238941498986
AGO,2021,At least basic,0.6283659002312278
AGO,2021,Limited (shared),0.2739172991468864
AGO,2021,Open defecation,0.07064441120689594
AGO,2021,Unimproved,0.02707238941498986
AGO,2022,At least basic,0.6283659002312278
AGO,2022,Limited (shared),0.2739172991468864
AGO,2022,Open defecation,0.07064441120689594
AGO,2022,Unimproved,0.02707238941498986
BDI,2000,At least basic,0.4094692308044903
BDI,2000,Limited (shared),0.2564364547791803
BDI,2000,Open defecation,0.01807253139565631
BDI,2000,Unimproved,0.316021783020673
BDI,2001,At least basic,0.41574901319251184
BDI,2001,Limited (shared),0.2603692658702727
BDI,2001,Open defecation,0.0173772396353732
BDI,2001,Unimproved,0.3065044813018423
BDI,2002,At least basic,0.42202879558053186
BDI,2002,Limited (shared),0.2643020769613642
BDI,2002,Open defecation,0.0166819478750898
BDI,2002,Unimproved,0.2969871795830142
BDI,2003,At least basic,0.42830857796855326
BDI,2003,Limited (shared),0.2682348880524566
BDI,2003,Open defecation,0.01598665611480641
BDI,2003,Unimproved,0.2874698778641837
BDI,2004,At least basic,0.42826380992177865
BDI,2004,Limited (shared),0.2784922495783427
BDI,2004,Open defecation,0.01529136435452301
BDI,2004,Unimproved,0.2779525761453556
BDI,2005,At least basic,0.4280362629326506
BDI,2005,Limited (shared),0.28893239004658233
BDI,2005,Open defecation,0.01459607259423962
BDI,2005,Unimproved,0.26843527442652737
BDI,2006,At least basic,0.42762593700117035
BDI,2006,Limited (shared),0.2995553094571765
BDI,2006,Open defecation,0.0139007808339565
BDI,2006,Unimproved,0.2589179727076967
BDI,2007,At least basic,0.42703283212733806
BDI,2007,Limited (shared),0.3103610078101225
BDI,2007,Open defecation,0.013205489073673108
BDI,2007,Unimproved,0.24940067098886629
BDI,2008,At least basic,0.4262569483111481
BDI,2008,Limited (shared),0.32134948510542183
BDI,2008,Open defecation,0.01251019731338971
BDI,2008,Unimproved,0.2398833692700404
BDI,2009,At least basic,0.42529828555260707
BDI,2009,Limited (shared),0.33252074134307663
BDI,2009,Open defecation,0.01181490555310631
BDI,2009,Unimproved,0.23036606755121
BDI,2010,At least basic,0.4241568438517125
BDI,2010,Limited (shared),0.34387477652308496
BDI,2010,Open defecation,0.0111196137928232
BDI,2010,Unimproved,0.22084876583237928
BDI,2011,At least basic,0.4228326232084644
BDI,2011,Limited (shared),0.35541159064544703
BDI,2011,Open defecation,0.010424322032539811
BDI,2011,Unimproved,0.2113314641135489
BDI,2012,At least basic,0.42132562362286186
BDI,2012,Limited (shared),0.3671311837101587
BDI,2012,Open defecation,0.00972903027225641
BDI,2012,Unimproved,0.201814162394723
BDI,2013,At least basic,0.4196358450949067
BDI,2013,Limited (shared),0.37903355571722774
BDI,2013,Open defecation,0.009033738511973012
BDI,2013,Unimproved,0.1922968606758926
BDI,2014,At least basic,0.41776328762459775
BDI,2014,Limited (shared),0.3911187066666504
BDI,2014,Open defecation,0.008338446751689616
BDI,2014,Unimproved,0.1827795589570621
BDI,2015,At least basic,0.41570795121193316
BDI,2015,Limited (shared),0.40338663655842455
BDI,2015,Open defecation,0.007643154991406505
BDI,2015,Unimproved,0.17326225723823602
BDI,2016,At least basic,0.4134698358569171
BDI,2016,Limited (shared),0.4158373453925543
BDI,2016,Open defecation,0.006947863231123108
BDI,2016,Unimproved,0.1637449555194056
BDI,2017,At least basic,0.41104894155954935
BDI,2017,Limited (shared),0.4284708331690358
BDI,2017,Open defecation,0.006252571470839712
BDI,2017,Unimproved,0.1542276538005751
BDI,2018,At least basic,0.40844526831982625
BDI,2018,Limited (shared),0.4412870998878728
BDI,2018,Open defecation,0.005557279710556315
BDI,2018,Unimproved,0.1447103520817447
BDI,2019,At least basic,0.4056588161377474
BDI,2019,Limited (shared),0.4542861455490608
BDI,2019,Open defecation,0.004861987950273203
BDI,2019,Unimproved,0.1351930503629185
BDI,2020,At least basic,0.41047636698694023
BDI,2020,Limited (shared),0.45968118817898185
BDI,2020,Open defecation,0.004166696189989807
BDI,2020,Unimproved,0.1256757486440881
BDI,2021,At least basic,0.4152939178361331
BDI,2021,Limited (shared),0.4650762308089028
BDI,2021,Open defecation,0.003471404429706411
BDI,2021,Unimproved,0.11615844692525769
BDI,2022,At least basic,0.42011146868532373
BDI,2022,Limited (shared),0.4704712734388215
BDI,2022,Open defecation,0.0027761126694230143
BDI,2022,Unimproved,0.1066411452064318
BDI,2023,At least basic,0.42011146868532373
BDI,2023,Limited (shared),0.4704712734388215
BDI,2023,Open defecation,0.0027761126694230143
BDI,2023,Unimproved,0.1066411452064318
BDI,2024,At least basic,0.42011146868532373
BDI,2024,Limited (shared),0.4704712734388215
BDI,2024,Open defecation,0.0027761126694230143
BDI,2024,Unimproved,0.1066411452064318
BEN,2000,At least basic,0.18766956171053573
BEN,2000,Limited (shared),0.3090541505593811
BEN,2000,Open defecation,0.3687389820011992
BEN,2000,Unimproved,0.1345373057288839
BEN,2001,At least basic,0.19264636139293181
BEN,2001,Limited (shared),0.3089304464464376
BEN,2001,Open defecation,0.3656309576515912
BEN,2001,Unimproved,0.1327922345090394
BEN,2002,At least basic,0.1976839868062482
BEN,2002,Limited (shared),0.3087459166025749
BEN,2002,Open defecation,0.36252293330198315
BEN,2002,Unimproved,0.1310471632891938
BEN,2003,At least basic,0.2027824379504854
BEN,2003,Limited (shared),0.3085005610277902
BEN,2003,Open defecation,0.3594149089523762
BEN,2003,Unimproved,0.1293020920693482
BEN,2004,At least basic,0.2079417148256414
BEN,2004,Limited (shared),0.3081943797220868
BEN,2004,Open defecation,0.3563068846027682
BEN,2004,Unimproved,0.1275570208495037
BEN,2005,At least basic,0.2131618174317174
BEN,2005,Limited (shared),0.3078273726854633
BEN,2005,Open defecation,0.3531988602531601
BEN,2005,Unimproved,0.1258119496296592
BEN,2006,At least basic,0.2184427457687138
BEN,2006,Limited (shared),0.3073995399179206
BEN,2006,Open defecation,0.35009083590355206
BEN,2006,Unimproved,0.1240668784098136
BEN,2007,At least basic,0.22378449983663087
BEN,2007,Limited (shared),0.306910881419456
BEN,2007,Open defecation,0.34698281155394395
BEN,2007,Unimproved,0.1223218071899691
BEN,2008,At least basic,0.2291870796354668
BEN,2008,Limited (shared),0.3063613971900725
BEN,2008,Open defecation,0.3438747872043359
BEN,2008,Unimproved,0.12057673597012471
BEN,2009,At least basic,0.2346504851652228
BEN,2009,Limited (shared),0.3057510872297691
BEN,2009,Open defecation,0.34076676285472796
BEN,2009,Unimproved,0.1188316647502802
BEN,2010,At least basic,0.24017471642590038
BEN,2010,Limited (shared),0.30507995153854517
BEN,2010,Open defecation,0.3376587385051198
BEN,2010,Unimproved,0.1170865935304346
BEN,2011,At least basic,0.2457597734174963
BEN,2011,Limited (shared),0.3043479901164018
BEN,2011,Open defecation,0.33455071415551285
BEN,2011,Unimproved,0.115341522310589
BEN,2012,At least basic,0.2514056561400121
BEN,2012,Limited (shared),0.3035552029633385
BEN,2012,Open defecation,0.3314426898059048
BEN,2012,Unimproved,0.1135964510907445
BEN,2013,At least basic,0.257112364593448
BEN,2013,Limited (shared),0.3027015900793552
BEN,2013,Open defecation,0.32833466545629686
BEN,2013,Unimproved,0.1118513798709
BEN,2014,At least basic,0.2628798987778051
BEN,2014,Limited (shared),0.3017871514644506
BEN,2014,Open defecation,0.3252266411066887
BEN,2014,Unimproved,0.1101063086510555
BEN,2015,At least basic,0.2687082586930815
BEN,2015,Limited (shared),0.3008118871186279
BEN,2015,Open defecation,0.3221186167570806
BEN,2015,Unimproved,0.1083612374312099
BEN,2016,At least basic,0.2745974443392773
BEN,2016,Limited (shared),0.2997757970418846
BEN,2016,Open defecation,0.3190105924074726
BEN,2016,Unimproved,0.1066161662113655
BEN,2017,At least basic,0.2805474557163931
BEN,2017,Limited (shared),0.2986788812342214
BEN,2017,Open defecation,0.3159025680578645
BEN,2017,Unimproved,0.10487109499152099
BEN,2018,At least basic,0.2865582928244302
BEN,2018,Limited (shared),0.2975211396956368
BEN,2018,Open defecation,0.3127945437082565
BEN,2018,Unimproved,0.1031260237716765
BEN,2019,At least basic,0.2926299556633865
BEN,2019,Limited (shared),0.2963025724261342
BEN,2019,Open defecation,0.3096865193586495
BEN,2019,Unimproved,0.1013809525518298
BEN,2020,At least basic,0.2987624442332623
BEN,2020,Limited (shared),0.295023179425711
BEN,2020,Open defecation,0.3065784950090415
BEN,2020,Unimproved,0.09963588133198527
BEN,2021,At least basic,0.3049557585340593
BEN,2021,Limited (shared),0.2936829606943664
BEN,2021,Open defecation,0.3034704706594334
BEN,2021,Unimproved,0.09789081011214079
BEN,2022,At least basic,0.3112098985657751
BEN,2022,Limited (shared),0.2922819162321032
BEN,2022,Open defecation,0.3003624463098254
BEN,2022,Unimproved,0.09614573889229633
BEN,2023,At least basic,0.3175248643284108
BEN,2023,Limited (shared),0.2908200460389201
BEN,2023,Open defecation,0.29725442196021734
BEN,2023,Unimproved,0.09440066767245185
BEN,2024,At least basic,0.323900655821967
BEN,2024,Limited (shared),0.2892973501148175
BEN,2024,Open defecation,0.2941463976106093
BEN,2024,Unimproved,0.09265559645260624
BFA,2000,At least basic,0.4298409839296622
BFA,2000,Limited (shared),0.379120262962077
BFA,2000,Open defecation,0.09694841595458399
BFA,2000,Unimproved,0.09409033715367685
BFA,2001,At least basic,0.4298409839296622
BFA,2001,Limited (shared),0.379120262962077
BFA,2001,Open defecation,0.09694841595458399
BFA,2001,Unimproved,0.09409033715367685
BFA,2002,At least basic,0.43224468850102116
BFA,2002,Limited (shared),0.3818268358769793
BFA,2002,Open defecation,0.09483933691786263
BFA,2002,Unimproved,0.09108913870413687
BFA,2003,At least basic,0.4346444805038045
BFA,2003,Limited (shared),0.3845373213604574
BFA,2003,Open defecation,0.09273025788114125
BFA,2003,Unimproved,0.0880879402545969
BFA,2004,At least basic,0.43704035993801194
BFA,2004,Limited (shared),0.38725171941251135
BFA,2004,Open defecation,0.09062117884441989
BFA,2004,Unimproved,0.08508674180505693
BFA,2005,At least basic,0.4394323268036443
BFA,2005,Limited (shared),0.3899700300331414
BFA,2005,Open defecation,0.08851209980769909
BFA,2005,Unimproved,0.08208554335551525
BFA,2006,At least basic,0.4418203811006996
BFA,2006,Limited (shared),0.3926922532223463
BFA,2006,Open defecation,0.08640302077097772
BFA,2006,Unimproved,0.07908434490597642
BFA,2007,At least basic,0.4442045228291802
BFA,2007,Limited (shared),0.39541838898012815
BFA,2007,Open defecation,0.08429394173425635
BFA,2007,Unimproved,0.07608314645643532
BFA,2008,At least basic,0.44658475198908415
BFA,2008,Limited (shared),0.39814843730648447
BFA,2008,Open defecation,0.08218486269753499
BFA,2008,Unimproved,0.07308194800689648
BFA,2009,At least basic,0.44896106858041307
BFA,2009,Limited (shared),0.40088239820141786
BFA,2009,Open defecation,0.08007578366081418
BFA,2009,Unimproved,0.07008074955735481
BFA,2010,At least basic,0.4513334726031666
BFA,2010,Limited (shared),0.40362027166492687
BFA,2010,Open defecation,0.07796670462409282
BFA,2010,Unimproved,0.0670795511078137
BFA,2011,At least basic,0.453701964057343
BFA,2011,Limited (shared),0.4063620576970107
BFA,2011,Open defecation,0.07585762558737144
BFA,2011,Unimproved,0.06407835265827487
BFA,2012,At least basic,0.45606654294294474
BFA,2012,Limited (shared),0.4091077562976714
BFA,2012,Open defecation,0.07374854655065008
BFA,2012,Unimproved,0.06107715420873376
BFA,2013,At least basic,0.45842720925996955
BFA,2013,Limited (shared),0.4118573674669067
BFA,2013,Open defecation,0.0716394675139287
BFA,2013,Unimproved,0.05807595575919493
BFA,2014,At least basic,0.4607839630084198
BFA,2014,Limited (shared),0.41461089120471895
BFA,2014,Open defecation,0.06953038847720791
BFA,2014,Unimproved,0.05507475730965325
BFA,2015,At least basic,0.46313680418829306
BFA,2015,Limited (shared),0.4173683275111059
BFA,2015,Open defecation,0.06742130944048653
BFA,2015,Unimproved,0.052073558860114416
BFA,2016,At least basic,0.46548573279959193
BFA,2016,Limited (shared),0.42012967638606974
BFA,2016,Open defecation,0.06531223040376517
BFA,2016,Unimproved,0.04907236041057331
BFA,2017,At least basic,0.46783074884231346
BFA,2017,Limited (shared),0.4228949378296082
BFA,2017,Open defecation,0.0632031513670438
BFA,2017,Unimproved,0.046071161961034474
BFA,2018,At least basic,0.4701718523164607
BFA,2018,Limited (shared),0.42566411184172354
BFA,2018,Open defecation,0.061094072330322435
BFA,2018,Unimproved,0.04306996351149337
BFA,2019,At least basic,0.4725090432220319
BFA,2019,Limited (shared),0.4284371984224148
BFA,2019,Open defecation,0.058984993293601636
BFA,2019,Unimproved,0.04006876506195169
BFA,2020,At least basic,0.47484232155902634
BFA,2020,Limited (shared),0.4312141975716806
BFA,2020,Open defecation,0.05687591425688025
BFA,2020,Unimproved,0.03706756661241286
BFA,2021,At least basic,0.4771716873274461
BFA,2021,Limited (shared),0.4339951092895232
BFA,2021,Open defecation,0.0547668352201589
BFA,2021,Unimproved,0.03406636816287175
BFA,2022,At least basic,0.4794971405272888
BFA,2022,Limited (shared),0.4367799335759407
BFA,2022,Open defecation,0.05265775618343753
BFA,2022,Unimproved,0.03106516971333292
BFA,2023,At least basic,0.4818186811585571
BFA,2023,Limited (shared),0.439568670430935
BFA,2023,Open defecation,0.05054867714671673
BFA,2023,Unimproved,0.02806397126379125
BFA,2024,At least basic,0.4844909852167109
BFA,2024,Limited (shared),0.4420066438590413
BFA,2024,Open defecation,0.04843959810999536
BFA,2024,Unimproved,0.025062772814252413
BWA,2000,At least basic,0.7253982387059533
BWA,2000,Limited (shared),0.03969783712041494
BWA,2000,Open defecation,0.03310336711995575
BWA,2000,Unimproved,0.2018005570536761
BWA,2001,At least basic,0.7286032401468107
BWA,2001,Limited (shared),0.044914899956877294
BWA,2001,Open defecation,0.032297016953255306
BWA,2001,Unimproved,0.1941848429430567
BWA,2002,At least basic,0.7317041506913198
BWA,2002,Limited (shared),0.050236053689688
BWA,2002,Open defecation,0.03149066678655458
BWA,2002,Unimproved,0.1865691288324376
BWA,2003,At least basic,0.7347009703394788
BWA,2003,Limited (shared),0.05566129831884885
BWA,2003,Open defecation,0.03068431661985386
BWA,2003,Unimproved,0.1789534147218185
BWA,2004,At least basic,0.7375936990912912
BWA,2004,Limited (shared),0.06119063384435625
BWA,2004,Open defecation,0.02987796645315314
BWA,2004,Unimproved,0.1713377006111995
BWA,2005,At least basic,0.7403823369467533
BWA,2005,Limited (shared),0.06682406026621385
BWA,2005,Open defecation,0.029071616286452412
BWA,2005,Unimproved,0.1637219865005804
BWA,2006,At least basic,0.743066883905869
BWA,2006,Limited (shared),0.07256157758441797
BWA,2006,Open defecation,0.028265266119751692
BWA,2006,Unimproved,0.1561062723899613
BWA,2007,At least basic,0.7456473399686364
BWA,2007,Limited (shared),0.07840318579897045
BWA,2007,Open defecation,0.02745891595305096
BWA,2007,Unimproved,0.1484905582793422
BWA,2008,At least basic,0.7481237051350534
BWA,2008,Limited (shared),0.08434888490987316
BWA,2008,Open defecation,0.02665256578635024
BWA,2008,Unimproved,0.14087484416872312
BWA,2009,At least basic,0.7504959794051241
BWA,2009,Limited (shared),0.09039867491712233
BWA,2009,Open defecation,0.025846215619649508
BWA,2009,Unimproved,0.1332591300581041
BWA,2010,At least basic,0.7527641627788445
BWA,2010,Limited (shared),0.0965525558207218
BWA,2010,Open defecation,0.025039865452948788
