ISO3,year,population,built_up_km2,built_up_per_capita_m2
RWA,2015,5596671.704861111,265.2931567777778,47.40195079646206
RWA,2020,6230227.888020833,313.88950366666666,50.38170502080631
SDN,1975,7497153.990370429,344.88082544444444,46.00156617930214
SDN,1980,9384003.496022874,374.73481944444444,39.933363153931516
SDN,1985,11197226.864649508,416.47040888888887,37.19406723853363
SDN,1990,12419195.806126105,463.91549533333335,37.354713024533716
SDN,1995,14049765.749728838,499.1162622222222,35.52488141888452
SDN,2000,15982075.016326904,556.7504202222223,34.83592835432567
SDN,2005,18095706.935787838,588.311006,32.511081666364674
SDN,2010,20624121.797907934,634.4065798888888,30.76041666672283
SDN,2015,22852374.287852816,703.5922721111111,30.788585170561717
SDN,2020,24542657.072926838,825.4316734444444,33.632530943643566
SEN,1975,3308250.5276150173,130.96287466666666,39.586746400696676
SEN,1980,3683430.8002387155,141.30967122222222,38.36360145901594
SEN,1985,4135459.4073350695,155.39374633333333,37.5759331738842
SEN,1990,4688053.655381944,171.63972622222224,36.61215055104535
SEN,1995,5405082.031467014,188.82349844444445,34.93443713622884
SEN,2000,6097063.5973307295,210.5058718888889,34.52577925889563
SEN,2005,6885428.1654730905,228.909314,33.24547268503409
SEN,2010,7817978.222005208,253.8806143333333,32.473947499461865
SEN,2015,8872426.110677084,283.958146,32.004565882863155
SEN,2020,9859088.678602431,315.186304,31.96911137274394
SLE,1975,1190099.90625,33.756761777777776,28.364645354981327
SLE,1980,1313120.0933159722,37.22098,28.34545003877541
SLE,1985,1469228.279513889,41.69102788888889,28.37614036579996
SLE,1990,1664380.6067708333,46.83196411111111,28.13777324765438
SLE,1995,1743211.6571180555,53.047022444444444,30.43062626838087
SLE,2000,1907839.3706597222,61.522370888888894,32.24714398655833
SLE,2005,2356907.509548611,71.05078877777778,30.14576876263814
SLE,2010,2720948.9348958335,84.79655466666667,31.164331523889093
SLE,2015,3133522.525173611,99.88033777777778,31.874778935008283
SLE,2020,3692077.980902778,104.95346055555555,28.42666408955224
SOM,1975,2497154.419060601,41.813862444444446,16.744604228429857
SOM,1980,3445214.1926540798,46.721501777777775,13.561276357620327
SOM,1985,3981089.660692003,53.564143111111115,13.454643747410717
SOM,1990,4353694.897115071,61.13216111111111,14.041443545256161
SOM,1995,4668376.619167752,70.08222966666666,15.01211992599699
SOM,2000,5659262.811686198,81.90871844444445,14.473390116342634
SOM,2005,6821012.852013482,93.45930755555555,13.70167592162907
SOM,2010,7833845.9317491315,108.71433455555555,13.877517569621382
SOM,2015,8941826.387586806,126.249218,14.118952049355519
SOM,2020,10753707.426323785,143.04829355555555,13.302230373628214
SSA,1975,170783492.3783661,8204.740957333333,48.041768224038634
SSA,1980,203899024.99755308,9409.304783666666,46.14688463458609
SSA,1985,236970101.67925444,10810.952347111112,45.62158799992428
SSA,1990,274380879.74647856,12462.224450333333,45.41943469912384
SSA,1995,318252203.6110011,13777.055058888887,43.28973971765031
SSA,2000,366260686.9678918,15448.41370288889,42.178738402910206
SSA,2005,419580931.30190516,17143.70431233333,40.85911211250388
SSA,2010,479377501.21604526,19511.700999666667,40.70216259664043
SSA,2015,543605516.4521843,22325.41421533333,41.0691458045516
SSA,2020,602806241.1802518,24908.97137888889,41.32168792764802
SSD,1975,909798.9314129353,14.367463444444441,15.791910661107828
SSD,1980,1105428.8439835443,16.885172999999998,15.274771498771708
SSD,1985,1348041.417336146,20.640479999999997,15.311458338414768
SSD,1990,1435926.7423375447,24.82175044444444,17.28622339328894
SSD,1995,1691304.9250893062,28.027583666666665,16.57157337562103
SSD,2000,2046388.98535898,32.60708255555555,15.933961132924871
SSD,2005,2696531.6165330675,40.673180555555554,15.083517028385186
SSD,2010,3563340.9572211374,52.841985,14.829337308548968
SSD,2015,4168354.1561143664,70.18675511111111,16.83800187854897
SSD,2020,3789917.0445963545,96.68234911111112,25.510413017868125
STP,1975,65945.078125,5.616922333333333,85.17576281714858
STP,1980,74880.44010416666,5.622205888888888,75.08243649566965
STP,1985,82428.78211805556,5.627662555555555,68.27302807283436
STP,1990,92992.87239583333,5.634242888888889,60.58790038129136
STP,1995,103102.53602430556,5.634295111111111,54.64749295577825
STP,2000,112041.64149305556,5.634341777777777,50.287926012999364
STP,2005,125601.0373263889,5.655832888888888,45.030144728753704
STP,2010,141869.7873263889,5.677976,40.02244668864638
STP,2015,157484.34548611112,5.700344444444444,36.196260821029796
STP,2020,173150.78819444444,5.728341111111111,33.08296295295123
SWZ,1975,134466.859375,4.288639444444444,31.893653680750617
SWZ,1980,167799.18207465278,5.649560444444444,33.66858154249519
SWZ,1985,209704.37413194444,7.864851666666666,37.50447123109678
SWZ,1990,259393.32682291663,10.53815611111111,40.62616506054271
SWZ,1995,303848.3177083333,13.954446888888889,45.9257006724121
SWZ,2000,337397.07204861107,18.639132000000004,55.24390560601705
SWZ,2005,354799.6215277778,22.085694444444442,62.24835964971659
SWZ,2010,364063.22222222225,27.01121022222222,74.19373497094064
SWZ,2015,371397.9552951389,33.68501388888889,90.69789805956366
SWZ,2020,360483.65234375,43.29780755555556,120.11032199115547
SYC,1975,46891.37152777778,1.6804564444444443,35.83722100022103
SYC,1980,50531.95486111111,2.1609386666666666,42.76380505377408
SYC,1985,52209.30555555556,2.6589306666666666,50.92829024200134
SYC,1990,54292.37152777778,3.1989075555555555,58.92001888182188
SYC,1995,56507.18402777778,3.299398666666667,58.389012360707085
SYC,2000,59580.79861111111,3.401279555555556,57.08684064065663
SYC,2005,63289.93055555556,3.536240888888889,55.873673076395555
SYC,2010,67410.53472222222,3.675050222222222,54.5174465291806
SYC,2015,71323.47916666667,3.8063582222222223,53.367534319626124
SYC,2020,75978.5625,3.891102222222222,51.213159267421275
TCD,1975,1847347.0207502577,75.09043622222222,40.64771555033875
TCD,1980,2052398.3218044706,83.39272122222222,40.63184048450364
TCD,1985,2362059.338663737,95.14378977777777,40.28001677197596
TCD,1990,2792006.7208641903,108.59966899999999,38.896635953077464
TCD,1995,3347898.378377279,116.78772355555554,34.88389143166358
TCD,2000,4027340.27867296,127.19685122222222,31.583338486643736
TCD,2005,4796528.152133518,138.48427455555554,28.87177353352072
TCD,2010,5567808.166693794,153.40213044444445,27.55161921024585
