ISO3,unique_id,Agglomeration_Name,Surface km2,africapolis_geometry_year,worldpop_year,ftm_return_period,ftm_flood_type,worldpop_population_ftm_total,worldpop_population_ftm_share,worldpop_built_surface_ftm_km2,worldpop_built_surface_ftm_share,worldpop_built_volume_ftm_m3,worldpop_built_volume_ftm_share
MLI,MLI_6231,Mopti Centre,4.0,2015,2015,10,FLUVIAL_PLUVIAL_DEFENDED,3732.0,0.0637523702147286,0.100873890625,0.096635737102879,560802.375,0.0728832622503599
MLI,MLI_6231,Mopti Centre,4.0,2015,2015,100,FLUVIAL_PLUVIAL_DEFENDED,6531.0,0.1115666478757751,0.177296,0.1698470192756287,1020403.3125,0.1326141356410509
MLI,MLI_6232,Mopti-Medina Coura,3.0,2015,2015,10,FLUVIAL_PLUVIAL_DEFENDED,257.0,0.015415991842121,0.0100155556640625,0.0229200455493468,33648.66796875,0.0187565388321711
MLI,MLI_6232,Mopti-Medina Coura,3.0,2015,2015,100,FLUVIAL_PLUVIAL_DEFENDED,1848.0,0.1108511786935396,0.065001,0.1487511957123699,226823.125,0.1264364091930188
MLI,MLI_6233,Mopti (Sevare),21.0,2015,2015,10,FLUVIAL_PLUVIAL_DEFENDED,808.0,0.0055743359779234,0.02213077734375,0.0056253408876872,154879.890625,0.0064198269093154
MLI,MLI_6233,Mopti (Sevare),21.0,2015,2015,100,FLUVIAL_PLUVIAL_DEFENDED,18501.0,0.1276371162469817,0.5990984375,0.1522826281188026,3505452.5,0.1453022609843863
MLI,MLI_6283,M'pessoba,3.0,2015,2015,10,FLUVIAL_PLUVIAL_DEFENDED,0.0,0.0,0.0,0.0,0.0,0.0
MLI,MLI_6283,M'pessoba,3.0,2015,2015,100,FLUVIAL_PLUVIAL_DEFENDED,95.0,0.0128918442122404,0.013153,0.0166479130303808,38518.0,0.0097273523004665
MLI,MLI_6556,Nara,8.0,2015,2015,10,FLUVIAL_PLUVIAL_DEFENDED,26.0,0.000783014606234,0.001673222290039,0.0009282899930201,6851.44482421875,0.0006826809599099
MLI,MLI_6556,Nara,8.0,2015,2015,100,FLUVIAL_PLUVIAL_DEFENDED,666.0,0.0200572202981478,0.0438216640625,0.0243118995419084,204683.5625,0.0203947597200741
MLI,MLI_6738,Niafunke,3.0,2015,2015,10,FLUVIAL_PLUVIAL_DEFENDED,0.0,0.0,0.0,0.0,0.0,0.0
MLI,MLI_6738,Niafunke,3.0,2015,2015,100,FLUVIAL_PLUVIAL_DEFENDED,2157.0,0.1004798062141892,0.05943821875,0.1148180777247412,268126.875,0.0825589778738867
MLI,MLI_6756,Niena,6.0,2015,2015,10,FLUVIAL_PLUVIAL_DEFENDED,1.0,7.680491551459293e-05,7.888888549804687e-05,8.189764103436747e-05,297.22222900390625,5.754452135694746e-05
MLI,MLI_6756,Niena,6.0,2015,2015,100,FLUVIAL_PLUVIAL_DEFENDED,30.0,0.0023041474654377,0.0028723334960937,0.002981881872319,10392.22265625,0.0020120146484093
MLI,MLI_6766,Niono Socoura,7.0,2015,2015,10,FLUVIAL_PLUVIAL_DEFENDED,0.0,0.0,0.0,0.0,0.0,0.0
MLI,MLI_6766,Niono Socoura,7.0,2015,2015,100,FLUVIAL_PLUVIAL_DEFENDED,1681.0,0.0292693968519292,0.0685101171875,0.0360724993273604,378050.0,0.032720270036351
MLI,MLI_6767,Nioro,8.0,2015,2015,10,FLUVIAL_PLUVIAL_DEFENDED,0.0,0.0,0.0,0.0,0.0,0.0
MLI,MLI_6767,Nioro,8.0,2015,2015,100,FLUVIAL_PLUVIAL_DEFENDED,2529.0,0.0463331073777549,0.078613890625,0.0480930973058553,436205.125,0.0449773904140098
MLI,MLI_7185,Ouelessebougou,12.0,2015,2015,10,FLUVIAL_PLUVIAL_DEFENDED,1.0,4.466479074545536e-05,0.0002223333435058,0.0001121526618798,555.888916015625,5.589551764269503e-05
MLI,MLI_7185,Ouelessebougou,12.0,2015,2015,100,FLUVIAL_PLUVIAL_DEFENDED,1213.0,0.0541783911742373,0.0921262265625,0.0464716689589021,485639.6875,0.0488318456054377
MLI,MLI_7628,Sadiola,3.0,2015,2015,10,FLUVIAL_PLUVIAL_DEFENDED,115.0,0.0042058296456131,0.0035216665039062,0.0049039537574168,13720.888671875,0.0033363611537213
MLI,MLI_7628,Sadiola,3.0,2015,2015,100,FLUVIAL_PLUVIAL_DEFENDED,633.0,0.0231503492667227,0.017757,0.024726789653098,94115.890625,0.0228851504402033
MLI,MLI_7727,San,22.0,2015,2015,10,FLUVIAL_PLUVIAL_DEFENDED,4.0,4.374835943652113e-05,0.0004063333129882,7.479010845025463e-05,2029.111083984375,5.62139057772535e-05
MLI,MLI_7727,San,22.0,2015,2015,100,FLUVIAL_PLUVIAL_DEFENDED,560.0,0.0061247703211129,0.05307633203125,0.0097692817740331,302969.6875,0.0083933844730898
MLI,MLI_7733,Sanankoroba,8.0,2015,2015,10,FLUVIAL_PLUVIAL_DEFENDED,43.0,0.0027320668403329,0.0040129997558593,0.002871003546265,19972.001953125,0.0026418110813097
MLI,MLI_7733,Sanankoroba,8.0,2015,2015,100,FLUVIAL_PLUVIAL_DEFENDED,2406.0,0.1528686701823495,0.212113,0.151751111950544,1154853.375,0.1527590699481981
MLI,MLI_7770,Sansanding,2.0,2015,2015,10,FLUVIAL_PLUVIAL_DEFENDED,399.0,0.0294291193391355,0.017190220703125,0.04071939204318,83273.0,0.0362088637426971
MLI,MLI_7770,Sansanding,2.0,2015,2015,100,FLUVIAL_PLUVIAL_DEFENDED,1717.0,0.1266410975070069,0.0685965546875,0.1624883153841052,301292.0,0.131008141591689
MLI,MLI_7835,Segou,51.0,2015,2015,10,FLUVIAL_PLUVIAL_DEFENDED,405.0,0.0008249749452053,0.0114183330078125,0.0009900410058041,83828.2265625,0.0011125530190905
MLI,MLI_7835,Segou,51.0,2015,2015,100,FLUVIAL_PLUVIAL_DEFENDED,28732.0,0.0585263706805941,0.8803101875,0.0763284082585289,5788354.5,0.0768219910955652
MLI,MLI_8093,Sikasso,58.0,2015,2015,10,FLUVIAL_PLUVIAL_DEFENDED,2244.0,0.0068950895532018,0.1068583359375,0.0083421388744572,570428.0,0.0072512191212889
MLI,MLI_8093,Sikasso,58.0,2015,2015,100,FLUVIAL_PLUVIAL_DEFENDED,18269.0,0.0561347553687367,0.665500625,0.051953818914373,3936280.0,0.0500375661831944
MLI,MLI_8125,Siribala Coro,5.0,2015,2015,10,FLUVIAL_PLUVIAL_DEFENDED,0.0,0.0,0.0,0.0,0.0,0.0
MLI,MLI_8125,Siribala Coro,5.0,2015,2015,100,FLUVIAL_PLUVIAL_DEFENDED,686.0,0.0369313593539703,0.0557905546875,0.0460088443371914,254020.640625,0.0349814414604914
MLI,MLI_8145,Sofara,2.0,2015,2015,10,FLUVIAL_PLUVIAL_DEFENDED,43.0,0.0050233644859813,0.0023784443359375,0.0052585431735448,11071.0009765625,0.0045400902426667
MLI,MLI_8145,Sofara,2.0,2015,2015,100,FLUVIAL_PLUVIAL_DEFENDED,182.0,0.0212616822429906,0.0108274453125,0.0239385836257271,44568.890625,0.0182771897393395
MLI,MLI_8151,Sokolo,2.0,2015,2015,10,FLUVIAL_PLUVIAL_DEFENDED,8.0,0.001040312093628,0.000616,0.001238771122958,4546.0,0.0016031682497923
MLI,MLI_8151,Sokolo,2.0,2015,2015,100,FLUVIAL_PLUVIAL_DEFENDED,313.0,0.0407022106631989,0.023217111328125,0.046689427064585,117173.328125,0.0413217244550162
MLI,MLI_8250,Tabakoto,4.0,2015,2015,10,FLUVIAL_PLUVIAL_DEFENDED,242.0,0.0141214915095991,0.0138326669921875,0.0134901257199076,70293.890625,0.0114315868413439
MLI,MLI_8250,Tabakoto,4.0,2015,2015,100,FLUVIAL_PLUVIAL_DEFENDED,334.0,0.0194899924140748,0.019018111328125,0.0185471617958058,96092.6640625,0.0156271281085682
MLI,MLI_8447,Tenenkou,2.0,2015,2015,10,FLUVIAL_PLUVIAL_DEFENDED,3.0,0.0002461437479488,0.0002502222290039,0.0004359059645242,1297.77783203125,0.0003777469075864
MLI,MLI_8447,Tenenkou,2.0,2015,2015,100,FLUVIAL_PLUVIAL_DEFENDED,1386.0,0.1137184115523465,0.08370178125,0.1458148056366588,379772.0,0.110541030249667
MLI,MLI_8561,Timbuktu,12.0,2015,2015,10,FLUVIAL_PLUVIAL_DEFENDED,17.0,0.0001309102109964,0.000675777770996,0.0002523759603042,2510.555419921875,0.0001375186852529
MLI,MLI_8561,Timbuktu,12.0,2015,2015,100,FLUVIAL_PLUVIAL_DEFENDED,3920.0,0.0301863545356537,0.113156109375,0.0422592795938099,693108.25,0.0379658359746416
MLI,MLI_8570,Tonka,4.0,2015,2015,10,FLUVIAL_PLUVIAL_DEFENDED,0.0,0.0,0.0,0.0,0.0,0.0
MLI,MLI_8570,Tonka,4.0,2015,2015,100,FLUVIAL_PLUVIAL_DEFENDED,1507.0,0.1132997518983535,0.07572378125,0.1377620090017483,315254.75,0.1079237797436365
MLI,MLI_8576,Tori,1.0,2015,2015,10,FLUVIAL_PLUVIAL_DEFENDED,0.0,0.0,0.0,0.0,0.0,0.0
MLI,MLI_8576,Tori,1.0,2015,2015,100,FLUVIAL_PLUVIAL_DEFENDED,14.0,0.075268817204301,0.00913677734375,0.0690370494291478,23240.22265625,0.0629594523778885
MLI,MLI_8586,Touba,4.0,2015,2015,10,FLUVIAL_PLUVIAL_DEFENDED,259.0,0.0242395882077679,0.03366277734375,0.0343376495071637,154671.65625,0.0258101235358372
MLI,MLI_8586,Touba,4.0,2015,2015,100,FLUVIAL_PLUVIAL_DEFENDED,908.0,0.0849789424426766,0.11587765625,0.1182007742674525,539089.25,0.0899580471088532
MLI,MLI_8606,Toya,4.0,2015,2015,10,FLUVIAL_PLUVIAL_DEFENDED,0.0,0.0,0.0,0.0,0.0,0.0
MLI,MLI_8606,Toya,4.0,2015,2015,100,FLUVIAL_PLUVIAL_DEFENDED,333.0,0.0370617696160267,0.02340622265625,0.042351479295361,83010.109375,0.0302067488851246
MLI,MLI_8613,Trougoumbe,2.0,2015,2015,10,FLUVIAL_PLUVIAL_DEFENDED,45.0,0.0070137157107231,0.0027037778320312,0.0066830407170801,21348.0,0.0092067958125208
MLI,MLI_8613,Trougoumbe,2.0,2015,2015,100,FLUVIAL_PLUVIAL_DEFENDED,418.0,0.065149625935162,0.026388333984375,0.0652251484512683,194227.0,0.0837646772661837
MLI,MLI_9056,Yanfolila,9.0,2015,2015,10,FLUVIAL_PLUVIAL_DEFENDED,354.0,0.0085468021922306,0.0154295556640625,0.0096763476812862,82863.3359375,0.0092513616278771
MLI,MLI_9056,Yanfolila,9.0,2015,2015,100,FLUVIAL_PLUVIAL_DEFENDED,2490.0,0.0601173374538255,0.0936885546875,0.0587549666789793,516295.5625,0.0576423444882593
MLI,MLI_9091,Yoro,1.0,2015,2015,10,FLUVIAL_PLUVIAL_DEFENDED,0.0,0.0,0.0,0.0,0.0,0.0
MLI,MLI_9091,Yoro,1.0,2015,2015,100,FLUVIAL_PLUVIAL_DEFENDED,0.0,0.0,0.0,0.0,0.0,0.0
MLI,MLI_9094,Youwarou Hombolore,2.0,2015,2015,10,FLUVIAL_PLUVIAL_DEFENDED,0.0,0.0,0.0,0.0,0.0,0.0
MLI,MLI_9094,Youwarou Hombolore,2.0,2015,2015,100,FLUVIAL_PLUVIAL_DEFENDED,34.0,0.0042053184910327,0.0035935554199218,0.0072210497737805,13256.77734375,0.0042495950022583
MLI,MLI_9151,Zegoua,9.0,2015,2015,10,FLUVIAL_PLUVIAL_DEFENDED,0.0,0.0,0.0,0.0,0.0,0.0
MLI,MLI_9151,Zegoua,9.0,2015,2015,100,FLUVIAL_PLUVIAL_DEFENDED,23.0,0.0005512547036406,0.0018267778320312,0.0008078037191929,8577.0,0.000570881261756
MOZ,MOZ_1524,Marimba,9.0,2015,2015,10,FLUVIAL_PLUVIAL_DEFENDED,0.0,0.0,0.0,0.0,0.0,0.0
MOZ,MOZ_1524,Marimba,9.0,2015,2015,100,FLUVIAL_PLUVIAL_DEFENDED,26.0,0.0006723558313938,0.001626,0.0008557367783141,6377.77783203125,0.0007113351753479
MOZ,MOZ_2335,Carangache,8.0,2015,2015,10,FLUVIAL_PLUVIAL_DEFENDED,41.0,0.0023672055427251,0.00297,0.0023590769257653,14474.5556640625,0.0022536997487865
MOZ,MOZ_2335,Carangache,8.0,2015,2015,100,FLUVIAL_PLUVIAL_DEFENDED,923.0,0.0532909930715935,0.063993890625,0.0508304750045076,324902.4375,0.0505875661241791
MOZ,MOZ_2336,Carapira,2.0,2015,2015,10,FLUVIAL_PLUVIAL_DEFENDED,0.0,0.0,0.0,0.0,0.0,0.0
MOZ,MOZ_2336,Carapira,2.0,2015,2015,100,FLUVIAL_PLUVIAL_DEFENDED,13.0,0.0029154518950437,0.0007346666870117,0.0025984928518283,1987.4443359375,0.002509050934766
MOZ,MOZ_2340,Caroa,4.0,2015,2015,10,FLUVIAL_PLUVIAL_DEFENDED,113.0,0.0081694621168305,0.0061815556640625,0.0079448622196863,28078.888671875,0.0081821857534217
MOZ,MOZ_2340,Caroa,4.0,2015,2015,100,FLUVIAL_PLUVIAL_DEFENDED,336.0,0.0242914979757085,0.017626,0.022653867261653,79061.0,0.0230383686267196
MOZ,MOZ_2371,Chapala,3.0,2015,2015,10,FLUVIAL_PLUVIAL_DEFENDED,4.0,0.0007303268212525,0.0002964444580078,0.0005480689346757,786.111083984375,0.0003725591977291
MOZ,MOZ_2371,Chapala,3.0,2015,2015,100,FLUVIAL_PLUVIAL_DEFENDED,52.0,0.0094942486762826,0.0041113330078125,0.0076010660372322,11495.22265625,0.0054478953646393
MOZ,MOZ_2395,Chave,2.0,2015,2015,10,FLUVIAL_PLUVIAL_DEFENDED,30.0,0.0037005057357838,0.001625,0.0039788447883254,4393.5556640625,0.0025545903631283
MOZ,MOZ_2395,Chave,2.0,2015,2015,100,FLUVIAL_PLUVIAL_DEFENDED,288.0,0.0355248550635253,0.0153581123046875,0.0376046431397064,45319.77734375,0.0263507453446981
MOZ,MOZ_2412,Thlatlhene Sede,18.0,2015,2015,10,FLUVIAL_PLUVIAL_DEFENDED,0.0,0.0,0.0,0.0,0.0,0.0
MOZ,MOZ_2412,Thlatlhene Sede,18.0,2015,2015,100,FLUVIAL_PLUVIAL_DEFENDED,145.0,0.0095000982768787,0.0231665546875,0.0073509286925268,107596.21875,0.0087036084802981
MOZ,MOZ_2420,Chicumbane,17.0,2015,2015,10,FLUVIAL_PLUVIAL_DEFENDED,6.0,0.0001755207114439,0.000599,0.0001669417442987,2403.111083984375,0.0001044052587572
MOZ,MOZ_2420,Chicumbane,17.0,2015,2015,100,FLUVIAL_PLUVIAL_DEFENDED,1112.0,0.0325298385209454,0.1201863359375,0.0334960209720914,753294.5,0.0327275371151575
MOZ,MOZ_2445,Chissano sede,9.0,2015,2015,10,FLUVIAL_PLUVIAL_DEFENDED,3.0,0.0003801799518438,0.0005070000305175,0.0004900823865344,1717.888916015625,0.0003656482377011
MOZ,MOZ_2445,Chissano sede,9.0,2015,2015,100,FLUVIAL_PLUVIAL_DEFENDED,18.0,0.0022810797110632,0.0029683334960937,0.0028692857519368,10147.3330078125,0.0021598337337658
MOZ,MOZ_2454,Vila de Chokwe,21.0,2015,2015,10,FLUVIAL_PLUVIAL_DEFENDED,0.0,0.0,0.0,0.0,0.0,0.0
MOZ,MOZ_2454,Vila de Chokwe,21.0,2015,2015,100,FLUVIAL_PLUVIAL_DEFENDED,11615.0,0.1538512484270481,0.911861875,0.1633201048487627,4745989.5,0.1497594471724748
MOZ,MOZ_2465,Cidade da Beira,113.0,2015,2015,10,FLUVIAL_PLUVIAL_DEFENDED,379.0,0.0006845479996387,0.01748822265625,0.0007930749518959,78617.6640625,0.0005319827062352
MOZ,MOZ_2465,Cidade da Beira,113.0,2015,2015,100,FLUVIAL_PLUVIAL_DEFENDED,33471.0,0.060455161202926,1.421726,0.0644739777862026,8838284.0,0.059806079166359
MOZ,MOZ_2466,Angoche,9.0,2015,2015,10,FLUVIAL_PLUVIAL_DEFENDED,6.0,9.100561201274078e-05,0.0001231111145019,9.240494971249204e-05,481.4444580078125,6.734624861309649e-05
MOZ,MOZ_2466,Angoche,9.0,2015,2015,100,FLUVIAL_PLUVIAL_DEFENDED,191.0,0.0028970119824055,0.004126888671875,0.003097567118423,19047.22265625,0.0026643966319703
MOZ,MOZ_2467,Cidade de Chibuto,38.0,2015,2015,10,FLUVIAL_PLUVIAL_DEFENDED,25.0,0.000353501788719,0.0029487778320312,0.0004487730606347,19548.333984375,0.0004983043966983
MOZ,MOZ_2467,Cidade de Chibuto,38.0,2015,2015,100,FLUVIAL_PLUVIAL_DEFENDED,684.0,0.0096718089393532,0.0806104375,0.0122680631829979,488479.0,0.0124517635922004
MOZ,MOZ_2468,Chimoio,66.0,2015,2015,10,FLUVIAL_PLUVIAL_DEFENDED,232.0,0.0007036998841321,0.013533888671875,0.0008944626314492,76725.3359375,0.0007472084467004
MOZ,MOZ_2468,Chimoio,66.0,2015,2015,100,FLUVIAL_PLUVIAL_DEFENDED,5300.0,0.0160759025254332,0.26393278125,0.0174434721436111,1811673.375,0.0176434241951706
MOZ,MOZ_2469,Cuamba,20.0,2015,2015,10,FLUVIAL_PLUVIAL_DEFENDED,158.0,0.0016884310414841,0.008465666015625,0.0015727200911539,55604.109375,0.0014547650020448
MOZ,MOZ_2469,Cuamba,20.0,2015,2015,100,FLUVIAL_PLUVIAL_DEFENDED,3194.0,0.0341319540917737,0.210592109375,0.0391230224345315,1238369.875,0.032399352745441
MOZ,MOZ_2471,Cidade de gurué,10.0,2015,2015,10,FLUVIAL_PLUVIAL_DEFENDED,2.0,3.778718258766626e-05,6.944444274902343e-05,3.733481864633567e-05,271.3333435058594,1.4302674208455567e-05
MOZ,MOZ_2471,Cidade de gurué,10.0,2015,2015,100,FLUVIAL_PLUVIAL_DEFENDED,858.0,0.0162107013301088,0.031024998046875,0.0166797029356144,310591.3125,0.0163720621183742
MOZ,MOZ_2474,Cidade de ilha de moçambique (lumbo),9.0,2015,2015,10,FLUVIAL_PLUVIAL_DEFENDED,7.0,0.0002091987687158,0.000524777770996,0.0003524972214788,1315.77783203125,0.0001954551720854
MOZ,MOZ_2474,Cidade de ilha de moçambique (lumbo),9.0,2015,2015,100,FLUVIAL_PLUVIAL_DEFENDED,452.0,0.0135082633513642,0.01833177734375,0.0123135943166483,78440.3359375,0.0116520958066598
MOZ,MOZ_2475,Cidade de Inhambane ,30.0,2015,2015,10,FLUVIAL_PLUVIAL_DEFENDED,165.0,0.0032477118393858,0.01718122265625,0.0032120348617923,88003.4375,0.002902898203031
MOZ,MOZ_2475,Cidade de Inhambane ,30.0,2015,2015,100,FLUVIAL_PLUVIAL_DEFENDED,1555.0,0.0306072236984548,0.186053,0.0347826655935719,925030.125,0.030513220436555
MOZ,MOZ_2476,Lichinga,37.0,2015,2015,10,FLUVIAL_PLUVIAL_DEFENDED,741.0,0.0037705318434389,0.034106,0.0041622696952082,268299.8125,0.0042119041791914
MOZ,MOZ_2476,Lichinga,37.0,2015,2015,100,FLUVIAL_PLUVIAL_DEFENDED,4116.0,0.0209440068388593,0.163964203125,0.0200100637355937,1350034.625,0.0211935164102683
MOZ,MOZ_2477,Cidade de Manica,22.0,2015,2015,10,FLUVIAL_PLUVIAL_DEFENDED,948.0,0.0152898293603432,0.0495095546875,0.0133496179881181,348305.34375,0.0158560512851398
MOZ,MOZ_2477,Cidade de Manica,22.0,2015,2015,100,FLUVIAL_PLUVIAL_DEFENDED,3604.0,0.0581271571884777,0.18553590625,0.0500273833434851,1268047.75,0.0577258733372683
MOZ,MOZ_2478,Maputo,986.0,2015,2015,10,FLUVIAL_PLUVIAL_DEFENDED,2243.0,0.0009507891380288,0.24008,0.001322843914292,1331190.5,0.0011341708351831
MOZ,MOZ_2478,Maputo,986.0,2015,2015,100,FLUVIAL_PLUVIAL_DEFENDED,65623.0,0.0278170466361436,4.8111555,0.026509529214794,29884060.0,0.0254611412032046
MOZ,MOZ_2479,Chamissava,22.0,2015,2015,10,FLUVIAL_PLUVIAL_DEFENDED,3.0,0.0002876318312559,0.0005516666870117,0.000316464542594,1378.4444580078125,0.0002084960390974
MOZ,MOZ_2479,Chamissava,22.0,2015,2015,100,FLUVIAL_PLUVIAL_DEFENDED,68.0,0.0065196548418024,0.011537111328125,0.0066182837305058,29380.333984375,0.0044439101100641
MOZ,MOZ_2480,Maxixe,193.0,2015,2015,10,FLUVIAL_PLUVIAL_DEFENDED,274.0,0.002374946910402,0.03414633984375,0.0025507428009239,148648.765625,0.0022465374717552
MOZ,MOZ_2480,Maxixe,193.0,2015,2015,100,FLUVIAL_PLUVIAL_DEFENDED,2212.0,0.0191729290722971,0.2632806875,0.0196671538248585,1226746.75,0.0185398952399065
MOZ,MOZ_2481,Mocuba,23.0,2015,2015,10,FLUVIAL_PLUVIAL_DEFENDED,107.0,0.0010531599720469,0.0066984448242187,0.0012987832663565,44833.00390625,0.0011176686895102
MOZ,MOZ_2481,Mocuba,23.0,2015,2015,100,FLUVIAL_PLUVIAL_DEFENDED,987.0,0.0097146625458912,0.05423122265625,0.0105150682506679,418781.78125,0.0104400607556699
MOZ,MOZ_2482,Montepuez,26.0,2015,2015,10,FLUVIAL_PLUVIAL_DEFENDED,4.0,3.1489368401993274e-05,0.0002744444580078,4.536464739209789e-05,700.888916015625,1.9948671589740017e-05
MOZ,MOZ_2482,Montepuez,26.0,2015,2015,100,FLUVIAL_PLUVIAL_DEFENDED,692.0,0.0054476607335448,0.029356779296875,0.0048525663481696,172122.328125,0.0048989386457219
MOZ,MOZ_2483,Nacala Porto,47.0,2015,2015,10,FLUVIAL_PLUVIAL_DEFENDED,2.0,8.31275925417924e-06,0.0001091111145019,8.816162112136713e-06,338.5555419921875,3.945731928834117e-06
MOZ,MOZ_2483,Nacala Porto,47.0,2015,2015,100,FLUVIAL_PLUVIAL_DEFENDED,715.0,0.002971811433369,0.03408444921875,0.0027540185176095,319299.65625,0.0037213121401523
MOZ,MOZ_2484,Nampula,129.0,2015,2015,10,FLUVIAL_PLUVIAL_DEFENDED,220.0,0.0003173508703347,0.0117422216796875,0.0004138733158362,65279.109375,0.0003522120414425
MOZ,MOZ_2484,Nampula,129.0,2015,2015,100,FLUVIAL_PLUVIAL_DEFENDED,8507.0,0.0122713811542628,0.3730426875,0.0131484840122861,2387589.75,0.0128821895400574
MOZ,MOZ_2485,Pemba,45.0,2015,2015,10,FLUVIAL_PLUVIAL_DEFENDED,192.0,0.0010136312282887,0.0123320009765625,0.0013600701625601,69105.0,0.0011497683359473
MOZ,MOZ_2485,Pemba,45.0,2015,2015,100,FLUVIAL_PLUVIAL_DEFENDED,3376.0,0.0178230157640773,0.20236775,0.0223187087936932,929922.3125,0.0154720386340129
MOZ,MOZ_2486,Quelimane,43.0,2015,2015,10,FLUVIAL_PLUVIAL_DEFENDED,94.0,0.0002941194876063,0.0029601110839843,0.0003386042756776,13363.888671875,0.0002269893748227
MOZ,MOZ_2486,Quelimane,43.0,2015,2015,100,FLUVIAL_PLUVIAL_DEFENDED,14767.0,0.0462049199306629,0.42508121875,0.0486246340408524,2656535.5,0.0451219960855047
MOZ,MOZ_2487,Bairro Icidua,2.0,2015,2015,10,FLUVIAL_PLUVIAL_DEFENDED,0.0,0.0,0.0,0.0,0.0,0.0
MOZ,MOZ_2487,Bairro Icidua,2.0,2015,2015,100,FLUVIAL_PLUVIAL_DEFENDED,1285.0,0.1679738562091503,0.0572185546875,0.1731115320470154,188459.328125,0.1515481171611203
MOZ,MOZ_2488,Tete,34.0,2015,2015,10,FLUVIAL_PLUVIAL_DEFENDED,2304.0,0.0135307348528004,0.1309801015625,0.0150601764495839,744820.4375,0.0113714738329536
MOZ,MOZ_2488,Tete,34.0,2015,2015,100,FLUVIAL_PLUVIAL_DEFENDED,18254.0,0.1072005355915879,0.98465075,0.1132157775060146,6056235.0,0.0924629808224318
MOZ,MOZ_2489,Tete (west),22.0,2015,2015,10,FLUVIAL_PLUVIAL_DEFENDED,641.0,0.0068863272563196,0.03839866796875,0.0065684548198222,222070.109375,0.005314846634548
MOZ,MOZ_2489,Tete (west),22.0,2015,2015,100,FLUVIAL_PLUVIAL_DEFENDED,7155.0,0.0768668822448782,0.39875,0.0682099535727561,2585765.75,0.0618856289700379
MOZ,MOZ_2490,Xai-Xai,88.0,2015,2015,10,FLUVIAL_PLUVIAL_DEFENDED,1109.0,0.0057346743542673,0.0753864453125,0.0051642159959662,541394.0,0.0053212209182323
MOZ,MOZ_2490,Xai-Xai,88.0,2015,2015,100,FLUVIAL_PLUVIAL_DEFENDED,15651.0,0.0809318199446699,1.044139625,0.071526950648688,6528291.0,0.0641648755425956
MOZ,MOZ_2499,Comone,6.0,2015,2015,10,FLUVIAL_PLUVIAL_DEFENDED,0.0,0.0,0.0,0.0,0.0,0.0
MOZ,MOZ_2499,Comone,6.0,2015,2015,100,FLUVIAL_PLUVIAL_DEFENDED,0.0,0.0,0.0,0.0,0.0,0.0
MOZ,MOZ_2511,Cuacua,6.0,2015,2015,10,FLUVIAL_PLUVIAL_DEFENDED,40.0,0.0015075566275958,0.0013187778320312,0.001127881613229,6282.33349609375,0.0011474590111287
MOZ,MOZ_2511,Cuacua,6.0,2015,2015,100,FLUVIAL_PLUVIAL_DEFENDED,88.0,0.0033166245807108,0.0033326667480468,0.002850255332509,15472.4443359375,0.0028260192949798
MOZ,MOZ_2961,Eduardo Mondlane ,11.0,2015,2015,10,FLUVIAL_PLUVIAL_DEFENDED,21.0,0.0004886903099692,0.0007871110839843,0.0003613900229954,4791.111328125,0.0003946272414405
MOZ,MOZ_2961,Eduardo Mondlane ,11.0,2015,2015,100,FLUVIAL_PLUVIAL_DEFENDED,1538.0,0.0357907474634645,0.080635546875,0.0370225788104737,394925.75,0.0325286658194444
MOZ,MOZ_3290,Funganha,6.0,2015,2015,10,FLUVIAL_PLUVIAL_DEFENDED,3.0,0.0007915567282321,3.0666666030883786e-05,0.0001870203752455,77.0,0.0001877842675803
MOZ,MOZ_3290,Funganha,6.0,2015,2015,100,FLUVIAL_PLUVIAL_DEFENDED,19.0,0.0050131926121372,0.0003911111145019,0.0023851874645644,977.6666870117188,0.0023842912046524
MOZ,MOZ_3296,Furancungo-Sede,6.0,2015,2015,10,FLUVIAL_PLUVIAL_DEFENDED,0.0,0.0,0.0,0.0,0.0,0.0
MOZ,MOZ_3296,Furancungo-Sede,6.0,2015,2015,100,FLUVIAL_PLUVIAL_DEFENDED,3.0,0.0002664535038635,0.0003261111145019,0.0002798357893588,1369.5555419921875,0.0002281911039223
MOZ,MOZ_3297,Furquia,15.0,2015,2015,10,FLUVIAL_PLUVIAL_DEFENDED,0.0,0.0,0.0,0.0,0.0,0.0
MOZ,MOZ_3297,Furquia,15.0,2015,2015,100,FLUVIAL_PLUVIAL_DEFENDED,26.0,0.0046246887228744,0.0010059999389648,0.0051855132367957,2518.77783203125,0.0051910337684608
MOZ,MOZ_3504,Napula,5.0,2015,2015,10,FLUVIAL_PLUVIAL_DEFENDED,2.0,0.0001401541695865,0.0001555555572509,0.0001717198943455,397.3333129882813,8.685325391250203e-05
MOZ,MOZ_3504,Napula,5.0,2015,2015,100,FLUVIAL_PLUVIAL_DEFENDED,12.0,0.0008409250175192,0.0007705555419921,0.0008506267381033,2998.111328125,0.0006553584004351
MOZ,MOZ_3511,Ginama,4.0,2015,2015,10,FLUVIAL_PLUVIAL_DEFENDED,0.0,0.0,0.0,0.0,0.0,0.0
