Agglomeration_ID,Agglomeration_Name,ISO3,africapolis_pop_2015,africapolis_pop_2020
7520.0,Rinjim Gaini,NGA,20655.0,25730.0
1689.0,Barkin Ladi,NGA,13280.0,25706.0
3886.0,Idi Emi,NGA,38620.0,25647.0
7061.0,Okuta,NGA,35459.0,25627.0
7148.0,Otujeremi/Otokutu,NGA,32216.0,25573.0
5475.0,Magare,NGA,13680.0,25560.0
3991.0,Ukpon,NGA,22320.0,25446.0
3679.0,Guyuk,NGA,54685.0,25419.0
6818.0,Nkwo-Nando,NGA,26308.0,25403.0
1195.0,Tunga maje,NGA,27900.0,25383.0
5613.0,Mallam Daya,NGA,34560.0,25322.0
3657.0,Gulak,NGA,30059.0,25233.0
8430.0,Tegina,NGA,16080.0,25187.0
5124.0,Kunya Centre,NGA,13186.0,25141.0
6989.0,Awgbu,NGA,16569.0,25116.0
6412.0,Musawa,NGA,18623.0,25079.0
4201.0,Jere,NGA,18708.0,24971.0
2848.0,Donga,NGA,39456.0,24884.0
7613.0,Sabon Gari 2,NGA,15680.0,24866.0
391.0,Aka Ese,NGA,19160.0,24797.0
8681.0,Tungo,NGA,27442.0,24741.0
3328.0,Galadi,NGA,10050.0,24659.0
3918.0,Igangan,NGA,49483.0,24640.0
3188.0,Faku,NGA,22166.0,24624.0
1135.0,Amachara,NGA,15317.0,24531.0
6673.0,New Marte,NGA,14113.0,24519.0
6476.0,Makera,NGA,16029.0,24498.0
4168.0,Jada,NGA,41921.0,24486.0
2972.0,Egbo Ide,NGA,11500.0,24441.0
4018.0,Ilero,NGA,37546.0,24380.0
2995.0,Afuda/Eguere,NGA,51726.0,24310.0
7684.0,Sakpenwa,NGA,23320.0,24190.0
262.0,Ago Amadu,NGA,55281.0,24180.0
4038.0,Ilutitun,NGA,33752.0,24173.0
4194.0,Jemaa,NGA,26829.0,24109.0
