unique_id,ISO3,Agglomeration_Name,africapolis_pop_rp10_2015,africapolis_pop_rp100_2015,africapolis_pop_rp10_2020,africapolis_pop_rp100_2020,africapolis_pop_rp10_2025,africapolis_pop_rp100_2025,worldpop_built_surface_ftm_km2_rp10_2015,worldpop_built_surface_ftm_km2_rp100_2015,worldpop_built_surface_ftm_km2_rp10_2020,worldpop_built_surface_ftm_km2_rp100_2020,worldpop_built_surface_ftm_km2_rp10_2025,worldpop_built_surface_ftm_km2_rp100_2025,worldpop_built_surface_ftm_share_rp10_2015,worldpop_built_surface_ftm_share_rp100_2015,worldpop_built_surface_ftm_share_rp10_2020,worldpop_built_surface_ftm_share_rp100_2020,worldpop_built_surface_ftm_share_rp10_2025,worldpop_built_surface_ftm_share_rp100_2025,worldpop_built_surface_km2_rp10_2015,worldpop_built_surface_km2_rp100_2015,worldpop_built_surface_km2_rp10_2020,worldpop_built_surface_km2_rp100_2020,worldpop_built_surface_km2_rp10_2025,worldpop_built_surface_km2_rp100_2025,worldpop_population_ftm_share_rp10_2015,worldpop_population_ftm_share_rp100_2015,worldpop_population_ftm_share_rp10_2020,worldpop_population_ftm_share_rp100_2020,worldpop_population_ftm_share_rp10_2025,worldpop_population_ftm_share_rp100_2025,worldpop_population_ftm_total_rp10_2015,worldpop_population_ftm_total_rp100_2015,worldpop_population_ftm_total_rp10_2020,worldpop_population_ftm_total_rp100_2020,worldpop_population_ftm_total_rp10_2025,worldpop_population_ftm_total_rp100_2025,worldpop_population_total_rp10_2015,worldpop_population_total_rp100_2015,worldpop_population_total_rp10_2020,worldpop_population_total_rp100_2020,worldpop_population_total_rp10_2025,worldpop_population_total_rp100_2025,pop_ftm3_fluvial_pluvial_flood_rp10_cagr_2015_2020,pop_ftm3_fluvial_pluvial_flood_rp10_cagr_2020_2025,built_ftm3_fluvial_pluvial_flood_rp10_cagr_2015_2020,built_ftm3_fluvial_pluvial_flood_rp10_cagr_2020_2025,pop_ftm3_fluvial_pluvial_flood_rp100_cagr_2015_2020,pop_ftm3_fluvial_pluvial_flood_rp100_cagr_2020_2025,built_ftm3_fluvial_pluvial_flood_rp100_cagr_2015_2020,built_ftm3_fluvial_pluvial_flood_rp100_cagr_2020_2025,africapolis_pop_2015,africapolis_pop_2020,africapolis_pop_2025
AGO_2173,AGO,Bucau Zau,13547.0,13547.0,15600.0,15600.0,18324.0,18324.0,0.049673109375,0.106919109375,0.05092577734375,0.113339109375,0.05241766796875,0.116744890625,0.108166080994273,0.2328225712061494,0.1022951062682792,0.2276653758195535,0.1027934469081171,0.228942075855212,0.45923,0.45923,0.497832,0.497832,0.509932,0.509932,0.1187185929648241,0.2484745154343144,0.1177090389102129,0.2475351847670655,0.1167964404894327,0.2466138847084996,1608.280778894472,3366.0842605886573,1836.2610069993211,3861.548882366222,2140.177975528365,4518.952823398547,13547.0,13547.0,15600.0,15600.0,18324.0,18324.0,0.026867734775929186,0.031105481596265916,0.004993526031740858,0.005791603458807026,0.02784425014004932,0.031941918117978974,0.011730616560713392,0.005938933851490802,13547,15600,18324
AGO_2311,AGO,Caala,123000.0,123000.0,147000.0,147000.0,172674.0,172674.0,0.0008613333740234,0.0110806650390625,0.0014064443359375,0.01371377734375,0.0014234443359375,0.013732111328125,0.0002153639251832,0.00277055967924,0.0002871232694473,0.0027996448112434,0.0002893333620484,0.0027912281768104,3.999432,3.999432,4.898399,4.898399,4.919738,4.919738,0.0002454261490406,0.0033578759482373,0.0002527616551207,0.0033514323160456,0.0002580770037259,0.0033469361420713,30.1874163319938,413.0187416331879,37.1559633027429,492.6605504587032,44.56318854136606,577.9288513960197,123000.0,123000.0,147000.0,147000.0,172674.0,172674.0,0.042414673745155396,0.03702576460282492,0.10303744219488298,0.002405839687456224,0.035894687228442246,0.032441177898133056,0.043561992893745405,0.0002672376468180193,123000,147000,172674
AGO_2312,AGO,Cabinda,569186.0,569186.0,656000.0,656000.0,780087.0,780087.0,0.0582182265625,1.263307875,0.0655963359375,1.366697,0.065660671875,1.372038375,0.0029678561781871,0.0644010699595274,0.0030650293482439,0.063859762215198,0.003060172834845,0.0639450441739771,19.616256,19.616256,21.401536,21.401536,21.456524,21.456524,0.0035410991828232,0.068283216720967,0.0035271212667821,0.0677919863089257,0.003501322877817,0.0676510152688789,2015.5440794744059,38865.85099254033,2313.791551009058,44471.54301865526,2731.3364597876302,52773.677548053936,569186.0,569186.0,656000.0,656000.0,780087.0,780087.0,0.027984073174930346,0.033737317060735794,0.024151303041147987,0.0001960801972271664,0.02731304620324959,0.03482528597384382,0.01585707015820681,0.0007804281980061667,569186,656000,780087
AGO_2314,AGO,Cacolo,13835.0,13835.0,16000.0,16000.0,18794.0,18794.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.395475,0.395475,0.830066,0.830066,0.834285,0.834285,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13835.0,13835.0,16000.0,16000.0,18794.0,18794.0,,,,,,,,,13835,16000,18794
AGO_2315,AGO,Caconda,16253.0,16253.0,19000.0,19000.0,22318.0,22318.0,0.0006483333129882,0.0058561108398437,0.0006931110839843,0.0060877778320312,0.0006931110839843,0.0060877778320312,0.0003373376684199,0.0030470234016145,0.0003368297513372,0.0029584647262767,0.0003358335520913,0.0029497148450162,1.921912,1.921912,2.057749,2.057749,2.063853,2.063853,0.0004417611544691,0.0039267658175035,0.0004459037658599,0.0039320604807653,0.0004489570382649,0.0039370078740157,7.179944043586282,63.82172483188439,8.4721715513381,74.70914913454071,10.019823179996038,87.8661417322824,16253.0,16253.0,19000.0,19000.0,22318.0,22318.0,0.033652921141287706,0.034125061808667034,0.013446673088452377,0.0,0.03200321586581478,0.03297438729463664,0.007789667433373948,0.0,16253,19000,22318
AGO_2316,AGO,Cacuso,34000.0,34000.0,41000.0,41000.0,48160.0,48160.0,0.0001806666564941,0.0011922221679687,0.000200888885498,0.0012366667480468,0.000200888885498,0.0012366667480468,0.0001364653826034,0.0009005372516288,0.0001432053435144,0.0008815683656556,0.0001431666636958,0.0008813302536997,1.323901,1.323901,1.402803,1.402803,1.403182,1.403182,0.0002273450643386,0.0013186013731641,0.0002269975786924,0.0013241525423728,0.0002278349173284,0.0012693659679729,7.7297321875124005,44.832446687579406,9.3069007263884,54.2902542372848,10.972529618535745,61.13266501757486,34000.0,34000.0,41000.0,41000.0,48160.0,48160.0,0.037834555723547325,0.03347585826503585,0.02144639592484121,0.0,0.03902473609507284,0.02402436638056571,0.007347001739645975,0.0,34000,41000,48160
AGO_2317,AGO,Cuango,150536.0,150536.0,125000.0,125000.0,146832.0,146832.0,0.0,0.0018734444580078,0.0,0.0018751110839843,0.0,0.0018751110839843,0.0,0.0007431914575108,0.0,0.0007241955760583,0.0,0.0007229859610167,2.52081,2.52081,2.589233,2.589233,2.593565,2.593565,0.0,0.0007728638900815,0.0,0.0007697141061891,0.0,0.0007591345865713,0.0,116.34383855730869,0.0,96.2142632736375,0.0,111.46524961543712,150536.0,150536.0,125000.0,125000.0,146832.0,146832.0,,,,,-0.037281729261668284,0.029864307451324068,0.00017785776675283138,0.0,150536,125000,146832
AGO_2318,AGO,Cahama,13086.0,13086.0,15400.0,15400.0,18089.0,18089.0,0.0150455556640625,0.018744111328125,0.0156252216796875,0.0207866640625,0.0157494443359375,0.02113233203125,0.0263385063039617,0.0328131380057436,0.0256931235154723,0.0341802720102672,0.0257444399625629,0.0345434443046385,0.571238,0.571238,0.608148,0.608148,0.611761,0.611761,0.0219309975929392,0.0287955781403227,0.0222830915013325,0.0293159609120521,0.0226338749446797,0.0298413099829297,286.98903450120235,376.81893554426284,343.15960912052054,451.4657980456023,409.4241638743111,539.7994562812154,13086.0,13086.0,15400.0,15400.0,18089.0,18089.0,0.036397059820122424,0.03594204846616256,0.007589402656952071,0.0015849950528585843,0.036808209428226046,0.03638595203394912,0.020901844500123223,0.003303958315228339,13086,15400,18089
AGO_2319,AGO,Caimbambo,14908.0,14908.0,26000.0,26000.0,30541.0,30541.0,0.0008493333129882,0.0097444453125,0.0014547777099609,0.012608333984375,0.0014944443359375,0.012944111328125,0.0008413414109258,0.0096527538041147,0.0013792316742363,0.0119535881472002,0.001412524951382,0.0122345675812503,1.009499,1.009499,1.054774,1.054774,1.057995,1.057995,0.0012484394506866,0.0126764621146643,0.0012913640032284,0.0127522195318805,0.0013180714533472,0.0128338536246964,18.611735330835835,188.9806972054154,33.5754640839384,331.557707828893,40.255220256676836,391.95872355185276,14908.0,14908.0,26000.0,26000.0,30541.0,30541.0,0.12524484302143146,0.03695530220154808,0.11363711339081495,0.0053947684007005225,0.1189954904621009,0.03403738625825503,0.05288300677655844,0.005270427774607178,14908,26000,30541
AGO_2324,AGO,Calenga,14445.0,14445.0,17000.0,17000.0,19969.0,19969.0,0.0001346666717529,0.0004854444580078,0.000134888885498,0.000485777770996,0.000134888885498,0.000485777770996,0.0001942381538812,0.0007001868696087,0.0001910504611622,0.0006880334641989,0.0001906810028442,0.0006867029273092,0.693307,0.693307,0.706038,0.706038,0.707406,0.707406,0.0002245677071637,0.0007859869750729,0.0002780094523213,0.0007413585395236,0.0002263638421489,0.0007545461404964,3.2438805299796467,11.353581854928041,4.7261606894621,12.603095171901199,4.5202595638713845,15.067531879572613,14445.0,14445.0,17000.0,17000.0,19969.0,19969.0,0.07817368180136652,-0.008869186948394336,0.00032980278953331776,0.0,0.021101382240251043,0.03636557991868705,0.0001372851115899465,0.0,14445,17000,19969
AGO_2325,AGO,Calulo,45896.0,45896.0,53000.0,53000.0,62256.0,62256.0,0.004682,0.03914944140625,0.00536777734375,0.04244521875,0.0054052221679687,0.04259388671875,0.0034426065575699,0.0287860153161801,0.0037070439129927,0.0293131178375048,0.0037245594230365,0.0293500354309561,1.360016,1.360016,1.447994,1.447994,1.451238,1.451238,0.0045624340585702,0.0324217970287148,0.0045475638051044,0.0321809744779582,0.0045337293832564,0.0319315250527632,209.39747355213788,1488.0307964298943,241.02088167053319,1705.5916473317848,282.25185648401043,1987.9290236848258,45896.0,45896.0,53000.0,53000.0,62256.0,62256.0,0.028529249296095127,0.03208728395239979,0.02771481400329945,0.0013912937586584295,0.0276675142604621,0.031110389362592583,0.016296994561768363,0.0006995375259088998,45896,53000,62256
AGO_2326,AGO,Ambaca,22311.0,22311.0,25000.0,25000.0,29366.0,29366.0,0.0008495555419921,0.0053337778320312,0.0020636665039062,0.0078391108398437,0.0020636665039062,0.0078391108398437,0.0011468918387573,0.0072005489493446,0.001597321966499,0.0060676392811537,0.0015926068441503,0.0060497282637268,0.740746,0.740746,1.291954,1.291954,1.295779,1.295779,0.0012564618035611,0.0075028719126938,0.0012988929889298,0.0073210332103321,0.0013056797067242,0.007156129161854,28.032919299251702,167.39657524411138,32.472324723245,183.0258302583025,38.34259026766286,210.14688896700454,22311.0,22311.0,25000.0,25000.0,29366.0,29366.0,0.029838232566941958,0.03379306266704818,0.19423431926297807,0.0,0.018012623657660987,0.028021306646403454,0.08005625550284279,0.0,22311,25000,29366
AGO_2327,AGO,Camacupa,11316.0,11316.0,85000.0,85000.0,99845.0,99845.0,0.0,0.0002724444274902,0.0,0.0004133333129882,0.0,0.000416777770996,0.0,0.0001077316178263,0.0,0.0001477702938036,0.0,0.0001485996096542,2.528918,2.528918,2.797134,2.797134,2.804703,2.804703,0.0,0.0001780028084887,0.0,0.0001764290755116,0.0,0.00017513370785,0.0,2.0142797808581294,0.0,14.996471418486001,0.0,17.48622506028325,11316.0,11316.0,85000.0,85000.0,99845.0,99845.0,,,,,0.49408002032195464,0.03119641837728193,0.08693730854455661,0.0016611453288524203,11316,85000,99845
AGO_2328,AGO,Camanongue,13253.0,13253.0,15500.0,15500.0,18207.0,18207.0,0.0,0.003351111328125,0.0,0.0034387778320312,0.0,0.0034387778320312,0.0,0.0056652544768139,0.0,0.0043059646685623,0.0,0.0042985797545329,0.59152,0.59152,0.798608,0.798608,0.79998,0.79998,0.0,0.0044167521097878,0.0,0.0043795620437956,0.0,0.0042271161674146,0.0,58.53521571101771,0.0,67.8832116788318,0.0,76.96310406011762,13253.0,13253.0,15500.0,15500.0,18207.0,18207.0,,,,,0.030075438112072694,0.025425324373500757,0.005178179932781912,0.0,13253,15500,18207
AGO_2331,AGO,Cangandala,16638.0,16638.0,19000.0,19000.0,22318.0,22318.0,8.777777862548829e-05,0.000693,0.000101888885498,0.0008,0.0001267777786254,0.0009775555419921,0.0002671753169339,0.0021093321969927,0.00019773000118,0.0015525147828516,0.00024308025667,0.001874338347248,0.32854,0.32854,0.515293,0.515293,0.521547,0.521547,0.0003303237172428,0.0024223739264479,0.0003399915002124,0.0023799405014874,0.000343618995258,0.0023366091677547,5.495926007485707,40.30345738824016,6.4598385040355994,45.2188695282606,7.668888736168044,52.14844340594939,16638.0,16638.0,19000.0,19000.0,22318.0,22318.0,0.032847390805717636,0.03490897962877271,0.030263811144743746,0.044679963528361455,0.023282341077610846,0.028926445835764314,0.029132635167572474,0.04090307385160852,16638,19000,22318
AGO_2343,AGO,Katchiungo,27648.0,27648.0,33000.0,33000.0,38763.0,38763.0,0.0001233333358764,0.0012481110839843,0.000146444442749,0.0015868887939453,0.000146444442749,0.0015923332519531,9.975560083994066e-05,0.0010095086637611,0.0001027208865187,0.0011130953190222,0.0001016889849873,0.0011056940715072,1.236355,1.236355,1.425654,1.425654,1.440121,1.440121,0.0001137915339098,0.0012517068730086,0.0001402524544179,0.0012155212716222,0.0001186427272008,0.0011864272720082,3.1461083295381504,34.60719162494178,4.628330995790701,40.1122019635326,4.598948034484611,45.98948034485385,27648.0,27648.0,33000.0,33000.0,38763.0,38763.0,0.08026460719427098,-0.0012729366985809731,0.03494789009117216,0.0,0.02996396181385963,0.027723766359902147,0.0492008908380861,0.0006852404043078408,27648,33000,38763
AGO_2344,AGO,Gama (south),51581.0,51581.0,20000.0,20000.0,23493.0,23493.0,0.0081714443359375,0.0497212265625,0.012309,0.0791133359375,0.0128300009765625,0.080857671875,0.0083764839090635,0.050968841873889,0.0069205027695504,0.0444799789149276,0.0071533794706179,0.0450822732663231,0.975522,0.975522,1.778628,1.778628,1.793558,1.793558,0.0071971372280969,0.0482891721281814,0.007124373023226,0.0477620523305964,0.0071270776351777,0.0473122238586156,371.2355353624662,2490.803787543725,142.48746046452,955.2410466119279,167.4364348832297,1111.5060751104563,51581.0,51581.0,20000.0,20000.0,23493.0,23493.0,-0.174294036852487,0.03279627865414492,0.08538743338549026,0.008325576969026027,-0.17442850068549987,0.030765259869914408,0.0973409159362375,0.00437132956168762,51581,20000,23493
AGO_2345,AGO,Caxito,54983.0,54983.0,55000.0,55000.0,64606.0,64606.0,0.02238877734375,0.900859625,0.022910109375,0.922809375,0.022983333984375,0.927565125,0.0148709974100534,0.5983659109431677,0.0145918594086471,0.587753835678996,0.0145582908995851,0.587545868116457,1.505533,1.505533,1.570061,1.570061,1.578711,1.578711,0.013800559654032,0.5836619180870007,0.013814088754847,0.5839885825075398,0.0137344358901245,0.5840461933276304,758.7961714576414,32091.48324217756,759.774881516585,32119.37203791469,887.3269651173835,37732.88836612489,54983.0,54983.0,55000.0,55000.0,64606.0,64606.0,0.0002578309017498004,0.03152498012597271,0.004614302999480957,0.0006384183678669331,0.00017374769487887853,0.03273905492266915,0.004826256878066371,0.0010285930602154103,54983,55000,64606
AGO_2346,AGO,Cazombo,35635.0,35635.0,41000.0,41000.0,48160.0,48160.0,0.0002811111145019,0.006735,0.0003914444580078,0.009935,0.0003914444580078,0.00998577734375,0.0001503088746646,0.0036011748331616,0.0001217895675492,0.0030910626753015,0.0001214606444278,0.0030984701059696,1.870223,1.870223,3.214105,3.214105,3.222809,3.222809,0.0001405580153208,0.0034905240471337,0.0001523142242446,0.0034841878795956,0.0001427076396156,0.0034566961595788,5.008784875956708,124.3848244196094,6.244883194028601,142.8517030634196,6.872799923887295,166.474487045315,35635.0,35635.0,41000.0,41000.0,48160.0,48160.0,0.04510130019767922,0.01934659445481124,0.06846038937098453,0.0,0.028072174879956613,0.031080213043856553,0.08085156140391825,0.001020107753433086,35635,41000,48160
AGO_2348,AGO,Cela,100437.0,100437.0,116000.0,116000.0,136260.0,136260.0,0.0005971110839843,0.0074190004882812,0.0006,0.008338888671875,0.0006031110839843,0.00845622265625,0.0001502650121257,0.0018670164199493,0.0001430723304551,0.0019884403928181,0.0001432449148477,0.0020084374611819,3.97372,3.97372,4.193683,4.193683,4.210349,4.210349,0.0001542091384335,0.002266874334973,0.0001539922490567,0.0022457202987449,0.0001529319234466,0.002228436598794,15.48830323684544,227.67805758168322,17.8631008905772,260.5035546544084,20.838503888833717,303.6467709516704,100437.0,100437.0,116000.0,116000.0,136260.0,136260.0,0.028941305259144956,0.03129268393735152,0.0009657638112348099,0.0010348838079385914,0.027302855374773394,0.03112425461523305,0.02365250899263227,0.002798433256132604,100437,116000,136260
AGO_2413,AGO,Chibia,12527.0,12527.0,14700.0,14700.0,17267.0,17267.0,0.0020908889160156,0.0089162216796875,0.002195111328125,0.0094467783203125,0.0023225556640625,0.009842666015625,0.0019876031198905,0.0084757778820469,0.0019401434909719,0.0083495106758273,0.0020343244400924,0.008621182407413,1.051965,1.051965,1.131417,1.131417,1.141684,1.141684,0.0026903731430576,0.0102351152181541,0.0026321017083829,0.0101311084624553,0.0026215136017877,0.0100562980789892,33.702304363082554,128.21528833781642,38.69189511322863,148.9272943980929,45.26567536206822,173.64209892990652,12527.0,12527.0,14700.0,14700.0,17267.0,17267.0,0.027997553484587767,0.03188143872067273,0.009776171579975124,0.0113510183152421,0.030402484663107465,0.031183951594978554,0.011627375779582172,0.008244368367549049,12527,14700,17267
AGO_2436,AGO,Chipindo,12350.0,12350.0,14500.0,14500.0,17032.0,17032.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.617136,0.617136,0.952618,0.952618,0.953627,0.953627,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12350.0,12350.0,14500.0,14500.0,17032.0,17032.0,,,,,,,,,12350,14500,17032
