ISO3,agglosID,agglosName,pop_2015,pop_2020,pop_cagr,built_up_2015,built_up_2020,built_up_cagr,size_category
AGO,1095,Dondo (alto dondo),24245.671875,18496.465277777777,-0.052692657223159745,0.7762014444444445,0.8260186666666667,0.012518770363108445,Fewer than 300 000
AGO,1096,Alto hama,23529.91145833333,19521.63888888889,-0.0366608808990152,0.7278837777777778,0.7427373333333334,0.004048386850717289,Fewer than 300 000
AGO,1208,Cambulo,85146.72222222222,87392.15972222222,0.005219506557386566,1.8604913333333333,2.140916888888889,0.028476638694950207,Fewer than 300 000
AGO,1209,Andulo,120472.33333333331,78280.40972222222,-0.0826117916344381,3.3511664444444444,3.613871555555556,0.015208727924410859,Fewer than 300 000
AGO,1497,Baia farta,45486.270833333336,44715.09722222222,-0.003414028992298257,1.1427124444444443,1.5794933333333332,0.06688145977180615,Fewer than 300 000
AGO,1501,Bailundo,110351.82638888888,85201.03472222222,-0.050416698876334265,3.3675913333333334,3.8363502222222223,0.02640739608641196,Fewer than 300 000
AGO,1541,Balombo,57459.98611111111,50881.49305555556,-0.024024611627139314,1.3939814444444445,1.4241051111111112,0.004285079412160719,Fewer than 300 000
AGO,1809,Benguela,541070.0555555555,601077.5,0.021257818482254054,14.010116444444444,19.764181333333333,0.07124156916393631,500 000 to 1 million
AGO,1867,Bibala,22232.711805555555,23840.756944444445,0.014064362201032576,0.5986642222222223,0.6536765555555556,0.017737837289879765,Fewer than 300 000
AGO,1980,Bocoio,50596.91666666666,46932.038194444445,-0.014925509623591182,1.3057405555555557,1.325259777777778,0.0029720364849441516,Fewer than 300 000
AGO,2173,Bucau zau,16743.86111111111,27516.993055555555,0.1044576616753532,0.4696152222222223,0.5114230000000001,0.017202966223271776,Fewer than 300 000
AGO,2311,Caala,121987.91666666669,108238.90972222222,-0.02363249068564921,4.036394222222222,4.957116444444444,0.04195055177722318,Fewer than 300 000
AGO,2312,Cabinda,653372.6111111111,972536.6666666666,0.08280190653270103,19.660768,21.456446222222223,0.017633658153339393,500 000 to 1 million
AGO,2314,Cacolo,25545.65625,27126.01388888889,0.012077530835732153,0.4010258888888889,0.8415366666666667,0.1597920478173982,Fewer than 300 000
AGO,2315,Caconda,64392.72222222222,70906.78472222222,0.01946002624858645,1.957824,2.09656,0.013787027222039505,Fewer than 300 000
AGO,2316,Cacuso,39812.20486111111,34347.04513888889,-0.029099711495527703,1.354047888888889,1.4336863333333332,0.011495661145848546,Fewer than 300 000
AGO,2317,Cuango,143321.58333333334,152598.41666666666,0.012622763585522279,2.555260222222222,2.6255777777777776,0.005444147995771642,Fewer than 300 000
AGO,2318,Cahama,31069.760416666668,33736.711805555555,0.016606704105254222,0.5762360000000001,0.6132497777777778,0.012528840819743703,Fewer than 300 000
AGO,2319,Caimbambo,36107.04166666666,33507.82638888889,-0.014830699843803141,1.026594888888889,1.072296666666667,0.008749126461780499,Fewer than 300 000
