unique_id,ISO3,Agglomeration_Name,worldpop_built_km2_2015,worldpop_built_km2_2020,worldpop_built_km2_2025,africapolis_pop_2015,africapolis_pop_2020,africapolis_pop_2025,worldpop_built_cagr_2015_2020,worldpop_built_cagr_2020_2025,africapolis_pop_cagr_2015_2020,africapolis_pop_cagr_2020_2025,buppercapita_2015,size_category_2015,buppercapita_2020,size_category_2020,buppercapita_2025,size_category_2025
AGO_1095,AGO,Alto Dondo,0.767808,0.815808,0.81785,27309,31500,37001,0.012201707031957776,0.000500107520904125,0.02896582611524412,0.032715229338849294,28.11556629682522,Fewer than 300 000,25.898666666666667,Fewer than 300 000,22.10345666333342,Fewer than 300 000
AGO_1096,AGO,Alto Hama,0.718672,0.732871,0.735656,18450,22000,25842,0.003920592057920613,0.0007588719678117695,0.0358223129951174,0.032715483070252516,38.95241192411924,Fewer than 300 000,33.312318181818185,Fewer than 300 000,28.46745607925083,Fewer than 300 000
AGO_1208,AGO,Cambulo,1.828254,2.100225,2.106398,85489,99000,116290,0.0281248548160149,0.0005871518792415209,0.029781277230144232,0.03271725918309354,21.385839113804117,Fewer than 300 000,21.21439393939394,Fewer than 300 000,18.113320147906098,Fewer than 300 000
AGO_1209,AGO,Andulo,3.297696,3.55041,3.561799,14520,88000,103369,0.014877392258473066,0.0006407380903155069,0.43384831783765687,0.03271748119633955,227.11404958677687,Fewer than 300 000,40.34556818181818,Fewer than 300 000,34.45712931343053,Fewer than 300 000
AGO_1497,AGO,Baia Farta,1.152915,1.590357,1.602492,62241,49000,57558,0.0664474669637094,0.0015214358648039106,-0.04671248834943431,0.03271841908692519,18.52340097363474,Fewer than 300 000,32.456265306122454,Fewer than 300 000,27.84134264567914,Fewer than 300 000
AGO_1501,AGO,Bailundo,3.33792,3.799027,3.820452,72243,86000,101020,0.026217204424073604,0.0011253845529644035,0.03547718828989099,0.0327180852779263,46.204061293135666,Fewer than 300 000,44.17473255813954,Fewer than 300 000,37.81876856068106,Fewer than 300 000
AGO_1541,AGO,Balombo,1.381327,1.411101,1.414751,37270,42000,49335,0.0042742324683808786,0.0005167921171740364,0.02418398257145027,0.03271662485848159,37.0627045881406,Fewer than 300 000,33.59764285714285,Fewer than 300 000,28.676416337285904,Fewer than 300 000
AGO_1809,AGO,Benguela,13.947756,19.680924,19.813892,569002,649000,775227,0.07129290484572759,0.0013476004191304014,0.026658910446660355,0.03618389674703626,24.512666036323246,500 000 to 1 million,30.32499845916795,500 000 to 1 million,25.55882599548261,500 000 to 1 million
AGO_1867,AGO,Bibala,0.593032,0.647386,0.650602,11061,18000,21143,0.017693580323035807,0.0009915656410914853,0.10228937829727847,0.03271104273469283,53.61468221679775,Fewer than 300 000,35.96588888888889,Fewer than 300 000,30.771508300619594,Fewer than 300 000
AGO_1980,AGO,Bocoio,1.276884,1.294723,1.299242,36431,41000,48160,0.002778660868626881,0.0006970918218771605,0.023911811402443695,0.032715093190188504,35.049381021657375,Fewer than 300 000,31.578609756097563,Fewer than 300 000,26.977616279069768,Fewer than 300 000
AGO_2173,AGO,Bucau Zau,0.45923,0.497832,0.509932,13547,15600,18324,0.016273290162165832,0.004814495173395494,0.028623148258226427,0.03271179418146364,33.89901823281908,Fewer than 300 000,31.91230769230769,Fewer than 300 000,27.828640034926874,Fewer than 300 000
AGO_2311,AGO,Caala,3.999432,4.898399,4.919738,123000,147000,172674,0.04138464097600991,0.0008697500174701389,0.03629271387620148,0.03271841908692519,32.51570731707317,Fewer than 300 000,33.32244217687075,Fewer than 300 000,28.49148105678909,Fewer than 300 000
AGO_2312,AGO,Cabinda,19.616256,21.401536,21.456524,569186,656000,780087,0.01757344442493247,0.0005133423473482335,0.02879756101621478,0.035256200288886985,34.463700793765135,500 000 to 1 million,32.62429268292683,500 000 to 1 million,27.505296204141334,500 000 to 1 million
AGO_2314,AGO,Cacolo,0.395475,0.830066,0.834285,13835,16000,18794,0.1598416977204622,0.0010144852225026924,0.02950429746571759,0.032713484928701186,28.585110227683415,Fewer than 300 000,51.879124999999995,Fewer than 300 000,44.39102905182506,Fewer than 300 000
AGO_2315,AGO,Caconda,1.921912,2.057749,2.063853,16253,19000,22318,0.013752131068042628,0.0005925669484554419,0.031725140034114085,0.03271464174937888,118.24967698271088,Fewer than 300 000,108.3025789473684,Fewer than 300 000,92.47481853212653,Fewer than 300 000
AGO_2316,AGO,Cacuso,1.323901,1.402803,1.403182,34000,41000,48160,0.011645223068972976,5.402883346516951e-05,0.03815210271659408,0.032715093190188504,38.938264705882354,Fewer than 300 000,34.21470731707317,Fewer than 300 000,29.13583887043189,Fewer than 300 000
AGO_2317,AGO,Cuango,2.52081,2.589233,2.593565,150536,125000,146832,0.005370653411205684,0.0003343927556769266,-0.03649509872112555,0.03271893582240426,16.745562523250253,Fewer than 300 000,20.713864,Fewer than 300 000,17.66348616105481,Fewer than 300 000
AGO_2318,AGO,Cahama,0.571238,0.608148,0.611761,13086,15400,18089,0.01260120199845427,0.0011853840060840337,0.03310095016435155,0.032710915866840606,43.652605838300474,Fewer than 300 000,39.49012987012987,Fewer than 300 000,33.81950356570291,Fewer than 300 000
AGO_2319,AGO,Caimbambo,1.009499,1.054774,1.057995,14908,26000,30541,0.008813080073997392,0.0006100022870532129,0.11766279112500277,0.032718557103981194,67.71525355513818,Fewer than 300 000,40.56823076923077,Fewer than 300 000,34.64179299957434,Fewer than 300 000
AGO_2324,AGO,Calenga,0.693307,0.706038,0.707406,14445,17000,19969,0.003645861617666668,0.00038721456666324094,0.03310930946549395,0.032717363659938936,47.996330910349606,Fewer than 300 000,41.53164705882353,Fewer than 300 000,35.425209074064796,Fewer than 300 000
AGO_2325,AGO,Calulo,1.360016,1.447994,1.451238,45896,53000,62256,0.012615448982507882,0.0004476671637292373,0.02920101667005226,0.032716387883981346,29.63256057172738,Fewer than 300 000,27.320641509433962,Fewer than 300 000,23.310813415574405,Fewer than 300 000
AGO_2326,AGO,Ambaca,0.740746,1.291954,1.295779,22311,25000,29366,0.11767502671205454,0.0005914263609081427,0.02302016549935071,0.03271612247228295,33.20093227555914,Fewer than 300 000,51.67816,Fewer than 300 000,44.1251447251924,Fewer than 300 000
AGO_2327,AGO,Camacupa,2.528918,2.797134,2.804703,11316,85000,99845,0.020365356342572305,0.0005406119720416935,0.49673597519921264,0.032717363659938936,223.48161894662425,Fewer than 300 000,32.90745882352941,Fewer than 300 000,28.090570384095347,Fewer than 300 000
AGO_2328,AGO,Camanongue,0.59152,0.798608,0.79998,13253,15500,18207,0.06187365135610756,0.0003433619843953295,0.031818950808095714,0.03271703000792958,44.63291330264846,Fewer than 300 000,51.52309677419355,Fewer than 300 000,43.93804580655792,Fewer than 300 000
AGO_2331,AGO,Cangandala,0.32854,0.515293,0.521547,16638,19000,22318,0.0941911504900057,0.00241565783073705,0.026905538537277174,0.03271464174937888,19.746363745642505,Fewer than 300 000,27.120684210526314,Fewer than 300 000,23.368895062281567,Fewer than 300 000
AGO_2343,AGO,Katchiungo,1.236355,1.425654,1.440121,27648,33000,38763,0.02890242186504932,0.0020213365581100984,0.03602454305992664,0.032715483070252516,44.71770109953704,Fewer than 300 000,43.20163636363636,Fewer than 300 000,37.15194902355339,Fewer than 300 000
AGO_2344,AGO,Gama (south),0.975522,1.778628,1.793558,51581,20000,23493,0.12763776303744034,0.0016732134402539511,-0.17261422938644144,0.032717880819701284,18.912428995172643,Fewer than 300 000,88.93140000000001,Fewer than 300 000,76.34435789384072,Fewer than 300 000
AGO_2345,AGO,Caxito,1.505533,1.570061,1.578711,54983,55000,64606,0.008428820912028678,0.0010994477862691365,6.182964888035158e-05,0.03271868006456913,27.38179073531819,Fewer than 300 000,28.546563636363636,Fewer than 300 000,24.43598117821874,Fewer than 300 000
AGO_2346,AGO,Cazombo,1.870223,3.214105,3.222809,35635,41000,48160,0.1143800621897495,0.0005410269357859487,0.028445823172785545,0.032715093190188504,52.48275571769328,Fewer than 300 000,78.39280487804878,Fewer than 300 000,66.91879152823921,Fewer than 300 000
AGO_2348,AGO,Cela,3.97372,4.193683,4.210349,100437,116000,136260,0.010833595330238754,0.0007935540306129862,0.029230983238453634,0.03271879030504632,39.5643039915569,Fewer than 300 000,36.152439655172415,Fewer than 300 000,30.89937619257302,Fewer than 300 000
AGO_2413,AGO,Chibia,1.051965,1.131417,1.141684,12527,14700,17267,0.01466874247167782,0.0018083402721080777,0.032509488647849416,0.03271363445003295,83.9758122455496,Fewer than 300 000,76.96714285714285,Fewer than 300 000,66.11941854404355,Fewer than 300 000
AGO_2436,AGO,Chipindo,0.617136,0.952618,0.953627,12350,14500,17032,0.0907056941384301,0.0002117475806364677,0.03261923112228593,0.03271272700889494,49.97052631578948,Fewer than 300 000,65.69779310344828,Fewer than 300 000,55.990312353217476,Fewer than 300 000
AGO_2457,AGO,Chongoroi,0.936588,1.042903,1.050791,12696,14000,16445,0.02173687019599635,0.0015081447390699054,0.019746502327436133,0.03271662485848159,73.77032136105859,Fewer than 300 000,74.49307142857143,Fewer than 300 000,63.8972940103375,Fewer than 300 000
AGO_2501,AGO,Conda,0.650263,0.666471,0.670064,21792,25000,29366,0.004936088815975959,0.0010758988476975428,0.027847262829509667,0.03271612247228295,29.839528267254043,Fewer than 300 000,26.65884,Fewer than 300 000,22.817680310563237,Fewer than 300 000
AGO_2512,AGO,Cuango Luzamba,0.751091,0.837629,0.839502,14350,41000,48160,0.022049262933565572,0.00044681523152645397,0.2336341725167208,0.032715093190188504,52.3408362369338,Fewer than 300 000,20.429975609756095,Fewer than 300 000,17.431519933554817,Fewer than 300 000
AGO_2513,AGO,Cubal,2.805377,2.889727,2.900446,92626,104000,122164,0.005942406702309944,0.0007407710907587628,0.023434577671402224,0.032718557103981194,30.28714399844536,Fewer than 300 000,27.785836538461542,Fewer than 300 000,23.742231754035558,Fewer than 300 000
AGO_2514,AGO,Cuchi,0.475146,0.505124,0.50676,16553,19300,22670,0.012311534282395842,0.0006469241742725895,0.031183888330921006,0.032711093350347165,28.704524859542076,Fewer than 300 000,26.172227979274613,Fewer than 300 000,22.35377150419056,Fewer than 300 000
AGO_2515,AGO,Kuimba,0.542802,1.253971,1.259024,42925,50600,59437,0.18230414111744375,0.000804623872694421,0.033446604322715734,0.0327168730726457,12.64535818287711,Fewer than 300 000,24.78203557312253,Fewer than 300 000,21.18249575180443,Fewer than 300 000
AGO_2568,AGO,Damba,0.724993,0.823881,0.828521,15538,15100,17737,0.025902610264550097,0.0011238473543895289,-0.005702457454515475,0.03271537720883644,46.65935126785944,Fewer than 300 000,54.56165562913907,Fewer than 300 000,46.71145063990528,Fewer than 300 000
AGO_2839,AGO,Dombe Grande,0.758793,0.785902,0.792734,74575,31000,36414,0.007045320272101918,0.001732624779841041,-0.1610159850363425,0.03271703000792958,10.174897753938987,Fewer than 300 000,25.35167741935484,Fewer than 300 000,21.77003350359752,Fewer than 300 000
AGO_2846,AGO,Dondo,1.169867,1.204735,1.210709,38950,36000,42287,0.005891196968972334,0.0009897920561841023,-0.0156285533943894,0.032715927099608244,30.035096277278562,Fewer than 300 000,33.46486111111111,Fewer than 300 000,28.63076122685459,Fewer than 300 000
AGO_2908,AGO,Dundo,5.226798,7.470817,7.493462,182044,211000,250912,0.07405488925901671,0.0006054918457649716,0.029962036170386952,0.0352560933658328,28.71172903254158,Fewer than 300 000,35.40671563981042,Fewer than 300 000,29.864900841729373,Fewer than 300 000
AGO_2954,AGO,Ecunha,0.597727,0.662749,0.662845,14347,14000,16445,0.020867179075584774,2.896856523260105e-05,-0.004884736978624016,0.03271662485848159,41.66215933644665,Fewer than 300 000,47.33921428571429,Fewer than 300 000,40.30678017634539,Fewer than 300 000
AGO_3306,AGO,Gabela,2.381339,2.522068,2.544206,109675,127000,149181,0.01154943872712999,0.0017494118656431468,0.02976758163532911,0.03271850385331487,21.712687485753364,Fewer than 300 000,19.8588031496063,Fewer than 300 000,17.054490853392856,Fewer than 300 000
AGO_3359,AGO,Ganda,3.115289,3.203132,3.219138,76705,72000,84575,0.00557692473153959,0.000997405220533043,-0.012580352616847201,0.03271836924741445,40.61389739912652,Fewer than 300 000,44.487944444444445,Fewer than 300 000,38.06252438663908,Fewer than 300 000
AGO_3562,AGO,Golungo Alto,0.396142,0.417098,0.419855,20492,23000,27017,0.010363022678022915,0.0013185099500498954,0.0233606127339554,0.03271826306755554,19.331544017177436,Fewer than 300 000,18.134695652173914,Fewer than 300 000,15.540400488581263,Fewer than 300 000
AGO_3835,AGO,Huambo,23.465024,26.005302,26.075062,599937,716000,851437,0.020770662674740148,0.00053593122616169,0.03600410216841787,0.03525634115458498,39.11248014374842,500 000 to 1 million,36.32025418994414,500 000 to 1 million,30.624769654125902,500 000 to 1 million
AGO_4465,AGO,Caluquembe,1.84171,2.295694,2.31966,32452,38000,44636,0.04505356375885827,0.002079244417021897,0.03206826903665427,0.03271464174937888,56.751818069764575,Fewer than 300 000,60.413000000000004,Fewer than 300 000,51.96836634106998,Fewer than 300 000
AGO_5212,AGO,Cacongo,0.680597,0.723666,0.731237,19112,22000,25842,0.01234753015584733,0.002083700018907342,0.02854502723054142,0.032715483070252516,35.610977396400166,Fewer than 300 000,32.89390909090909,Fewer than 300 000,28.29645538271032,Fewer than 300 000
AGO_5296,AGO,Lobito,15.430101,17.99574,18.156064,510399,581000,682475,0.031241040093814565,0.0017754835826113702,0.02625022067423166,0.03271889466345823,30.23144833747715,500 000 to 1 million,30.973734939759037,500 000 to 1 million,26.603266053701603,500 000 to 1 million
AGO_5303,AGO,Longonjo,0.712811,0.744606,0.745605,17425,20800,26218,0.008765980396559181,0.00026818594214161884,0.036043784538348556,0.0473871582743528,40.90737446197991,Fewer than 300 000,35.79836538461539,Fewer than 300 000,28.438668090624763,Fewer than 300 000
AGO_5331,AGO,Luanda,262.834656,295.635904,297.428384,6979211,8310000,10148378,0.02379949175788476,0.0012096964579235703,0.03552106776501729,0.04078044143148252,37.65965178585373,5 to 10 million,35.5759210589651,5 to 10 million,29.307972564679794,10 million or more
AGO_5334,AGO,Luau,2.8599,3.729877,3.753746,56818,66000,77527,0.05455377947342677,0.0012766176781027205,0.030413639135201676,0.03271814723493205,50.33440107008342,Fewer than 300 000,56.51328787878788,Fewer than 300 000,48.41856385517304,Fewer than 300 000
AGO_5336,AGO,Lubango,26.022712,32.11044,32.365754,615770,721000,857383,0.04293859740206063,0.0015851906071315813,0.032056201113050964,0.03525639208380382,42.260441398574145,500 000 to 1 million,44.53597780859916,500 000 to 1 million,37.749470190101746,500 000 to 1 million
AGO_5347,AGO,Lucala,0.270667,0.320861,0.320936,19908,15000,17619,0.03460917313241074,4.6744845026980286e-05,-0.055041522851177915,0.03270908896285296,13.595891099055654,Fewer than 300 000,21.390733333333333,Fewer than 300 000,18.21533571712356,Fewer than 300 000
AGO_5348,AGO,Lucapa,1.707022,3.594377,3.603729,113737,132000,155054,0.16058486220764379,0.0005198276194791074,0.030230569836518395,0.03271814723493205,15.008502070566307,Fewer than 300 000,27.23012878787879,Fewer than 300 000,23.241767384266126,Fewer than 300 000
AGO_5357,AGO,Luena,10.033201,15.737352,15.79176,280517,310000,389014,0.09420433045130139,0.0006904962768967682,0.02018868313900657,0.046455361592317335,35.76681983623096,Fewer than 300 000,50.76565161290322,300 000 to 500 000,40.594323083488,300 000 to 500 000
AGO_5365,AGO,Londuimbale,0.7716,0.801413,0.806741,16085,19000,22318,0.0076108440852287185,0.0013261295962119224,0.03387136558957704,0.03271464174937888,47.97015853279453,Fewer than 300 000,42.179631578947365,Fewer than 300 000,36.14754906353616,Fewer than 300 000
AGO_5384,AGO,Lumbala-N'guimbo,0.558737,1.238177,1.243112,20123,23500,27604,0.17250596321695122,0.0007958718332343739,0.03151376319415289,0.03271582317791255,27.76608855538439,Fewer than 300 000,52.68838297872341,Fewer than 300 000,45.03376322272135,Fewer than 300 000
AGO_5385,AGO,Cameia,0.544319,0.860233,0.874163,14491,17000,19969,0.09585355527323602,0.0032178811670395824,0.03245257789472933,0.032717363659938936,37.56255606928438,Fewer than 300 000,50.60194117647059,Fewer than 300 000,43.77600280434674,Fewer than 300 000
AGO_5599,AGO,Malanje,15.283765,16.248492,16.262282,469005,545000,648091,0.012317027524504143,0.00016968123547145275,0.030490057485345723,0.03525633713879128,32.58763765844714,300 000 to 500 000,29.813746788990823,500 000 to 1 million,25.0925903923986,500 000 to 1 million
AGO_5705,AGO,Maquela do Zombo,1.14426,2.7173,2.72456,44726,52000,61082,0.188837715392284,0.0005337837997450023,0.030596484839012117,0.032718557103981194,25.58377677413585,Fewer than 300 000,52.255769230769225,Fewer than 300 000,44.60495727055434,Fewer than 300 000
AGO_5782,AGO,Matala,6.405065,6.635315,6.663825,71750,84000,98671,0.00708841644013769,0.0008578681284756584,0.03202799005791701,0.03271871812378668,89.26919860627177,Fewer than 300 000,78.99184523809524,Fewer than 300 000,67.53580079253275,Fewer than 300 000
AGO_5815,AGO,Mavinga,0.327052,0.411556,0.413272,11710,13700,16092,0.04703795637273256,0.0008325210496051838,0.03188840966663187,0.03270883226180432,27.929291204099062,Fewer than 300 000,30.04058394160584,Fewer than 300 000,25.681829480487195,Fewer than 300 000
AGO_5853,AGO,Mbanza Congo,3.55236,4.515701,4.550438,153075,180700,214880,0.0491597993423083,0.001533786450096386,0.03373870395611034,0.03525555267331182,23.206663400293976,Fewer than 300 000,24.99004427227449,Fewer than 300 000,21.176647431124344,Fewer than 300 000
AGO_5948,AGO,Menongue,7.907563,11.47718,11.52582,257457,300200,356985,0.07735419348320338,0.000846161775009735,0.03119594535371406,0.03525623795351418,30.714111482694193,Fewer than 300 000,38.23177881412391,300 000 to 500 000,32.286566662464814,300 000 to 500 000
AGO_6377,AGO,Mungo,1.117385,1.357773,1.364498,22181,17000,19969,0.03974027327621288,0.0009886359481359186,-0.05181395359749996,0.032717363659938936,50.375772057166046,Fewer than 300 000,79.86899999999999,Fewer than 300 000,68.33081275977766,Fewer than 300 000
AGO_6420,AGO,Mussende,0.939209,1.571322,1.583012,34397,40000,46986,0.1084103925309865,0.0014835109456530216,0.030642114944338106,0.032717880819701284,27.304968456551443,Fewer than 300 000,39.28305,Fewer than 300 000,33.691142042310474,Fewer than 300 000
AGO_6520,AGO,Namacunde/Oshikango [AGO],1.077332,1.115747,1.123491,25625,24000,28191,0.007031912879631452,0.0013842904829659552,-0.013017451854823503,0.032713484928701186,42.0422243902439,Fewer than 300 000,46.48945833333334,Fewer than 300 000,39.85282536979887,Fewer than 300 000
AGO_6532,AGO,Namibe,7.223768,7.506717,7.544669,263210,310000,368639,0.0077139038937956705,0.0010091090909032374,0.033265340317921055,0.03525638351472682,27.444884312906044,Fewer than 300 000,24.215216129032257,300 000 to 500 000,20.46628001920578,300 000 to 500 000
AGO_6609,AGO,Ndalatando,3.591266,3.802874,3.824375,165624,191000,227129,0.01151626949257456,0.0011282276856567908,0.028920972706782067,0.035256210016346934,21.683246389412165,Fewer than 300 000,19.910335078534033,Fewer than 300 000,16.83789828687662,Fewer than 300 000
AGO_6649,AGO,Negage,2.395733,2.858555,2.874185,95274,110000,129212,0.03595675720440772,0.0010911755800548928,0.029161798429719443,0.03271868006456913,25.14571656485505,Fewer than 300 000,25.986863636363633,Fewer than 300 000,22.24394793053277,Fewer than 300 000
AGO_6723,AGO,Sumbe,6.135466,7.299721,7.328374,210978,244000,290154,0.035360855976643624,0.0007838140100779878,0.029509909032020998,0.03525597837967931,29.081070064177307,Fewer than 300 000,29.916889344262295,Fewer than 300 000,25.256842917898773,Fewer than 300 000
AGO_6927,AGO,Nzetu,1.38797,1.457059,1.463838,29561,34000,39938,0.009762903724993555,0.0009287776709678841,0.028376062738546537,0.032717363659938936,46.95274178816684,Fewer than 300 000,42.85467647058824,Fewer than 300 000,36.65276178076018,Fewer than 300 000
AGO_7092,AGO,Ondjiva,2.285497,2.611378,2.64045,124575,60000,70479,0.027017436648223647,0.002216714450951063,-0.13593966149948866,0.032717880819701284,18.346353602247643,Fewer than 300 000,43.52296666666667,Fewer than 300 000,37.46435108330141,Fewer than 300 000
AGO_7333,AGO,Ext. Pinheiro,1.463474,2.18915,2.200214,10250,30000,35239,0.08387226120217295,0.0010087660079998173,0.23959403541130975,0.032714950234017603,142.7779512195122,Fewer than 300 000,72.97166666666668,Fewer than 300 000,62.436902295751864,Fewer than 300 000
AGO_7352,AGO,Jamba,0.778617,0.874165,0.880736,13053,15000,17619,0.02342001566450813,0.0014988775013879962,0.028196649204319746,0.03270908896285296,59.65042518961159,Fewer than 300 000,58.27766666666667,Fewer than 300 000,49.987854021227086,Fewer than 300 000
AGO_7366,AGO,Porto Amboim,3.44415,3.643672,3.657462,93895,109000,128037,0.011326630936913995,0.0007557854376405437,0.030283646327190272,0.032718122793179205,36.68086692582139,Fewer than 300 000,33.42818348623853,Fewer than 300 000,28.56566461257293,Fewer than 300 000
AGO_7444,AGO,Quibala,1.696318,1.813039,1.833439,27806,32000,37589,0.013397842018970874,0.0022403048260317693,0.028495253997288916,0.03271897978075655,61.00546644609077,Fewer than 300 000,56.65746875,Fewer than 300 000,48.77594509031898,Fewer than 300 000
AGO_7445,AGO,Quilenda,0.429897,0.467613,0.475989,14069,16000,18794,0.016961314118516313,0.003557054148875638,0.026056676389841105,0.032713484928701186,30.556329518800197,Fewer than 300 000,29.2258125,Fewer than 300 000,25.326646802170906,Fewer than 300 000
AGO_7446,AGO,Quipungo,1.266069,1.314105,1.321855,23589,27000,31715,0.007475604034636207,0.001176737326442856,0.02737938420769126,0.03271429898823697,53.67200813938701,Fewer than 300 000,48.67055555555556,Fewer than 300 000,41.6791738924799,Fewer than 300 000
AGO_7777,AGO,Soyo,8.813934,9.658537,9.72136,205943,243000,285441,0.01847016363255216,0.0012975088172997307,0.03364604617690148,0.0327186405957447,42.79792952418873,Fewer than 300 000,39.74706584362141,Fewer than 300 000,34.05733584173262,Fewer than 300 000
AGO_7780,AGO,Sanza Pombo,0.867479,0.914082,0.917031,25377,29000,34065,0.01052075378595796,0.0006444064622426193,0.027049897650624155,0.03271879030504632,34.18367025259093,Fewer than 300 000,31.52006896551724,Fewer than 300 000,26.92003522677235,Fewer than 300 000
AGO_7802,AGO,Saurimo,12.108336,13.084984,13.113154,404471,455000,541067,0.015635204950753767,0.00043019957808843046,0.023822811186557047,0.03525641437538751,29.936227813613336,300 000 to 500 000,28.758206593406594,300 000 to 500 000,24.235730510269523,500 000 to 1 million
AGO_8099,AGO,Silva Porto,14.937692,17.270152,17.332576,71910,561000,667117,0.02944353819163159,0.0007218690504515735,0.5081158853491041,0.03525617426724814,207.72760394938118,Fewer than 300 000,30.784584670231727,500 000 to 1 million,25.9813136226479,500 000 to 1 million
AGO_8168,AGO,Songo,1.145931,1.590954,1.591979,32167,37000,43462,0.06782437683427278,0.00012882031188543586,0.028390918914077856,0.032717643205885105,35.62442876239624,Fewer than 300 000,42.998756756756755,Fewer than 300 000,36.62921632690626,Fewer than 300 000
AGO_8560,AGO,Tomboco,0.664433,0.863992,0.869694,20867,24000,28191,0.053929850945819036,0.001316448987097818,0.02837200415504726,0.032713484928701186,31.84132841328413,Fewer than 300 000,35.99966666666667,Fewer than 300 000,30.850058529317863,Fewer than 300 000
AGO_8562,AGO,Tombua,1.019541,1.02573,1.026603,47737,60000,70479,0.001211138477741125,0.00017016231311406393,0.04678918144115407,0.032717880819701284,21.357458575109455,Fewer than 300 000,17.095499999999998,Fewer than 300 000,14.566083514238283,Fewer than 300 000
AGO_8715,AGO,Uige,11.442901,12.15318,12.194785,330594,383000,455447,0.012117089483617782,0.0006837411243572067,0.02986609666831752,0.0352561386114838,34.613153898739846,300 000 to 500 000,31.731540469973893,300 000 to 500 000,26.775420630721026,300 000 to 500 000
AGO_8721,AGO,Uku-Seles,1.55308,1.608085,1.613595,48607,56000,65780,0.006985077444844112,0.000684349847671184,0.028721560030045223,0.03271662485848159,31.951776493097704,Fewer than 300 000,28.71580357142857,Fewer than 300 000,24.530176345393738,Fewer than 300 000
AGO_8722,AGO,Ukuma,1.218774,1.240851,1.243018,22354,26000,30541,0.0035968530275822808,0.0003490326913075936,0.030679457684789746,0.032718557103981194,54.52151740180729,Fewer than 300 000,47.72503846153846,Fewer than 300 000,40.69997707999083,Fewer than 300 000
AGO_9031,AGO,Xangongo,1.552891,1.730046,1.743806,38557,45000,52859,0.021841026749772396,0.0015856724542917533,0.03138748108941769,0.03271690396150273,40.275202946287315,Fewer than 300 000,38.44546666666666,Fewer than 300 000,32.98976522446508,Fewer than 300 000
BDI_2172,BDI,Bubanza,0.882465,0.926691,0.939844,23520,28983,33777,0.009828192290235238,0.002822721874335743,0.04265637728619809,0.03108756059114759,37.51977040816327,Fewer than 300 000,31.973605216851258,Fewer than 300 000,27.824969653906503,Fewer than 300 000
BDI_2195,BDI,Bujumbura,50.109792,57.251924,58.86238,1043847,1905675,2249259,0.027007221073848342,0.005563605298028129,0.12793064911647356,0.03370859197485987,48.004920261302665,1 to 5 million,30.042858304800138,1 to 5 million,26.169676324513983,1 to 5 million
BDI_3401,BDI,Gasenyi,1.998358,2.305044,2.408885,19834,66873,76656,0.028966380565051297,0.008851791365389827,0.275170037282108,0.027682756092880956,100.75415952404961,Fewer than 300 000,34.46897851150688,Fewer than 300 000,31.424611250260906,Fewer than 300 000
BDI_3406,BDI,Gatabo,0.49396,0.844187,0.960663,10521,22806,26142,0.11313894008042613,0.026186934387013583,0.16734282926237554,0.02768007902684122,46.949909704400724,Fewer than 300 000,37.016004560203456,Fewer than 300 000,36.7478769795731,Fewer than 300 000
BDI_3413,BDI,Gatumba,1.423716,1.447424,1.457035,32079,30909,35431,0.0033084749358922583,0.0013245012016913638,-0.007403300919084366,0.027684227242873005,44.38155802861685,Fewer than 300 000,46.828561260474295,Fewer than 300 000,41.12316897632017,Fewer than 300 000
BDI_5554,BDI,Makamba,5.681237,6.531199,6.945857,51404,121669,438809,0.02827671616745775,0.012387057106610477,0.18805515956583307,0.29246597121300244,110.52130184421446,Fewer than 300 000,53.68005819066484,Fewer than 300 000,15.828884548858387,300 000 to 500 000
BDI_6435,BDI,Muyange,3.356679,4.069832,4.380049,45094,141581,162295,0.03928182915497236,0.014800090695554102,0.2571214681345888,0.02768503621910101,74.43737526056682,Fewer than 300 000,28.745608520917354,Fewer than 300 000,26.988194337471885,Fewer than 300 000
BDI_6614,BDI,Ndava,0.528574,0.541356,0.542382,12681,12106,13877,0.004790294685494967,0.00037876113923807075,-0.00923778957010124,0.02768255343499515,41.68235943537576,Fewer than 300 000,44.7179910788039,Fewer than 300 000,39.08496072638179,Fewer than 300 000
BDI_6717,BDI,Kayanza,12.898466,15.393931,16.690261,67033,724276,3859173,0.03600605690504999,0.016301855565067358,0.6096189918297803,0.39739128581490246,192.41964405591278,Fewer than 300 000,21.254233192871226,500 000 to 1 million,4.324828402354598,1 to 5 million
BDI_6908,BDI,Kagunuzi,0.257482,0.274643,0.283687,11194,11400,13067,0.012988073291814395,0.006500928948282025,0.0036537457005081375,0.027671252418869363,23.001786671431123,Fewer than 300 000,24.091491228070176,Fewer than 300 000,21.71018596464376,Fewer than 300 000
BDI_7555,BDI,Kinyami,0.277368,0.347611,0.388348,23697,47045,77501,0.04618245209793925,0.022410997646457265,0.14700159246658107,0.1049910659331128,11.70477275604507,Fewer than 300 000,7.388904240620683,Fewer than 300 000,5.010877279002852,Fewer than 300 000
BDI_7567,BDI,Mugina,1.726991,2.254499,2.421678,15659,84762,362131,0.05475597568369084,0.014409411543382822,0.40180444992972064,0.3370046006409546,110.28743853375056,Fewer than 300 000,26.597992024728065,Fewer than 300 000,6.68729824290105,300 000 to 500 000
