ISO3,unique_id,Agglomeration_Name,Surface km2,africapolis_geometry_year,worldpop_year,worldpop_population_total,worldpop_built_surface_km2,worldpop_built_volume_m3
ETH,ETH_3516,Ginir,5.0,2015,2015,35986.0,1.245197,8238850.0
ETH,ETH_3518,Girawa,166.0,2015,2015,306851.0,3.7368,11741795.0
ETH,ETH_3523,Gisa Baela Egziabher,1.0,2015,2015,2278.0,0.203259,795259.0
ETH,ETH_3527,Gishe Abay,6.0,2015,2015,9063.0,0.468321,2182740.0
ETH,ETH_3545,Goba,13.0,2015,2015,38166.0,2.026199,12203741.0
ETH,ETH_3547,Gobessa,5.0,2015,2015,34808.0,1.055476,7060911.0
ETH,ETH_3549,Gode,12.0,2015,2015,323425.0,1.729134,10908065.0
ETH,ETH_3556,Gojo,7.0,2015,2015,34395.0,0.796236,4702866.0
ETH,ETH_3559,Golije,3.0,2015,2015,5651.0,0.224441,1250178.0
ETH,ETH_3573,Gonder,38.0,2015,2015,279898.0,6.101124,51947616.0
ETH,ETH_3579,Gore,2.0,2015,2015,17267.0,0.271376,1507476.0
ETH,ETH_3658,Guliso,2.0,2015,2015,14542.0,0.250328,978602.0
ETH,ETH_3666,Gundo Meskel,5.0,2015,2015,31211.0,0.878244,5481521.0
ETH,ETH_3670,Gura Harecho,1.0,2015,2015,1492.0,0.038438,96142.0
ETH,ETH_3678,Gutin,4.0,2015,2015,14230.0,0.669925,3469432.0
ETH,ETH_3697,Habe,2.0,2015,2015,6911.0,0.244441,885154.0
ETH,ETH_3707,Hagere Mariyam,10.0,2015,2015,44955.0,1.661483,11422959.0
ETH,ETH_3708,Hagere Selam 2,2.0,2015,2015,31222.0,0.32728,1706470.0
ETH,ETH_3709,Hagere Selam 1,4.0,2015,2015,15561.0,0.255413,1137610.0
ETH,ETH_3720,Halila Negele,1.0,2015,2015,1491.0,0.10043,371107.0
ETH,ETH_3726,Hamibiso,3.0,2015,2015,10273.0,0.625047,3462048.0
ETH,ETH_3735,Hamus Gebeya,1.0,2015,2015,1146.0,0.079645,293096.0
ETH,ETH_3736,Hamusit,4.0,2015,2015,10162.0,0.256316,823847.0
ETH,ETH_3744,Harare,193.0,2015,2015,723428.0,16.759627,81613800.0
ETH,ETH_3748,Harbu,3.0,2015,2015,17375.0,0.725309,4440562.0
ETH,ETH_3753,Haro,2.0,2015,2015,2925.0,0.091847,229640.0
ETH,ETH_3754,Haro Adi,3.0,2015,2015,20755.0,0.619488,3525051.0
ETH,ETH_3759,Hartishek,4.0,2015,2015,11908.0,0.638101,3306824.0
ETH,ETH_3778,Hawassa,1373.0,2015,2015,2246476.0,28.514716,148679408.0
ETH,ETH_3780,Hawuzen,3.0,2015,2015,12035.0,0.283726,1708482.0
ETH,ETH_3784,Hayk,16.0,2015,2015,21639.0,0.91378,6520619.0
ETH,ETH_3788,Hebo Molicha,1.0,2015,2015,4568.0,0.04661,116543.0
ETH,ETH_38,Abiyi Adi,4.0,2015,2015,32662.0,0.513854,2772971.0
ETH,ETH_3812,Hirna,26.0,2015,2015,36158.0,0.829725,4019190.0
ETH,ETH_3824,Holeta,18.0,2015,2015,47549.0,2.437746,14504809.0
ETH,ETH_3826,Homocho,4.0,2015,2015,10094.0,0.466125,2523823.0
ETH,ETH_3829,Hosaena,78.0,2015,2015,133838.0,7.307187,48113052.0
ETH,ETH_3838,Humera,7.0,2015,2015,86699.0,1.437723,9452338.0
ETH,ETH_3845,Hurta,1.0,2015,2015,2751.0,0.185987,735877.0
ETH,ETH_385,Aje,2.0,2015,2015,17318.0,0.334357,1455427.0
ETH,ETH_386,Ajebar,5.0,2015,2015,7717.0,0.581189,3037950.0
ETH,ETH_388,Ajibar,6.0,2015,2015,7454.0,0.46383,2673680.0
ETH,ETH_39,Abiyot Fana,4.0,2015,2015,6435.0,0.136839,449325.0
ETH,ETH_3906,Ifedin,1.0,2015,2015,3717.0,0.139082,453296.0
ETH,ETH_4037,Ilusinbitu,3.0,2015,2015,4883.0,0.296272,841368.0
ETH,ETH_4058,Inango,3.0,2015,2015,8072.0,0.187508,612219.0
ETH,ETH_4061,Inchini,3.0,2015,2015,9379.0,0.594806,3520670.0
ETH,ETH_4066,Injebara,11.0,2015,2015,29576.0,1.187872,8864094.0
ETH,ETH_4070,Inticho,3.0,2015,2015,22869.0,0.363804,2324018.0
ETH,ETH_4206,Jiga,7.0,2015,2015,14255.0,0.638979,3361097.0
ETH,ETH_4208,Jijiga,46.0,2015,2015,401093.0,7.237734,50700132.0
ETH,ETH_4212,Jimma,48.0,2015,2015,175385.0,6.592479,52324792.0
ETH,ETH_4215,Jinka,12.0,2015,2015,114349.0,1.339707,7090942.0
ETH,ETH_4223,Jomora,1.0,2015,2015,1081.0,0.065397,163504.0
ETH,ETH_4282,Kachise,5.0,2015,2015,15658.0,0.633166,4318638.0
ETH,ETH_436,Alaba Kulito,12.0,2015,2015,92144.0,1.661979,11040036.0
ETH,ETH_4424,Kake,3.0,2015,2015,20595.0,0.34631,1575932.0
ETH,ETH_4551,Kara Mile,15.0,2015,2015,30691.0,0.684593,4937962.0
ETH,ETH_4561,Karat,2.0,2015,2015,34820.0,0.368942,2393203.0
ETH,ETH_465,Alamata,6.0,2015,2015,36117.0,1.489835,8728503.0
ETH,ETH_4683,Kebri Beyah,7.0,2015,2015,19698.0,0.514386,2574754.0
ETH,ETH_4684,Kebridehar,6.0,2015,2015,194970.0,0.900777,5335070.0
ETH,ETH_4685,Kechema Chefe,3.0,2015,2015,3143.0,0.107525,268889.0
ETH,ETH_4686,Kedida Gubeta,3.0,2015,2015,12151.0,0.138876,356736.0
ETH,ETH_4697,Kelafo,2.0,2015,2015,47874.0,0.349455,1592790.0
ETH,ETH_4698,Kelala,2.0,2015,2015,5440.0,0.456803,3532013.0
ETH,ETH_4699,Kele,5.0,2015,2015,28444.0,0.415071,2383144.0
ETH,ETH_4702,Kemba,3.0,2015,2015,11579.0,0.289335,1463192.0
ETH,ETH_4704,Kemise,7.0,2015,2015,30131.0,1.2328,8424486.0
ETH,ETH_4717,Kere,3.0,2015,2015,17378.0,0.307069,1221496.0
ETH,ETH_4728,Kersa,6.0,2015,2015,25284.0,0.717636,4200810.0
ETH,ETH_4825,Kiloniso Mokoniso,2.0,2015,2015,2505.0,0.1196,299031.0
ETH,ETH_4840,Kimir Dingay,4.0,2015,2015,4850.0,0.31504,1394099.0
ETH,ETH_4937,Kobo 1,17.0,2015,2015,46130.0,0.89952,3754722.0
ETH,ETH_4938,Kobo 2,6.0,2015,2015,80243.0,1.522475,9230694.0
ETH,ETH_4942,Kofele,9.0,2015,2015,60066.0,1.008287,6267323.0
ETH,ETH_4952,Kokosa,1.0,2015,2015,12178.0,0.195732,792460.0
ETH,ETH_4956,Koladiba,4.0,2015,2015,23713.0,0.564057,2960777.0
ETH,ETH_4970,Kombolcha,26.0,2015,2015,113781.0,3.910457,27156324.0
ETH,ETH_4996,Korem,3.0,2015,2015,30688.0,0.513949,3482201.0
ETH,ETH_4998,Kork,3.0,2015,2015,5079.0,0.19934,1079857.0
ETH,ETH_5003,Koshe,4.0,2015,2015,7716.0,0.330626,1613917.0
ETH,ETH_5067,Kuchi,3.0,2015,2015,13578.0,0.614658,3539910.0
ETH,ETH_5084,Kulubi,3.0,2015,2015,12892.0,0.247101,1032817.0
ETH,ETH_51,Abomsa,3.0,2015,2015,21062.0,0.74481,4421913.0
ETH,ETH_5115,Kumbabe,5.0,2015,2015,8340.0,0.439193,1986295.0
ETH,ETH_5139,Kutaber,8.0,2015,2015,9487.0,0.517001,2053659.0
ETH,ETH_5144,Kuy,5.0,2015,2015,14827.0,0.426824,2214649.0
ETH,ETH_5204,Lalibela 1,4.0,2015,2015,33173.0,0.679903,5883049.0
ETH,ETH_5205,Lalibela 2,3.0,2015,2015,2796.0,0.090319,225838.0
ETH,ETH_5213,Lange,2.0,2015,2015,6880.0,0.249213,936589.0
ETH,ETH_5230,Laska,5.0,2015,2015,19259.0,0.252369,1013502.0
ETH,ETH_5247,Lehulum Selam,4.0,2015,2015,13071.0,0.463255,2135543.0
ETH,ETH_5251,Lemen,3.0,2015,2015,6783.0,0.474648,2677676.0
ETH,ETH_5253,Lemo Genito,3.0,2015,2015,5336.0,0.070488,176297.0
ETH,ETH_5257,Lera,27.0,2015,2015,24505.0,0.758255,2493401.0
ETH,ETH_5272,Liguama,5.0,2015,2015,10413.0,0.683662,4485540.0
ETH,ETH_5278,Limu Genet,8.0,2015,2015,21599.0,0.612148,3001659.0
ETH,ETH_5302,Logiya,7.0,2015,2015,111732.0,1.025514,7122441.0
ETH,ETH_5382,Lumame,10.0,2015,2015,16987.0,0.451999,2427846.0
ETH,ETH_55,Abora,3.0,2015,2015,7155.0,0.347804,1612035.0
ETH,ETH_5530,Mahidere Selam,5.0,2015,2015,15955.0,0.674728,4567348.0
ETH,ETH_5546,Majete,3.0,2015,2015,6356.0,0.422499,2222358.0
ETH,ETH_5552,Makafta Juru,1.0,2015,2015,2599.0,0.084114,210323.0
ETH,ETH_5580,Maksegnit,3.0,2015,2015,15004.0,0.357522,2194781.0
ETH,ETH_5661,Manibuk,4.0,2015,2015,24129.0,0.38117,1343250.0
ETH,ETH_5671,Mankusa,7.0,2015,2015,8766.0,0.487244,1779841.0
ETH,ETH_5756,Masha 1,4.0,2015,2015,11765.0,0.36291,1697947.0
ETH,ETH_5757,Masha 2,3.0,2015,2015,8746.0,0.460302,2398401.0
ETH,ETH_5818,May Cadera,3.0,2015,2015,26389.0,0.534081,2284951.0
ETH,ETH_5824,Maychew,8.0,2015,2015,32527.0,1.111174,7335691.0
ETH,ETH_5896,Mechara,6.0,2015,2015,8010.0,0.486121,2644501.0
ETH,ETH_5911,Mehal Amba,2.0,2015,2015,4040.0,0.120617,301603.0
ETH,ETH_5912,Mehal Meda,3.0,2015,2015,23118.0,0.613764,3643990.0
ETH,ETH_5914,Mehoni,3.0,2015,2015,33655.0,0.642599,3408805.0
ETH,ETH_5917,Mekane Berhan,3.0,2015,2015,9300.0,0.220676,1242847.0
ETH,ETH_5918,Mekele,54.0,2015,2015,427599.0,9.342723,72392104.0
ETH,ETH_592,Alem Gebeya,4.0,2015,2015,18562.0,0.330928,1690537.0
ETH,ETH_5920,Meki,10.0,2015,2015,58525.0,1.711778,10530999.0
ETH,ETH_5923,Mekoye,6.0,2015,2015,9430.0,0.408394,1975770.0
ETH,ETH_5925,Melika Gemechu,1.0,2015,2015,1331.0,0.057954,144903.0
ETH,ETH_5926,Meliyu,3.0,2015,2015,10173.0,0.386155,1543902.0
ETH,ETH_5929,Melka Werer,1.0,2015,2015,5398.0,0.206334,758578.0
ETH,ETH_593,Alem Ketema,5.0,2015,2015,26245.0,0.719957,4983591.0
ETH,ETH_5935,Mena,3.0,2015,2015,68774.0,0.615981,3394315.0
ETH,ETH_594,Alem Tena,3.0,2015,2015,24543.0,0.4668,2608816.0
ETH,ETH_5941,Mendi,6.0,2015,2015,22436.0,0.864813,5696042.0
ETH,ETH_5942,Mendida,2.0,2015,2015,3772.0,0.351966,1753133.0
ETH,ETH_5944,Menider 24,4.0,2015,2015,8854.0,0.276687,907126.0
ETH,ETH_5954,Meraro,4.0,2015,2015,8457.0,0.455009,2413568.0
ETH,ETH_5955,Merawi,9.0,2015,2015,70013.0,0.916383,5564099.0
ETH,ETH_5958,Merito Lemariyam,7.0,2015,2015,26209.0,0.701393,4383896.0
ETH,ETH_5962,Mersa,12.0,2015,2015,37994.0,1.197439,6567385.0
ETH,ETH_5967,Metehara,3.0,2015,2015,19096.0,0.506937,2975744.0
ETH,ETH_5968,Metema Yohanis Town ,2.0,2015,2015,32127.0,0.301477,1745678.0
ETH,ETH_5969,Meti,5.0,2015,2015,26091.0,0.603003,3108093.0
ETH,ETH_5973,Metu,13.0,2015,2015,43186.0,1.67042,11816779.0
ETH,ETH_5987,Micheta,3.0,2015,2015,8861.0,0.279224,1584529.0
ETH,ETH_5997,Mieso,3.0,2015,2015,15312.0,0.36563,1575359.0
ETH,ETH_6005,Mile,1.0,2015,2015,9808.0,0.121172,441990.0
ETH,ETH_6068,Mirab Imi,1.0,2015,2015,13132.0,0.137627,724146.0
ETH,ETH_6070,Miret Amba,1.0,2015,2015,2333.0,0.088431,221106.0
ETH,ETH_6080,Misrak Imi,1.0,2015,2015,7512.0,0.097478,426282.0
ETH,ETH_6141,Mizan-Aman,20.0,2015,2015,138269.0,1.737115,11162564.0
ETH,ETH_6197,Mojo 1,13.0,2015,2015,45409.0,2.541993,15209192.0
ETH,ETH_6198,Mojo 2,2.0,2015,2015,3869.0,0.087022,217604.0
ETH,ETH_6206,Molale,3.0,2015,2015,9428.0,0.451028,2898361.0
ETH,ETH_6259,Mota,8.0,2015,2015,50126.0,1.335638,8716666.0
ETH,ETH_6276,Moyale ,10.0,2015,2015,223547.0,2.115158,15693323.0
ETH,ETH_6327,Mudula,21.0,2015,2015,35822.0,0.712573,2822114.0
ETH,ETH_6334,Muger,5.0,2015,2015,12803.0,0.569152,3286428.0
ETH,ETH_6347,Muke Turi,3.0,2015,2015,26532.0,0.647955,3675981.0
ETH,ETH_6490,Nada,4.0,2015,2015,12213.0,0.537075,3392103.0
ETH,ETH_6647,Nefas Mewicha,5.0,2015,2015,19536.0,0.438104,2521711.0
ETH,ETH_6650,Negele,12.0,2015,2015,121875.0,1.841855,10915543.0
ETH,ETH_6652,Nejo,5.0,2015,2015,15182.0,0.588648,3697527.0
ETH,ETH_6654,Nekemte,21.0,2015,2015,144011.0,4.375316,40111936.0
ETH,ETH_6951,Obora,1.0,2015,2015,2800.0,0.228645,1129301.0
ETH,ETH_6993,Ogolcho,3.0,2015,2015,10594.0,0.229358,975564.0
ETH,ETH_7076,Olonkomi,4.0,2015,2015,5638.0,0.412885,1995033.0
ETH,ETH_7330,Pigniwedo,2.0,2015,2015,8414.0,0.284097,1153607.0
ETH,ETH_7425,Qericha,6.0,2015,2015,36257.0,0.456238,1471686.0
ETH,ETH_7426,Qersa,2.0,2015,2015,8912.0,0.315011,1396699.0
ETH,ETH_7439,Qoqa,4.0,2015,2015,6033.0,0.399845,1558494.0
ETH,ETH_7440,Qore,3.0,2015,2015,15595.0,0.450032,2863545.0
ETH,ETH_7516,Rim,5.0,2015,2015,10427.0,0.202585,620795.0
ETH,ETH_7527,Rob Gebeya,3.0,2015,2015,16472.0,0.31941,1463810.0
ETH,ETH_7529,Robe 1,17.0,2015,2015,84485.0,4.132221,26696306.0
ETH,ETH_7530,Robe 2,6.0,2015,2015,28237.0,0.946573,5728802.0
ETH,ETH_7532,Robit 2,3.0,2015,2015,10648.0,0.336326,1536846.0
ETH,ETH_7533,Robit 1,4.0,2015,2015,3206.0,0.205162,728761.0
ETH,ETH_7544,Ropi,2.0,2015,2015,5487.0,0.089204,223050.0
ETH,ETH_764,Alkeso,3.0,2015,2015,7724.0,0.15168,832865.0
ETH,ETH_7655,Sagure,5.0,2015,2015,14085.0,0.924918,6150553.0
ETH,ETH_7762,Sanja,2.0,2015,2015,33025.0,0.236862,1450039.0
ETH,ETH_7808,Sawula,23.0,2015,2015,67879.0,1.422796,7445357.0
ETH,ETH_7840,Seka,5.0,2015,2015,29687.0,0.558215,3104479.0
ETH,ETH_7847,Sekota,3.0,2015,2015,28926.0,0.79168,6518296.0
ETH,ETH_7851,Selekileha,2.0,2015,2015,13464.0,0.254023,1308656.0
ETH,ETH_7863,Senbete,4.0,2015,2015,21608.0,0.401115,2389875.0
ETH,ETH_7864,Sendafa,14.0,2015,2015,19197.0,2.166599,12458442.0
ETH,ETH_7869,Sengo Gebeya,4.0,2015,2015,2333.0,0.123859,309460.0
ETH,ETH_7884,Seyo 1,11.0,2015,2015,26219.0,1.296758,8337573.0
ETH,ETH_7885,Seyo 2,2.0,2015,2015,11176.0,0.232113,1027782.0
ETH,ETH_7906,Shahura,3.0,2015,2015,22648.0,0.333667,1937752.0
ETH,ETH_7907,Shakiso,5.0,2015,2015,25863.0,1.142936,8112822.0
ETH,ETH_7918,Shambu,6.0,2015,2015,27197.0,1.119336,7486011.0
ETH,ETH_7945,Shashemene,46.0,2015,2015,297951.0,8.815726,63314520.0
ETH,ETH_7956,Shay Bench,3.0,2015,2015,19067.0,0.275581,895754.0
ETH,ETH_7960,Shebe,5.0,2015,2015,6607.0,0.263666,1186493.0
ETH,ETH_7961,Shek,7.0,2015,2015,11665.0,0.492079,2967832.0
ETH,ETH_7967,Shendi,3.0,2015,2015,11785.0,0.58715,3628340.0
ETH,ETH_7968,Shere Horera,1.0,2015,2015,741.0,0.030218,75563.0
ETH,ETH_7969,Shewa Robit,6.0,2015,2015,29258.0,1.121364,7107020.0
ETH,ETH_7985,Shiraro,5.0,2015,2015,20717.0,0.673875,4006243.0
ETH,ETH_7987,Shire Enidasilase,13.0,2015,2015,51071.0,2.036853,12359887.0
ETH,ETH_8033,Side,4.0,2015,2015,4761.0,0.170227,534408.0
ETH,ETH_8088,Sigmo,4.0,2015,2015,9963.0,0.491411,3478867.0
ETH,ETH_8098,Siltana,3.0,2015,2015,13993.0,0.556223,3970857.0
ETH,ETH_8122,Sire 2,3.0,2015,2015,12361.0,0.386276,2222285.0
ETH,ETH_8123,Sire 1,3.0,2015,2015,16280.0,0.52329,2605448.0
ETH,ETH_8126,Siribo,4.0,2015,2015,10640.0,0.426333,2192121.0
ETH,ETH_8131,Sitir Dirma,1.0,2015,2015,720.0,0.022269,55696.0
ETH,ETH_8144,Sodo,2027.0,2015,2015,1721095.0,34.940024,139266128.0
ETH,ETH_8155,Sokoru,4.0,2015,2015,2033.0,0.393205,1897497.0
ETH,ETH_8158,Solomo,3.0,2015,2015,25873.0,0.401572,1959722.0
ETH,ETH_8226,Sululta,26.0,2015,2015,55373.0,4.041992,31256916.0
ETH,ETH_8380,Tapi,11.0,2015,2015,100584.0,1.318065,7381929.0
ETH,ETH_8422,Tebela,10.0,2015,2015,26517.0,0.601404,3341490.0
ETH,ETH_8454,Tercha,3.0,2015,2015,33626.0,0.362577,1460627.0
ETH,ETH_8505,Tijo,2.0,2015,2015,4029.0,0.288313,1829642.0
ETH,ETH_8506,Tikil Dingay,2.0,2015,2015,10734.0,0.274886,1616123.0
ETH,ETH_8509,Tilili,25.0,2015,2015,30937.0,1.136848,5925243.0
ETH,ETH_8525,Tis Abay,1.0,2015,2015,8192.0,0.202439,839123.0
ETH,ETH_8545,Toba,3.0,2015,2015,5700.0,0.351242,1803467.0
ETH,ETH_8554,Toli Beyem,2.0,2015,2015,3924.0,0.234636,1414783.0
ETH,ETH_8573,Tora,4.0,2015,2015,18714.0,0.391436,2259490.0
ETH,ETH_8656,Tuche Angalo,2.0,2015,2015,2005.0,0.11959,732869.0
ETH,ETH_8669,Tulu Bolo,6.0,2015,2015,31062.0,1.050754,6771042.0
ETH,ETH_8687,Turre Wetera Elemo,1.0,2015,2015,394.0,0.008874,22200.0
ETH,ETH_8905,Wacha,3.0,2015,2015,8330.0,0.211001,748351.0
ETH,ETH_8926,Togo Chale town ,4.0,2015,2015,0.0,0.0,0.0
ETH,ETH_8929,Waka,4.0,2015,2015,15981.0,0.183504,630377.0
ETH,ETH_8954,Warder,5.0,2015,2015,78507.0,0.496354,2866714.0
ETH,ETH_8971,Wayu,4.0,2015,2015,12618.0,0.35972,1612518.0
ETH,ETH_8974,Wegada,3.0,2015,2015,13833.0,0.507166,3220914.0
ETH,ETH_8975,Wegel Tena,7.0,2015,2015,13353.0,0.734299,4691997.0
ETH,ETH_8976,Weken,3.0,2015,2015,8955.0,0.223,992842.0
ETH,ETH_8977,Welenchiti,4.0,2015,2015,23659.0,0.823646,4513406.0
ETH,ETH_8978,Weliso,24.0,2015,2015,54508.0,3.315111,20214932.0
ETH,ETH_8979,Welkite,11.0,2015,2015,33893.0,2.428063,17719612.0
ETH,ETH_8986,Werabe,9.0,2015,2015,18861.0,1.053184,5968653.0
ETH,ETH_8987,Were Ilu,4.0,2015,2015,10321.0,0.546921,3511149.0
ETH,ETH_8988,Were Mehamed,8.0,2015,2015,21393.0,0.624245,1688931.0
ETH,ETH_8990,Wereta,6.0,2015,2015,28287.0,1.015838,6774610.0
ETH,ETH_8991,Wergesa,3.0,2015,2015,8054.0,0.253997,905180.0
ETH,ETH_8996,Wetet Abay,3.0,2015,2015,18768.0,0.286779,952179.0
ETH,ETH_9009,Woldiya,14.0,2015,2015,121250.0,2.247312,18004796.0
ETH,ETH_9013,Wonji Gefersa,5.0,2015,2015,21258.0,0.89598,4277593.0
ETH,ETH_9014,Wonji Shewa Sugar Cane Plantat,2.0,2015,2015,7067.0,0.293828,1476385.0
ETH,ETH_9018,Wuchale,4.0,2015,2015,7332.0,0.34739,2702759.0
ETH,ETH_9021,Wukro,7.0,2015,2015,44034.0,1.286481,8929118.0
ETH,ETH_9036,Yabelo,9.0,2015,2015,42570.0,0.966415,5083288.0
ETH,ETH_9038,Yachiaurache,1.0,2015,2015,1327.0,0.095213,262487.0
ETH,ETH_9062,Yaya,2.0,2015,2015,33174.0,0.29872,1615837.0
ETH,ETH_9063,Yayu,6.0,2015,2015,19050.0,0.369178,1630399.0
ETH,ETH_9064,Yebokila,3.0,2015,2015,1857.0,0.172841,489029.0
ETH,ETH_9068,Yejube,6.0,2015,2015,23612.0,0.556768,3079933.0
ETH,ETH_9075,Yenache,11.0,2015,2015,2434.0,0.156415,391170.0
ETH,ETH_9078,Yezeleka,3.0,2015,2015,3962.0,0.307204,1492545.0
ETH,ETH_9083,Yirga Chefe,59.0,2015,2015,185364.0,1.668296,6694395.0
ETH,ETH_9162,Zeway/Batu,13.0,2015,2015,79197.0,2.172187,14261005.0
GAB,GAB_1957,Bitam,4.0,2015,2015,6787.0,0.759453,4071146.0
GAB,GAB_3277,Franceville,22.0,2015,2015,69210.0,4.789738,44016616.0
GAB,GAB_3344,Gamba,5.0,2015,2015,5026.0,0.768194,4155770.0
GAB,GAB_5015,Koulamoutou,6.0,2015,2015,15976.0,1.091459,10084130.0
GAB,GAB_5209,Lambaréné,10.0,2015,2015,20319.0,1.978904,12564121.0
GAB,GAB_5232,Lastoursville,3.0,2015,2015,4773.0,0.454967,2141134.0
GAB,GAB_5271,Libreville,230.0,2015,2015,705295.0,56.72744,543692864.0
GAB,GAB_5573,Makokou,4.0,2015,2015,7135.0,1.079037,7366703.0
GAB,GAB_6173,Moanda,11.0,2015,2015,23947.0,2.532577,18352456.0
GAB,GAB_6265,Mouila,13.0,2015,2015,16677.0,2.90996,16658286.0
GAB,GAB_7040,Okondja,3.0,2015,2015,4619.0,0.668156,3535165.0
GAB,GAB_7246,Oyem,16.0,2015,2015,36017.0,3.110587,23679912.0
GAB,GAB_7363,Port-Gentil,38.0,2015,2015,109419.0,10.356133,72642080.0
GAB,GAB_8415,Tchibanga,11.0,2015,2015,17599.0,2.11663,12559045.0
GHA,GHA_1141,Amanten,2.0,2015,2015,9493.0,0.561615,3008055.0
GHA,GHA_1223,Kilkor,35.0,2015,2015,51042.0,5.280286,32480408.0
GHA,GHA_1224,Anloga,27.0,2015,2015,80216.0,6.307833,42732292.0
GHA,GHA_1245,Anyiman,4.0,2015,2015,19348.0,0.99058,6252893.0
GHA,GHA_1251,Apam,6.0,2015,2015,19470.0,0.904687,4188725.0
GHA,GHA_1252,Apedwa,3.0,2015,2015,7777.0,0.654216,3420943.0
GHA,GHA_1307,Asamankese,10.0,2015,2015,61993.0,2.680207,20147020.0
GHA,GHA_1308,Asankragwa,7.0,2015,2015,21803.0,1.176347,9137197.0
GHA,GHA_1309,Asanwinso,4.0,2015,2015,22958.0,1.19464,8580277.0
GHA,GHA_132,Abuesi,3.0,2015,2015,18775.0,0.823494,7303470.0
GHA,GHA_1344,Assin Foso,11.0,2015,2015,51229.0,2.692073,20539948.0
GHA,GHA_1348,Asuom,3.0,2015,2015,18616.0,0.837886,6809054.0
GHA,GHA_1355,Atebubu,10.0,2015,2015,65797.0,2.950297,21160352.0
GHA,GHA_139,Abura Dunkwa,4.0,2015,2015,15926.0,0.786701,4447497.0
GHA,GHA_1414,Axim,3.0,2015,2015,18526.0,0.720914,5312621.0
GHA,GHA_145,Accra,1210.0,2015,2015,5178934.0,357.26928,2777471744.0
GHA,GHA_1464,Badu,4.0,2015,2015,12417.0,0.821131,4716854.0
GHA,GHA_152,Ada Foah,4.0,2015,2015,13307.0,0.854588,5984689.0
GHA,GHA_168,Adeiso,3.0,2015,2015,19891.0,0.64286,3823561.0
GHA,GHA_1730,Bawjiase,6.0,2015,2015,29928.0,1.104087,8520410.0
GHA,GHA_1731,Bawku,13.0,2015,2015,70100.0,3.926801,26788218.0
GHA,GHA_1749,Bechem,7.0,2015,2015,20897.0,1.333569,7159887.0
GHA,GHA_1758,Begoro,7.0,2015,2015,26648.0,1.419913,10792928.0
GHA,GHA_1835,Berekum,35.0,2015,2015,101280.0,8.317443,59875200.0
GHA,GHA_1848,Besease,4.0,2015,2015,16328.0,0.617902,3667580.0
GHA,GHA_187,Adina,2.0,2015,2015,3692.0,0.444313,1620777.0
GHA,GHA_1870,Bibiani,10.0,2015,2015,52742.0,2.145286,14951102.0
GHA,GHA_1905,Bimbilla,8.0,2015,2015,43679.0,2.01027,14014333.0
GHA,GHA_1987,Bodomase,3.0,2015,2015,11120.0,0.712541,4406878.0
GHA,GHA_1999,Bogoso,7.0,2015,2015,34995.0,1.544415,13443257.0
GHA,GHA_2020,Bole,7.0,2015,2015,34402.0,1.652033,9635089.0
GHA,GHA_2021,Bolgatanga,22.0,2015,2015,84781.0,5.748284,50762068.0
GHA,GHA_203,Adoagyiri,6.0,2015,2015,26552.0,1.221122,7964718.0
GHA,GHA_2052,Bonyere,3.0,2015,2015,6963.0,0.422768,1691099.0
GHA,GHA_2161,Breman Brakwa,2.0,2015,2015,11583.0,0.495716,3144590.0
GHA,GHA_2162,Breman Odoben,3.0,2015,2015,12939.0,0.52424,3590278.0
GHA,GHA_2163,Brenan Asikuma,4.0,2015,2015,28675.0,1.022985,6830379.0
GHA,GHA_2194,Buipe,2.0,2015,2015,16552.0,0.601918,4066460.0
GHA,GHA_2235,Bunkpurugu,3.0,2015,2015,16226.0,0.841881,4545864.0
GHA,GHA_229,Afosu,6.0,2015,2015,22601.0,1.221549,7843255.0
GHA,GHA_2334,Cape Coast,39.0,2015,2015,175974.0,8.667092,77891144.0
GHA,GHA_2363,Chamba,1.0,2015,2015,5797.0,0.440083,3097920.0
GHA,GHA_2439,Chiraa,8.0,2015,2015,17029.0,1.553015,8465918.0
GHA,GHA_2569,Dambai,4.0,2015,2015,31804.0,1.348552,12123811.0
GHA,GHA_2577,Damongo,6.0,2015,2015,29663.0,1.508524,10149804.0
GHA,GHA_265,Agogo,9.0,2015,2015,38629.0,1.936276,13517519.0
GHA,GHA_267,Agona,4.0,2015,2015,17513.0,0.914739,5317960.0
GHA,GHA_268,Agona Kwanyako,2.0,2015,2015,10716.0,0.417092,2685717.0
GHA,GHA_269,Agona nkwanta,6.0,2015,2015,27547.0,1.149016,6553086.0
GHA,GHA_2696,Derma,3.0,2015,2015,9374.0,0.656337,3355603.0
GHA,GHA_270,Agona Nsaba,2.0,2015,2015,10851.0,0.447831,3078338.0
GHA,GHA_271,Agona Nyakrom,2.0,2015,2015,10905.0,0.516579,3689459.0
GHA,GHA_2715,Diare,2.0,2015,2015,6745.0,0.475393,3155331.0
GHA,GHA_272,Agona Swedru,19.0,2015,2015,114743.0,5.582142,45008532.0
GHA,GHA_2845,Dompoase,4.0,2015,2015,12448.0,0.805839,4410569.0
GHA,GHA_2861,Dormaa Ahenkro,16.0,2015,2015,53702.0,3.632603,25234148.0
GHA,GHA_2887,Drobo,9.0,2015,2015,43365.0,2.384748,15870066.0
GHA,GHA_2891,Duadaso No.2,2.0,2015,2015,11197.0,0.568755,3292214.0
