ISO3_Code,Category,Year,Cities,Pop
AFE,100k-250k,1950.0,15.0,2455502.0
AFE,250k-500k,1950.0,2.0,757435.0
AFE,500k-1 million,1950.0,1.0,601097.0
AFE,50k-100k,1950.0,27.0,1862707.0
AFW,100k-250k,1950.0,12.0,1621881.0
AFW,250k-500k,1950.0,3.0,924209.0
AFW,500k-1 million,1950.0,1.0,644124.0
AFW,50k-100k,1950.0,36.0,2445402.0
AGO,100k-250k,1950.0,1.0,102956.0
AGO,50k-100k,1950.0,3.0,214636.0
BEN,50k-100k,1950.0,2.0,136137.0
CAF,50k-100k,1950.0,1.0,86324.0
CIV,100k-250k,1950.0,1.0,118450.0
CMR,100k-250k,1950.0,1.0,103538.0
CMR,50k-100k,1950.0,3.0,208564.0
COD,100k-250k,1950.0,4.0,737772.0
COD,50k-100k,1950.0,9.0,548322.0
COG,100k-250k,1950.0,2.0,349807.0
ERI,100k-250k,1950.0,1.0,136222.0
ERI,50k-100k,1950.0,1.0,66508.0
ETH,250k-500k,1950.0,1.0,355224.0
ETH,50k-100k,1950.0,1.0,69365.0
GHA,100k-250k,1950.0,1.0,124602.0
GHA,50k-100k,1950.0,1.0,64364.00000000001
GIN,50k-100k,1950.0,1.0,73395.0
KEN,100k-250k,1950.0,1.0,126832.0
KEN,50k-100k,1950.0,1.0,61634.0
MDG,100k-250k,1950.0,1.0,105269.0
MLI,100k-250k,1950.0,1.0,117929.0
MOZ,100k-250k,1950.0,1.0,121509.0
MOZ,50k-100k,1950.0,1.0,66852.0
MUS,100k-250k,1950.0,1.0,172682.0
NGA,100k-250k,1950.0,4.0,582140.0
NGA,250k-500k,1950.0,2.0,641195.0
NGA,500k-1 million,1950.0,1.0,644124.0
NGA,50k-100k,1950.0,26.0,1755454.0
SDN,100k-250k,1950.0,1.0,211601.0
SDN,50k-100k,1950.0,1.0,70624.0
SEN,100k-250k,1950.0,1.0,104719.0
SEN,250k-500k,1950.0,1.0,283014.0
SEN,50k-100k,1950.0,1.0,64328.99999999999
SLE,100k-250k,1950.0,1.0,120696.0
SOM,50k-100k,1950.0,3.0,209210.0
SSA,100k-250k,1950.0,27.0,4077383.0
SSA,250k-500k,1950.0,5.0,1681644.0
SSA,500k-1 million,1950.0,2.0,1245221.0
SSA,50k-100k,1950.0,63.0,4308109.0
SSD,50k-100k,1950.0,1.0,71648.0
TCD,50k-100k,1950.0,1.0,56835.0
TZA,50k-100k,1950.0,1.0,58363.0
UGA,100k-250k,1950.0,1.0,176598.0
ZAF,100k-250k,1950.0,2.0,414810.0
ZAF,250k-500k,1950.0,1.0,402211.0
ZAF,500k-1 million,1950.0,1.0,601097.0
ZAF,50k-100k,1950.0,4.0,327973.0
ZWE,100k-250k,1950.0,1.0,149251.0
ZWE,50k-100k,1950.0,1.0,97572.0
AFE,100k-250k,1951.0,14.0,2313915.0
AFE,250k-500k,1951.0,3.0,1036523.0
AFE,500k-1 million,1951.0,2.0,1128703.0
AFE,50k-100k,1951.0,27.0,1944857.0
AFW,100k-250k,1951.0,13.0,1791311.0
AFW,250k-500k,1951.0,4.0,1232080.0
AFW,500k-1 million,1951.0,1.0,689180.0
AFW,50k-100k,1951.0,35.0,2468790.0
AGO,100k-250k,1951.0,1.0,105421.0
AGO,500k-1 million,1951.0,1.0,513352.0
AGO,50k-100k,1951.0,3.0,219773.0
BEN,50k-100k,1951.0,2.0,148145.0
CAF,50k-100k,1951.0,1.0,94680.0
CIV,100k-250k,1951.0,1.0,133196.0
CMR,100k-250k,1951.0,1.0,107477.0
CMR,50k-100k,1951.0,3.0,218126.0
COD,100k-250k,1951.0,4.0,776101.0
COD,50k-100k,1951.0,9.0,575850.0
COG,100k-250k,1951.0,2.0,359913.0
ERI,100k-250k,1951.0,1.0,139841.0
ERI,50k-100k,1951.0,1.0,70119.0
ETH,250k-500k,1951.0,1.0,366187.0
ETH,50k-100k,1951.0,1.0,71998.0
GHA,100k-250k,1951.0,1.0,134248.0
GHA,250k-500k,1951.0,1.0,276350.0
GHA,50k-100k,1951.0,1.0,67744.0
GIN,50k-100k,1951.0,1.0,81883.0
KEN,100k-250k,1951.0,1.0,134637.0
KEN,50k-100k,1951.0,1.0,64447.0
MDG,100k-250k,1951.0,1.0,108412.0
MLI,100k-250k,1951.0,1.0,122520.0
MOZ,100k-250k,1951.0,1.0,128119.0
MOZ,50k-100k,1951.0,1.0,68022.0
MUS,100k-250k,1951.0,1.0,180646.0
NGA,100k-250k,1951.0,5.0,700975.0
NGA,250k-500k,1951.0,2.0,662185.0
NGA,500k-1 million,1951.0,1.0,689180.0
NGA,50k-100k,1951.0,25.0,1732490.0
SDN,100k-250k,1951.0,1.0,226177.0
SDN,50k-100k,1951.0,1.0,73785.0
SEN,100k-250k,1951.0,1.0,109324.0
SEN,250k-500k,1951.0,1.0,293545.0
SEN,50k-100k,1951.0,1.0,66722.0
SLE,100k-250k,1951.0,1.0,123658.0
SOM,50k-100k,1951.0,3.0,221538.0
SSA,100k-250k,1951.0,27.0,4105226.0
SSA,250k-500k,1951.0,7.0,2268603.0
SSA,500k-1 million,1951.0,3.0,1817883.0
SSA,50k-100k,1951.0,62.0,4413647.0
SSD,50k-100k,1951.0,1.0,74800.0
TCD,50k-100k,1951.0,1.0,59000.0
TZA,50k-100k,1951.0,1.0,62385.0
UGA,100k-250k,1951.0,1.0,183166.0
ZAF,100k-250k,1951.0,1.0,173103.0
ZAF,250k-500k,1951.0,2.0,670336.0
ZAF,500k-1 million,1951.0,1.0,615351.0
ZAF,50k-100k,1951.0,4.0,342346.0
ZWE,100k-250k,1951.0,1.0,158292.0
ZWE,50k-100k,1951.0,1.0,99794.0
AFE,100k-250k,1952.0,15.0,2360666.0
AFE,250k-500k,1952.0,4.0,1331297.0
AFE,500k-1 million,1952.0,2.0,1154957.0
AFE,50k-100k,1952.0,25.0,1822988.0
AFW,100k-250k,1952.0,14.0,1967554.0
AFW,250k-500k,1952.0,4.0,1283458.0
AFW,500k-1 million,1952.0,1.0,734236.0
AFW,50k-100k,1952.0,33.0,2382328.0
AGO,100k-250k,1952.0,1.0,107885.0
AGO,500k-1 million,1952.0,1.0,525352.0
AGO,50k-100k,1952.0,3.0,224911.0
BEN,50k-100k,1952.0,2.0,160153.0
CIV,100k-250k,1952.0,1.0,147942.0
CMR,100k-250k,1952.0,1.0,111416.0
CMR,50k-100k,1952.0,3.0,227688.0
COD,100k-250k,1952.0,3.0,550673.0
COD,250k-500k,1952.0,1.0,263758.0
COD,50k-100k,1952.0,9.0,603377.0
COG,100k-250k,1952.0,2.0,370018.0
ERI,100k-250k,1952.0,1.0,143460.0
ERI,50k-100k,1952.0,1.0,73731.0
ETH,250k-500k,1952.0,1.0,377151.0
ETH,50k-100k,1952.0,1.0,74632.0
GHA,100k-250k,1952.0,1.0,143894.0
GHA,250k-500k,1952.0,1.0,296207.0
GHA,50k-100k,1952.0,1.0,71125.0
GIN,50k-100k,1952.0,1.0,90370.0
KEN,100k-250k,1952.0,1.0,142442.0
KEN,50k-100k,1952.0,1.0,67261.0
MDG,100k-250k,1952.0,1.0,111554.0
MLI,100k-250k,1952.0,1.0,127110.0
MOZ,100k-250k,1952.0,1.0,134729.0
MOZ,50k-100k,1952.0,1.0,69192.0
MUS,100k-250k,1952.0,1.0,188610.0
NGA,100k-250k,1952.0,6.0,826626.0
NGA,250k-500k,1952.0,2.0,683176.0
NGA,500k-1 million,1952.0,1.0,734236.0
NGA,50k-100k,1952.0,24.0,1702711.0
SDN,100k-250k,1952.0,1.0,240752.0
SDN,50k-100k,1952.0,1.0,76946.0
SEN,100k-250k,1952.0,1.0,113929.0
SEN,250k-500k,1952.0,1.0,304075.0
SEN,50k-100k,1952.0,1.0,69116.0
SLE,100k-250k,1952.0,1.0,126619.0
SOM,50k-100k,1952.0,3.0,233866.0
SSA,100k-250k,1952.0,29.0,4328220.0
SSA,250k-500k,1952.0,8.0,2614755.0
SSA,500k-1 million,1952.0,3.0,1889193.0
SSA,50k-100k,1952.0,58.0,4205316.0
SSD,50k-100k,1952.0,1.0,77953.0
TCD,50k-100k,1952.0,1.0,61165.0
TZA,50k-100k,1952.0,1.0,66407.0
UGA,100k-250k,1952.0,1.0,189734.0
ZAF,100k-250k,1952.0,2.0,281478.0
ZAF,250k-500k,1952.0,2.0,690388.0
ZAF,500k-1 million,1952.0,1.0,629605.0
ZAF,50k-100k,1952.0,3.0,254712.0
ZWE,100k-250k,1952.0,2.0,269349.0
AFE,100k-250k,1953.0,13.0,1951354.0
AFE,250k-500k,1953.0,5.0,1628624.0
AFE,500k-1 million,1953.0,2.0,1181211.0
AFE,50k-100k,1953.0,25.0,1899297.0
AFW,100k-250k,1953.0,17.0,2361218.0
AFW,250k-500k,1953.0,4.0,1334836.0
AFW,500k-1 million,1953.0,1.0,779292.0
AFW,50k-100k,1953.0,31.0,2284519.0
AGO,100k-250k,1953.0,1.0,110349.0
AGO,500k-1 million,1953.0,1.0,537352.0
AGO,50k-100k,1953.0,3.0,230048.0
BEN,50k-100k,1953.0,2.0,172161.0
CAF,100k-250k,1953.0,1.0,111393.0
CIV,100k-250k,1953.0,1.0,162688.0
CMR,100k-250k,1953.0,2.0,219933.0
CMR,50k-100k,1953.0,2.0,132672.0
COD,100k-250k,1953.0,2.0,322691.0
COD,250k-500k,1953.0,2.0,530070.0
COD,50k-100k,1953.0,9.0,630904.0
COG,100k-250k,1953.0,2.0,380124.0
ERI,100k-250k,1953.0,1.0,147079.0
ERI,50k-100k,1953.0,1.0,77342.0
ETH,250k-500k,1953.0,1.0,388114.0
ETH,50k-100k,1953.0,1.0,77265.0
GHA,100k-250k,1953.0,1.0,153541.0
GHA,250k-500k,1953.0,1.0,316064.0
GHA,50k-100k,1953.0,1.0,74506.0
GIN,50k-100k,1953.0,1.0,98857.0
KEN,100k-250k,1953.0,1.0,150247.0
KEN,50k-100k,1953.0,1.0,70074.0
MDG,100k-250k,1953.0,1.0,114696.0
MLI,100k-250k,1953.0,1.0,131701.0
MOZ,100k-250k,1953.0,1.0,141339.0
MOZ,50k-100k,1953.0,1.0,70362.0
MUS,100k-250k,1953.0,1.0,196575.0
NGA,100k-250k,1953.0,7.0,953724.0
NGA,250k-500k,1953.0,2.0,704166.0
NGA,500k-1 million,1953.0,1.0,779292.0
NGA,50k-100k,1953.0,23.0,1671484.0
SDN,50k-100k,1953.0,1.0,80107.0
SEN,100k-250k,1953.0,1.0,118534.0
SEN,250k-500k,1953.0,1.0,314606.0
SEN,50k-100k,1953.0,1.0,71509.0
SLE,100k-250k,1953.0,1.0,129580.00000000001
SOM,50k-100k,1953.0,3.0,246194.0
SSA,100k-250k,1953.0,30.0,4312572.0
SSA,250k-500k,1953.0,9.0,2963460.0
SSA,500k-1 million,1953.0,3.0,1960503.0
SSA,50k-100k,1953.0,56.0,4183816.0
SSD,50k-100k,1953.0,1.0,81105.0
TCD,50k-100k,1953.0,1.0,63330.0
TZA,50k-100k,1953.0,1.0,70429.0
UGA,100k-250k,1953.0,1.0,196303.0
ZAF,100k-250k,1953.0,2.0,291463.0
ZAF,250k-500k,1953.0,2.0,710440.0
ZAF,500k-1 million,1953.0,1.0,643859.0
ZAF,50k-100k,1953.0,3.0,265467.0
ZWE,100k-250k,1953.0,2.0,280612.0
AFE,100k-250k,1954.0,13.0,2021524.0
AFE,250k-500k,1954.0,6.0,1957122.0
AFE,500k-1 million,1954.0,2.0,1207464.0
AFE,50k-100k,1954.0,25.0,1975607.0
AFW,100k-250k,1954.0,21.0,2876593.0
AFW,250k-500k,1954.0,4.0,1386213.0
AFW,500k-1 million,1954.0,1.0,824348.0
AFW,50k-100k,1954.0,27.0,1961962.0
AGO,100k-250k,1954.0,1.0,112813.0
AGO,500k-1 million,1954.0,1.0,549351.0
AGO,50k-100k,1954.0,3.0,235185.0
BEN,100k-250k,1954.0,1.0,107942.0
BEN,50k-100k,1954.0,1.0,76227.0
CAF,100k-250k,1954.0,1.0,119749.0
CIV,100k-250k,1954.0,1.0,177435.0
CMR,100k-250k,1954.0,2.0,230511.0
CMR,50k-100k,1954.0,2.0,135594.0
COD,100k-250k,1954.0,2.0,333441.0
COD,250k-500k,1954.0,2.0,557649.0
COD,50k-100k,1954.0,9.0,658431.0
COG,100k-250k,1954.0,2.0,390230.0
ERI,100k-250k,1954.0,1.0,150698.0
ERI,50k-100k,1954.0,1.0,80954.0
ETH,250k-500k,1954.0,1.0,399077.0
ETH,50k-100k,1954.0,1.0,79898.0
GHA,100k-250k,1954.0,1.0,163187.0
GHA,250k-500k,1954.0,1.0,335921.0
GHA,50k-100k,1954.0,1.0,77886.0
GIN,100k-250k,1954.0,1.0,107344.0
KEN,100k-250k,1954.0,1.0,158052.0
KEN,50k-100k,1954.0,1.0,72887.0
MDG,100k-250k,1954.0,1.0,117839.0
MLI,100k-250k,1954.0,1.0,136292.0
MOZ,100k-250k,1954.0,1.0,147949.0
MOZ,50k-100k,1954.0,1.0,71533.0
MUS,100k-250k,1954.0,1.0,204539.0
NGA,100k-250k,1954.0,9.0,1188223.0
NGA,250k-500k,1954.0,2.0,725156.0
NGA,500k-1 million,1954.0,1.0,824348.0
NGA,50k-100k,1954.0,21.0,1532857.0
SDN,250k-500k,1954.0,1.0,269904.0
SDN,50k-100k,1954.0,1.0,83267.0
SEN,100k-250k,1954.0,1.0,123138.0
SEN,250k-500k,1954.0,1.0,325136.0
SEN,50k-100k,1954.0,1.0,73903.0
SLE,100k-250k,1954.0,1.0,132542.0
SOM,50k-100k,1954.0,3.0,258522.0
SSA,100k-250k,1954.0,34.0,4898117.0
SSA,250k-500k,1954.0,10.0,3343335.0
SSA,500k-1 million,1954.0,3.0,2031812.0
SSA,50k-100k,1954.0,52.0,3937569.0
SSD,50k-100k,1954.0,1.0,84258.0
TCD,50k-100k,1954.0,1.0,65495.00000000001
TZA,50k-100k,1954.0,1.0,74450.0
UGA,100k-250k,1954.0,1.0,202871.0
ZAF,100k-250k,1954.0,2.0,301448.0
ZAF,250k-500k,1954.0,2.0,730492.0
ZAF,500k-1 million,1954.0,1.0,658113.0
ZAF,50k-100k,1954.0,3.0,276222.0
ZWE,100k-250k,1954.0,2.0,291874.0
AFE,100k-250k,1955.0,13.0,2091697.0
AFE,250k-500k,1955.0,6.0,2030291.0
AFE,500k-1 million,1955.0,2.0,1233719.0
AFE,50k-100k,1955.0,42.0,2974833.0
AFW,100k-250k,1955.0,23.0,3198709.0
AFW,250k-500k,1955.0,4.0,1437591.0
AFW,500k-1 million,1955.0,1.0,869404.0
AFW,50k-100k,1955.0,40.0,2680860.0
AGO,100k-250k,1955.0,1.0,115278.0
AGO,500k-1 million,1955.0,1.0,561351.0
AGO,50k-100k,1955.0,6.0,410428.0
BEN,100k-250k,1955.0,1.0,116540.0
BEN,50k-100k,1955.0,1.0,79637.0
BFA,50k-100k,1955.0,1.0,52314.0
CAF,100k-250k,1955.0,1.0,128104.99999999999
CIV,100k-250k,1955.0,1.0,192181.0
CMR,100k-250k,1955.0,2.0,241090.0
CMR,50k-100k,1955.0,4.0,244916.0
COD,100k-250k,1955.0,2.0,344191.0
COD,250k-500k,1955.0,2.0,585229.0
COD,50k-100k,1955.0,13.0,900885.0
COG,100k-250k,1955.0,2.0,400335.0
ERI,100k-250k,1955.0,1.0,154317.0
ERI,50k-100k,1955.0,1.0,84565.0
ETH,250k-500k,1955.0,1.0,410040.0
ETH,50k-100k,1955.0,4.0,244102.0
GHA,100k-250k,1955.0,1.0,172833.0
GHA,250k-500k,1955.0,1.0,355778.0
GHA,50k-100k,1955.0,1.0,81267.0
GIN,100k-250k,1955.0,1.0,115831.0
KEN,100k-250k,1955.0,1.0,165857.0
KEN,50k-100k,1955.0,1.0,75701.0
MDG,100k-250k,1955.0,1.0,120981.0
MLI,100k-250k,1955.0,1.0,140882.0
MOZ,100k-250k,1955.0,1.0,154559.0
MOZ,50k-100k,1955.0,2.0,123065.0
MUS,100k-250k,1955.0,1.0,212503.0
NGA,100k-250k,1955.0,11.0,1427666.0
NGA,250k-500k,1955.0,2.0,746146.0
NGA,500k-1 million,1955.0,1.0,869404.0
NGA,50k-100k,1955.0,28.0,1897121.0
SDN,250k-500k,1955.0,1.0,284479.0
SDN,50k-100k,1955.0,5.0,309009.0
SEN,100k-250k,1955.0,1.0,127743.0
SEN,250k-500k,1955.0,1.0,335667.0
SEN,50k-100k,1955.0,2.0,139261.0
SLE,100k-250k,1955.0,1.0,135503.0
SOM,50k-100k,1955.0,5.0,374219.0
SSA,100k-250k,1955.0,36.0,5290406.0
SSA,250k-500k,1955.0,10.0,3467882.0
SSA,500k-1 million,1955.0,3.0,2103123.0
SSA,50k-100k,1955.0,82.0,5655693.0
SSD,50k-100k,1955.0,1.0,87410.0
TCD,50k-100k,1955.0,2.0,128133.99999999999
TGO,50k-100k,1955.0,1.0,58210.0
TZA,50k-100k,1955.0,1.0,78472.0
UGA,100k-250k,1955.0,1.0,209440.0
ZAF,100k-250k,1955.0,2.0,311434.0
ZAF,250k-500k,1955.0,2.0,750543.0
ZAF,500k-1 million,1955.0,1.0,672368.0
ZAF,50k-100k,1955.0,3.0,286977.0
ZWE,100k-250k,1955.0,2.0,303137.0
AFE,100k-250k,1956.0,16.0,2507939.0
AFE,250k-500k,1956.0,6.0,2124112.0
AFE,500k-1 million,1956.0,2.0,1266667.0
AFE,50k-100k,1956.0,39.0,2806848.0
AFW,100k-250k,1956.0,24.0,3473638.0
AFW,250k-500k,1956.0,4.0,1524062.0
AFW,500k-1 million,1956.0,1.0,945368.0
AFW,50k-100k,1956.0,39.0,2712443.0
AGO,100k-250k,1956.0,1.0,118768.0
AGO,500k-1 million,1956.0,1.0,578346.0
AGO,50k-100k,1956.0,6.0,425975.0
BEN,100k-250k,1956.0,1.0,124804.0
BEN,50k-100k,1956.0,1.0,84619.0
BFA,50k-100k,1956.0,1.0,53965.0
CAF,100k-250k,1956.0,1.0,134984.0
CIV,100k-250k,1956.0,1.0,208755.0
CMR,100k-250k,1956.0,2.0,255956.0
CMR,50k-100k,1956.0,4.0,253443.0
COD,100k-250k,1956.0,2.0,358059.0
COD,250k-500k,1956.0,2.0,623636.0
COD,50k-100k,1956.0,13.0,952953.0
COG,100k-250k,1956.0,2.0,418085.0
ERI,100k-250k,1956.0,1.0,158885.0
ERI,50k-100k,1956.0,1.0,89147.0
ETH,250k-500k,1956.0,1.0,422697.0
ETH,50k-100k,1956.0,4.0,253074.0
GHA,100k-250k,1956.0,1.0,186217.0
GHA,250k-500k,1956.0,1.0,383329.0
GHA,50k-100k,1956.0,1.0,84904.0
GIN,100k-250k,1956.0,1.0,129223.99999999999
KEN,100k-250k,1956.0,1.0,178703.0
KEN,50k-100k,1956.0,1.0,80288.0
MDG,100k-250k,1956.0,1.0,128306.99999999999
MLI,100k-250k,1956.0,1.0,144322.0
MOZ,100k-250k,1956.0,1.0,162969.0
MOZ,50k-100k,1956.0,2.0,125569.0
MUS,100k-250k,1956.0,1.0,223924.0
NGA,100k-250k,1956.0,12.0,1598733.0
NGA,250k-500k,1956.0,2.0,779079.0
NGA,500k-1 million,1956.0,1.0,945368.0
NGA,50k-100k,1956.0,27.0,1887583.0
SDN,250k-500k,1956.0,1.0,304082.0
SDN,50k-100k,1956.0,5.0,325163.0
SEN,100k-250k,1956.0,1.0,133734.0
SEN,250k-500k,1956.0,1.0,361654.0
SEN,50k-100k,1956.0,2.0,147544.0
SLE,100k-250k,1956.0,1.0,138824.0
SOM,100k-250k,1956.0,2.0,210075.0
SOM,50k-100k,1956.0,3.0,184138.0
SSA,100k-250k,1956.0,40.0,5981577.0
SSA,250k-500k,1956.0,10.0,3648174.0
SSA,500k-1 million,1956.0,3.0,2212035.0
SSA,50k-100k,1956.0,78.0,5519291.0
SSD,50k-100k,1956.0,1.0,91228.0
TCD,50k-100k,1956.0,2.0,136544.0
TGO,50k-100k,1956.0,1.0,63841.0
TZA,50k-100k,1956.0,1.0,83231.0
UGA,100k-250k,1956.0,1.0,218815.0
ZAF,100k-250k,1956.0,3.0,428603.0
ZAF,250k-500k,1956.0,2.0,773697.0
ZAF,500k-1 million,1956.0,1.0,688321.0
ZAF,50k-100k,1956.0,2.0,196082.0
ZWE,100k-250k,1956.0,2.0,320831.0
AFE,100k-250k,1957.0,18.0,2834899.0
AFE,250k-500k,1957.0,6.0,2217932.0
AFE,500k-1 million,1957.0,2.0,1299616.0
AFE,50k-100k,1957.0,37.0,2728140.0
AFW,100k-250k,1957.0,27.0,3961058.0
AFW,250k-500k,1957.0,4.0,1610534.0
AFW,50k-100k,1957.0,36.0,2531537.0
AGO,100k-250k,1957.0,1.0,122258.0
AGO,500k-1 million,1957.0,1.0,595342.0
AGO,50k-100k,1957.0,6.0,441522.0
BEN,100k-250k,1957.0,1.0,133069.0
BEN,50k-100k,1957.0,1.0,89601.0
BFA,50k-100k,1957.0,1.0,55616.0
CAF,100k-250k,1957.0,1.0,141863.0
CIV,100k-250k,1957.0,1.0,225328.0
CMR,100k-250k,1957.0,2.0,270823.0
CMR,50k-100k,1957.0,4.0,261971.0
COD,100k-250k,1957.0,3.0,476204.0
COD,250k-500k,1957.0,2.0,662043.0
COD,50k-100k,1957.0,12.0,900743.0
COG,100k-250k,1957.0,2.0,435834.0
ERI,100k-250k,1957.0,1.0,163452.0
ERI,50k-100k,1957.0,1.0,93730.0
ETH,250k-500k,1957.0,1.0,435354.0
ETH,50k-100k,1957.0,4.0,262046.0
GHA,100k-250k,1957.0,1.0,199601.0
GHA,250k-500k,1957.0,1.0,410880.0
GHA,50k-100k,1957.0,1.0,88541.0
GIN,100k-250k,1957.0,1.0,142617.0
KEN,100k-250k,1957.0,1.0,191549.0
KEN,50k-100k,1957.0,1.0,84875.0
MDG,100k-250k,1957.0,1.0,135633.0
MLI,100k-250k,1957.0,1.0,147762.0
MOZ,100k-250k,1957.0,1.0,171378.0
MOZ,50k-100k,1957.0,2.0,128072.0
MUS,100k-250k,1957.0,1.0,235345.0
NGA,100k-250k,1957.0,15.0,1982291.0
NGA,250k-500k,1957.0,2.0,812012.0
NGA,50k-100k,1957.0,24.0,1665554.0
SDN,250k-500k,1957.0,1.0,323684.0
SDN,50k-100k,1957.0,5.0,341317.0
SEN,100k-250k,1957.0,1.0,139725.0
SEN,250k-500k,1957.0,1.0,387642.0
SEN,50k-100k,1957.0,2.0,155827.0
SLE,100k-250k,1957.0,1.0,142145.0
SOM,100k-250k,1957.0,2.0,221320.0
SOM,50k-100k,1957.0,3.0,192886.0
SSA,100k-250k,1957.0,45.0,6795957.0
SSA,250k-500k,1957.0,10.0,3828466.0
SSA,500k-1 million,1957.0,2.0,1299616.0
SSA,50k-100k,1957.0,73.0,5259677.0
SSD,50k-100k,1957.0,1.0,95046.0
TCD,50k-100k,1957.0,2.0,144954.0
TGO,50k-100k,1957.0,1.0,69473.0
TZA,50k-100k,1957.0,1.0,87989.0
UGA,100k-250k,1957.0,1.0,228190.0
ZAF,100k-250k,1957.0,4.0,551044.0
ZAF,250k-500k,1957.0,2.0,796851.0
ZAF,500k-1 million,1957.0,1.0,704274.0
ZAF,50k-100k,1957.0,1.0,99914.0
ZWE,100k-250k,1957.0,2.0,338526.0
AFE,100k-250k,1958.0,21.0,3276602.0
AFE,250k-500k,1958.0,5.0,1804567.0
AFE,500k-1 million,1958.0,3.0,1839750.0
AFE,50k-100k,1958.0,34.0,2534691.0
AFW,1-2.5 millions,1958.0,1.0,1097295.0
AFW,100k-250k,1958.0,26.0,3897123.0
AFW,250k-500k,1958.0,5.0,1955067.0
AFW,50k-100k,1958.0,36.0,2643923.0
AGO,100k-250k,1958.0,2.0,227046.0
AGO,500k-1 million,1958.0,1.0,612337.0
AGO,50k-100k,1958.0,5.0,355771.0
BEN,100k-250k,1958.0,1.0,141334.0
BEN,50k-100k,1958.0,1.0,94583.0
BFA,50k-100k,1958.0,1.0,57266.0
CAF,100k-250k,1958.0,1.0,148742.0
CIV,100k-250k,1958.0,1.0,241902.0
CMR,100k-250k,1958.0,2.0,285689.0
CMR,50k-100k,1958.0,4.0,270499.0
COD,100k-250k,1958.0,4.0,604048.0
COD,250k-500k,1958.0,2.0,700450.0
COD,50k-100k,1958.0,11.0,838834.0
COG,100k-250k,1958.0,2.0,453584.0
ERI,100k-250k,1958.0,1.0,168019.0
ERI,50k-100k,1958.0,1.0,98312.0
ETH,250k-500k,1958.0,1.0,448011.0
ETH,50k-100k,1958.0,4.0,271017.0
GHA,100k-250k,1958.0,1.0,212985.0
GHA,250k-500k,1958.0,1.0,438430.0
GHA,50k-100k,1958.0,1.0,92177.0
GIN,100k-250k,1958.0,1.0,156009.0
KEN,100k-250k,1958.0,1.0,204395.0
KEN,50k-100k,1958.0,1.0,89463.0
MDG,100k-250k,1958.0,1.0,142958.0
MLI,100k-250k,1958.0,1.0,151202.0
MOZ,100k-250k,1958.0,1.0,179787.0
MOZ,50k-100k,1958.0,2.0,130576.0
MUS,100k-250k,1958.0,1.0,246766.0
NGA,1-2.5 millions,1958.0,1.0,1097295.0
NGA,100k-250k,1958.0,14.0,1814493.0
NGA,250k-500k,1958.0,3.0,1103007.0
NGA,50k-100k,1958.0,24.0,1736818.0
SDN,250k-500k,1958.0,1.0,343287.0
SDN,50k-100k,1958.0,5.0,357472.0
SEN,100k-250k,1958.0,1.0,145716.0
SEN,250k-500k,1958.0,1.0,413630.0
SEN,50k-100k,1958.0,2.0,164111.0
SLE,100k-250k,1958.0,1.0,145467.0
SOM,100k-250k,1958.0,2.0,232566.0
SOM,50k-100k,1958.0,3.0,201634.0
SSA,1-2.5 millions,1958.0,1.0,1097295.0
SSA,100k-250k,1958.0,47.0,7173725.0
SSA,250k-500k,1958.0,10.0,3759634.0
SSA,500k-1 million,1958.0,3.0,1839750.0
SSA,50k-100k,1958.0,70.0,5178614.0
SSD,50k-100k,1958.0,1.0,98864.0
TCD,50k-100k,1958.0,2.0,153365.0
TGO,50k-100k,1958.0,1.0,75104.0
TZA,50k-100k,1958.0,1.0,92748.0
UGA,100k-250k,1958.0,1.0,237566.0
ZAF,100k-250k,1958.0,5.0,677231.0
ZAF,250k-500k,1958.0,1.0,312819.0
ZAF,500k-1 million,1958.0,2.0,1227413.0
ZWE,100k-250k,1958.0,2.0,356220.0
AFE,100k-250k,1959.0,22.0,3372523.0
AFE,250k-500k,1959.0,6.0,2142250.0
AFE,500k-1 million,1959.0,3.0,1887020.0
AFE,50k-100k,1959.0,32.0,2428837.0
AFW,1-2.5 millions,1959.0,1.0,1173258.0
AFW,100k-250k,1959.0,25.0,3817858.0
AFW,250k-500k,1959.0,6.0,2314928.0
AFW,50k-100k,1959.0,36.0,2756310.0
AGO,100k-250k,1959.0,2.0,233347.0
AGO,500k-1 million,1959.0,1.0,629332.0
AGO,50k-100k,1959.0,5.0,368507.0
BEN,100k-250k,1959.0,1.0,149598.0
BEN,50k-100k,1959.0,1.0,99565.0
BFA,50k-100k,1959.0,1.0,58917.0
CAF,100k-250k,1959.0,1.0,155621.0
CIV,250k-500k,1959.0,1.0,258476.0
CMR,100k-250k,1959.0,2.0,300556.0
CMR,50k-100k,1959.0,4.0,279026.0
COD,100k-250k,1959.0,4.0,637121.0
COD,250k-500k,1959.0,2.0,738857.0
COD,50k-100k,1959.0,11.0,871696.0
COG,100k-250k,1959.0,2.0,471333.0
ERI,100k-250k,1959.0,2.0,275481.0
ETH,250k-500k,1959.0,1.0,460667.0
ETH,50k-100k,1959.0,4.0,279989.0
GHA,100k-250k,1959.0,1.0,226369.0
GHA,250k-500k,1959.0,1.0,465981.0
GHA,50k-100k,1959.0,1.0,95814.0
GIN,100k-250k,1959.0,1.0,169402.0
KEN,100k-250k,1959.0,1.0,217241.0
KEN,50k-100k,1959.0,1.0,94050.0
