ISO3_Code,Year,Rural_Pop,Urban_Pop,Total_Pop,Urbanization_Rate
AFE,2012.0,373360635.43789047,186293851.5621096,559654487.0,0.33287297053710496
AFE,2013.0,381573604.98056626,193673294.01943386,575246899.0000001,0.33667855377597405
AFE,2014.0,389607202.8006713,201405876.19932872,591013079.0,0.340780743025365
AFE,2015.0,397747914.0232538,209418563.97674623,607166478.0,0.3449112748558991
AFE,2016.0,405956154.0676974,217456446.93230262,623412601.0,0.34881625200306565
AFE,2017.0,414251872.8365284,225849220.16347173,640101093.0000001,0.3528336736701552
AFE,2018.0,422893667.7026355,234948950.2973644,657842618.0,0.3571506981588785
AFE,2019.0,431973750.54316175,244016749.45683804,675990499.9999998,0.3609765957610915
AFE,2020.0,441077001.1983168,253408136.8016831,694485137.9999999,0.36488633512224006
AFE,2021.0,449920701.6101767,263207246.3898233,713127948.0,0.36908839027835055
AFE,2022.0,458420100.93077874,273420545.0692212,731840646.0,0.37360666774064527
AFE,2023.0,467033212.6218997,283491277.3781003,750524490.0,0.3777242197361212
AFE,2024.0,475117229.84994024,294198111.1500595,769315340.9999998,0.38241550047298434
AFE,2025.0,483565104.8865695,305313766.11343074,788878871.0000002,0.3870223646963802
AFE,2026.0,492114783.1455803,316898454.8544194,809013237.9999998,0.3917098509263448
AFE,2027.0,500398556.44343096,328773828.5565692,829172385.0000002,0.39650841550465904
AFE,2028.0,508479662.8912991,340866092.10870063,849345754.9999998,0.40132783392636223
AFE,2029.0,516415109.8357817,353287250.16421854,869702360.0000002,0.406216271695777
AFE,2030.0,524204110.937326,366042825.0626737,890246935.9999998,0.41116999144906213
AFE,2031.0,531830036.96506095,379129743.0349388,910959779.9999998,0.4161871373014283
