ISO3_Code,Category,Year,Pop
KEN,Towns,1965,2501105.0
LBR,Cities,1965,0.0
LBR,Rural,1965,777418.0
LBR,Towns,1965,513738.00000000006
LSO,Cities,1965,0.0
LSO,Rural,1965,706877.0
LSO,Towns,1965,147213.0
MDG,Cities,1965,186911.0
MDG,Rural,1965,4846813.0
MDG,Towns,1965,785393.0
MLI,Cities,1965,183031.0
MLI,Rural,1965,4061583.0
MLI,Towns,1965,1570874.0
MOZ,Cities,1965,589259.0
MOZ,Rural,1965,4654326.0
MOZ,Towns,1965,2162835.0
MRT,Cities,1965,0.0
MRT,Rural,1965,736538.0
MRT,Towns,1965,209300.0
MUS,Cities,1965,322264.0
MUS,Rural,1965,116581.0
MUS,Towns,1965,313815.0
MWI,Cities,1965,0.0
MWI,Rural,1965,3640545.0
MWI,Towns,1965,455612.0
NAM,Cities,1965,0.0
NAM,Rural,1965,521948.99999999994
NAM,Towns,1965,138609.0
NER,Cities,1965,226798.0
NER,Rural,1965,2700479.0
NER,Towns,1965,1122418.0
NGA,Cities,1965,9364198.0
NGA,Rural,1965,15768830.0
NGA,Towns,1965,24953737.0
RWA,Cities,1965,0.0
RWA,Rural,1965,1584601.0
RWA,Towns,1965,1838609.0
SDN,Cities,1965,1630341.0
SDN,Rural,1965,4522155.0
SDN,Towns,1965,3705534.0
SEN,Cities,1965,1244557.0
SEN,Rural,1965,1544277.0
SEN,Towns,1965,1060955.0
SLE,Cities,1965,356154.0
SLE,Rural,1965,1239939.0
SLE,Towns,1965,872573.0
SOM,Cities,1965,793037.0
SOM,Rural,1965,1363639.0
SOM,Towns,1965,1121199.0
SSA,Cities,1965,32344168.0
SSA,Rural,1965,135885255.0
SSA,Towns,1965,89577119.0
SSD,Cities,1965,186545.0
SSD,Rural,1965,2577110.0
SSD,Towns,1965,426180.0
STP,Cities,1965,0.0
STP,Rural,1965,17222.0
STP,Towns,1965,54458.0
SWZ,Cities,1965,0.0
SWZ,Rural,1965,336504.0
SWZ,Towns,1965,51832.0
SYC,Cities,1965,0.0
SYC,Rural,1965,15314.0
SYC,Towns,1965,32956.0
TCD,Cities,1965,281780.0
TCD,Rural,1965,2010693.0
TCD,Towns,1965,1081747.0
TGO,Cities,1965,167933.0
TGO,Rural,1965,937937.0
TGO,Towns,1965,747901.0
TZA,Cities,1965,200113.0
TZA,Rural,1965,9244605.0
TZA,Towns,1965,2026010.0
UGA,Cities,1965,366930.0
UGA,Rural,1965,6945844.0
UGA,Towns,1965,1536431.0
ZAF,Cities,1965,3163520.0
ZAF,Rural,1965,8461773.0
ZAF,Towns,1965,7464088.0
ZMB,Cities,1965,237069.0
ZMB,Rural,1965,1915877.0
ZMB,Towns,1965,1539141.0
ZWE,Cities,1965,506356.0
ZWE,Rural,1965,3179959.0
ZWE,Towns,1965,772147.0
AFE,Cities,1966,17420118.0
AFE,Rural,1966,89543126.0
AFE,Towns,1966,46318550.0
AFW,Cities,1966,17431202.0
AFW,Rural,1966,48668681.0
AFW,Towns,1966,45147068.0
AGO,Cities,1966,1688195.0
AGO,Rural,1966,2243256.0
AGO,Towns,1966,1649934.0
BDI,Cities,1966,53574.0
BDI,Rural,1966,1814474.0
BDI,Towns,1966,1349912.0
BEN,Cities,1966,358812.0
BEN,Rural,1966,1196377.0
BEN,Towns,1966,1259127.0
BFA,Cities,1966,99764.0
BFA,Rural,1966,3860825.0
BFA,Towns,1966,1277344.0
BWA,Cities,1966,0.0
BWA,Rural,1966,284585.0
BWA,Towns,1966,293281.0
CAF,Cities,1966,232495.0
CAF,Rural,1966,1030842.0000000001
CAF,Towns,1966,654745.0
CIV,Cities,1966,621817.0
CIV,Rural,1966,2624588.0
CIV,Towns,1966,1371114.0
CMR,Cities,1966,1138807.0
CMR,Rural,1966,2193458.0
CMR,Towns,1966,2505029.0
COD,Cities,1966,4262809.0
COD,Rural,1966,8485151.0
COD,Towns,1966,5183970.0
COG,Cities,1966,717896.0
COG,Rural,1966,261721.99999999997
COG,Towns,1966,262916.0
COM,Cities,1966,11889.0
COM,Rural,1966,100535.0
COM,Towns,1966,106239.0
CPV,Cities,1966,12497.0
CPV,Rural,1966,93014.0
CPV,Towns,1966,147464.0
ERI,Cities,1966,416207.0
ERI,Rural,1966,495394.0
ERI,Towns,1966,213355.0
ETH,Cities,1966,1701063.0
ETH,Rural,1966,13853172.0
ETH,Towns,1966,9398455.0
GAB,Cities,1966,10586.0
GAB,Rural,1966,172999.0
GAB,Towns,1966,370878.0
GHA,Cities,1966,1173910.0
GHA,Rural,1966,3765699.0
GHA,Towns,1966,3134913.0
GIN,Cities,1966,321494.0
GIN,Rural,1966,2497667.0
GIN,Towns,1966,1144993.0
GMB,Cities,1966,53703.0
GMB,Rural,1966,287662.0
GMB,Towns,1966,127151.0
GNB,Cities,1966,11236.0
GNB,Rural,1966,337638.0
GNB,Towns,1966,218034.0
GNQ,Cities,1966,0.0
GNQ,Rural,1966,143141.0
GNQ,Towns,1966,161718.0
KEN,Cities,1966,478404.0
KEN,Rural,1966,6553481.0
KEN,Towns,1966,2685931.0
LBR,Cities,1966,0.0
LBR,Rural,1966,794562.0
LBR,Towns,1966,529821.0
LSO,Cities,1966,0.0
LSO,Rural,1966,725819.0
LSO,Towns,1966,156051.0
MDG,Cities,1966,194771.0
MDG,Rural,1966,4954192.0
MDG,Towns,1966,825314.0
MLI,Cities,1966,205155.0
MLI,Rural,1966,4114776.0
MLI,Towns,1966,1582273.0
MOZ,Cities,1966,618768.0
MOZ,Rural,1966,4731511.0
MOZ,Towns,1966,2212711.0
MRT,Cities,1966,0.0
MRT,Rural,1966,755275.0
MRT,Towns,1966,218882.0
MUS,Cities,1966,335241.0
MUS,Rural,1966,116998.0
MUS,Towns,1966,316412.0
MWI,Cities,1966,0.0
MWI,Rural,1966,3714702.0
MWI,Towns,1966,483224.0
NAM,Cities,1966,0.0
NAM,Rural,1966,533697.0
NAM,Towns,1966,143959.0
NER,Cities,1966,252813.0
NER,Rural,1966,2759355.0
NER,Towns,1966,1153376.0
NGA,Cities,1966,9983560.0
NGA,Rural,1966,15959902.0
NGA,Towns,1966,25244772.0
RWA,Cities,1966,0.0
RWA,Rural,1966,1598648.0
RWA,Towns,1966,1922978.0
SDN,Cities,1966,1873799.0
SDN,Rural,1966,4594958.0
SDN,Towns,1966,3728821.0
SEN,Cities,1966,1323595.0
SEN,Rural,1966,1566159.0
SEN,Towns,1966,1074545.0
SLE,Cities,1966,384764.0
SLE,Rural,1966,1256743.0
SLE,Towns,1966,873131.0
SOM,Cities,1966,843238.0
SOM,Rural,1966,1379235.0
SOM,Towns,1966,1142634.0
SSA,Cities,1966,34851320.0
SSA,Rural,1966,138211807.0
SSA,Towns,1966,91465618.0
SSD,Cities,1966,206476.0
SSD,Rural,1966,2601698.0
SSD,Towns,1966,428248.0
STP,Cities,1966,0.0
STP,Rural,1966,17526.0
STP,Towns,1966,55050.0
SWZ,Cities,1966,0.0
SWZ,Rural,1966,344470.0
SWZ,Towns,1966,54296.0
SYC,Cities,1966,0.0
SYC,Rural,1966,15499.0
SYC,Towns,1966,33957.0
TCD,Cities,1966,326806.0
TCD,Rural,1966,2041933.0
TCD,Towns,1966,1072165.0
TGO,Cities,1966,201492.0
TGO,Rural,1966,954344.0
TGO,Towns,1966,762677.0
TZA,Cities,1966,226660.0
TZA,Rural,1966,9472758.0
TZA,Towns,1966,2128040.0
UGA,Cities,1966,394468.0
UGA,Rural,1966,7097984.0
UGA,Towns,1966,1630412.0
ZAF,Cities,1966,3314782.0
ZAF,Rural,1966,8587657.0
ZAF,Towns,1966,7787648.0
ZMB,Cities,1966,266261.0
ZMB,Rural,1966,1966649.0
ZMB,Towns,1966,1579091.0
ZWE,Cities,1966,533513.0
ZWE,Rural,1966,3259077.0
ZWE,Towns,1966,808627.0
AFE,Cities,1967,18686386.0
AFE,Rural,1967,91282729.0
AFE,Towns,1967,47736361.0
AFW,Cities,1967,18694593.0
AFW,Rural,1967,49399437.0
AFW,Towns,1967,45700987.0
AGO,Cities,1967,1733616.0
AGO,Rural,1967,2267076.0
AGO,Towns,1967,1641115.0
BDI,Cities,1967,56377.0
BDI,Rural,1967,1840629.0
BDI,Towns,1967,1403685.0
BEN,Cities,1967,376435.0
BEN,Rural,1967,1213818.0
BEN,Towns,1967,1282744.0
BFA,Cities,1967,125163.0
BFA,Rural,1967,3916382.0
BFA,Towns,1967,1284804.0
BWA,Cities,1967,0.0
BWA,Rural,1967,286764.0
BWA,Towns,1967,294168.0
CAF,Cities,1967,245812.0
CAF,Rural,1967,1045382.0000000001
CAF,Towns,1967,669250.0
CIV,Cities,1967,677751.0
CIV,Rural,1967,2689194.0
CIV,Towns,1967,1432799.0
CMR,Cities,1967,1251204.0
CMR,Rural,1967,2223335.0
CMR,Towns,1967,2502778.0
COD,Cities,1967,4599198.0
COD,Rural,1967,8625219.0
COD,Towns,1967,5238365.0
COG,Cities,1967,765741.0
COG,Rural,1967,263160.0
COG,Towns,1967,249790.0
COM,Cities,1967,23715.0
COM,Rural,1967,101340.0
COM,Towns,1967,98804.0
CPV,Cities,1967,24980.0
CPV,Rural,1967,94272.0
CPV,Towns,1967,142153.0
ERI,Cities,1967,431523.0
ERI,Rural,1967,501245.0
ERI,Towns,1967,219571.0
ETH,Cities,1967,1893584.0
ETH,Rural,1967,14093458.0
ETH,Towns,1967,9633233.0
GAB,Cities,1967,21126.0
GAB,Rural,1967,174902.0
GAB,Towns,1967,367079.0
GHA,Cities,1967,1237126.0
GHA,Rural,1967,3819763.0
GHA,Towns,1967,3215024.0
GIN,Cities,1967,354697.0
GIN,Rural,1967,2534358.0
GIN,Towns,1967,1151098.0
GMB,Cities,1967,57306.0
GMB,Rural,1967,292887.0
GMB,Towns,1967,131395.0
GNB,Cities,1967,22481.0
GNB,Rural,1967,340456.0
GNB,Towns,1967,206074.0
GNQ,Cities,1967,0.0
GNQ,Rural,1967,147359.0
GNQ,Towns,1967,164446.0
KEN,Cities,1967,507239.0
KEN,Rural,1967,6729638.0
KEN,Towns,1967,2874179.0
LBR,Cities,1967,0.0
LBR,Rural,1967,812206.0
LBR,Towns,1967,546229.0
LSO,Cities,1967,0.0
LSO,Rural,1967,748352.0
LSO,Towns,1967,165630.0
MDG,Cities,1967,202851.0
MDG,Rural,1967,5067497.0
MDG,Towns,1967,866138.0
MLI,Cities,1967,227319.0
MLI,Rural,1967,4169363.9999999995
MLI,Towns,1967,1594223.0
MOZ,Cities,1967,648644.0
MOZ,Rural,1967,4811869.0
MOZ,Towns,1967,2264037.0
MRT,Cities,1967,0.0
MRT,Rural,1967,775084.0
MRT,Towns,1967,228759.0
MUS,Cities,1967,348062.0
MUS,Rural,1967,117352.0
MUS,Towns,1967,318843.0
MWI,Cities,1967,0.0
MWI,Rural,1967,3791824.0
MWI,Towns,1967,511188.0
NAM,Cities,1967,0.0
NAM,Rural,1967,546471.0
NAM,Towns,1967,149574.0
NER,Cities,1967,278934.0
NER,Rural,1967,2819712.0
NER,Towns,1967,1184944.0
NGA,Cities,1967,10602678.0
NGA,Rural,1967,16152361.0
NGA,Towns,1967,25538025.0
RWA,Cities,1967,0.0
RWA,Rural,1967,1617163.0
RWA,Towns,1967,2012414.0
SDN,Cities,1967,2119005.0
SDN,Rural,1967,4674153.0
SDN,Towns,1967,3757440.0
SEN,Cities,1967,1404198.0
SEN,Rural,1967,1590112.0
SEN,Towns,1967,1089560.0
SLE,Cities,1967,413615.0
SLE,Rural,1967,1274442.0
SLE,Towns,1967,874327.0
SOM,Cities,1967,893927.0
SOM,Rural,1967,1395776.0
SOM,Towns,1967,1164833.0
SSA,Cities,1967,37380979.0
SSA,Rural,1967,140682166.0
SSA,Towns,1967,93437348.0
SSD,Cities,1967,226065.0
SSD,Rural,1967,2621976.0
SSD,Towns,1967,429607.0
STP,Cities,1967,0.0
STP,Rural,1967,17859.0
STP,Towns,1967,55737.0
SWZ,Cities,1967,0.0
SWZ,Rural,1967,352294.0
SWZ,Towns,1967,56737.0
SYC,Cities,1967,0.0
SYC,Rural,1967,15691.0
SYC,Towns,1967,34976.0
TCD,Cities,1967,371840.0
TCD,Rural,1967,2073739.0
TCD,Towns,1967,1062933.0
TGO,Cities,1967,236187.0
TGO,Rural,1967,977149.0
TGO,Towns,1967,782553.0
TZA,Cities,1967,253385.0
TZA,Rural,1967,9714034.0
TZA,Towns,1967,2232690.0
UGA,Cities,1967,422494.0
UGA,Rural,1967,7259960.0
UGA,Towns,1967,1726470.0
ZAF,Cities,1967,3469835.0
ZAF,Rural,1967,8724036.0
ZAF,Towns,1967,8120195.0
ZMB,Cities,1967,295723.0
ZMB,Rural,1967,2019727.0
ZMB,Towns,1967,1620894.0
ZWE,Cities,1967,561143.0
ZWE,Rural,1967,3341326.0
ZWE,Towns,1967,845838.0
AFE,Cities,1968,19971961.0
AFE,Rural,1968,93144689.0
AFE,Towns,1968,49214365.0
AFW,Cities,1968,19973456.0
AFW,Rural,1968,50176198.0
AFW,Towns,1968,46294984.0
AGO,Cities,1968,1779130.0
AGO,Rural,1968,2291087.0
AGO,Towns,1968,1632483.0
BDI,Cities,1968,59131.0
BDI,Rural,1968,1865052.0
BDI,Towns,1968,1456205.0
BEN,Cities,1968,394387.0
BEN,Rural,1968,1232355.0
BEN,Towns,1968,1307515.0
BFA,Cities,1968,150644.0
BFA,Rural,1968,3974795.0
BFA,Towns,1968,1293205.0
BWA,Cities,1968,0.0
BWA,Rural,1968,288926.0
BWA,Towns,1968,295040.0
CAF,Cities,1968,259415.00000000003
CAF,Rural,1968,1061147.0
CAF,Towns,1968,684538.0
CIV,Cities,1968,734740.0
CIV,Rural,1968,2758415.0
CIV,Towns,1968,1496868.0
CMR,Cities,1968,1365268.0
CMR,Rural,1968,2256413.0
CMR,Towns,1968,2504181.0
COD,Cities,1968,4940195.0
COD,Rural,1968,8773963.0
COD,Towns,1968,5298031.0
COG,Cities,1968,814552.0
COG,Rural,1968,264950.0
COG,Towns,1968,237017.0
COM,Cities,1968,35668.0
COM,Rural,1968,102684.0
COM,Towns,1968,91892.0
CPV,Cities,1968,37494.0
CPV,Rural,1968,95649.0
CPV,Towns,1968,137022.0
ERI,Cities,1968,447589.0
ERI,Rural,1968,507978.0
ERI,Towns,1968,226170.0
ETH,Cities,1968,2089705.0
ETH,Rural,1968,14361376.0
ETH,Towns,1968,9886849.0
GAB,Cities,1968,31650.0
GAB,Rural,1968,176965.0
GAB,Towns,1968,363641.0
GHA,Cities,1968,1301244.0
GHA,Rural,1968,3876861.0
GHA,Towns,1968,3297626.0
GIN,Cities,1968,388110.0
GIN,Rural,1968,2572553.0
GIN,Towns,1968,1157887.0
GMB,Cities,1968,60978.0
GMB,Rural,1968,298486.0
GMB,Towns,1968,135805.0
GNB,Cities,1968,34154.0
GNB,Rural,1968,347515.0
GNB,Towns,1968,196501.0
GNQ,Cities,1968,0.0
GNQ,Rural,1968,151637.0
GNQ,Towns,1968,167211.0
KEN,Cities,1968,536795.0
KEN,Rural,1968,6915537.0
KEN,Towns,1968,3066490.0
LBR,Cities,1968,0.0
LBR,Rural,1968,830476.0
LBR,Towns,1968,563054.0
LSO,Cities,1968,0.0
LSO,Rural,1968,772529.0
LSO,Towns,1968,175575.0
MDG,Cities,1968,211185.0
MDG,Rural,1968,5187268.0
MDG,Towns,1968,908040.0
MLI,Cities,1968,249601.0
MLI,Rural,1968,4226301.0
MLI,Towns,1968,1607077.0
MOZ,Cities,1968,679050.0
MOZ,Rural,1968,4896298.0
MOZ,Towns,1968,2317265.0
MRT,Cities,1968,0.0
MRT,Rural,1968,795830.0
MRT,Towns,1968,238909.0
MUS,Cities,1968,360628.0
MUS,Rural,1968,117618.0
MUS,Towns,1968,321034.0
MWI,Cities,1968,0.0
MWI,Rural,1968,3871558.0
MWI,Towns,1968,539496.0
NAM,Cities,1968,0.0
NAM,Rural,1968,560117.0
NAM,Towns,1968,155425.0
NER,Cities,1968,305177.0
NER,Rural,1968,2881394.0
NER,Towns,1968,1217066.0
NGA,Cities,1968,11228312.0
NGA,Rural,1968,16355806.0
NGA,Towns,1968,25848665.0
RWA,Cities,1968,0.0
RWA,Rural,1968,1638564.0
RWA,Towns,1968,2105446.0
SDN,Cities,1968,2366898.0
SDN,Rural,1968,4759809.0
SDN,Towns,1968,3791293.0
SEN,Cities,1968,1486200.0
SEN,Rural,1968,1615695.0
SEN,Towns,1968,1105692.0
SLE,Cities,1968,442688.0
SLE,Rural,1968,1292840.0
SLE,Towns,1968,876005.0
SOM,Cities,1968,945276.0
SOM,Rural,1968,1413391.0
SOM,Towns,1968,1187923.0
SSA,Cities,1968,39945417.0
SSA,Rural,1968,143320887.0
SSA,Towns,1968,95509349.0
SSD,Cities,1968,245823.0
SSD,Rural,1968,2644389.0
SSD,Towns,1968,431317.0
STP,Cities,1968,0.0
STP,Rural,1968,18228.0
STP,Towns,1968,56537.0
SWZ,Cities,1968,0.0
SWZ,Rural,1968,359991.0
SWZ,Towns,1968,59155.0
SYC,Cities,1968,0.0
SYC,Rural,1968,15886.0
SYC,Towns,1968,35999.0
TCD,Cities,1968,417057.0
TCD,Rural,1968,2106801.0
TCD,Towns,1968,1054373.0
TGO,Cities,1968,271785.0
TGO,Rural,1968,1003314.0
TGO,Towns,1968,805126.0
TZA,Cities,1968,280672.0
TZA,Rural,1968,9978788.0
TZA,Towns,1968,2342616.0
UGA,Cities,1968,451130.0
UGA,Rural,1968,7432478.0
UGA,Towns,1968,1825024.0
ZAF,Cities,1968,3628159.0
ZAF,Rural,1968,8868720.0
ZAF,Towns,1968,8460408.0
ZMB,Cities,1968,325564.0
ZMB,Rural,1968,2075317.0
ZMB,Towns,1968,1664712.0
ZWE,Cities,1968,589363.0
ZWE,Rural,1968,3427137.0
ZWE,Towns,1968,883940.0
AFE,Cities,1969,21271691.0
AFE,Rural,1969,95089651.0
AFE,Towns,1969,50728955.0
AFW,Cities,1969,21274966.0
AFW,Rural,1969,50994935.0
AFW,Towns,1969,46933618.0
AGO,Cities,1969,1824627.0
AGO,Rural,1969,2315135.0
AGO,Towns,1969,1623923.0
BDI,Cities,1969,61788.0
BDI,Rural,1969,1886454.0
BDI,Towns,1969,1506348.0
BEN,Cities,1969,412712.0
BEN,Rural,1969,1252021.0
BEN,Towns,1969,1333489.0
BFA,Cities,1969,176205.0
BFA,Rural,1969,4034843.0
BFA,Towns,1969,1302129.0
BWA,Cities,1969,0.0
BWA,Rural,1969,291121.0
BWA,Towns,1969,295945.0
CAF,Cities,1969,273258.0
CAF,Rural,1969,1077831.0
CAF,Towns,1969,700427.0
CIV,Cities,1969,793524.0
CIV,Rural,1969,2834174.0
CIV,Towns,1969,1564522.0
CMR,Cities,1969,1481471.0
CMR,Rural,1969,2292794.0
CMR,Towns,1969,2509197.0
COD,Cities,1969,5283762.0
COD,Rural,1969,8926648.0
COD,Towns,1969,5360035.0
COG,Cities,1969,864535.0
COG,Rural,1969,267100.0
COG,Towns,1969,224547.0
COM,Cities,1969,47752.0
COM,Rural,1969,104184.0
COM,Towns,1969,85065.0
CPV,Cities,1969,50080.0
CPV,Rural,1969,97136.0
CPV,Towns,1969,132031.0
ERI,Cities,1969,463992.0
ERI,Rural,1969,515077.0
ERI,Towns,1969,232937.0
ETH,Cities,1969,2287432.0
ETH,Rural,1969,14638328.0
ETH,Towns,1969,10146812.0
GAB,Cities,1969,42286.0
GAB,Rural,1969,179606.0
GAB,Towns,1969,361384.0
GHA,Cities,1969,1367034.0
GHA,Rural,1969,3938904.0
GHA,Towns,1969,3384445.0
GIN,Cities,1969,421672.0
GIN,Rural,1969,2611584.0
GIN,Towns,1969,1165043.0
GMB,Cities,1969,64714.0
GMB,Rural,1969,304376.0
GMB,Towns,1969,140350.0
GNB,Cities,1969,45662.0
GNB,Rural,1969,351162.0
GNB,Towns,1969,184786.0
GNQ,Cities,1969,0.0
GNQ,Rural,1969,154315.0
GNQ,Towns,1969,168201.0
KEN,Cities,1969,567036.0
KEN,Rural,1969,7109906.0
KEN,Towns,1969,3262754.0
LBR,Cities,1969,0.0
LBR,Rural,1969,849328.0
LBR,Towns,1969,580277.0
LSO,Cities,1969,0.0
LSO,Rural,1969,797488.0
LSO,Towns,1969,185714.0
MDG,Cities,1969,219798.0
MDG,Rural,1969,5313771.0
MDG,Towns,1969,951147.0
MLI,Cities,1969,271999.0
MLI,Rural,1969,4285079.0
MLI,Towns,1969,1620626.0
MOZ,Cities,1969,710007.0
MOZ,Rural,1969,4984605.0
MOZ,Towns,1969,2372338.0
MRT,Cities,1969,0.0
MRT,Rural,1969,817432.0
MRT,Towns,1969,249322.0
MUS,Cities,1969,372937.0
MUS,Rural,1969,117802.0
MUS,Towns,1969,323002.0
MWI,Cities,1969,0.0
MWI,Rural,1969,3953112.0
MWI,Towns,1969,568072.0
NAM,Cities,1969,0.0
NAM,Rural,1969,574606.0
NAM,Towns,1969,161514.0
NER,Cities,1969,331570.0
NER,Rural,1969,2944403.0
NER,Towns,1969,1249752.0
NGA,Cities,1969,11866580.0
NGA,Rural,1969,16577382.000000002
NGA,Towns,1969,26187952.0
RWA,Cities,1969,0.0
RWA,Rural,1969,1661130.0
RWA,Towns,1969,2200141.0
SDN,Cities,1969,2617966.0
SDN,Rural,1969,4851259.0
SDN,Towns,1969,3829712.0
SEN,Cities,1969,1569545.0
SEN,Rural,1969,1642660.0
SEN,Towns,1969,1122769.0
SLE,Cities,1969,471890.0
SLE,Rural,1969,1311573.0
SLE,Towns,1969,877902.0
SOM,Cities,1969,997277.0
SOM,Rural,1969,1431937.0
SOM,Towns,1969,1211801.0
SSA,Cities,1969,42546657.0
SSA,Rural,1969,146084586.0
SSA,Towns,1969,97662573.0
SSD,Cities,1969,265589.0
SSD,Rural,1969,2666901.0
SSD,Towns,1969,433043.0
STP,Cities,1969,0.0
STP,Rural,1969,18634.0
STP,Towns,1969,57449.0
SWZ,Cities,1969,0.0
SWZ,Rural,1969,368216.0
SWZ,Towns,1969,61658.0
SYC,Cities,1969,0.0
SYC,Rural,1969,16074.000000000002
SYC,Towns,1969,37007.0
TCD,Cities,1969,462657.0
TCD,Rural,1969,2141723.0
TCD,Towns,1969,1046733.9999999999
TGO,Cities,1969,307572.0
TGO,Rural,1969,1029509.0
TGO,Towns,1969,827733.0
TZA,Cities,1969,308733.0
TZA,Rural,1969,10269265.0
TZA,Towns,1969,2458701.0
UGA,Cities,1969,480096.0
UGA,Rural,1969,7609879.0
UGA,Towns,1969,1924883.0
ZAF,Cities,1969,3788997.0
ZAF,Rural,1969,9019236.0
ZAF,Towns,1969,8806443.0
ZMB,Cities,1969,355630.0
ZMB,Rural,1969,2132044.0
ZMB,Towns,1969,1709441.0
ZWE,Cities,1969,618272.0
ZWE,Rural,1969,3516839.0
ZWE,Towns,1969,923070.0
AFE,Cities,1970,22594367.0
AFE,Rural,1970,97110071.0
AFE,Towns,1970,52282895.0
AFW,Cities,1970,22603766.0
AFW,Rural,1970,51861988.0
AFW,Towns,1970,47620783.0
AGO,Cities,1970,1879106.0
AGO,Rural,1970,2350476.0
AGO,Towns,1970,1623206.0
BDI,Cities,1970,64471.99999999999
BDI,Rural,1970,1908783.0
BDI,Towns,1970,1557177.0
BEN,Cities,1970,431457.0
BEN,Rural,1970,1272867.0
BEN,Towns,1970,1360733.0
BFA,Cities,1970,201884.0
BFA,Rural,1970,4096774.0000000005
BFA,Towns,1970,1311645.0
BWA,Cities,1970,0.0
BWA,Rural,1970,293399.0
BWA,Towns,1970,296935.0
CAF,Cities,1970,287062.0
CAF,Rural,1970,1094273.0
CAF,Towns,1970,716170.0
CIV,Cities,1970,855119.0
CIV,Rural,1970,2919059.0
CIV,Towns,1970,1637389.0
CMR,Cities,1970,1600067.0
CMR,Rural,1970,2332272.0
CMR,Towns,1970,2517455.0
COD,Cities,1970,5630107.0
COD,Rural,1970,9083095.0
COD,Towns,1970,5424234.0
COG,Cities,1970,915758.0
COG,Rural,1970,269581.0
COG,Towns,1970,212299.0
COM,Cities,1970,60028.0
COM,Rural,1970,105857.0
COM,Towns,1970,78300.0
CPV,Cities,1970,62607.0
CPV,Rural,1970,98466.0
CPV,Towns,1970,126812.0
ERI,Cities,1970,480861.0
ERI,Rural,1970,522659.0
ERI,Towns,1970,239933.0
ETH,Cities,1970,2487442.0
ETH,Rural,1970,14926746.0
ETH,Towns,1970,10414940.0
GAB,Cities,1970,53098.0
GAB,Rural,1970,182719.0
GAB,Towns,1970,360029.0
GHA,Cities,1970,1436217.0
GHA,Rural,1970,4010228.0
GHA,Towns,1970,3479368.0
GIN,Cities,1970,455209.0
GIN,Rural,1970,2650285.0
GIN,Towns,1970,1172042.0
GMB,Cities,1970,68519.0
GMB,Rural,1970,310553.0
GMB,Towns,1970,145033.0
GNB,Cities,1970,57167.0
GNB,Rural,1970,354424.0
GNB,Towns,1970,172811.0
GNQ,Cities,1970,0.0
GNQ,Rural,1970,154397.0
GNQ,Towns,1970,166406.0
KEN,Cities,1970,597733.0
KEN,Rural,1970,7309336.0
KEN,Towns,1970,3461723.0
LBR,Cities,1970,0.0
LBR,Rural,1970,868766.0
LBR,Towns,1970,597910.0
LSO,Cities,1970,0.0
LSO,Rural,1970,823217.0
LSO,Towns,1970,196055.0
MDG,Cities,1970,228728.0
MDG,Rural,1970,5447626.0
MDG,Towns,1970,995649.0
MLI,Cities,1970,294603.0
MLI,Rural,1970,4346650.0
MLI,Towns,1970,1635219.0
MOZ,Cities,1970,741816.0
MOZ,Rural,1970,5078558.0
MOZ,Towns,1970,2430132.0
MRT,Cities,1970,0.0
MRT,Rural,1970,839818.0
MRT,Towns,1970,259988.0
MUS,Cities,1970,385002.0
MUS,Rural,1970,117918.0
MUS,Towns,1970,324776.0
MWI,Cities,1970,0.0
MWI,Rural,1970,4036941.0
MWI,Towns,1970,597003.0
NAM,Cities,1970,0.0
NAM,Rural,1970,590001.0
NAM,Towns,1970,167867.0
NER,Cities,1970,358169.0
NER,Rural,1970,3008990.0
NER,Towns,1970,1283116.0
NGA,Cities,1970,12519466.0
NGA,Rural,1970,16817642.0
NGA,Towns,1970,26556730.0
RWA,Cities,1970,0.0
RWA,Rural,1970,1684514.0
RWA,Towns,1970,2296155.0
SDN,Cities,1970,2873354.0
SDN,Rural,1970,4949253.0
SDN,Towns,1970,3873164.0
SEN,Cities,1970,1654434.0
SEN,Rural,1970,1671067.0
SEN,Towns,1970,1140828.0
SLE,Cities,1970,501311.0
SLE,Rural,1970,1330834.0
SLE,Towns,1970,880141.0
SOM,Cities,1970,1050158.0
SOM,Rural,1970,1451626.0
SOM,Towns,1970,1236664.0
SSA,Cities,1970,45198133.0
SSA,Rural,1970,148972059.0
SSA,Towns,1970,99903678.0
SSD,Cities,1970,285363.0
SSD,Rural,1970,2689472.0
SSD,Towns,1970,434779.0
STP,Cities,1970,0.0
STP,Rural,1970,19096.0
STP,Towns,1970,58530.0
SWZ,Cities,1970,0.0
SWZ,Rural,1970,376964.0
SWZ,Towns,1970,64251.99999999999
SYC,Cities,1970,0.0
SYC,Rural,1970,16254.000000000002
SYC,Towns,1970,37998.0
TCD,Cities,1970,508825.0
TCD,Rural,1970,2178875.0
TCD,Towns,1970,1040127.9999999999
TGO,Cities,1970,342794.0
TGO,Rural,1970,1053448.0
TGO,Towns,1970,848531.0
TZA,Cities,1970,337416.0
TZA,Rural,1970,10576226.0
TZA,Towns,1970,2579036.0
UGA,Cities,1970,509123.0
UGA,Rural,1970,7787539.0
UGA,Towns,1970,2024942.0
ZAF,Cities,1970,3951323.0
ZAF,Rural,1970,9172783.0
ZAF,Towns,1970,9155878.0
ZMB,Cities,1970,385130.0
ZMB,Rural,1970,2185245.0
ZMB,Towns,1970,1751342.0
ZWE,Cities,1970,647205.0
