 ISO3_Code , Category , Year , Pop , Pop_Rel 
 SLE , Rural ," 2,004 "," 3,398,249 ", 1 
 SLE , Urban ," 2,004 "," 1,957,468 ", 0 
 SOM , Rural ," 2,004 "," 6,686,548 ", 1 
 SOM , Urban ," 2,004 "," 3,594,450 ", 0 
 SSA , Rural ," 2,004 "," 496,093,508 ", 1 
 SSA , Urban ," 2,004 "," 262,594,111 ", 0 
 SSD , Rural ," 2,004 "," 6,021,007 ", 1 
 SSD , Urban ," 2,004 "," 1,212,034 ", 0 
 STP , Rural ," 2,004 "," 66,429 ", 0 
 STP , Urban ," 2,004 "," 91,276 ", 1 
 SWZ , Rural ," 2,004 "," 833,761 ", 1 
 SWZ , Urban ," 2,004 "," 239,397 ", 0 
 SYC , Rural ," 2,004 "," 50,316 ", 1 
 SYC , Urban ," 2,004 "," 37,840 ", 0 
 TCD , Rural ," 2,004 "," 7,763,640 ", 1 
 TCD , Urban ," 2,004 "," 2,156,396 ", 0 
 TGO , Rural ," 2,004 "," 3,708,384 ", 1 
 TGO , Urban ," 2,004 "," 1,988,124 ", 0 
 TZA , Rural ," 2,004 "," 28,931,623 ", 1 
 TZA , Urban ," 2,004 "," 9,178,045 ", 0 
 UGA , Rural ," 2,004 "," 23,591,269 ", 1 
 UGA , Urban ," 2,004 "," 3,563,246 ", 0 
 ZAF , Rural ," 2,004 "," 20,038,598 ", 0 
 ZAF , Urban ," 2,004 "," 28,952,822 ", 1 
 ZMB , Rural ," 2,004 "," 7,165,334 ", 1 
 ZMB , Urban ," 2,004 "," 4,172,864 ", 0 
 ZWE , Rural ," 2,004 "," 8,331,174 ", 1 
 ZWE , Urban ," 2,004 "," 4,034,722 ", 0 
 AFE , Rural ," 2,005 "," 321,686,354 ", 1 
 AFE , Urban ," 2,005 "," 141,425,651 ", 0 
 AFW , Rural ," 2,005 "," 184,139,068 ", 1 
 AFW , Urban ," 2,005 "," 132,449,410 ", 0 
 AGO , Rural ," 2,005 "," 8,488,111 ", 0 
 AGO , Urban ," 2,005 "," 10,803,050 ", 1 
 BDI , Rural ," 2,005 "," 6,890,738 ", 1 
 BDI , Urban ," 2,005 "," 696,561 ", 0 
 BEN , Rural ," 2,005 "," 5,029,584 ", 1 
 BEN , Urban ," 2,005 "," 3,396,560 ", 0 
 BFA , Rural ," 2,005 "," 10,864,552 ", 1 
 BFA , Urban ," 2,005 "," 3,067,572 ", 0 
 BWA , Rural ," 2,005 "," 764,403 ", 0 
 BWA , Urban ," 2,005 "," 1,075,474 ", 1 
 CAF , Rural ," 2,005 "," 2,657,139 ", 1 
 CAF , Urban ," 2,005 "," 1,631,671 ", 0 
 CIV , Rural ," 2,005 "," 11,021,136 ", 1 
 CIV , Urban ," 2,005 "," 9,047,322 ", 0 
 CMR , Rural ," 2,005 "," 8,779,110 ", 1 
 CMR , Urban ," 2,005 "," 8,295,484 ", 0 
 COD , Rural ," 2,005 "," 36,792,502 ", 1 
 COD , Urban ," 2,005 "," 21,983,222 ", 0 
 COG , Rural ," 2,005 "," 1,430,124 ", 0 
 COG , Urban ," 2,005 "," 2,266,269 ", 1 
 COM , Rural ," 2,005 "," 426,627 ", 1 
 COM , Urban ," 2,005 "," 166,050 ", 0 
 CPV , Rural ," 2,005 "," 204,730 ", 0 
 CPV , Urban ," 2,005 "," 280,386 ", 1 
 ERI , Rural ," 2,005 "," 1,727,069 ", 1 
 ERI , Urban ," 2,005 "," 934,145 ", 0 
 ETH , Rural ," 2,005 "," 65,842,023 ", 1 
 ETH , Urban ," 2,005 "," 12,525,447 ", 0 
 GAB , Rural ," 2,005 "," 242,462 ", 0 
 GAB , Urban ," 2,005 "," 1,221,033 ", 1 
 GHA , Rural ," 2,005 "," 11,796,541 ", 1 
 GHA , Urban ," 2,005 "," 10,652,897 ", 0 
 GIN , Rural ," 2,005 "," 6,250,535 ", 1 
 GIN , Urban ," 2,005 "," 2,995,309 ", 0 
 GMB , Rural ," 2,005 "," 794,206 ", 0 
 GMB , Urban ," 2,005 "," 872,831 ", 1 
 GNB , Rural ," 2,005 "," 851,331 ", 1 
 GNB , Urban ," 2,005 "," 530,254 ", 0 
 GNQ , Rural ," 2,005 "," 546,806 ", 1 
 GNQ , Urban ," 2,005 "," 400,561 ", 0 
 KEN , Rural ," 2,005 "," 26,035,257 ", 1 
 KEN , Urban ," 2,005 "," 9,761,227 ", 0 
 LBR , Rural ," 2,005 "," 1,787,466 ", 1 
 LBR , Urban ," 2,005 "," 1,513,549 ", 0 
 LSO , Rural ," 2,005 "," 1,513,013 ", 1 
 LSO , Urban ," 2,005 "," 440,063 ", 0 
 MDG , Rural ," 2,005 "," 14,087,308 ", 1 
 MDG , Urban ," 2,005 "," 5,072,399 ", 0 
 MLI , Rural ," 2,005 "," 10,713,040 ", 1 
 MLI , Urban ," 2,005 "," 2,825,607 ", 0 
 MOZ , Rural ," 2,005 "," 14,211,196 ", 1 
 MOZ , Urban ," 2,005 "," 6,093,373 ", 0 
 MRT , Rural ," 2,005 "," 1,751,468 ", 1 
 MRT , Urban ," 2,005 "," 1,187,590 ", 0 
 MUS , Rural ," 2,005 "," 739,972 ", 1 
 MUS , Urban ," 2,005 "," 517,243 ", 0 
 MWI , Rural ," 2,005 "," 10,900,650 ", 1 
 MWI , Urban ," 2,005 "," 1,939,381 ", 0 
 NAM , Rural ," 2,005 "," 1,247,069 ", 1 
 NAM , Urban ," 2,005 "," 719,513 ", 0 
 NER , Rural ," 2,005 "," 11,518,235 ", 1 
 NER , Urban ," 2,005 "," 2,237,957 ", 0 
 NGA , Rural ," 2,005 "," 76,038,867 ", 1 
 NGA , Urban ," 2,005 "," 68,978,387 ", 0 
 RWA , Rural ," 2,005 "," 7,523,660 ", 1 
 RWA , Urban ," 2,005 "," 1,530,868 ", 0 
 SDN , Rural ," 2,005 "," 21,114,556 ", 1 
 SDN , Urban ," 2,005 "," 10,147,888 ", 0 
 SEN , Rural ," 2,005 "," 6,527,162 ", 1 
 SEN , Urban ," 2,005 "," 4,708,310 ", 0 
 SLE , Rural ," 2,005 "," 3,474,411 ", 1 
 SLE , Urban ," 2,005 "," 2,027,301 ", 0 
 SOM , Rural ," 2,005 "," 6,868,987 ", 1 
 SOM , Urban ," 2,005 "," 3,775,241 ", 0 
 SSA , Rural ," 2,005 "," 505,825,422 ", 1 
 SSA , Urban ," 2,005 "," 273,875,061 ", 0 
 SSD , Rural ," 2,005 "," 6,309,718 ", 1 
 SSD , Urban ," 2,005 "," 1,280,425 ", 0 
 STP , Rural ," 2,005 "," 65,595 ", 0 
 STP , Urban ," 2,005 "," 96,045 ", 1 
 SWZ , Rural ," 2,005 "," 839,369 ", 1 
 SWZ , Urban ," 2,005 "," 239,653 ", 0 
 SYC , Rural ," 2,005 "," 51,015 ", 1 
 SYC , Urban ," 2,005 "," 38,251 ", 0 
 TCD , Rural ," 2,005 "," 8,081,535 ", 1 
 TCD , Urban ," 2,005 "," 2,246,557 ", 0 
 TGO , Rural ," 2,005 "," 3,778,626 ", 1 
 TGO , Urban ," 2,005 "," 2,066,005 ", 0 
 TZA , Rural ," 2,005 "," 29,501,678 ", 1 
 TZA , Urban ," 2,005 "," 9,680,398 ", 0 
 UGA , Rural ," 2,005 "," 24,106,949 ", 1 
 UGA , Urban ," 2,005 "," 3,856,340 ", 0 
 ZAF , Rural ," 2,005 "," 19,883,028 ", 0 
 ZAF , Urban ," 2,005 "," 29,607,004 ", 1 
 ZMB , Rural ," 2,005 "," 7,348,053 ", 1 
 ZMB , Urban ," 2,005 "," 4,370,766 ", 0 
 ZWE , Rural ," 2,005 "," 8,407,807 ", 1 
 ZWE , Urban ," 2,005 "," 4,075,625 ", 0 
 AFE , Rural ," 2,006 "," 328,247,911 ", 1 
 AFE , Urban ," 2,006 "," 147,393,856 ", 0 
 AFW , Rural ," 2,006 "," 187,451,955 ", 1 
 AFW , Urban ," 2,006 "," 138,211,202 ", 0 
 AGO , Rural ," 2,006 "," 8,627,806 ", 0 
 AGO , Urban ," 2,006 "," 11,387,473 ", 1 
 BDI , Rural ," 2,006 "," 7,121,102 ", 1 
 BDI , Urban ," 2,006 "," 744,445 ", 0 
 BEN , Rural ," 2,006 "," 5,147,462 ", 1 
 BEN , Urban ," 2,006 "," 3,545,780 ", 0 
 BFA , Rural ," 2,006 "," 11,132,029 ", 1 
 BFA , Urban ," 2,006 "," 3,241,678 ", 0 
 BWA , Rural ," 2,006 "," 756,515 ", 0 
 BWA , Urban ," 2,006 "," 1,118,001 ", 1 
 CAF , Rural ," 2,006 "," 2,708,214 ", 1 
 CAF , Urban ," 2,006 "," 1,669,365 ", 0 
 CIV , Rural ," 2,006 "," 11,197,285 ", 1 
 CIV , Urban ," 2,006 "," 9,349,517 ", 0 
 CMR , Rural ," 2,006 "," 8,914,831 ", 1 
 CMR , Urban ," 2,006 "," 8,635,576 ", 0 
 COD , Rural ," 2,006 "," 37,701,590 ", 1 
 COD , Urban ," 2,006 "," 22,914,318 ", 0 
 COG , Rural ," 2,006 "," 1,472,653 ", 0 
 COG , Urban ," 2,006 "," 2,364,756 ", 1 
 COM , Rural ," 2,006 "," 434,731 ", 1 
 COM , Urban ," 2,006 "," 170,022 ", 0 
 CPV , Rural ," 2,006 "," 203,489 ", 0 
 CPV , Urban ," 2,006 "," 287,239 ", 1 
 ERI , Rural ," 2,006 "," 1,750,449 ", 1 
 ERI , Urban ," 2,006 "," 953,053 ", 0 
 ETH , Rural ," 2,006 "," 67,617,542 ", 1 
 ETH , Urban ," 2,006 "," 13,085,948 ", 0 
 GAB , Rural ," 2,006 "," 240,048 ", 0 
 GAB , Urban ," 2,006 "," 1,268,289 ", 1 
 GHA , Rural ," 2,006 "," 11,949,163 ", 1 
 GHA , Urban ," 2,006 "," 11,091,539 ", 0 
 GIN , Rural ," 2,006 "," 6,355,153 ", 1 
 GIN , Urban ," 2,006 "," 3,086,017 ", 0 
 GMB , Rural ," 2,006 "," 803,429 ", 0 
 GMB , Urban ," 2,006 "," 911,846 ", 1 
 GNB , Rural ," 2,006 "," 867,762 ", 1 
 GNB , Urban ," 2,006 "," 547,540 ", 0 
 GNQ , Rural ," 2,006 "," 555,284 ", 1 
 GNQ , Urban ," 2,006 "," 435,059 ", 0 
 KEN , Rural ," 2,006 "," 26,208,091 ", 1 
 KEN , Urban ," 2,006 "," 10,695,917 ", 0 
 LBR , Rural ," 2,006 "," 1,876,916 ", 1 
 LBR , Urban ," 2,006 "," 1,613,871 ", 0 
 LSO , Rural ," 2,006 "," 1,491,221 ", 1 
 LSO , Urban ," 2,006 "," 453,841 ", 0 
 MDG , Rural ," 2,006 "," 14,451,179 ", 1 
 MDG , Urban ," 2,006 "," 5,279,730 ", 0 
 MLI , Rural ," 2,006 "," 11,010,414 ", 1 
 MLI , Urban ," 2,006 "," 2,979,726 ", 0 
 MOZ , Rural ," 2,006 "," 14,514,775 ", 1 
 MOZ , Urban ," 2,006 "," 6,272,312 ", 0 
 MRT , Rural ," 2,006 "," 1,766,789 ", 1 
 MRT , Urban ," 2,006 "," 1,246,871 ", 0 
 MUS , Rural ," 2,006 "," 746,127 ", 1 
 MUS , Urban ," 2,006 "," 517,654 ", 0 
 MWI , Rural ," 2,006 "," 11,195,745 ", 1 
 MWI , Urban ," 2,006 "," 2,002,956 ", 0 
 NAM , Rural ," 2,006 "," 1,241,500 ", 1 
 NAM , Urban ," 2,006 "," 750,388 ", 0 
 NER , Rural ," 2,006 "," 11,947,429 ", 1 
 NER , Urban ," 2,006 "," 2,321,152 ", 0 
 NGA , Rural ," 2,006 "," 76,887,720 ", 1 
 NGA , Urban ," 2,006 "," 72,189,614 ", 0 
 RWA , Rural ," 2,006 "," 7,726,649 ", 1 
 RWA , Urban ," 2,006 "," 1,572,597 ", 0 
 SDN , Rural ," 2,006 "," 21,604,398 ", 1 
 SDN , Urban ," 2,006 "," 10,388,037 ", 0 
 SEN , Rural ," 2,006 "," 6,646,521 ", 1 
 SEN , Urban ," 2,006 "," 4,853,573 ", 0 
 SLE , Rural ," 2,006 "," 3,533,831 ", 1 
 SLE , Urban ," 2,006 "," 2,090,635 ", 0 
 SOM , Rural ," 2,006 "," 7,024,518 ", 1 
 SOM , Urban ," 2,006 "," 3,950,984 ", 0 
 SSA , Rural ," 2,006 "," 515,699,866 ", 1 
 SSA , Urban ," 2,006 "," 285,605,058 ", 0 
 SSD , Rural ," 2,006 "," 6,624,426 ", 1 
 SSD , Urban ," 2,006 "," 1,352,100 ", 0 
 STP , Rural ," 2,006 "," 64,643 ", 0 
 STP , Urban ," 2,006 "," 100,995 ", 1 
 SWZ , Rural ," 2,006 "," 844,227 ", 1 
 SWZ , Urban ," 2,006 "," 240,209 ", 0 
 SYC , Rural ," 2,006 "," 51,704 ", 1 
 SYC , Urban ," 2,006 "," 38,669 ", 0 
 TCD , Rural ," 2,006 "," 8,376,387 ", 1 
 TCD , Urban ," 2,006 "," 2,330,037 ", 0 
 TGO , Rural ," 2,006 "," 3,859,146 ", 1 
 TGO , Urban ," 2,006 "," 2,151,522 ", 0 
 TZA , Rural ," 2,006 "," 30,070,432 ", 1 
 TZA , Urban ," 2,006 "," 10,224,470 ", 0 
 UGA , Rural ," 2,006 "," 24,594,354 ", 1 
 UGA , Urban ," 2,006 "," 4,199,649 ", 0 
 ZAF , Rural ," 2,006 "," 19,735,497 ", 0 
 ZAF , Urban ," 2,006 "," 30,262,780 ", 1 
 ZMB , Rural ," 2,006 "," 7,539,825 ", 1 
 ZMB , Urban ," 2,006 "," 4,589,728 ", 0 
 ZWE , Rural ," 2,006 "," 8,508,867 ", 1 
 ZWE , Urban ," 2,006 "," 4,127,578 ", 0 
 AFE , Rural ," 2,007 "," 335,368,634 ", 1 
 AFE , Urban ," 2,007 "," 153,248,397 ", 0 
 AFW , Rural ," 2,007 "," 190,899,734 ", 1 
 AFW , Urban ," 2,007 "," 144,084,441 ", 0 
 AGO , Rural ," 2,007 "," 8,777,599 ", 0 
 AGO , Urban ," 2,007 "," 12,000,962 ", 1 
 BDI , Rural ," 2,007 "," 7,364,223 ", 1 
 BDI , Urban ," 2,007 "," 797,651 ", 0 
 BEN , Rural ," 2,007 "," 5,257,253 ", 1 
 BEN , Urban ," 2,007 "," 3,696,716 ", 0 
 BFA , Rural ," 2,007 "," 11,412,382 ", 1 
 BFA , Urban ," 2,007 "," 3,403,924 ", 0 
 BWA , Rural ," 2,007 "," 749,530 ", 0 
 BWA , Urban ," 2,007 "," 1,161,671 ", 1 
 CAF , Rural ," 2,007 "," 2,756,460 ", 1 
 CAF , Urban ," 2,007 "," 1,706,310 ", 0 
 CIV , Rural ," 2,007 "," 11,371,156 ", 1 
 CIV , Urban ," 2,007 "," 9,659,402 ", 0 
 CMR , Rural ," 2,007 "," 9,078,610 ", 1 
 CMR , Urban ," 2,007 "," 8,971,286 ", 0 
 COD , Rural ," 2,007 "," 38,610,138 ", 1 
 COD , Urban ," 2,007 "," 23,867,614 ", 0 
 COG , Rural ," 2,007 "," 1,518,524 ", 0 
 COG , Urban ," 2,007 "," 2,461,906 ", 1 
 COM , Rural ," 2,007 "," 442,649 ", 1 
 COM , Urban ," 2,007 "," 174,277 ", 0 
 CPV , Rural ," 2,007 "," 202,011 ", 0 
 CPV , Urban ," 2,007 "," 294,179 ", 1 
 ERI , Rural ," 2,007 "," 1,772,613 ", 1 
 ERI , Urban ," 2,007 "," 970,609 ", 0 
 ETH , Rural ," 2,007 "," 69,727,894 ", 1 
 ETH , Urban ," 2,007 "," 13,375,324 ", 0 
 GAB , Rural ," 2,007 "," 238,260 ", 0 
 GAB , Urban ," 2,007 "," 1,317,977 ", 1 
 GHA , Rural ," 2,007 "," 12,101,889 ", 1 
 GHA , Urban ," 2,007 "," 11,540,390 ", 0 
 GIN , Rural ," 2,007 "," 6,476,236 ", 1 
 GIN , Urban ," 2,007 "," 3,186,044 ", 0 
 GMB , Rural ," 2,007 "," 813,676 ", 0 
 GMB , Urban ," 2,007 "," 952,098 ", 1 
 GNB , Rural ," 2,007 "," 885,057 ", 1 
 GNB , Urban ," 2,007 "," 565,929 ", 0 
 GNQ , Rural ," 2,007 "," 560,941 ", 1 
 GNQ , Urban ," 2,007 "," 475,103 ", 0 
 KEN , Rural ," 2,007 "," 26,467,447 ", 1 
 KEN , Urban ," 2,007 "," 11,568,902 ", 0 
 LBR , Rural ," 2,007 "," 1,958,888 ", 1 
 LBR , Urban ," 2,007 "," 1,710,162 ", 0 
 LSO , Rural ," 2,007 "," 1,480,210 ", 1 
 LSO , Urban ," 2,007 "," 473,058 ", 0 
 MDG , Rural ," 2,007 "," 14,824,434 ", 1 
 MDG , Urban ," 2,007 "," 5,494,149 ", 0 
 MLI , Rural ," 2,007 "," 11,314,684 ", 1 
 MLI , Urban ," 2,007 "," 3,143,092 ", 0 
 MOZ , Rural ," 2,007 "," 14,824,749 ", 1 
 MOZ , Urban ," 2,007 "," 6,462,886 ", 0 
 MRT , Rural ," 2,007 "," 1,780,346 ", 1 
 MRT , Urban ," 2,007 "," 1,312,713 ", 0 
 MUS , Rural ," 2,007 "," 751,749 ", 1 
 MUS , Urban ," 2,007 "," 517,769 ", 0 
 MWI , Rural ," 2,007 "," 11,506,250 ", 1 
 MWI , Urban ," 2,007 "," 2,070,093 ", 0 
 NAM , Rural ," 2,007 "," 1,236,121 ", 1 
 NAM , Urban ," 2,007 "," 782,479 ", 0 
 NER , Rural ," 2,007 "," 12,395,923 ", 1 
 NER , Urban ," 2,007 "," 2,407,687 ", 0 
 NGA , Rural ," 2,007 "," 77,804,901 ", 1 
 NGA , Urban ," 2,007 "," 75,462,360 ", 0 
 RWA , Rural ," 2,007 "," 7,934,649 ", 1 
 RWA , Urban ," 2,007 "," 1,615,284 ", 0 
 SDN , Rural ," 2,007 "," 22,123,670 ", 1 
 SDN , Urban ," 2,007 "," 10,640,465 ", 0 
 SEN , Rural ," 2,007 "," 6,765,082 ", 1 
 SEN , Urban ," 2,007 "," 5,005,262 ", 0 
 SLE , Rural ," 2,007 "," 3,592,639 ", 1 
 SLE , Urban ," 2,007 "," 2,156,713 ", 0 
 SOM , Rural ," 2,007 "," 7,182,571 ", 1 
 SOM , Urban ," 2,007 "," 4,140,011 ", 0 
 SSA , Rural ," 2,007 "," 526,268,368 ", 1 
 SSA , Urban ," 2,007 "," 297,332,838 ", 0 
 SSD , Rural ," 2,007 "," 6,962,804 ", 1 
 SSD , Urban ," 2,007 "," 1,425,984 ", 0 
 STP , Rural ," 2,007 "," 63,675 ", 0 
 STP , Urban ," 2,007 "," 106,025 ", 1 
 SWZ , Rural ," 2,007 "," 849,223 ", 1 
 SWZ , Urban ," 2,007 "," 241,482 ", 0 
 SYC , Rural ," 2,007 "," 52,378 ", 1 
 SYC , Urban ," 2,007 "," 39,090 ", 0 
 TCD , Rural ," 2,007 "," 8,669,082 ", 1 
 TCD , Urban ," 2,007 "," 2,412,578 ", 0 
 TGO , Rural ," 2,007 "," 3,945,737 ", 1 
 TGO , Urban ," 2,007 "," 2,242,607 ", 0 
 TZA , Rural ," 2,007 "," 30,632,420 ", 1 
 TZA , Urban ," 2,007 "," 10,803,092 ", 0 
 UGA , Rural ," 2,007 "," 25,058,839 ", 1 
 UGA , Urban ," 2,007 "," 4,594,591 ", 0 
 ZAF , Rural ," 2,007 "," 19,613,148 ", 0 
 ZAF , Urban ," 2,007 "," 30,915,436 ", 1 
 ZMB , Rural ," 2,007 "," 7,739,655 ", 1 
 ZMB , Urban ," 2,007 "," 4,825,431 ", 0 
 ZWE , Rural ," 2,007 "," 8,619,996 ", 1 
 ZWE , Urban ," 2,007 "," 4,184,062 ", 0 
 AFE , Rural ," 2,008 "," 342,187,574 ", 1 
 AFE , Urban ," 2,008 "," 159,919,296 ", 0 
 AFW , Rural ," 2,008 "," 194,415,870 ", 1 
 AFW , Urban ," 2,008 "," 150,170,239 ", 0 
 AGO , Rural ," 2,008 "," 8,936,762 ", 0 
 AGO , Urban ," 2,008 "," 12,641,893 ", 1 
 BDI , Rural ," 2,008 "," 7,646,020 ", 1 
 BDI , Urban ," 2,008 "," 859,617 ", 0 
 BEN , Rural ," 2,008 "," 5,370,693 ", 1 
 BEN , Urban ," 2,008 "," 3,857,773 ", 0 
 BFA , Rural ," 2,008 "," 11,693,288 ", 1 
 BFA , Urban ," 2,008 "," 3,564,805 ", 0 
 BWA , Rural ," 2,008 "," 744,261 ", 0 
 BWA , Urban ," 2,008 "," 1,205,709 ", 1 
 CAF , Rural ," 2,008 "," 2,810,730 ", 1 
 CAF , Urban ," 2,008 "," 1,748,254 ", 0 
 CIV , Rural ," 2,008 "," 11,539,909 ", 1 
 CIV , Urban ," 2,008 "," 9,974,530 ", 0 
 CMR , Rural ," 2,008 "," 9,271,085 ", 0 
 CMR , Urban ," 2,008 "," 9,302,971 ", 1 
 COD , Rural ," 2,008 "," 39,536,045 ", 1 
 COD , Urban ," 2,008 "," 24,854,619 ", 0 
 COG , Rural ," 2,008 "," 1,561,677 ", 0 
 COG , Urban ," 2,008 "," 2,551,841 ", 1 
 COM , Rural ," 2,008 "," 450,462 ", 1 
 COM , Urban ," 2,008 "," 178,845 ", 0 
 CPV , Rural ," 2,008 "," 200,170 ", 0 
 CPV , Urban ," 2,008 "," 301,185 ", 1 
 ERI , Rural ," 2,008 "," 1,816,821 ", 1 
 ERI , Urban ," 2,008 "," 999,506 ", 0 
 ETH , Rural ," 2,008 "," 71,177,746 ", 1 
 ETH , Urban ," 2,008 "," 14,365,922 ", 0 
 GAB , Rural ," 2,008 "," 237,158 ", 0 
 GAB , Urban ," 2,008 "," 1,370,017 ", 1 
 GHA , Rural ," 2,008 "," 12,253,287 ", 1 
 GHA , Urban ," 2,008 "," 11,996,659 ", 0 
 GIN , Rural ," 2,008 "," 6,606,790 ", 1 
 GIN , Urban ," 2,008 "," 3,292,080 ", 0 
 GMB , Rural ," 2,008 "," 824,521 ", 0 
 GMB , Urban ," 2,008 "," 993,331 ", 1 
 GNB , Rural ," 2,008 "," 902,772 ", 1 
 GNB , Urban ," 2,008 "," 585,282 ", 0 
 GNQ , Rural ," 2,008 "," 563,473 ", 1 
 GNQ , Urban ," 2,008 "," 521,057 ", 0 
 KEN , Rural ," 2,008 "," 26,886,528 ", 1 
 KEN , Urban ," 2,008 "," 12,319,823 ", 0 
 LBR , Rural ," 2,008 "," 2,021,003 ", 1 
 LBR , Urban ," 2,008 "," 1,800,000 ", 0 
 LSO , Rural ," 2,008 "," 1,471,039 ", 1 
 LSO , Urban ," 2,008 "," 495,502 ", 0 
 MDG , Rural ," 2,008 "," 15,207,810 ", 1 
 MDG , Urban ," 2,008 "," 5,716,030 ", 0 
 MLI , Rural ," 2,008 "," 11,625,081 ", 1 
 MLI , Urban ," 2,008 "," 3,315,701 ", 0 
 MOZ , Rural ," 2,008 "," 15,150,585 ", 1 
 MOZ , Urban ," 2,008 "," 6,668,451 ", 0 
 MRT , Rural ," 2,008 "," 1,796,048 ", 1 
 MRT , Urban ," 2,008 "," 1,387,221 ", 0 
 MUS , Rural ," 2,008 "," 756,937 ", 1 
 MUS , Urban ," 2,008 "," 517,698 ", 0 
 MWI , Rural ," 2,008 "," 11,834,699 ", 1 
 MWI , Urban ," 2,008 "," 2,141,719 ", 0 
 NAM , Rural ," 2,008 "," 1,231,656 ", 1 
 NAM , Urban ," 2,008 "," 815,400 ", 0 
 NER , Rural ," 2,008 "," 12,864,271 ", 1 
 NER , Urban ," 2,008 "," 2,497,643 ", 0 
 NGA , Rural ," 2,008 "," 78,717,888 ", 0 
 NGA , Urban ," 2,008 "," 78,877,126 ", 1 
 RWA , Rural ," 2,008 "," 8,145,671 ", 1 
 RWA , Urban ," 2,008 "," 1,658,597 ", 0 
 SDN , Rural ," 2,008 "," 22,702,366 ", 1 
 SDN , Urban ," 2,008 "," 10,921,614 ", 0 
 SEN , Rural ," 2,008 "," 6,883,842 ", 1 
 SEN , Urban ," 2,008 "," 5,165,117 ", 0 
 SLE , Rural ," 2,008 "," 3,662,238 ", 1 
 SLE , Urban ," 2,008 "," 2,232,484 ", 0 
 SOM , Rural ," 2,008 "," 7,327,283 ", 1 
 SOM , Urban ," 2,008 "," 4,335,801 ", 0 
 SSA , Rural ," 2,008 "," 536,603,444 ", 1 
 SSA , Urban ," 2,008 "," 310,089,535 ", 0 
 SSD , Rural ," 2,008 "," 7,315,992 ", 1 
 SSD , Urban ," 2,008 "," 1,501,655 ", 0 
 STP , Rural ," 2,008 "," 62,793 ", 0 
 STP , Urban ," 2,008 "," 111,000 ", 1 
 SWZ , Rural ," 2,008 "," 854,654 ", 1 
 SWZ , Urban ," 2,008 "," 243,438 ", 0 
 SYC , Rural ," 2,008 "," 53,033 ", 1 
 SYC , Urban ," 2,008 "," 39,515 ", 0 
 TCD , Rural ," 2,008 "," 8,977,266 ", 1 
 TCD , Urban ," 2,008 "," 2,499,030 ", 0 
 TGO , Rural ," 2,008 "," 4,032,679 ", 1 
 TGO , Urban ," 2,008 "," 2,336,133 ", 0 
 TZA , Rural ," 2,008 "," 31,168,102 ", 1 
 TZA , Urban ," 2,008 "," 11,402,626 ", 0 
 UGA , Rural ," 2,008 "," 25,498,369 ", 1 
 UGA , Urban ," 2,008 "," 5,041,184 ", 0 
 ZAF , Rural ," 2,008 "," 19,541,469 ", 0 
 ZAF , Urban ," 2,008 "," 31,573,129 ", 1 
 ZMB , Rural ," 2,008 "," 7,947,830 ", 1 
 ZMB , Urban ," 2,008 "," 5,073,494 ", 0 
 ZWE , Rural ," 2,008 "," 8,722,638 ", 1 
 ZWE , Urban ," 2,008 "," 4,236,512 ", 0 
 AFE , Rural ," 2,009 "," 349,665,999 ", 1 
 AFE , Urban ," 2,009 "," 166,375,324 ", 0 
 AFW , Rural ," 2,009 "," 197,896,752 ", 1 
 AFW , Urban ," 2,009 "," 156,447,093 ", 0 
 AGO , Rural ," 2,009 "," 9,105,434 ", 0 
 AGO , Urban ," 2,009 "," 13,309,339 ", 1 
 BDI , Rural ," 2,009 "," 8,008,323 ", 1 
 BDI , Urban ," 2,009 "," 939,323 ", 0 
 BEN , Rural ," 2,009 "," 5,483,272 ", 1 
 BEN , Urban ," 2,009 "," 4,026,151 ", 0 
 BFA , Rural ," 2,009 "," 11,979,674 ", 1 
 BFA , Urban ," 2,009 "," 3,730,392 ", 0 
 BWA , Rural ," 2,009 "," 741,522 ", 0 
 BWA , Urban ," 2,009 "," 1,249,151 ", 1 
 CAF , Rural ," 2,009 "," 2,786,420 ", 1 
 CAF , Urban ," 2,009 "," 1,742,627 ", 0 
 CIV , Rural ," 2,009 "," 11,703,353 ", 1 
 CIV , Urban ," 2,009 "," 10,294,587 ", 0 
 CMR , Rural ," 2,009 "," 9,466,881 ", 0 
 CMR , Urban ," 2,009 "," 9,647,093 ", 1 
 COD , Rural ," 2,009 "," 40,513,826 ", 1 
 COD , Urban ," 2,009 "," 25,898,218 ", 0 
 COG , Rural ," 2,009 "," 1,617,563 ", 0 
 COG , Urban ," 2,009 "," 2,663,656 ", 1 
 COM , Rural ," 2,009 "," 458,211 ", 1 
 COM , Urban ," 2,009 "," 183,737 ", 0 
 CPV , Rural ," 2,009 "," 197,869 ", 0 
 CPV , Urban ," 2,009 "," 308,272 ", 1 
 ERI , Rural ," 2,009 "," 1,860,543 ", 1 
 ERI , Urban ," 2,009 "," 1,027,342 ", 0 
 ETH , Rural ," 2,009 "," 72,913,358 ", 1 
 ETH , Urban ," 2,009 "," 15,094,278 ", 0 
 GAB , Rural ," 2,009 "," 236,884 ", 0 
 GAB , Urban ," 2,009 "," 1,424,672 ", 1 
 GHA , Rural ," 2,009 "," 12,403,703 ", 0 
 GHA , Urban ," 2,009 "," 12,458,961 ", 1 
