 ISO3_Code , Category , Year , Pop , Pop_Rel 
 SSD , Rural ," 1,971 "," 3,173,361 ", 1 
 SSD , Urban ," 1,971 "," 295,285 ", 0 
 STP , Rural ," 1,971 "," 55,253 ", 1 
 STP , Urban ," 1,971 "," 24,077 ", 0 
 SWZ , Rural ," 1,971 "," 403,809 ", 1 
 SWZ , Urban ," 1,971 "," 49,373 ", 0 
 SYC , Rural ," 1,971 "," 33,245 ", 1 
 SYC , Urban ," 1,971 "," 22,265 ", 0 
 TCD , Rural ," 1,971 "," 3,354,333 ", 1 
 TCD , Urban ," 1,971 "," 452,983 ", 0 
 TGO , Rural ," 1,971 "," 1,811,972 ", 1 
 TGO , Urban ," 1,971 "," 506,004 ", 0 
 TZA , Rural ," 1,971 "," 12,982,228 ", 1 
 TZA , Urban ," 1,971 "," 989,223 ", 0 
 UGA , Rural ," 1,971 "," 9,956,105 ", 1 
 UGA , Urban ," 1,971 "," 662,101 ", 0 
 ZAF , Rural ," 1,971 "," 11,964,499 ", 1 
 ZAF , Urban ," 1,971 "," 10,977,644 ", 0 
 ZMB , Rural ," 1,971 "," 3,024,855 ", 1 
 ZMB , Urban ," 1,971 "," 1,417,671 ", 0 
 ZWE , Rural ," 1,971 "," 4,412,102 ", 1 
 ZWE , Urban ," 1,971 "," 962,610 ", 0 
 AFE , Rural ," 1,972 "," 149,269,661 ", 1 
 AFE , Urban ," 1,972 "," 32,859,304 ", 0 
 AFW , Rural ," 1,972 "," 100,675,827 ", 1 
 AFW , Urban ," 1,972 "," 27,500,665 ", 0 
 AGO , Rural ," 1,972 "," 5,201,039 ", 1 
 AGO , Urban ," 1,972 "," 973,223 ", 0 
 BDI , Rural ," 1,972 "," 3,503,398 ", 1 
 BDI , Urban ," 1,972 "," 113,730 ", 0 
 BEN , Rural ," 1,972 "," 2,572,256 ", 1 
 BEN , Urban ," 1,972 "," 635,286 ", 0 
 BFA , Rural ," 1,972 "," 5,453,148 ", 1 
 BFA , Urban ," 1,972 "," 354,086 ", 0 
 BWA , Rural ," 1,972 "," 556,611 ", 1 
 BWA , Urban ," 1,972 "," 65,796 ", 0 
 CAF , Rural ," 1,972 "," 1,514,059 ", 1 
 CAF , Urban ," 1,972 "," 669,710 ", 0 
 CIV , Rural ," 1,972 "," 4,163,818 ", 1 
 CIV , Urban ," 1,972 "," 1,745,898 ", 0 
 CMR , Rural ," 1,972 "," 5,259,653 ", 1 
 CMR , Urban ," 1,972 "," 1,547,219 ", 0 
 COD , Rural ," 1,972 "," 16,036,850 ", 1 
 COD , Urban ," 1,972 "," 5,214,310 ", 0 
 COG , Rural ," 1,972 "," 908,240 ", 1 
 COG , Urban ," 1,972 "," 578,228 ", 0 
 COM , Rural ," 1,972 "," 206,805 ", 1 
 COM , Urban ," 1,972 "," 53,271 ", 0 
 CPV , Rural ," 1,972 "," 236,501 ", 1 
 CPV , Urban ," 1,972 "," 60,885 ", 0 
 ERI , Rural ," 1,972 "," 1,137,363 ", 1 
 ERI , Urban ," 1,972 "," 171,872 ", 0 
 ETH , Rural ," 1,972 "," 26,760,797 ", 1 
 ETH , Urban ," 1,972 "," 2,613,811 ", 0 
 GAB , Rural ," 1,972 "," 394,370 ", 1 
 GAB , Urban ," 1,972 "," 226,590 ", 0 
 GHA , Rural ," 1,972 "," 6,650,053 ", 1 
 GHA , Urban ," 1,972 "," 2,788,134 ", 0 
 GIN , Rural ," 1,972 "," 3,599,781 ", 1 
 GIN , Urban ," 1,972 "," 831,511 ", 0 
 GMB , Rural ," 1,972 "," 471,313 ", 1 
 GMB , Urban ," 1,972 "," 84,057 ", 0 
 GNB , Rural ," 1,972 "," 497,408 ", 1 
 GNB , Urban ," 1,972 "," 89,212 ", 0 
 GNQ , Rural ," 1,972 "," 228,354 ", 1 
 GNQ , Urban ," 1,972 "," 81,114 ", 0 
 KEN , Rural ," 1,972 "," 10,844,110 ", 1 
 KEN , Urban ," 1,972 "," 1,361,950 ", 0 
 LBR , Rural ," 1,972 "," 1,114,227 ", 1 
 LBR , Urban ," 1,972 "," 428,443 ", 0 
 LSO , Rural ," 1,972 "," 982,251 ", 1 
 LSO , Urban ," 1,972 "," 111,812 ", 0 
 MDG , Rural ," 1,972 "," 6,009,880 ", 1 
 MDG , Urban ," 1,972 "," 1,064,518 ", 0 
 MLI , Rural ," 1,972 "," 5,738,518 ", 1 
 MLI , Urban ," 1,972 "," 745,208 ", 0 
 MOZ , Rural ," 1,972 "," 7,969,768 ", 1 
 MOZ , Urban ," 1,972 "," 723,168 ", 0 
 MRT , Rural ," 1,972 "," 966,178 ", 1 
 MRT , Urban ," 1,972 "," 202,177 ", 0 
 MUS , Rural ," 1,972 "," 477,165 ", 1 
 MUS , Urban ," 1,972 "," 376,439 ", 0 
 MWI , Rural ," 1,972 "," 4,556,068 ", 1 
 MWI , Urban ," 1,972 "," 318,406 ", 0 
 NAM , Rural ," 1,972 "," 602,454 ", 1 
 NAM , Urban ," 1,972 "," 201,944 ", 0 
 NER , Rural ," 1,972 "," 4,401,081 ", 1 
 NER , Urban ," 1,972 "," 503,764 ", 0 
 NGA , Rural ," 1,972 "," 45,959,669 ", 1 
 NGA , Urban ," 1,972 "," 12,642,079 ", 0 
 RWA , Rural ," 1,972 "," 4,070,526 ", 1 
 RWA , Urban ," 1,972 "," 149,809 ", 0 
 SDN , Rural ," 1,972 "," 10,239,402 ", 1 
 SDN , Urban ," 1,972 "," 2,288,454 ", 0 
 SEN , Rural ," 1,972 "," 3,200,274 ", 1 
 SEN , Urban ," 1,972 "," 1,541,356 ", 0 
 SLE , Rural ," 1,972 "," 2,084,870 ", 1 
 SLE , Urban ," 1,972 "," 729,518 ", 0 
 SOM , Rural ," 1,972 "," 2,982,068 ", 1 
 SOM , Urban ," 1,972 "," 957,368 ", 0 
 SSA , Rural ," 1,972 "," 249,945,488 ", 1 
 SSA , Urban ," 1,972 "," 60,359,969 ", 0 
 SSD , Rural ," 1,972 "," 3,241,119 ", 1 
 SSD , Urban ," 1,972 "," 301,379 ", 0 
 STP , Rural ," 1,972 "," 56,072 ", 1 
 STP , Urban ," 1,972 "," 24,969 ", 0 
 SWZ , Rural ," 1,972 "," 411,042 ", 1 
 SWZ , Urban ," 1,972 "," 54,746 ", 0 
 SYC , Rural ," 1,972 "," 33,151 ", 1 
 SYC , Urban ," 1,972 "," 23,738 ", 0 
 TCD , Rural ," 1,972 "," 3,407,494 ", 1 
 TCD , Urban ," 1,972 "," 485,758 ", 0 
 TGO , Rural ," 1,972 "," 1,854,562 ", 1 
 TGO , Urban ," 1,972 "," 530,432 ", 0 
 TZA , Rural ," 1,972 "," 13,316,966 ", 1 
 TZA , Urban ," 1,972 "," 1,162,342 ", 0 
 UGA , Rural ," 1,972 "," 10,201,144 ", 1 
 UGA , Urban ," 1,972 "," 684,652 ", 0 
 ZAF , Rural ," 1,972 "," 12,297,904 ", 1 
 ZAF , Urban ," 1,972 "," 11,311,552 ", 0 
 ZMB , Rural ," 1,972 "," 3,052,887 ", 1 
 ZMB , Urban ," 1,972 "," 1,516,421 ", 0 
 ZWE , Rural ," 1,972 "," 4,522,822 ", 1 
 ZWE , Urban ," 1,972 "," 1,019,623 ", 0 
 AFE , Rural ," 1,973 "," 152,989,568 ", 1 
 AFE , Urban ," 1,973 "," 34,536,298 ", 0 
 AFW , Rural ," 1,973 "," 102,316,274 ", 1 
 AFW , Urban ," 1,973 "," 29,133,670 ", 0 
 AGO , Rural ," 1,973 "," 5,331,544 ", 1 
 AGO , Urban ," 1,973 "," 1,056,984 ", 0 
 BDI , Rural ," 1,973 "," 3,493,428 ", 1 
 BDI , Urban ," 1,973 "," 118,563 ", 0 
 BEN , Rural ," 1,973 "," 2,599,000 ", 1 
 BEN , Urban ," 1,973 "," 684,496 ", 0 
 BFA , Rural ," 1,973 "," 5,545,664 ", 1 
 BFA , Urban ," 1,973 "," 366,263 ", 0 
 BWA , Rural ," 1,973 "," 579,685 ", 1 
 BWA , Urban ," 1,973 "," 72,723 ", 0 
 CAF , Rural ," 1,973 "," 1,508,957 ", 1 
 CAF , Urban ," 1,973 "," 717,051 ", 0 
 CIV , Rural ," 1,973 "," 4,310,289 ", 1 
 CIV , Urban ," 1,973 "," 1,874,655 ", 0 
 CMR , Rural ," 1,973 "," 5,300,950 ", 1 
 CMR , Urban ," 1,973 "," 1,695,710 ", 0 
 COD , Rural ," 1,973 "," 16,414,224 ", 1 
 COD , Urban ," 1,973 "," 5,413,441 ", 0 
 COG , Rural ," 1,973 "," 932,225 ", 1 
 COG , Urban ," 1,973 "," 601,455 ", 0 
 COM , Rural ," 1,973 "," 212,872 ", 1 
 COM , Urban ," 1,973 "," 55,948 ", 0 
 CPV , Rural ," 1,973 "," 237,363 ", 1 
 CPV , Urban ," 1,973 "," 62,518 ", 0 
 ERI , Rural ," 1,973 "," 1,164,302 ", 1 
 ERI , Urban ," 1,973 "," 178,367 ", 0 
 ETH , Rural ," 1,973 "," 27,430,793 ", 1 
 ETH , Urban ," 1,973 "," 2,735,992 ", 0 
 GAB , Rural ," 1,973 "," 387,331 ", 1 
 GAB , Urban ," 1,973 "," 246,665 ", 0 
 GHA , Rural ," 1,973 "," 6,823,066 ", 1 
 GHA , Urban ," 1,973 "," 2,891,550 ", 0 
 GIN , Rural ," 1,973 "," 3,622,362 ", 1 
 GIN , Urban ," 1,973 "," 883,962 ", 0 
 GMB , Rural ," 1,973 "," 479,747 ", 1 
 GMB , Urban ," 1,973 "," 92,245 ", 0 
 GNB , Rural ," 1,973 "," 501,827 ", 1 
 GNB , Urban ," 1,973 "," 90,981 ", 0 
 GNQ , Rural ," 1,973 "," 223,040 ", 1 
 GNQ , Urban ," 1,973 "," 79,242 ", 0 
 KEN , Rural ," 1,973 "," 11,144,301 ", 1 
 KEN , Urban ," 1,973 "," 1,490,534 ", 0 
 LBR , Rural ," 1,973 "," 1,130,127 ", 1 
 LBR , Urban ," 1,973 "," 453,461 ", 0 
 LSO , Rural ," 1,973 "," 1,012,360 ", 1 
 LSO , Urban ," 1,973 "," 120,337 ", 0 
 MDG , Rural ," 1,973 "," 6,152,834 ", 1 
 MDG , Urban ," 1,973 "," 1,135,214 ", 0 
 MLI , Rural ," 1,973 "," 5,815,452 ", 1 
 MLI , Urban ," 1,973 "," 781,654 ", 0 
 MOZ , Rural ," 1,973 "," 8,159,320 ", 1 
 MOZ , Urban ," 1,973 "," 794,922 ", 0 
 MRT , Rural ," 1,973 "," 981,686 ", 1 
 MRT , Urban ," 1,973 "," 222,152 ", 0 
 MUS , Rural ," 1,973 "," 484,102 ", 1 
 MUS , Urban ," 1,973 "," 381,042 ", 0 
 MWI , Rural ," 1,973 "," 4,656,115 ", 1 
 MWI , Urban ," 1,973 "," 347,823 ", 0 
 NAM , Rural ," 1,973 "," 620,234 ", 1 
 NAM , Urban ," 1,973 "," 208,694 ", 0 
 NER , Rural ," 1,973 "," 4,490,233 ", 1 
 NER , Urban ," 1,973 "," 547,633 ", 0 
 NGA , Rural ," 1,973 "," 46,701,973 ", 1 
 NGA , Urban ," 1,973 "," 13,380,166 ", 0 
 RWA , Rural ," 1,973 "," 4,181,892 ", 1 
 RWA , Urban ," 1,973 "," 163,155 ", 0 
 SDN , Rural ," 1,973 "," 10,626,611 ", 1 
 SDN , Urban ," 1,973 "," 2,422,703 ", 0 
 SEN , Rural ," 1,973 "," 3,271,959 ", 1 
 SEN , Urban ," 1,973 "," 1,613,222 ", 0 
 SLE , Rural ," 1,973 "," 2,103,683 ", 1 
 SLE , Urban ," 1,973 "," 763,272 ", 0 
 SOM , Rural ," 1,973 "," 3,043,536 ", 1 
 SOM , Urban ," 1,973 "," 1,002,056 ", 0 
 SSA , Rural ," 1,973 "," 255,305,843 ", 1 
 SSA , Urban ," 1,973 "," 63,669,967 ", 0 
 SSD , Rural ," 1,973 "," 3,318,947 ", 1 
 SSD , Urban ," 1,973 "," 308,437 ", 0 
 STP , Rural ," 1,973 "," 56,974 ", 1 
 STP , Urban ," 1,973 "," 25,824 ", 0 
 SWZ , Rural ," 1,973 "," 418,594 ", 1 
 SWZ , Urban ," 1,973 "," 60,444 ", 0 
 SYC , Rural ," 1,973 "," 32,817 ", 1 
 SYC , Urban ," 1,973 "," 25,483 ", 0 
 TCD , Rural ," 1,973 "," 3,454,193 ", 1 
 TCD , Urban ," 1,973 "," 531,715 ", 0 
 TGO , Rural ," 1,973 "," 1,895,146 ", 1 
 TGO , Urban ," 1,973 "," 553,603 ", 0 
 TZA , Rural ," 1,973 "," 13,651,090 ", 1 
 TZA , Urban ," 1,973 "," 1,359,010 ", 0 
 UGA , Rural ," 1,973 "," 10,438,234 ", 1 
 UGA , Urban ," 1,973 "," 706,002 ", 0 
 ZAF , Rural ," 1,973 "," 12,641,236 ", 1 
 ZAF , Urban ," 1,973 "," 11,653,027 ", 0 
 ZMB , Rural ," 1,973 "," 3,082,900 ", 1 
 ZMB , Urban ," 1,973 "," 1,619,792 ", 0 
 ZWE , Rural ," 1,973 "," 4,640,624 ", 1 
 ZWE , Urban ," 1,973 "," 1,079,780 ", 0 
 AFE , Rural ," 1,974 "," 156,897,354 ", 1 
 AFE , Urban ," 1,974 "," 36,289,512 ", 0 
 AFW , Rural ," 1,974 "," 104,045,065 ", 1 
 AFW , Urban ," 1,974 "," 30,866,518 ", 0 
 AGO , Rural ," 1,974 "," 5,461,559 ", 1 
 AGO , Urban ," 1,974 "," 1,151,808 ", 0 
 BDI , Rural ," 1,974 "," 3,576,763 ", 1 
 BDI , Urban ," 1,974 "," 126,827 ", 0 
 BEN , Rural ," 1,974 "," 2,627,064 ", 1 
 BEN , Urban ," 1,974 "," 735,569 ", 0 
 BFA , Rural ," 1,974 "," 5,645,645 ", 1 
 BFA , Urban ," 1,974 "," 379,259 ", 0 
 BWA , Rural ," 1,974 "," 605,586 ", 1 
 BWA , Urban ," 1,974 "," 79,862 ", 0 
 CAF , Rural ," 1,974 "," 1,508,496 ", 1 
 CAF , Urban ," 1,974 "," 760,842 ", 0 
 CIV , Rural ," 1,974 "," 4,455,822 ", 1 
 CIV , Urban ," 1,974 "," 2,018,236 ", 0 
 CMR , Rural ," 1,974 "," 5,340,383 ", 1 
 CMR , Urban ," 1,974 "," 1,853,201 ", 0 
 COD , Rural ," 1,974 "," 16,797,676 ", 1 
 COD , Urban ," 1,974 "," 5,621,202 ", 0 
 COG , Rural ," 1,974 "," 955,693 ", 1 
 COG , Urban ," 1,974 "," 626,608 ", 0 
 COM , Rural ," 1,974 "," 219,307 ", 1 
 COM , Urban ," 1,974 "," 58,768 ", 0 
 CPV , Rural ," 1,974 "," 238,553 ", 1 
 CPV , Urban ," 1,974 "," 64,017 ", 0 
 ERI , Rural ," 1,974 "," 1,190,842 ", 1 
 ERI , Urban ," 1,974 "," 184,846 ", 0 
 ETH , Rural ," 1,974 "," 28,095,356 ", 1 
 ETH , Urban ," 1,974 "," 2,861,917 ", 0 
 GAB , Rural ," 1,974 "," 379,659 ", 1 
 GAB , Urban ," 1,974 "," 268,031 ", 0 
 GHA , Rural ," 1,974 "," 7,003,926 ", 1 
 GHA , Urban ," 1,974 "," 2,996,598 ", 0 
 GIN , Rural ," 1,974 "," 3,643,748 ", 1 
 GIN , Urban ," 1,974 "," 936,762 ", 0 
 GMB , Rural ," 1,974 "," 487,249 ", 1 
 GMB , Urban ," 1,974 "," 101,836 ", 0 
 GNB , Rural ," 1,974 "," 518,248 ", 1 
 GNB , Urban ," 1,974 "," 95,090 ", 0 
 GNQ , Rural ," 1,974 "," 217,621 ", 1 
 GNQ , Urban ," 1,974 "," 77,332 ", 0 
 KEN , Rural ," 1,974 "," 11,438,682 ", 1 
 KEN , Urban ," 1,974 "," 1,631,396 ", 0 
 LBR , Rural ," 1,974 "," 1,146,191 ", 1 
 LBR , Urban ," 1,974 "," 480,171 ", 0 
 LSO , Rural ," 1,974 "," 1,044,208 ", 1 
 LSO , Urban ," 1,974 "," 128,212 ", 0 
 MDG , Rural ," 1,974 "," 6,302,455 ", 1 
 MDG , Urban ," 1,974 "," 1,207,271 ", 0 
 MLI , Rural ," 1,974 "," 5,896,654 ", 1 
 MLI , Urban ," 1,974 "," 818,782 ", 0 
 MOZ , Rural ," 1,974 "," 8,363,055 ", 1 
 MOZ , Urban ," 1,974 "," 873,038 ", 0 
 MRT , Rural ," 1,974 "," 996,718 ", 1 
 MRT , Urban ," 1,974 "," 243,470 ", 0 
 MUS , Rural ," 1,974 "," 491,780 ", 1 
 MUS , Urban ," 1,974 "," 384,683 ", 0 
 MWI , Rural ," 1,974 "," 4,762,741 ", 1 
 MWI , Urban ," 1,974 "," 378,596 ", 0 
 NAM , Rural ," 1,974 "," 638,660 ", 1 
 NAM , Urban ," 1,974 "," 215,660 ", 0 
 NER , Rural ," 1,974 "," 4,582,811 ", 1 
 NER , Urban ," 1,974 "," 592,142 ", 0 
 NGA , Rural ," 1,974 "," 47,506,680 ", 1 
 NGA , Urban ," 1,974 "," 14,172,464 ", 0 
 RWA , Rural ," 1,974 "," 4,296,495 ", 1 
 RWA , Urban ," 1,974 "," 177,733 ", 0 
 SDN , Rural ," 1,974 "," 11,026,209 ", 1 
 SDN , Urban ," 1,974 "," 2,554,514 ", 0 
 SEN , Rural ," 1,974 "," 3,344,662 ", 1 
 SEN , Urban ," 1,974 "," 1,684,775 ", 0 
 SLE , Rural ," 1,974 "," 2,124,802 ", 1 
 SLE , Urban ," 1,974 "," 795,657 ", 0 
 SOM , Rural ," 1,974 "," 3,106,342 ", 1 
 SOM , Urban ," 1,974 "," 1,045,500 ", 0 
 SSA , Rural ," 1,974 "," 260,942,419 ", 1 
 SSA , Urban ," 1,974 "," 67,156,030 ", 0 
 SSD , Rural ," 1,974 "," 3,406,806 ", 1 
 SSD , Urban ," 1,974 "," 316,453 ", 0 
 STP , Rural ," 1,974 "," 57,993 ", 1 
 STP , Urban ," 1,974 "," 26,679 ", 0 
 SWZ , Rural ," 1,974 "," 426,559 ", 1 
 SWZ , Urban ," 1,974 "," 66,429 ", 0 
 SYC , Rural ," 1,974 "," 32,401 ", 1 
 SYC , Urban ," 1,974 "," 27,339 ", 0 
 TCD , Rural ," 1,974 "," 3,488,883 ", 1 
 TCD , Urban ," 1,974 "," 589,473 ", 0 
 TGO , Rural ," 1,974 "," 1,935,559 ", 1 
 TGO , Urban ," 1,974 "," 576,201 ", 0 
 TZA , Rural ," 1,974 "," 13,988,152 ", 1 
 TZA , Urban ," 1,974 "," 1,573,478 ", 0 
 UGA , Rural ," 1,974 "," 10,696,341 ", 1 
 UGA , Urban ," 1,974 "," 728,505 ", 0 
 ZAF , Rural ," 1,974 "," 12,990,019 ", 1 
 ZAF , Urban ," 1,974 "," 11,999,089 ", 0 
 ZMB , Rural ," 1,974 "," 3,116,395 ", 1 
 ZMB , Urban ," 1,974 "," 1,726,351 ", 0 
 ZWE , Rural ," 1,974 "," 4,764,972 ", 1 
 ZWE , Urban ," 1,974 "," 1,143,356 ", 0 
 AFE , Rural ," 1,975 "," 160,827,924 ", 1 
 AFE , Urban ," 1,975 "," 38,084,595 ", 0 
 AFW , Rural ," 1,975 "," 105,879,148 ", 1 
 AFW , Urban ," 1,975 "," 32,690,769 ", 0 
 AGO , Rural ," 1,975 "," 5,585,912 ", 1 
 AGO , Urban ," 1,975 "," 1,257,034 ", 0 
 BDI , Rural ," 1,975 "," 3,661,081 ", 1 
 BDI , Urban ," 1,975 "," 135,531 ", 0 
 BEN , Rural ," 1,975 "," 2,657,055 ", 1 
 BEN , Urban ," 1,975 "," 788,352 ", 0 
 BFA , Rural ," 1,975 "," 5,755,148 ", 1 
 BFA , Urban ," 1,975 "," 392,421 ", 0 
 BWA , Rural ," 1,975 "," 633,103 ", 1 
 BWA , Urban ," 1,975 "," 87,277 ", 0 
 CAF , Rural ," 1,975 "," 1,518,046 ", 1 
 CAF , Urban ," 1,975 "," 795,870 ", 0 
 CIV , Rural ," 1,975 "," 4,594,858 ", 1 
 CIV , Urban ," 1,975 "," 2,181,439 ", 0 
 CMR , Rural ," 1,975 "," 5,386,755 ", 1 
 CMR , Urban ," 1,975 "," 2,010,365 ", 0 
 COD , Rural ," 1,975 "," 17,184,350 ", 1 
 COD , Urban ," 1,975 "," 5,836,751 ", 0 
 COG , Rural ," 1,975 "," 972,253 ", 1 
 COG , Urban ," 1,975 "," 654,779 ", 0 
 COM , Rural ," 1,975 "," 225,974 ", 1 
 COM , Urban ," 1,975 "," 61,718 ", 0 
 CPV , Rural ," 1,975 "," 240,285 ", 1 
 CPV , Urban ," 1,975 "," 65,562 ", 0 
 ERI , Rural ," 1,975 "," 1,216,888 ", 1 
 ERI , Urban ," 1,975 "," 191,322 ", 0 
 ETH , Rural ," 1,975 "," 28,733,742 ", 1 
 ETH , Urban ," 1,975 "," 2,989,510 ", 0 
 GAB , Rural ," 1,975 "," 371,635 ", 1 
 GAB , Urban ," 1,975 "," 290,562 ", 0 
 GHA , Rural ," 1,975 "," 7,190,968 ", 1 
 GHA , Urban ," 1,975 "," 3,103,340 ", 0 
 GIN , Rural ," 1,975 "," 3,664,333 ", 1 
 GIN , Urban ," 1,975 "," 989,543 ", 0 
 GMB , Rural ," 1,975 "," 493,278 ", 1 
 GMB , Urban ," 1,975 "," 113,542 ", 0 
 GNB , Rural ," 1,975 "," 548,893 ", 1 
 GNB , Urban ," 1,975 "," 102,073 ", 0 
 GNQ , Rural ," 1,975 "," 212,405 ", 1 
 GNQ , Urban ," 1,975 "," 75,497 ", 0 
 KEN , Rural ," 1,975 "," 11,730,688 ", 1 
 KEN , Urban ," 1,975 "," 1,780,982 ", 0 
 LBR , Rural ," 1,975 "," 1,161,567 ", 1 
 LBR , Urban ," 1,975 "," 509,346 ", 0 
 LSO , Rural ," 1,975 "," 1,078,528 ", 1 
 LSO , Urban ," 1,975 "," 135,115 ", 0 
 MDG , Rural ," 1,975 "," 6,461,289 ", 1 
 MDG , Urban ," 1,975 "," 1,278,047 ", 0 
 MLI , Rural ," 1,975 "," 5,980,959 ", 1 
 MLI , Urban ," 1,975 "," 856,302 ", 0 
 MOZ , Rural ," 1,975 "," 8,582,773 ", 1 
 MOZ , Urban ," 1,975 "," 958,045 ", 0 
 MRT , Rural ," 1,975 "," 1,011,171 ", 1 
 MRT , Urban ," 1,975 "," 266,159 ", 0 
 MUS , Rural ," 1,975 "," 500,299 ", 1 
 MUS , Urban ," 1,975 "," 387,724 ", 0 
 MWI , Rural ," 1,975 "," 4,877,265 ", 1 
 MWI , Urban ," 1,975 "," 410,101 ", 0 
 NAM , Rural ," 1,975 "," 658,063 ", 1 
 NAM , Urban ," 1,975 "," 222,969 ", 0 
 NER , Rural ," 1,975 "," 4,680,615 ", 1 
 NER , Urban ," 1,975 "," 636,404 ", 0 
 NGA , Rural ," 1,975 "," 48,385,039 ", 1 
 NGA , Urban ," 1,975 "," 15,025,776 ", 0 
 RWA , Rural ," 1,975 "," 4,414,783 ", 1 
 RWA , Urban ," 1,975 "," 192,945 ", 0 
 SDN , Rural ," 1,975 "," 11,391,267 ", 1 
 SDN , Urban ," 1,975 "," 2,673,531 ", 0 
 SEN , Rural ," 1,975 "," 3,415,686 ", 1 
 SEN , Urban ," 1,975 "," 1,755,124 ", 0 
 SLE , Rural ," 1,975 "," 2,147,737 ", 1 
 SLE , Urban ," 1,975 "," 826,919 ", 0 
 SOM , Rural ," 1,975 "," 3,170,468 ", 1 
 SOM , Urban ," 1,975 "," 1,087,068 ", 0 
 SSA , Rural ," 1,975 "," 266,707,072 ", 1 
 SSA , Urban ," 1,975 "," 70,775,364 ", 0 
 SSD , Rural ," 1,975 "," 3,496,803 ", 1 
 SSD , Urban ," 1,975 "," 324,691 ", 0 
 STP , Rural ," 1,975 "," 59,144 ", 1 
 STP , Urban ," 1,975 "," 27,564 ", 0 
 SWZ , Rural ," 1,975 "," 435,022 ", 1 
 SWZ , Urban ," 1,975 "," 72,650 ", 0 
 SYC , Rural ," 1,975 "," 32,082 ", 1 
 SYC , Urban ," 1,975 "," 29,136 ", 0 
 TCD , Rural ," 1,975 "," 3,514,365 ", 1 
 TCD , Urban ," 1,975 "," 652,869 ", 0 
 TGO , Rural ," 1,975 "," 1,976,097 ", 1 
 TGO , Urban ," 1,975 "," 598,525 ", 0 
 TZA , Rural ," 1,975 "," 14,338,716 ", 1 
 TZA , Urban ," 1,975 "," 1,799,644 ", 0 
 UGA , Rural ," 1,975 "," 10,972,797 ", 1 
 UGA , Urban ," 1,975 "," 752,443 ", 0 
 ZAF , Rural ," 1,975 "," 13,342,006 ", 1 
 ZAF , Urban ," 1,975 "," 12,348,934 ", 0 
 ZMB , Rural ," 1,975 "," 3,155,418 ", 1 
 ZMB , Urban ," 1,975 "," 1,834,668 ", 0 
 ZWE , Rural ," 1,975 "," 4,889,466 ", 1 
 ZWE , Urban ," 1,975 "," 1,209,192 ", 0 
 AFE , Rural ," 1,976 "," 164,873,303 ", 1 
 AFE , Urban ," 1,976 "," 39,925,256 ", 0 
 AFW , Rural ," 1,976 "," 107,738,606 ", 1 
 AFW , Urban ," 1,976 "," 34,598,663 ", 0 
 AGO , Rural ," 1,976 "," 5,702,290 ", 1 
 AGO , Urban ," 1,976 "," 1,372,374 ", 0 
 BDI , Rural ," 1,976 "," 3,738,255 ", 1 
 BDI , Urban ," 1,976 "," 144,371 ", 0 
 BEN , Rural ," 1,976 "," 2,689,540 ", 1 
 BEN , Urban ," 1,976 "," 842,656 ", 0 
 BFA , Rural ," 1,976 "," 5,869,919 ", 1 
 BFA , Urban ," 1,976 "," 410,716 ", 0 
 BWA , Rural ," 1,976 "," 663,154 ", 1 
 BWA , Urban ," 1,976 "," 95,354 ", 0 
 CAF , Rural ," 1,976 "," 1,530,283 ", 1 
 CAF , Urban ," 1,976 "," 818,283 ", 0 
 CIV , Rural ," 1,976 "," 4,681,466 ", 1 
 CIV , Urban ," 1,976 "," 2,376,492 ", 0 
 CMR , Rural ," 1,976 "," 5,442,586 ", 1 
 CMR , Urban ," 1,976 "," 2,155,376 ", 0 
 COD , Rural ," 1,976 "," 17,566,529 ", 1 
 COD , Urban ," 1,976 "," 6,057,502 ", 0 
 COG , Rural ," 1,976 "," 980,106 ", 1 
 COG , Urban ," 1,976 "," 687,119 ", 0 
 COM , Rural ," 1,976 "," 232,749 ", 1 
 COM , Urban ," 1,976 "," 64,789 ", 0 
 CPV , Rural ," 1,976 "," 242,259 ", 1 
 CPV , Urban ," 1,976 "," 67,196 ", 0 
 ERI , Rural ," 1,976 "," 1,245,497 ", 1 
 ERI , Urban ," 1,976 "," 198,310 ", 0 
 ETH , Rural ," 1,976 "," 29,409,007 ", 1 
 ETH , Urban ," 1,976 "," 3,125,411 ", 0 
 GAB , Rural ," 1,976 "," 363,523 ", 1 
 GAB , Urban ," 1,976 "," 314,105 ", 0 
 GHA , Rural ," 1,976 "," 7,382,851 ", 1 
 GHA , Urban ," 1,976 "," 3,212,062 ", 0 
 GIN , Rural ," 1,976 "," 3,684,975 ", 1 
 GIN , Urban ," 1,976 "," 1,042,047 ", 0 
 GMB , Rural ," 1,976 "," 498,544 ", 1 
 GMB , Urban ," 1,976 "," 127,122 ", 0 
 GNB , Rural ," 1,976 "," 583,948 ", 1 
 GNB , Urban ," 1,976 "," 110,242 ", 0 
 GNQ , Rural ," 1,976 "," 207,320 ", 1 
 GNQ , Urban ," 1,976 "," 73,711 ", 0 
 KEN , Rural ," 1,976 "," 12,022,698 ", 1 
 KEN , Urban ," 1,976 "," 1,934,925 ", 0 
 LBR , Rural ," 1,976 "," 1,175,807 ", 1 
 LBR , Urban ," 1,976 "," 541,253 ", 0 
 LSO , Rural ," 1,976 "," 1,112,872 ", 1 
 LSO , Urban ," 1,976 "," 140,342 ", 0 
