iso3cd,hazard,sector,subsector,climate_scenario,risk_metric_abbr,Loss,RP,pop,cap_stock_capita,gdp_capita,
BFA,Flood,Ports and Airports,Airports,Existing climate,PML,580,5000,19751474.22,1941.55230026714,718.952071,
BFA,Flood,Ports and Airports,Airports,Existing climate,PML,578,100,19751474.22,1941.55230026714,718.952071,
BFA,Flood,Ports and Airports,Airports,Existing climate,PML,532,50,19751474.22,1941.55230026714,718.952071,
BFA,Flood,Ports and Airports,Airports,Existing climate,PML,381,25,19751474.22,1941.55230026714,718.952071,
BFA,Flood,Ports and Airports,Airports,Existing climate,PML,177,10,19751474.22,1941.55230026714,718.952071,
BFA,Flood,Ports and Airports,Airports,Existing climate,AAL,78.8,,19751474.22,1941.55230026714,718.952071,
BFA,Flood,Ports and Airports,Ports,Existing climate,AAL,0,,19751474.22,1941.55230026714,718.952071,
BWA,Flood,Ports and Airports,Airports,Existing climate,PML,149988,5000,2254031.04,28552.3820637911,7174.239599,
BWA,Flood,Ports and Airports,Airports,Existing climate,PML,146514.2,2500,2254031.04,28552.3820637911,7174.239599,
BWA,Flood,Ports and Airports,Airports,Existing climate,PML,142263.1,1000,2254031.04,28552.3820637911,7174.239599,
BWA,Flood,Ports and Airports,Airports,Existing climate,PML,139288.8,500,2254031.04,28552.3820637911,7174.239599,
BWA,Flood,Ports and Airports,Airports,Existing climate,PML,136508.2,250,2254031.04,28552.3820637911,7174.239599,
BWA,Flood,Ports and Airports,Airports,Existing climate,PML,132668.4,100,2254031.04,28552.3820637911,7174.239599,
BWA,Flood,Ports and Airports,Airports,Existing climate,PML,120833.9,50,2254031.04,28552.3820637911,7174.239599,
BWA,Flood,Ports and Airports,Airports,Existing climate,PML,87349.9,25,2254031.04,28552.3820637911,7174.239599,
BWA,Flood,Ports and Airports,Airports,Existing climate,PML,42642.3,10,2254031.04,28552.3820637911,7174.239599,
BWA,Flood,Ports and Airports,Airports,Existing climate,AAL,19808.1,,2254031.04,28552.3820637911,7174.239599,
BWA,Flood,Ports and Airports,Ports,Existing climate,AAL,0,,2254031.04,28552.3820637911,7174.239599,
CAF,Flood,Ports and Airports,Airports,Existing climate,PML,2135.6,5000,4666373.55,2427.51710892702,412.678426,
CAF,Flood,Ports and Airports,Airports,Existing climate,PML,2053.7,2500,4666373.55,2427.51710892702,412.678426,
CAF,Flood,Ports and Airports,Airports,Existing climate,PML,1957.8,1000,4666373.55,2427.51710892702,412.678426,
CAF,Flood,Ports and Airports,Airports,Existing climate,PML,1894.9,500,4666373.55,2427.51710892702,412.678426,
CAF,Flood,Ports and Airports,Airports,Existing climate,PML,1837.9,250,4666373.55,2427.51710892702,412.678426,
CAF,Flood,Ports and Airports,Airports,Existing climate,PML,1766,100,4666373.55,2427.51710892702,412.678426,
CAF,Flood,Ports and Airports,Airports,Existing climate,PML,1599.2,50,4666373.55,2427.51710892702,412.678426,
CAF,Flood,Ports and Airports,Airports,Existing climate,PML,1155.6,25,4666373.55,2427.51710892702,412.678426,
CAF,Flood,Ports and Airports,Airports,Existing climate,PML,566.9,10,4666373.55,2427.51710892702,412.678426,
CAF,Flood,Ports and Airports,Airports,Existing climate,AAL,264.1,,4666373.55,2427.51710892702,412.678426,
CAF,Flood,Ports and Airports,Ports,Existing climate,AAL,0,,4666373.55,2427.51710892702,412.678426,
CIV,Flood,Ports and Airports,Ports,Existing climate,PML,601791.5,250,25069221.21,4073.40661586096,2246.114545,
CIV,Flood,Ports and Airports,Ports,Existing climate,PML,601791.5,500,25069221.21,4073.40661586096,2246.114545,
CIV,Flood,Ports and Airports,Ports,Existing climate,PML,601791.5,1000,25069221.21,4073.40661586096,2246.114545,
CIV,Flood,Ports and Airports,Ports,Existing climate,PML,601791.5,2500,25069221.21,4073.40661586096,2246.114545,
CIV,Flood,Ports and Airports,Ports,Existing climate,PML,601791.5,5000,25069221.21,4073.40661586096,2246.114545,
CIV,Flood,Ports and Airports,Ports,Existing climate,PML,599569.2,100,25069221.21,4073.40661586096,2246.114545,
CIV,Flood,Ports and Airports,Ports,Existing climate,PML,552368.7,50,25069221.21,4073.40661586096,2246.114545,
CIV,Flood,Ports and Airports,Ports,Existing climate,PML,395945.4,25,25069221.21,4073.40661586096,2246.114545,
CIV,Flood,Ports and Airports,Ports,Existing climate,PML,184291.7,10,25069221.21,4073.40661586096,2246.114545,
CIV,Flood,Ports and Airports,Ports,Existing climate,AAL,82471.7,,25069221.21,4073.40661586096,2246.114545,
CIV,Flood,Ports and Airports,Airports,Existing climate,PML,19600.8,5000,25069221.21,4073.40661586096,2246.114545,
CIV,Flood,Ports and Airports,Airports,Existing climate,PML,19197.9,2500,25069221.21,4073.40661586096,2246.114545,
CIV,Flood,Ports and Airports,Airports,Existing climate,PML,18701,1000,25069221.21,4073.40661586096,2246.114545,
CIV,Flood,Ports and Airports,Airports,Existing climate,PML,18352.1,500,25069221.21,4073.40661586096,2246.114545,
CIV,Flood,Ports and Airports,Airports,Existing climate,PML,18023.1,250,25069221.21,4073.40661586096,2246.114545,
CIV,Flood,Ports and Airports,Airports,Existing climate,PML,17560.2,100,25069221.21,4073.40661586096,2246.114545,
CIV,Flood,Ports and Airports,Airports,Existing climate,PML,16011.5,50,25069221.21,4073.40661586096,2246.114545,
CIV,Flood,Ports and Airports,Airports,Existing climate,PML,11567.2,25,25069221.21,4073.40661586096,2246.114545,
CIV,Flood,Ports and Airports,Airports,Existing climate,PML,5626.8,10,25069221.21,4073.40661586096,2246.114545,
CIV,Flood,Ports and Airports,Airports,Existing climate,AAL,2607.2,,25069221.21,4073.40661586096,2246.114545,
CIV,Flood,Ports and Airports,Ports,Existing climate,AAL,0,,25069221.21,4073.40661586096,2246.114545,
CMR,Flood,Ports and Airports,Ports,Existing climate,PML,3517087.7,5000,25216291.98,4391.77957244739,1382.053697,
CMR,Flood,Ports and Airports,Ports,Existing climate,PML,3013805.7,2500,25216291.98,4391.77957244739,1382.053697,
CMR,Flood,Ports and Airports,Ports,Existing climate,PML,2496139.6,1000,25216291.98,4391.77957244739,1382.053697,
CMR,Flood,Ports and Airports,Ports,Existing climate,PML,2192753.9,500,25216291.98,4391.77957244739,1382.053697,
CMR,Flood,Ports and Airports,Ports,Existing climate,PML,1949237.1,250,25216291.98,4391.77957244739,1382.053697,
CMR,Flood,Ports and Airports,Ports,Existing climate,PML,1695785.2,100,25216291.98,4391.77957244739,1382.053697,
CMR,Flood,Ports and Airports,Ports,Existing climate,PML,1462206.3,50,25216291.98,4391.77957244739,1382.053697,
CMR,Flood,Ports and Airports,Ports,Existing climate,PML,1053684.5,25,25216291.98,4391.77957244739,1382.053697,
CMR,Flood,Ports and Airports,Ports,Existing climate,PML,700807.2,250,25216291.98,4391.77957244739,1382.053697,
CMR,Flood,Ports and Airports,Ports,Existing climate,PML,700807.2,500,25216291.98,4391.77957244739,1382.053697,
CMR,Flood,Ports and Airports,Ports,Existing climate,PML,700807.2,1000,25216291.98,4391.77957244739,1382.053697,
CMR,Flood,Ports and Airports,Ports,Existing climate,PML,700807.2,2500,25216291.98,4391.77957244739,1382.053697,
CMR,Flood,Ports and Airports,Ports,Existing climate,PML,700807.2,5000,25216291.98,4391.77957244739,1382.053697,
CMR,Flood,Ports and Airports,Ports,Existing climate,PML,698223.9,100,25216291.98,4391.77957244739,1382.053697,
CMR,Flood,Ports and Airports,Ports,Existing climate,PML,643353.6,50,25216291.98,4391.77957244739,1382.053697,
CMR,Flood,Ports and Airports,Ports,Existing climate,PML,541729.1,10,25216291.98,4391.77957244739,1382.053697,
CMR,Flood,Ports and Airports,Ports,Existing climate,PML,461392.4,25,25216291.98,4391.77957244739,1382.053697,
CMR,Flood,Ports and Airports,Ports,Existing climate,AAL,263294.7,,25216291.98,4391.77957244739,1382.053697,
CMR,Flood,Ports and Airports,Ports,Existing climate,PML,214897.8,10,25216291.98,4391.77957244739,1382.053697,
CMR,Flood,Ports and Airports,Ports,Existing climate,AAL,96224,,25216291.98,4391.77957244739,1382.053697,
CMR,Flood,Ports and Airports,Airports,Existing climate,PML,10994.8,5000,25216291.98,4391.77957244739,1382.053697,
CMR,Flood,Ports and Airports,Airports,Existing climate,PML,10545.9,2500,25216291.98,4391.77957244739,1382.053697,
CMR,Flood,Ports and Airports,Airports,Existing climate,PML,10027,1000,25216291.98,4391.77957244739,1382.053697,
CMR,Flood,Ports and Airports,Airports,Existing climate,PML,9684.1,500,25216291.98,4391.77957244739,1382.053697,
CMR,Flood,Ports and Airports,Airports,Existing climate,PML,9379.1,250,25216291.98,4391.77957244739,1382.053697,
CMR,Flood,Ports and Airports,Airports,Existing climate,PML,8998.2,100,25216291.98,4391.77957244739,1382.053697,
CMR,Flood,Ports and Airports,Airports,Existing climate,PML,8144.4,50,25216291.98,4391.77957244739,1382.053697,
CMR,Flood,Ports and Airports,Airports,Existing climate,PML,5881.7,25,25216291.98,4391.77957244739,1382.053697,
CMR,Flood,Ports and Airports,Airports,Existing climate,PML,2883.9,10,25216291.98,4391.77957244739,1382.053697,
CMR,Flood,Ports and Airports,Airports,Existing climate,AAL,1344.2,,25216291.98,4391.77957244739,1382.053697,
COD,Flood,Ports and Airports,Ports,Existing climate,PML,3625748,5000,84068097.13,1152.46353769463,506.655585,
COD,Flood,Ports and Airports,Ports,Existing climate,PML,3438483.6,2500,84068097.13,1152.46353769463,506.655585,
COD,Flood,Ports and Airports,Ports,Existing climate,PML,3227649.7,1000,84068097.13,1152.46353769463,506.655585,
COD,Flood,Ports and Airports,Ports,Existing climate,PML,3092067.4,500,84068097.13,1152.46353769463,506.655585,
COD,Flood,Ports and Airports,Ports,Existing climate,PML,2974221,250,84068097.13,1152.46353769463,506.655585,
COD,Flood,Ports and Airports,Ports,Existing climate,PML,2833040.4,100,84068097.13,1152.46353769463,506.655585,
COD,Flood,Ports and Airports,Ports,Existing climate,PML,2558150.9,50,84068097.13,1152.46353769463,506.655585,
COD,Flood,Ports and Airports,Ports,Existing climate,PML,1853058.2,25,84068097.13,1152.46353769463,506.655585,
COD,Flood,Ports and Airports,Ports,Existing climate,PML,914529.1,10,84068097.13,1152.46353769463,506.655585,
COD,Flood,Ports and Airports,Ports,Existing climate,AAL,428942.4,,84068097.13,1152.46353769463,506.655585,
COD,Flood,Ports and Airports,Airports,Existing climate,PML,42745.1,5000,84068097.13,1152.46353769463,506.655585,
COD,Flood,Ports and Airports,Airports,Existing climate,PML,40480.7,2500,84068097.13,1152.46353769463,506.655585,
COD,Flood,Ports and Airports,Airports,Existing climate,PML,37944.5,1000,84068097.13,1152.46353769463,506.655585,
COD,Flood,Ports and Airports,Airports,Existing climate,PML,36320.8,500,84068097.13,1152.46353769463,506.655585,
COD,Flood,Ports and Airports,Airports,Existing climate,PML,34914.7,250,84068097.13,1152.46353769463,506.655585,
COD,Flood,Ports and Airports,Airports,Existing climate,PML,33236.9,100,84068097.13,1152.46353769463,506.655585,
COD,Flood,Ports and Airports,Airports,Existing climate,PML,29968.8,50,84068097.13,1152.46353769463,506.655585,
COD,Flood,Ports and Airports,Airports,Existing climate,PML,21622.1,25,84068097.13,1152.46353769463,506.655585,
COD,Flood,Ports and Airports,Airports,Existing climate,PML,10606.9,10,84068097.13,1152.46353769463,506.655585,
COD,Flood,Ports and Airports,Airports,Existing climate,AAL,4947.7,,84068097.13,1152.46353769463,506.655585,
COD,Flood,Ports and Airports,Ports,Existing climate,AAL,0,,84068097.13,1152.46353769463,506.655585,
COG,Flood,Ports and Airports,Airports,Existing climate,PML,33200.9,5000,5244365.35,18049.5764685156,1800.00183,
COG,Flood,Ports and Airports,Airports,Existing climate,PML,31750,2500,5244365.35,18049.5764685156,1800.00183,
COG,Flood,Ports and Airports,Airports,Existing climate,PML,30082.4,1000,5244365.35,18049.5764685156,1800.00183,
COG,Flood,Ports and Airports,Airports,Existing climate,PML,28986.9,500,5244365.35,18049.5764685156,1800.00183,
COG,Flood,Ports and Airports,Airports,Existing climate,PML,28016.1,250,5244365.35,18049.5764685156,1800.00183,
COG,Flood,Ports and Airports,Airports,Existing climate,PML,26817.6,100,5244365.35,18049.5764685156,1800.00183,
COG,Flood,Ports and Airports,Airports,Existing climate,PML,24246.6,50,5244365.35,18049.5764685156,1800.00183,
COG,Flood,Ports and Airports,Airports,Existing climate,PML,17516,25,5244365.35,18049.5764685156,1800.00183,
COG,Flood,Ports and Airports,Airports,Existing climate,PML,8603.3,10,5244365.35,18049.5764685156,1800.00183,
COG,Flood,Ports and Airports,Airports,Existing climate,AAL,4014.9,,5244365.35,18049.5764685156,1800.00183,
COG,Flood,Ports and Airports,Ports,Existing climate,AAL,0,,5244365.35,18049.5764685156,1800.00183,
ERI,Flood,Ports and Airports,Airports,Existing climate,PML,340,250,3452809.82,1832.50509759178,636.88092,
ERI,Flood,Ports and Airports,Airports,Existing climate,PML,340,500,3452809.82,1832.50509759178,636.88092,
ERI,Flood,Ports and Airports,Airports,Existing climate,PML,340,1000,3452809.82,1832.50509759178,636.88092,
ERI,Flood,Ports and Airports,Airports,Existing climate,PML,340,2500,3452809.82,1832.50509759178,636.88092,
ERI,Flood,Ports and Airports,Airports,Existing climate,PML,340,5000,3452809.82,1832.50509759178,636.88092,
ERI,Flood,Ports and Airports,Airports,Existing climate,PML,339,100,3452809.82,1832.50509759178,636.88092,
ERI,Flood,Ports and Airports,Airports,Existing climate,PML,312,50,3452809.82,1832.50509759178,636.88092,
ERI,Flood,Ports and Airports,Airports,Existing climate,PML,223,25,3452809.82,1832.50509759178,636.88092,
ERI,Flood,Ports and Airports,Airports,Existing climate,PML,104,10,3452809.82,1832.50509759178,636.88092,
ERI,Flood,Ports and Airports,Airports,Existing climate,AAL,46.2,,3452809.82,1832.50509759178,636.88092,
ERI,Flood,Ports and Airports,Ports,Existing climate,AAL,0,,3452809.82,1832.50509759178,636.88092,
ETH,Flood,Ports and Airports,Airports,Existing climate,PML,6790.7,5000,109224414.02,1832.50509759178,726.9864,
ETH,Flood,Ports and Airports,Airports,Existing climate,PML,6744.7,2500,109224414.02,1832.50509759178,726.9864,
ETH,Flood,Ports and Airports,Airports,Existing climate,PML,6684.7,1000,109224414.02,1832.50509759178,726.9864,
ETH,Flood,Ports and Airports,Airports,Existing climate,PML,6640.7,500,109224414.02,1832.50509759178,726.9864,
ETH,Flood,Ports and Airports,Airports,Existing climate,PML,6597.7,250,109224414.02,1832.50509759178,726.9864,
ETH,Flood,Ports and Airports,Airports,Existing climate,PML,6518.7,100,109224414.02,1832.50509759178,726.9864,
ETH,Flood,Ports and Airports,Airports,Existing climate,PML,5981.8,50,109224414.02,1832.50509759178,726.9864,
ETH,Flood,Ports and Airports,Airports,Existing climate,PML,4299.9,25,109224414.02,1832.50509759178,726.9864,
ETH,Flood,Ports and Airports,Airports,Existing climate,PML,2041,10,109224414.02,1832.50509759178,726.9864,
ETH,Flood,Ports and Airports,Airports,Existing climate,AAL,928.1,,109224414.02,1832.50509759178,726.9864,
ETH,Flood,Ports and Airports,Ports,Existing climate,AAL,0,,109224414.02,1832.50509759178,726.9864,
GAB,Flood,Ports and Airports,Airports,Existing climate,PML,32512.3,5000,2119274.28,22512.987547753,7014.814133,
GAB,Flood,Ports and Airports,Airports,Existing climate,PML,30228,2500,2119274.28,22512.987547753,7014.814133,
GAB,Flood,Ports and Airports,Airports,Existing climate,PML,27748.7,1000,2119274.28,22512.987547753,7014.814133,
GAB,Flood,Ports and Airports,Airports,Existing climate,PML,26212.9,500,2119274.28,22512.987547753,7014.814133,
GAB,Flood,Ports and Airports,Airports,Existing climate,PML,24919.5,250,2119274.28,22512.987547753,7014.814133,
GAB,Flood,Ports and Airports,Airports,Existing climate,PML,23447.3,100,2119274.28,22512.987547753,7014.814133,
GAB,Flood,Ports and Airports,Airports,Existing climate,PML,21023.6,50,2119274.28,22512.987547753,7014.814133,
GAB,Flood,Ports and Airports,Airports,Existing climate,PML,15149,25,2119274.28,22512.987547753,7014.814133,
GAB,Flood,Ports and Airports,Airports,Existing climate,PML,7447.8,10,2119274.28,22512.987547753,7014.814133,
GAB,Flood,Ports and Airports,Airports,Existing climate,AAL,3482.7,,2119274.28,22512.987547753,7014.814133,
GAB,Flood,Ports and Airports,Ports,Existing climate,AAL,0,,2119274.28,22512.987547753,7014.814133,
GHA,Flood,Ports and Airports,Airports,Existing climate,AAL,0,,29767115.07,8787.5895342391,1995.278754,
GHA,Flood,Ports and Airports,Ports,Existing climate,AAL,0,,29767115.07,8787.5895342391,1995.278754,
GIN,Flood,Ports and Airports,Airports,Existing climate,PML,9731.4,5000,12414290.37,2545.01660732719,920.964167,
GIN,Flood,Ports and Airports,Airports,Existing climate,PML,9267.1,2500,12414290.37,2545.01660732719,920.964167,
GIN,Flood,Ports and Airports,Airports,Existing climate,PML,8740.7,1000,12414290.37,2545.01660732719,920.964167,
GIN,Flood,Ports and Airports,Airports,Existing climate,PML,8398.1,500,12414290.37,2545.01660732719,920.964167,
GIN,Flood,Ports and Airports,Airports,Existing climate,PML,8098.5,250,12414290.37,2545.01660732719,920.964167,
GIN,Flood,Ports and Airports,Airports,Existing climate,PML,7733.9,100,12414290.37,2545.01660732719,920.964167,
GIN,Flood,Ports and Airports,Airports,Existing climate,PML,6983.6,50,12414290.37,2545.01660732719,920.964167,
GIN,Flood,Ports and Airports,Airports,Existing climate,PML,5042.2,25,12414290.37,2545.01660732719,920.964167,
GIN,Flood,Ports and Airports,Airports,Existing climate,PML,2474.6,10,12414290.37,2545.01660732719,920.964167,
GIN,Flood,Ports and Airports,Airports,Existing climate,AAL,1154.6,,12414290.37,2545.01660732719,920.964167,
GIN,Flood,Ports and Airports,Ports,Existing climate,AAL,0,,12414290.37,2545.01660732719,920.964167,
GMB,Flood,Ports and Airports,Airports,Existing climate,AAL,0,,2280092.17,1594.45095530779,692.631359,
GMB,Flood,Ports and Airports,Ports,Existing climate,AAL,0,,2280092.17,1594.45095530779,692.631359,
GNB,Flood,Ports and Airports,Airports,Existing climate,PML,106,100,1874306.09,993.116007318511,650.112237,
GNB,Flood,Ports and Airports,Airports,Existing climate,PML,106,250,1874306.09,993.116007318511,650.112237,
GNB,Flood,Ports and Airports,Airports,Existing climate,PML,106,500,1874306.09,993.116007318511,650.112237,
GNB,Flood,Ports and Airports,Airports,Existing climate,PML,106,1000,1874306.09,993.116007318511,650.112237,
GNB,Flood,Ports and Airports,Airports,Existing climate,PML,106,2500,1874306.09,993.116007318511,650.112237,
GNB,Flood,Ports and Airports,Airports,Existing climate,PML,106,5000,1874306.09,993.116007318511,650.112237,
GNB,Flood,Ports and Airports,Airports,Existing climate,PML,97,50,1874306.09,993.116007318511,650.112237,
GNB,Flood,Ports and Airports,Airports,Existing climate,PML,70,25,1874306.09,993.116007318511,650.112237,
GNB,Flood,Ports and Airports,Airports,Existing climate,PML,32,10,1874306.09,993.116007318511,650.112237,
GNB,Flood,Ports and Airports,Airports,Existing climate,AAL,14.4,,1874306.09,993.116007318511,650.112237,
GNB,Flood,Ports and Airports,Ports,Existing climate,AAL,0,,1874306.09,993.116007318511,650.112237,
GNQ,Flood,Ports and Airports,Ports,Existing climate,PML,888875.5,250,1308965.76,22512.987547753,8117.980387,
GNQ,Flood,Ports and Airports,Ports,Existing climate,PML,888875.5,500,1308965.76,22512.987547753,8117.980387,
GNQ,Flood,Ports and Airports,Ports,Existing climate,PML,888875.5,1000,1308965.76,22512.987547753,8117.980387,
GNQ,Flood,Ports and Airports,Ports,Existing climate,PML,888875.5,2500,1308965.76,22512.987547753,8117.980387,
GNQ,Flood,Ports and Airports,Ports,Existing climate,PML,888875.5,5000,1308965.76,22512.987547753,8117.980387,
GNQ,Flood,Ports and Airports,Ports,Existing climate,PML,885586.7,100,1308965.76,22512.987547753,8117.980387,
GNQ,Flood,Ports and Airports,Ports,Existing climate,PML,855054,250,1308965.76,22512.987547753,8117.980387,
GNQ,Flood,Ports and Airports,Ports,Existing climate,PML,855054,500,1308965.76,22512.987547753,8117.980387,
GNQ,Flood,Ports and Airports,Ports,Existing climate,PML,855054,1000,1308965.76,22512.987547753,8117.980387,
GNQ,Flood,Ports and Airports,Ports,Existing climate,PML,855054,2500,1308965.76,22512.987547753,8117.980387,
GNQ,Flood,Ports and Airports,Ports,Existing climate,PML,855054,5000,1308965.76,22512.987547753,8117.980387,
GNQ,Flood,Ports and Airports,Ports,Existing climate,PML,851919,100,1308965.76,22512.987547753,8117.980387,
GNQ,Flood,Ports and Airports,Ports,Existing climate,PML,815735.2,50,1308965.76,22512.987547753,8117.980387,
GNQ,Flood,Ports and Airports,Ports,Existing climate,PML,785279.9,50,1308965.76,22512.987547753,8117.980387,
GNQ,Flood,Ports and Airports,Ports,Existing climate,PML,584409.2,25,1308965.76,22512.987547753,8117.980387,
GNQ,Flood,Ports and Airports,Ports,Existing climate,PML,563917.5,25,1308965.76,22512.987547753,8117.980387,
GNQ,Flood,Ports and Airports,Ports,Existing climate,PML,271811.2,10,1308965.76,22512.987547753,8117.980387,
GNQ,Flood,Ports and Airports,Ports,Existing climate,PML,263117.9,10,1308965.76,22512.987547753,8117.980387,
GNQ,Flood,Ports and Airports,Ports,Existing climate,AAL,121558.4,,1308965.76,22512.987547753,8117.980387,
GNQ,Flood,Ports and Airports,Ports,Existing climate,AAL,117999,,1308965.76,22512.987547753,8117.980387,
GNQ,Flood,Ports and Airports,Airports,Existing climate,PML,2704.9,5000,1308965.76,22512.987547753,8117.980387,
GNQ,Flood,Ports and Airports,Airports,Existing climate,PML,2659.9,2500,1308965.76,22512.987547753,8117.980387,
GNQ,Flood,Ports and Airports,Airports,Existing climate,PML,2603.9,1000,1308965.76,22512.987547753,8117.980387,
GNQ,Flood,Ports and Airports,Airports,Existing climate,PML,2563.9,500,1308965.76,22512.987547753,8117.980387,
GNQ,Flood,Ports and Airports,Airports,Existing climate,PML,2525.9,250,1308965.76,22512.987547753,8117.980387,
GNQ,Flood,Ports and Airports,Airports,Existing climate,PML,2469.9,100,1308965.76,22512.987547753,8117.980387,
GNQ,Flood,Ports and Airports,Airports,Existing climate,PML,2255.9,50,1308965.76,22512.987547753,8117.980387,
GNQ,Flood,Ports and Airports,Airports,Existing climate,PML,1628.9,25,1308965.76,22512.987547753,8117.980387,
GNQ,Flood,Ports and Airports,Airports,Existing climate,PML,789,10,1308965.76,22512.987547753,8117.980387,
GNQ,Flood,Ports and Airports,Airports,Existing climate,AAL,364.8,,1308965.76,22512.987547753,8117.980387,
KEN,Flood,Ports and Airports,Airports,Existing climate,PML,229846.5,5000,51392568.68,3566.22409411802,1559.244588,
KEN,Flood,Ports and Airports,Airports,Existing climate,PML,219990.6,2500,51392568.68,3566.22409411802,1559.244588,
KEN,Flood,Ports and Airports,Airports,Existing climate,PML,208679.3,1000,51392568.68,3566.22409411802,1559.244588,
KEN,Flood,Ports and Airports,Airports,Existing climate,PML,201259.8,500,51392568.68,3566.22409411802,1559.244588,
KEN,Flood,Ports and Airports,Airports,Existing climate,PML,194699.5,250,51392568.68,3566.22409411802,1559.244588,
KEN,Flood,Ports and Airports,Airports,Existing climate,PML,186582.1,100,51392568.68,3566.22409411802,1559.244588,
KEN,Flood,Ports and Airports,Airports,Existing climate,PML,168781.5,50,51392568.68,3566.22409411802,1559.244588,
KEN,Flood,Ports and Airports,Airports,Existing climate,PML,121865.2,25,51392568.68,3566.22409411802,1559.244588,
KEN,Flood,Ports and Airports,Airports,Existing climate,PML,59722.6,10,51392568.68,3566.22409411802,1559.244588,
KEN,Flood,Ports and Airports,Ports,Existing climate,PML,40873.9,5000,51392568.68,3566.22409411802,1559.244588,
KEN,Flood,Ports and Airports,Ports,Existing climate,PML,38239.6,2500,51392568.68,3566.22409411802,1559.244588,
KEN,Flood,Ports and Airports,Ports,Existing climate,PML,35381.4,1000,51392568.68,3566.22409411802,1559.244588,
KEN,Flood,Ports and Airports,Ports,Existing climate,PML,33610.9,500,51392568.68,3566.22409411802,1559.244588,
KEN,Flood,Ports and Airports,Ports,Existing climate,PML,32120.2,250,51392568.68,3566.22409411802,1559.244588,
KEN,Flood,Ports and Airports,Ports,Existing climate,PML,30409.6,100,51392568.68,3566.22409411802,1559.244588,
KEN,Flood,Ports and Airports,Airports,Existing climate,AAL,27825.8,,51392568.68,3566.22409411802,1559.244588,
KEN,Flood,Ports and Airports,Ports,Existing climate,PML,27347.3,50,51392568.68,3566.22409411802,1559.244588,
KEN,Flood,Ports and Airports,Ports,Existing climate,PML,19683.6,25,51392568.68,3566.22409411802,1559.244588,
KEN,Flood,Ports and Airports,Ports,Existing climate,PML,9612.7,10,51392568.68,3566.22409411802,1559.244588,
KEN,Flood,Ports and Airports,Ports,Existing climate,AAL,4471.8,,51392568.68,3566.22409411802,1559.244588,
KEN,Flood,Ports and Airports,Ports,Existing climate,AAL,0,,51392568.68,3566.22409411802,1559.244588,
LBR,Flood,Ports and Airports,Ports,Existing climate,PML,33293.4,250,4818976.98,1884.46941990844,571.765973,
LBR,Flood,Ports and Airports,Ports,Existing climate,PML,33293.4,500,4818976.98,1884.46941990844,571.765973,
LBR,Flood,Ports and Airports,Ports,Existing climate,PML,33293.4,1000,4818976.98,1884.46941990844,571.765973,
LBR,Flood,Ports and Airports,Ports,Existing climate,PML,33293.4,2500,4818976.98,1884.46941990844,571.765973,
LBR,Flood,Ports and Airports,Ports,Existing climate,PML,33293.4,5000,4818976.98,1884.46941990844,571.765973,
LBR,Flood,Ports and Airports,Ports,Existing climate,PML,33169.8,100,4818976.98,1884.46941990844,571.765973,
LBR,Flood,Ports and Airports,Ports,Existing climate,PML,30538.4,50,4818976.98,1884.46941990844,571.765973,
LBR,Flood,Ports and Airports,Ports,Existing climate,PML,21845.2,25,4818976.98,1884.46941990844,571.765973,
LBR,Flood,Ports and Airports,Airports,Existing climate,PML,12186.9,5000,4818976.98,1884.46941990844,571.765973,
LBR,Flood,Ports and Airports,Airports,Existing climate,PML,11731.4,2500,4818976.98,1884.46941990844,571.765973,
LBR,Flood,Ports and Airports,Airports,Existing climate,PML,11200,1000,4818976.98,1884.46941990844,571.765973,
LBR,Flood,Ports and Airports,Airports,Existing climate,PML,10846.1,500,4818976.98,1884.46941990844,571.765973,
LBR,Flood,Ports and Airports,Airports,Existing climate,PML,10528,250,4818976.98,1884.46941990844,571.765973,
LBR,Flood,Ports and Airports,Ports,Existing climate,PML,10139.3,10,4818976.98,1884.46941990844,571.765973,
LBR,Flood,Ports and Airports,Airports,Existing climate,PML,10125.1,100,4818976.98,1884.46941990844,571.765973,
LBR,Flood,Ports and Airports,Airports,Existing climate,PML,9176.6,50,4818976.98,1884.46941990844,571.765973,
LBR,Flood,Ports and Airports,Airports,Existing climate,PML,6631.1,25,4818976.98,1884.46941990844,571.765973,
LBR,Flood,Ports and Airports,Ports,Existing climate,AAL,4526.2,,4818976.98,1884.46941990844,571.765973,
LBR,Flood,Ports and Airports,Airports,Existing climate,PML,3250.6,10,4818976.98,1884.46941990844,571.765973,
LBR,Flood,Ports and Airports,Airports,Existing climate,AAL,1514.5,,4818976.98,1884.46941990844,571.765973,
LBR,Flood,Ports and Airports,Ports,Existing climate,AAL,0,,4818976.98,1884.46941990844,571.765973,
LSO,Flood,Ports and Airports,Airports,Existing climate,PML,11420,5000,2108326.08,5440.348589265,1109.258627,
LSO,Flood,Ports and Airports,Airports,Existing climate,PML,10651.9,2500,2108326.08,5440.348589265,1109.258627,
LSO,Flood,Ports and Airports,Airports,Existing climate,PML,9811.8,1000,2108326.08,5440.348589265,1109.258627,
LSO,Flood,Ports and Airports,Airports,Existing climate,PML,9288.3,500,2108326.08,5440.348589265,1109.258627,
LSO,Flood,Ports and Airports,Airports,Existing climate,PML,8844.8,250,2108326.08,5440.348589265,1109.258627,
LSO,Flood,Ports and Airports,Airports,Existing climate,PML,8334.2,100,2108326.08,5440.348589265,1109.258627,
