iso3cd,hazard,sector,Loss,RP,Buildings_Loss,Total_AAL,Buildings_AAL,Scaling_Factor,CAP_Stock,GDP
COM,Combined,all_assets,"31,755,102",50,0,"3,728,175",2316569.9,0,"6,055,683,198","1,090,575,423"
COM,Combined,all_assets,"63,390,408",100,0,"3,728,175",2316569.9,0,"6,055,683,198","1,090,575,423"
COM,Combined,all_assets,"156,084,059",250,0,"3,728,175",2316569.9,0,"6,055,683,198","1,090,575,423"
COM,Combined,all_assets,"294,507,268",500,0,"3,728,175",2316569.9,0,"6,055,683,198","1,090,575,423"
COM,Combined,all_assets,"446,876,262",1000,0,"3,728,175",2316569.9,0,"6,055,683,198","1,090,575,423"
COM,Earthquake,all_assets,"6,629,622",10,4119437.7,"3,728,175",2316569.9,1.60935126542048,"6,055,683,198","1,090,575,423"
COM,Earthquake,all_assets,"15,899,611",25,9879515.6,"3,728,175",2316569.9,1.60935126542048,"6,055,683,198","1,090,575,423"
COM,Earthquake,all_assets,"31,759,930",50,19734616.7,"3,728,175",2316569.9,1.60935126542048,"6,055,683,198","1,090,575,423"
COM,Earthquake,all_assets,"63,363,276",100,39371936.4,"3,728,175",2316569.9,1.60935126542048,"6,055,683,198","1,090,575,423"
COM,Earthquake,all_assets,"155,950,820",250,96902909.2,"3,728,175",2316569.9,1.60935126542048,"6,055,683,198","1,090,575,423"
COM,Earthquake,all_assets,"294,245,550",500,182834883.1,"3,728,175",2316569.9,1.60935126542048,"6,055,683,198","1,090,575,423"
COM,Earthquake,all_assets,"446,887,439",1000,277681727,"3,728,175",2316569.9,1.60935126542048,"6,055,683,198","1,090,575,423"
CPV,Combined,all_assets,"1,005",10,0,"426,590",190495.6,0,"6,359,136,780","1,811,653,234"
CPV,Combined,all_assets,"1,798,952",25,0,"426,590",190495.6,0,"6,359,136,780","1,811,653,234"
CPV,Combined,all_assets,"3,595,276",50,0,"426,590",190495.6,0,"6,359,136,780","1,811,653,234"
CPV,Combined,all_assets,"7,194,988",100,0,"426,590",190495.6,0,"6,359,136,780","1,811,653,234"
CPV,Combined,all_assets,"16,172,075",250,0,"426,590",190495.6,0,"6,359,136,780","1,811,653,234"
CPV,Combined,all_assets,"30,491,117",500,0,"426,590",190495.6,0,"6,359,136,780","1,811,653,234"
CPV,Combined,all_assets,"48,432,872",1000,0,"426,590",190495.6,0,"6,359,136,780","1,811,653,234"
CPV,Earthquake,all_assets,0,10,0,"426,590",190495.6,2.23936720848146,"6,359,136,780","1,811,653,234"
CPV,Earthquake,all_assets,"1,796,213",25,802107.5,"426,590",190495.6,2.23936720848146,"6,359,136,780","1,811,653,234"
CPV,Earthquake,all_assets,"3,592,073",50,1604057.2,"426,590",190495.6,2.23936720848146,"6,359,136,780","1,811,653,234"
CPV,Earthquake,all_assets,"7,182,734",100,3207483.9,"426,590",190495.6,2.23936720848146,"6,359,136,780","1,811,653,234"
CPV,Earthquake,all_assets,"16,153,214",250,7213294.2,"426,590",190495.6,2.23936720848146,"6,359,136,780","1,811,653,234"
CPV,Earthquake,all_assets,"30,487,669",500,13614412.6,"426,590",190495.6,2.23936720848146,"6,359,136,780","1,811,653,234"
CPV,Earthquake,all_assets,"48,374,112",1000,21601688.2,"426,590",190495.6,2.23936720848146,"6,359,136,780","1,811,653,234"
ERI,Combined,all_assets,"11,850,423",10,0,"4,733,555",2944158.6,0,"6,327,291,596","2,199,028,695"
ERI,Combined,all_assets,"20,378,462",25,0,"4,733,555",2944158.6,0,"6,327,291,596","2,199,028,695"
ERI,Combined,all_assets,"25,199,840",50,0,"4,733,555",2944158.6,0,"6,327,291,596","2,199,028,695"
ERI,Combined,all_assets,"40,883,720",100,0,"4,733,555",2944158.6,0,"6,327,291,596","2,199,028,695"
ERI,Combined,all_assets,"92,180,435",250,0,"4,733,555",2944158.6,0,"6,327,291,596","2,199,028,695"
ERI,Combined,all_assets,"166,430,351",500,0,"4,733,555",2944158.6,0,"6,327,291,596","2,199,028,695"
ERI,Combined,all_assets,"246,398,347",1000,0,"4,733,555",2944158.6,0,"6,327,291,596","2,199,028,695"
ERI,Earthquake,all_assets,"2,805,070",10,1612396.4,"2,269,635",1304620,1.73969010133219,"6,327,291,596","2,199,028,695"
ERI,Earthquake,all_assets,"8,411,870",25,4835269,"2,269,635",1304620,1.73969010133219,"6,327,291,596","2,199,028,695"
ERI,Earthquake,all_assets,"16,813,728",50,9664783.4,"2,269,635",1304620,1.73969010133219,"6,327,291,596","2,199,028,695"
ERI,Earthquake,all_assets,"34,983,495",100,20109038.6,"2,269,635",1304620,1.73969010133219,"6,327,291,596","2,199,028,695"
ERI,Earthquake,all_assets,"86,442,269",250,49688314.5,"2,269,635",1304620,1.73969010133219,"6,327,291,596","2,199,028,695"
ERI,Earthquake,all_assets,"162,244,283",500,93260451,"2,269,635",1304620,1.73969010133219,"6,327,291,596","2,199,028,695"
ERI,Earthquake,all_assets,"241,299,344",1000,138702487.3,"2,269,635",1304620,1.73969010133219,"6,327,291,596","2,199,028,695"
ERI,Flood,all_assets,"7,266,506",10,4835269,"2,463,920",1639538.6,1.50281316951001,"6,327,291,596","2,199,028,695"
ERI,Flood,all_assets,"13,315,321",25,8860263.6,"2,463,920",1639538.6,1.50281316951001,"6,327,291,596","2,199,028,695"
ERI,Flood,all_assets,"19,358,139",50,12881267.8,"2,463,920",1639538.6,1.50281316951001,"6,327,291,596","2,199,028,695"
ERI,Flood,all_assets,"21,773,589",100,14488553.5,"2,463,920",1639538.6,1.50281316951001,"6,327,291,596","2,199,028,695"
ERI,Flood,all_assets,"22,980,955",250,15291957.4,"2,463,920",1639538.6,1.50281316951001,"6,327,291,596","2,199,028,695"
