iso3cd,hazard,sector,Loss,RP,Buildings_Loss,Total_AAL,Buildings_AAL,Scaling_Factor,GDP
CAF,Flood,all_assets,199863922.9768002,1000.0,145046605.1,20135148.4,14612616.799999999,1.3779289962630101,2220979146.1124053
CAF,Flood,all_assets,213646905.1001758,2500.0,155049284.6,20135148.4,14612616.799999999,1.3779289962630101,2220979146.1124053
CAF,Flood,all_assets,226162172.15364027,5000.0,164131949.3,20135148.4,14612616.799999999,1.3779289962630101,2220979146.1124053
CIV,Earthquake,all_assets,9512978.251254864,10.0,4090987.9,6206052.600000001,2668868.3000000003,2.3253498870663645,58522477786.68885
CIV,Earthquake,all_assets,24732533.480702408,25.0,10636048.2,6206052.600000001,2668868.3000000003,2.3253498870663645,58522477786.68885
CIV,Earthquake,all_assets,49461135.25981577,50.0,21270405.6,6206052.600000001,2668868.3000000003,2.3253498870663645,58522477786.68885
CIV,Earthquake,all_assets,97005092.32119678,100.0,41716342.5,6206052.600000001,2668868.3000000003,2.3253498870663645,58522477786.68885
CIV,Earthquake,all_assets,243349217.4073844,250.0,104650581.3,6206052.600000001,2668868.3000000003,2.3253498870663645,58522477786.68885
CIV,Earthquake,all_assets,457864820.7941707,500.0,196901474.2,6206052.600000001,2668868.3000000003,2.3253498870663645,58522477786.68885
CIV,Earthquake,all_assets,719438471.4792368,1000.0,309389342.0,6206052.600000001,2668868.3000000003,2.3253498870663645,58522477786.68885
CIV,Earthquake,all_assets,1301655032.0041637,2500.0,559767387.8,6206052.600000001,2668868.3000000003,2.3253498870663645,58522477786.68885
CIV,Earthquake,all_assets,2035751295.5713608,5000.0,875460207.9,6206052.600000001,2668868.3000000003,2.3253498870663645,58522477786.68885
CIV,Flood,all_assets,169341507.77993977,10.0,96480649.7,64923836.300000004,36989713.8,1.755186229637711,58522477786.68885
CIV,Flood,all_assets,345598756.111205,25.0,196901474.2,64923836.300000004,36989713.8,1.755186229637711,58522477786.68885
CIV,Flood,all_assets,478690769.34884053,50.0,272729332.8,64923836.300000004,36989713.8,1.755186229637711,58522477786.68885
CIV,Flood,all_assets,531599358.4346361,100.0,302873478.3,64923836.300000004,36989713.8,1.755186229637711,58522477786.68885
CIV,Flood,all_assets,558759352.3677497,250.0,318347616.3,64923836.300000004,36989713.8,1.755186229637711,58522477786.68885
CIV,Flood,all_assets,583055063.3337948,500.0,332189857.4,64923836.300000004,36989713.8,1.755186229637711,58522477786.68885
CIV,Flood,all_assets,610203131.303034,1000.0,347657200.7,64923836.300000004,36989713.8,1.755186229637711,58522477786.68885
CIV,Flood,all_assets,654483842.3584461,2500.0,372885698.0,64923836.300000004,36989713.8,1.755186229637711,58522477786.68885
CIV,Flood,all_assets,693037275.6108953,5000.0,394851135.4,64923836.300000004,36989713.8,1.755186229637711,58522477786.68885
CMR,Earthquake,all_assets,61779334.20017664,10.0,42246827.9,38044677.8,26016255.7,1.4623425537749462,39955552189.79499
CMR,Earthquake,all_assets,154380763.0638969,25.0,105570861.4,38044677.8,26016255.7,1.4623425537749462,39955552189.79499
CMR,Earthquake,all_assets,309721490.69491446,50.0,211798179.5,38044677.8,26016255.7,1.4623425537749462,39955552189.79499
CMR,Earthquake,all_assets,618538126.225487,100.0,422977588.0,38044677.8,26016255.7,1.4623425537749462,39955552189.79499
CMR,Earthquake,all_assets,1539598383.4715285,250.0,1052830186.4,38044677.8,26016255.7,1.4623425537749462,39955552189.79499
CMR,Earthquake,all_assets,2843195064.8426204,500.0,1944274313.5,38044677.8,26016255.7,1.4623425537749462,39955552189.79499
CMR,Earthquake,all_assets,4141002683.00553,1000.0,2831759680.6,38044677.8,26016255.7,1.4623425537749462,39955552189.79499
CMR,Earthquake,all_assets,6742311996.517654,2500.0,4610624220.1,38044677.8,26016255.7,1.4623425537749462,39955552189.79499
CMR,Earthquake,all_assets,9678282260.974596,5000.0,6618341397.5,38044677.8,26016255.7,1.4623425537749462,39955552189.79499
CMR,Flood,all_assets,282349960.43870616,10.0,198832214.1,105779851.9,74490685.7,1.4200413233677618,39955552189.79499
CMR,Flood,all_assets,574254345.1522706,25.0,404392700.2,105779851.9,74490685.7,1.4200413233677618,39955552189.79499
CMR,Flood,all_assets,795501343.2276613,50.0,560195911.3,105779851.9,74490685.7,1.4200413233677618,39955552189.79499
CMR,Flood,all_assets,881349373.1313218,100.0,620650511.1,105779851.9,74490685.7,1.4200413233677618,39955552189.79499
CMR,Flood,all_assets,923674561.9112407,250.0,650456114.7,105779851.9,74490685.7,1.4200413233677618,39955552189.79499
CMR,Flood,all_assets,960266019.308909,500.0,676223996.8,105779851.9,74490685.7,1.4200413233677618,39955552189.79499
CMR,Flood,all_assets,1001415772.717522,1000.0,705201853.1,105779851.9,74490685.7,1.4200413233677618,39955552189.79499
CMR,Flood,all_assets,1065393615.6981978,2500.0,750255361.0,105779851.9,74490685.7,1.4200413233677618,39955552189.79499
CMR,Flood,all_assets,1122482887.4946506,5000.0,790457903.6,105779851.9,74490685.7,1.4200413233677618,39955552189.79499
COD,Earthquake,all_assets,101649722.04526952,10.0,61543221.6,54924912.4,33253962.599999998,1.651680224118614,47568210009.81716
COD,Earthquake,all_assets,253250076.3862606,25.0,153328757.4,54924912.4,33253962.599999998,1.651680224118614,47568210009.81716
COD,Earthquake,all_assets,505906850.7371993,50.0,306298303.6,54924912.4,33253962.599999998,1.651680224118614,47568210009.81716
COD,Earthquake,all_assets,1010828928.5979413,100.0,612000382.3,54924912.4,33253962.599999998,1.651680224118614,47568210009.81716
COD,Earthquake,all_assets,2508771951.1248927,250.0,1518921105.0,54924912.4,33253962.599999998,1.651680224118614,47568210009.81716
COD,Earthquake,all_assets,4645607584.868756,500.0,2812655571.6,54924912.4,33253962.599999998,1.651680224118614,47568210009.81716
COD,Earthquake,all_assets,6729620598.165818,1000.0,4074408895.8,54924912.4,33253962.599999998,1.651680224118614,47568210009.81716
COD,Earthquake,all_assets,10852131525.035475,2500.0,6570358696.9,54924912.4,33253962.599999998,1.651680224118614,47568210009.81716
COD,Earthquake,all_assets,15422572612.074154,5000.0,9337505158.0,54924912.4,33253962.599999998,1.651680224118614,47568210009.81716
COD,Flood,all_assets,718737961.4557447,10.0,463934970.7,238931884.1,154227079.4,1.5492213496458132,47568210009.81716
COD,Flood,all_assets,1456867529.6434488,25.0,940386943.4,238931884.1,154227079.4,1.5492213496458132,47568210009.81716
COD,Flood,all_assets,2015577273.1504948,50.0,1301026011.3,238931884.1,154227079.4,1.5492213496458132,47568210009.81716
COD,Flood,all_assets,2239470818.97792,100.0,1445546060.6,238931884.1,154227079.4,1.5492213496458132,47568210009.81716
COD,Flood,all_assets,2365909322.500849,250.0,1527160288.0,238931884.1,154227079.4,1.5492213496458132,47568210009.81716
COD,Flood,all_assets,2474340346.009273,500.0,1597150947.2,238931884.1,154227079.4,1.5492213496458132,47568210009.81716
COD,Flood,all_assets,2601755964.042067,1000.0,1679395887.9,238931884.1,154227079.4,1.5492213496458132,47568210009.81716
COD,Flood,all_assets,2804012979.6180534,2500.0,1809949869.5,238931884.1,154227079.4,1.5492213496458132,47568210009.81716
COD,Flood,all_assets,2988104802.12231,5000.0,1928778481.4,238931884.1,154227079.4,1.5492213496458132,47568210009.81716
COG,Flood,all_assets,923206378.9282691,10.0,760556773.3,365387550.3,301013925.6,1.2138559688615282,14773900288.513496
COG,Flood,all_assets,1865293551.6126912,25.0,1536667940.4,365387550.3,301013925.6,1.2138559688615282,14773900288.513496
COG,Flood,all_assets,2572228762.6629744,50.0,2119055990.7,365387550.3,301013925.6,1.2138559688615282,14773900288.513496
COG,Flood,all_assets,2847915765.371668,100.0,2346172724.3,365387550.3,301013925.6,1.2138559688615282,14773900288.513496
COG,Flood,all_assets,2988076973.9376445,250.0,2461640466.9,365387550.3,301013925.6,1.2138559688615282,14773900288.513496
COG,Flood,all_assets,3104512900.5004454,500.0,2557562824.7,365387550.3,301013925.6,1.2138559688615282,14773900288.513496
COG,Flood,all_assets,3236766357.566572,1000.0,2666515995.8,365387550.3,301013925.6,1.2138559688615282,14773900288.513496
COG,Flood,all_assets,3442177983.576768,2500.0,2835738400.5,365387550.3,301013925.6,1.2138559688615282,14773900288.513496
COG,Flood,all_assets,3623734217.882669,5000.0,2985308233.3,365387550.3,301013925.6,1.2138559688615282,14773900288.513496
COM,Earthquake,all_assets,6629622.27531584,10.0,4119437.7,3728174.7,2316569.9000000004,1.609351265420482,1188797449.9602897
COM,Earthquake,all_assets,15899610.932601392,25.0,9879515.6,3728174.7,2316569.9000000004,1.609351265420482,1188797449.9602897
COM,Earthquake,all_assets,31759930.358733177,50.0,19734616.7,3728174.7,2316569.9000000004,1.609351265420482,1188797449.9602897
COM,Earthquake,all_assets,63363275.667394735,100.0,39371936.4,3728174.7,2316569.9000000004,1.609351265420482,1188797449.9602897
COM,Earthquake,all_assets,155950819.5439461,250.0,96902909.2,3728174.7,2316569.9000000004,1.609351265420482,1188797449.9602897
COM,Earthquake,all_assets,294245550.4799909,500.0,182834883.1,3728174.7,2316569.9000000004,1.609351265420482,1188797449.9602897
COM,Earthquake,all_assets,446887438.7315948,1000.0,277681727.0,3728174.7,2316569.9000000004,1.609351265420482,1188797449.9602897
COM,Earthquake,all_assets,768336123.2173251,2500.0,477419777.6,3728174.7,2316569.9000000004,1.609351265420482,1188797449.9602897
COM,Earthquake,all_assets,1141124738.6756818,5000.0,709058838.3,3728174.7,2316569.9000000004,1.609351265420482,1188797449.9602897
CPV,Earthquake,all_assets,0.0,10.0,0.0,426589.6,190495.6,2.2393672084814558,2205099506.9999404
CPV,Earthquake,all_assets,1796213.2331770393,25.0,802107.5,426589.6,190495.6,2.2393672084814558,2205099506.9999404
CPV,Earthquake,all_assets,3592073.09420858,50.0,1604057.2,426589.6,190495.6,2.2393672084814558,2205099506.9999404
CPV,Earthquake,all_assets,7182734.2673922125,100.0,3207483.9,426589.6,190495.6,2.2393672084814558,2205099506.9999404
CPV,Earthquake,all_assets,16153214.496609475,250.0,7213294.2,426589.6,190495.6,2.2393672084814558,2205099506.9999404
CPV,Earthquake,all_assets,30487669.139176756,500.0,13614412.6,426589.6,190495.6,2.2393672084814558,2205099506.9999404
CPV,Earthquake,all_assets,48374112.2029208,1000.0,21601688.2,426589.6,190495.6,2.2393672084814558,2205099506.9999404
CPV,Earthquake,all_assets,87601080.27361052,2500.0,39118676.0,426589.6,190495.6,2.2393672084814558,2205099506.9999404
CPV,Earthquake,all_assets,139052058.38794556,5000.0,62094353.2,426589.6,190495.6,2.2393672084814558,2205099506.9999404
ERI,Earthquake,all_assets,2805070.056503656,10.0,1612396.4,2269634.5,1304620.0,1.7396901013321886,
ERI,Earthquake,all_assets,8411869.61657839,25.0,4835269.0,2269634.5,1304620.0,1.7396901013321886,
ERI,Earthquake,all_assets,16813728.012499657,50.0,9664783.4,2269634.5,1304620.0,1.7396901013321886,
ERI,Earthquake,all_assets,34983495.3997269,100.0,20109038.6,2269634.5,1304620.0,1.7396901013321886,
ERI,Earthquake,all_assets,86442268.88753065,250.0,49688314.5,2269634.5,1304620.0,1.7396901013321886,
ERI,Earthquake,all_assets,162244283.4504756,500.0,93260451.0,2269634.5,1304620.0,1.7396901013321886,
ERI,Earthquake,all_assets,241299344.18596363,1000.0,138702487.3,2269634.5,1304620.0,1.7396901013321886,
ERI,Earthquake,all_assets,404700587.83601797,2500.0,232627976.4,2269634.5,1304620.0,1.7396901013321886,
ERI,Earthquake,all_assets,592687176.7081344,5000.0,340685491.2,2269634.5,1304620.0,1.7396901013321886,
ERI,Flood,all_assets,7266505.931323484,10.0,4835269.0,2463920.2,1639538.6,1.5028131695100073,
ERI,Flood,all_assets,13315320.823410148,25.0,8860263.6,2463920.2,1639538.6,1.5028131695100073,
ERI,Flood,all_assets,19358138.8898252,50.0,12881267.8,2463920.2,1639538.6,1.5028131695100073,
ERI,Flood,all_assets,21773589.00695031,100.0,14488553.5,2463920.2,1639538.6,1.5028131695100073,
ERI,Flood,all_assets,22980954.968306012,250.0,15291957.4,2463920.2,1639538.6,1.5028131695100073,
ERI,Flood,all_assets,22980954.968306012,500.0,15291957.4,2463920.2,1639538.6,1.5028131695100073,
ERI,Flood,all_assets,24188081.681805126,1000.0,16095202.1,2463920.2,1639538.6,1.5028131695100073,
ERI,Flood,all_assets,26601617.365233596,2500.0,17701213.9,2463920.2,1639538.6,1.5028131695100073,
ERI,Flood,all_assets,27808026.635725588,5000.0,18503981.2,2463920.2,1639538.6,1.5028131695100073,
ETH,Earthquake,all_assets,79617598.62098767,10.0,43614233.3,51707321.9,28325084.4,1.8254957750452458,84269180856.91467
ETH,Earthquake,all_assets,198991727.2232171,25.0,109006950.3,51707321.9,28325084.4,1.8254957750452458,84269180856.91467
ETH,Earthquake,all_assets,396389836.24807805,50.0,217140922.3,51707321.9,28325084.4,1.8254957750452458,84269180856.91467
ETH,Earthquake,all_assets,793506138.7626116,100.0,434679800.2,51707321.9,28325084.4,1.8254957750452458,84269180856.91467
ETH,Earthquake,all_assets,1977880783.327001,250.0,1083475957.8,51707321.9,28325084.4,1.8254957750452458,84269180856.91467
ETH,Earthquake,all_assets,3726113302.7476325,500.0,2041151425.1,51707321.9,28325084.4,1.8254957750452458,84269180856.91467
ETH,Earthquake,all_assets,5585783374.590124,1000.0,3059871981.6,51707321.9,28325084.4,1.8254957750452458,84269180856.91467
ETH,Earthquake,all_assets,9469542821.94631,2500.0,5187381396.0,51707321.9,28325084.4,1.8254957750452458,84269180856.91467
ETH,Earthquake,all_assets,14035881919.432383,5000.0,7688805480.3,51707321.9,28325084.4,1.8254957750452458,84269180856.91467
ETH,Flood,all_assets,365889456.15156555,10.0,242799219.7,131076882.89999999,86980819.9,1.5069630643939238,84269180856.91467
ETH,Flood,all_assets,747435692.3761606,25.0,495988063.7,131076882.89999999,86980819.9,1.5069630643939238,84269180856.91467
ETH,Flood,all_assets,1038339472.3673315,50.0,689027818.2,131076882.89999999,86980819.9,1.5069630643939238,84269180856.91467
ETH,Flood,all_assets,1157374462.0686653,100.0,768017803.1,131076882.89999999,86980819.9,1.5069630643939238,84269180856.91467
ETH,Flood,all_assets,1229692072.9327366,250.0,816006776.8,131076882.89999999,86980819.9,1.5069630643939238,84269180856.91467
ETH,Flood,all_assets,1292655606.3030834,500.0,857788513.1,131076882.89999999,86980819.9,1.5069630643939238,84269180856.91467
ETH,Flood,all_assets,1368416940.1627383,1000.0,908062694.1,131076882.89999999,86980819.9,1.5069630643939238,84269180856.91467
ETH,Flood,all_assets,1493064928.451295,2500.0,990777387.8,131076882.89999999,86980819.9,1.5069630643939238,84269180856.91467
ETH,Flood,all_assets,1608319455.2185283,5000.0,1067258709.4,131076882.89999999,86980819.9,1.5069630643939238,84269180856.91467
GAB,Flood,all_assets,213230951.3985568,10.0,170502516.7,82370808.0,65864875.5,1.2506029560474916,16867326401.962582
GAB,Flood,all_assets,432133412.3399084,25.0,345540053.5,82370808.0,65864875.5,1.2506029560474916,16867326401.962582
GAB,Flood,all_assets,598651134.5330267,50.0,478690004.4,82370808.0,65864875.5,1.2506029560474916,16867326401.962582
GAB,Flood,all_assets,664409953.7320849,100.0,531271696.2,82370808.0,65864875.5,1.2506029560474916,16867326401.962582
GAB,Flood,all_assets,701146478.7214293,250.0,560646746.7,82370808.0,65864875.5,1.2506029560474916,16867326401.962582
GAB,Flood,all_assets,732292243.0996449,500.0,585551345.1,82370808.0,65864875.5,1.2506029560474916,16867326401.962582
GAB,Flood,all_assets,768970769.3759378,1000.0,614880019.0,82370808.0,65864875.5,1.2506029560474916,16867326401.962582
GAB,Flood,all_assets,826703692.156302,2500.0,661044089.3,82370808.0,65864875.5,1.2506029560474916,16867326401.962582
GAB,Flood,all_assets,878818593.807362,5000.0,702715909.6,82370808.0,65864875.5,1.2506029560474916,16867326401.962582
