ISO_A3,ghsl_year,ghsl_type,flood_type,return_period,fathom_year,ftm3_ghsl_total_built_s_km2,ftm3_ghsl_new_built_s_km2,ftm3_ghsl_rate_built_s_%
CIV,1980,built_s,FLUVIAL_PLUVIAL_DEFENDED,1in10,2020,2.9459205,0.61109185,0.047594479
CIV,1980,built_s,FLUVIAL_PLUVIAL_DEFENDED,1in100,2020,14.091469,2.5903273,0.041461132
CIV,1980,built_s,FLUVIAL_PLUVIAL_DEFENDED,1in5,2020,1.7434037,0.34737456,0.045443809
CIV,1985,built_s,COASTAL_DEFENDED,1in10,2020,0.036192223,0.009890104,0.065920712
CIV,1985,built_s,COASTAL_DEFENDED,1in100,2020,0.04182477,0.010773648,0.06138086
CIV,1985,built_s,COASTAL_DEFENDED,1in5,2020,0.032820344,0.009445895,0.070237956
CIV,1985,built_s,FLUVIAL_PLUVIAL_DEFENDED,1in10,2020,3.7257712,0.7798507,0.048091093
CIV,1985,built_s,FLUVIAL_PLUVIAL_DEFENDED,1in100,2020,17.382153,3.2906837,0.042868283
CIV,1985,built_s,FLUVIAL_PLUVIAL_DEFENDED,1in5,2020,2.1856244,0.4422207,0.046250103
CIV,1990,built_s,COASTAL_DEFENDED,1in10,2020,0.04691166,0.010719437,0.053253987
CIV,1990,built_s,COASTAL_DEFENDED,1in100,2020,0.05346722,0.011642452,0.050342197
CIV,1990,built_s,COASTAL_DEFENDED,1in5,2020,0.043085765,0.010265421,0.05593732
CIV,1990,built_s,FLUVIAL_PLUVIAL_DEFENDED,1in10,2020,4.634509,0.9087379,0.044618022
CIV,1990,built_s,FLUVIAL_PLUVIAL_DEFENDED,1in100,2020,21.181625,3.7994728,0.040330045
CIV,1990,built_s,FLUVIAL_PLUVIAL_DEFENDED,1in5,2020,2.699605,0.5139806,0.043145615
CIV,1995,built_s,COASTAL_DEFENDED,1in10,2020,0.047960434,0.001048774,0.004431822
CIV,1995,built_s,COASTAL_DEFENDED,1in100,2020,0.054685988,0.001218766,0.004517913
CIV,1995,built_s,COASTAL_DEFENDED,1in5,2020,0.04410221,0.001016446,0.004674329
CIV,1995,built_s,FLUVIAL_PLUVIAL_DEFENDED,1in10,2020,4.984924,0.35041475,0.014684345
CIV,1995,built_s,FLUVIAL_PLUVIAL_DEFENDED,1in100,2020,22.953312,1.7716866,0.016195375
CIV,1995,built_s,FLUVIAL_PLUVIAL_DEFENDED,1in5,2020,2.8915842,0.19197917,0.013834638
CIV,2000,built_s,COASTAL_DEFENDED,1in10,2020,0.049010545,0.001050111,0.004341225
CIV,2000,built_s,COASTAL_DEFENDED,1in100,2020,0.055907,0.001221012,0.004426176
CIV,2000,built_s,COASTAL_DEFENDED,1in5,2020,0.045119215,0.001017004,0.004570078
CIV,2000,built_s,FLUVIAL_PLUVIAL_DEFENDED,1in10,2020,5.4860144,0.5010905,0.019341447
CIV,2000,built_s,FLUVIAL_PLUVIAL_DEFENDED,1in100,2020,25.366486,2.4131737,0.020194526
CIV,2000,built_s,FLUVIAL_PLUVIAL_DEFENDED,1in5,2020,3.1790786,0.28749442,0.019138201
CIV,2005,built_s,COASTAL_DEFENDED,1in10,2020,0.051232316,0.002221771,0.008906441
CIV,2005,built_s,COASTAL_DEFENDED,1in100,2020,0.05839577,0.00248877,0.008748813
CIV,2005,built_s,COASTAL_DEFENDED,1in5,2020,0.047324535,0.00220532,0.009589818
CIV,2005,built_s,FLUVIAL_PLUVIAL_DEFENDED,1in10,2020,6.082478,0.5964637,0.020856545
CIV,2005,built_s,FLUVIAL_PLUVIAL_DEFENDED,1in100,2020,27.914028,2.5475426,0.019324442
CIV,2005,built_s,FLUVIAL_PLUVIAL_DEFENDED,1in5,2020,3.5134845,0.3344059,0.020204782
CIV,2010,built_s,COASTAL_DEFENDED,1in10,2020,0.055423986,0.004191671,0.015852733
CIV,2010,built_s,COASTAL_DEFENDED,1in100,2020,0.063071884,0.004676115,0.015525611
CIV,2010,built_s,COASTAL_DEFENDED,1in5,2020,0.051499985,0.004175451,0.017054321
CIV,2010,built_s,FLUVIAL_PLUVIAL_DEFENDED,1in10,2020,6.907132,0.8246541,0.025754527
CIV,2010,built_s,FLUVIAL_PLUVIAL_DEFENDED,1in100,2020,31.466951,3.5529232,0.024251087
CIV,2010,built_s,FLUVIAL_PLUVIAL_DEFENDED,1in5,2020,3.981219,0.46773458,0.025310975
CIV,2015,built_s,COASTAL_DEFENDED,1in10,2020,0.05940878,0.003984794,0.013982769
CIV,2015,built_s,COASTAL_DEFENDED,1in100,2020,0.06758522,0.004513338,0.013918821
CIV,2015,built_s,COASTAL_DEFENDED,1in5,2020,0.055306442,0.003806457,0.014363753
CIV,2015,built_s,FLUVIAL_PLUVIAL_DEFENDED,1in10,2020,7.896324,0.989192,0.027130067
CIV,2015,built_s,FLUVIAL_PLUVIAL_DEFENDED,1in100,2020,35.663715,4.196764,0.025355304
CIV,2015,built_s,FLUVIAL_PLUVIAL_DEFENDED,1in5,2020,4.525881,0.54466176,0.025976489
CIV,2020,built_s,COASTAL_DEFENDED,1in10,2020,0.06472978,0.005321,0.017303874
CIV,2020,built_s,COASTAL_DEFENDED,1in100,2020,0.073816985,0.006231763,0.017796403
CIV,2020,built_s,COASTAL_DEFENDED,1in5,2020,0.059829444,0.004523002,0.015845949
CIV,2020,built_s,FLUVIAL_PLUVIAL_DEFENDED,1in10,2020,8.933656,1.0373316,0.024992872
CIV,2020,built_s,FLUVIAL_PLUVIAL_DEFENDED,1in100,2020,40.051285,4.3875694,0.023476729
CIV,2020,built_s,FLUVIAL_PLUVIAL_DEFENDED,1in5,2020,5.0641923,0.5383115,0.022730988
GNQ,1975,built_s,COASTAL_DEFENDED,1in10,2020,0.035181995,,
GNQ,1975,built_s,COASTAL_DEFENDED,1in100,2020,0.039119773,,
GNQ,1975,built_s,COASTAL_DEFENDED,1in5,2020,0.022839895,,
GNQ,1975,built_s,FLUVIAL_PLUVIAL_DEFENDED,1in10,2020,0.2379355,,
GNQ,1975,built_s,FLUVIAL_PLUVIAL_DEFENDED,1in100,2020,1.0428722,,
GNQ,1975,built_s,FLUVIAL_PLUVIAL_DEFENDED,1in5,2020,0.11244639,,
GNQ,1980,built_s,COASTAL_DEFENDED,1in10,2020,0.04650255,0.011320554,0.057380413
GNQ,1980,built_s,COASTAL_DEFENDED,1in100,2020,0.051395115,0.012275342,0.056100143
GNQ,1980,built_s,COASTAL_DEFENDED,1in5,2020,0.03093878,0.008098885,0.06258045
GNQ,1980,built_s,FLUVIAL_PLUVIAL_DEFENDED,1in10,2020,0.29960975,0.061674252,0.04717519
GNQ,1980,built_s,FLUVIAL_PLUVIAL_DEFENDED,1in100,2020,1.2613188,0.21844661,0.038768466
GNQ,1980,built_s,FLUVIAL_PLUVIAL_DEFENDED,1in5,2020,0.14459874,0.032152347,0.051583585
GNQ,1985,built_s,COASTAL_DEFENDED,1in10,2020,0.0598119,0.013309352,0.051628073
GNQ,1985,built_s,COASTAL_DEFENDED,1in100,2020,0.06597779,0.014582675,0.051223797
GNQ,1985,built_s,COASTAL_DEFENDED,1in5,2020,0.03985534,0.008916559,0.051953784
GNQ,1985,built_s,FLUVIAL_PLUVIAL_DEFENDED,1in10,2020,0.38486212,0.085252374,0.051356114
GNQ,1985,built_s,FLUVIAL_PLUVIAL_DEFENDED,1in100,2020,1.5605466,0.29922783,0.043495012
GNQ,1985,built_s,FLUVIAL_PLUVIAL_DEFENDED,1in5,2020,0.18883337,0.044234633,0.054830909
GNQ,1990,built_s,COASTAL_DEFENDED,1in10,2020,0.07385329,0.01404139,0.043077186
GNQ,1990,built_s,COASTAL_DEFENDED,1in100,2020,0.08126527,0.015287481,0.042560932
GNQ,1990,built_s,COASTAL_DEFENDED,1in5,2020,0.04966134,0.009806,0.044976152
GNQ,1990,built_s,FLUVIAL_PLUVIAL_DEFENDED,1in10,2020,0.49389145,0.10902932,0.051151394
GNQ,1990,built_s,FLUVIAL_PLUVIAL_DEFENDED,1in100,2020,1.9398123,0.37926567,0.044471499
GNQ,1990,built_s,FLUVIAL_PLUVIAL_DEFENDED,1in5,2020,0.24509192,0.056258544,0.053537617
GNQ,1995,built_s,COASTAL_DEFENDED,1in10,2020,0.07388973,3.64E-05,9.87E-05
GNQ,1995,built_s,COASTAL_DEFENDED,1in100,2020,0.08130183,3.66E-05,9.00E-05
GNQ,1995,built_s,COASTAL_DEFENDED,1in5,2020,0.049696676,3.53E-05,0.000142272
GNQ,1995,built_s,FLUVIAL_PLUVIAL_DEFENDED,1in10,2020,0.4977825,0.003891051,0.001570719
GNQ,1995,built_s,FLUVIAL_PLUVIAL_DEFENDED,1in100,2020,1.950532,0.010719657,0.001102802
GNQ,1995,built_s,FLUVIAL_PLUVIAL_DEFENDED,1in5,2020,0.24624075,0.001148835,0.000935709
GNQ,2000,built_s,COASTAL_DEFENDED,1in10,2020,0.0739264,3.67E-05,9.92E-05
GNQ,2000,built_s,COASTAL_DEFENDED,1in100,2020,0.08133871,3.69E-05,9.07E-05
GNQ,2000,built_s,COASTAL_DEFENDED,1in5,2020,0.04973234,3.57E-05,0.000143487
GNQ,2000,built_s,FLUVIAL_PLUVIAL_DEFENDED,1in10,2020,0.5022118,0.004429311,0.001773327
GNQ,2000,built_s,FLUVIAL_PLUVIAL_DEFENDED,1in100,2020,1.9637532,0.013221264,0.001351987
GNQ,2000,built_s,FLUVIAL_PLUVIAL_DEFENDED,1in5,2020,0.24755305,0.001312301,0.001063609
GNQ,2005,built_s,COASTAL_DEFENDED,1in10,2020,0.086720034,0.012793638,0.032437996
GNQ,2005,built_s,COASTAL_DEFENDED,1in100,2020,0.09506755,0.013728842,0.031684733
GNQ,2005,built_s,COASTAL_DEFENDED,1in5,2020,0.059685003,0.009952664,0.03715883
GNQ,2005,built_s,FLUVIAL_PLUVIAL_DEFENDED,1in10,2020,0.60569024,0.10347843,0.038180173
GNQ,2005,built_s,FLUVIAL_PLUVIAL_DEFENDED,1in100,2020,2.3782766,0.41452336,0.039046762
GNQ,2005,built_s,FLUVIAL_PLUVIAL_DEFENDED,1in5,2020,0.2692855,0.02173245,0.016971863
GNQ,2010,built_s,COASTAL_DEFENDED,1in10,2020,0.1075742,0.020854168,0.044041449
GNQ,2010,built_s,COASTAL_DEFENDED,1in100,2020,0.1171543,0.022086747,0.042665931
GNQ,2010,built_s,COASTAL_DEFENDED,1in5,2020,0.07562029,0.01593529,0.048466661
GNQ,2010,built_s,FLUVIAL_PLUVIAL_DEFENDED,1in10,2020,0.78291106,0.17722082,0.052670296
GNQ,2010,built_s,FLUVIAL_PLUVIAL_DEFENDED,1in100,2020,3.0606778,0.6824012,0.051746431
GNQ,2010,built_s,FLUVIAL_PLUVIAL_DEFENDED,1in5,2020,0.3106477,0.041362196,0.028989705
GNQ,2015,built_s,COASTAL_DEFENDED,1in10,2020,0.1301799,0.022605695,0.038884237
GNQ,2015,built_s,COASTAL_DEFENDED,1in100,2020,0.14083621,0.023681909,0.037507427
GNQ,2015,built_s,COASTAL_DEFENDED,1in5,2020,0.09366702,0.01804673,0.04373361
GNQ,2015,built_s,FLUVIAL_PLUVIAL_DEFENDED,1in10,2020,1.0164881,0.23357701,0.053605362
GNQ,2015,built_s,FLUVIAL_PLUVIAL_DEFENDED,1in100,2020,3.91778,0.85710216,0.050617144
GNQ,2015,built_s,FLUVIAL_PLUVIAL_DEFENDED,1in5,2020,0.36678848,0.05614078,0.033783303
GNQ,2020,built_s,COASTAL_DEFENDED,1in10,2020,0.16095877,0.03077887,0.043359908
GNQ,2020,built_s,COASTAL_DEFENDED,1in100,2020,0.17244022,0.031604007,0.041321523
GNQ,2020,built_s,COASTAL_DEFENDED,1in5,2020,0.12183903,0.028172009,0.053998387
GNQ,2020,built_s,FLUVIAL_PLUVIAL_DEFENDED,1in10,2020,1.1371593,0.12067127,0.022689515
GNQ,2020,built_s,FLUVIAL_PLUVIAL_DEFENDED,1in100,2020,4.385027,0.467247,0.022789928
GNQ,2020,built_s,FLUVIAL_PLUVIAL_DEFENDED,1in5,2020,0.4025523,0.03576383,0.018782151
ERI,1975,built_s,COASTAL_DEFENDED,1in10,2020,0.009208446,,
ERI,1975,built_s,COASTAL_DEFENDED,1in100,2020,0.009705111,,
ERI,1975,built_s,COASTAL_DEFENDED,1in5,2020,0.008904223,,
ERI,1975,built_s,FLUVIAL_PLUVIAL_DEFENDED,1in10,2020,0.06279307,,
ERI,1975,built_s,FLUVIAL_PLUVIAL_DEFENDED,1in100,2020,0.73129445,,
ERI,1975,built_s,FLUVIAL_PLUVIAL_DEFENDED,1in5,2020,0.012134394,,
ERI,1980,built_s,COASTAL_DEFENDED,1in10,2020,0.011332781,0.002124335,0.042389502
ERI,1980,built_s,COASTAL_DEFENDED,1in100,2020,0.011961008,0.002255896,0.04268578
ERI,1980,built_s,COASTAL_DEFENDED,1in5,2020,0.010849559,0.001945335,0.040311033
ERI,1980,built_s,FLUVIAL_PLUVIAL_DEFENDED,1in10,2020,0.073191896,0.010398828,0.031122488
ERI,1980,built_s,FLUVIAL_PLUVIAL_DEFENDED,1in100,2020,0.8452431,0.11394864,0.029385086
ERI,1980,built_s,FLUVIAL_PLUVIAL_DEFENDED,1in5,2020,0.014413274,0.00227888,0.035020405
ERI,1985,built_s,COASTAL_DEFENDED,1in10,2020,0.015153221,0.00382044,0.059823862
ERI,1985,built_s,COASTAL_DEFENDED,1in100,2020,0.015963996,0.004002988,0.059436103
ERI,1985,built_s,COASTAL_DEFENDED,1in5,2020,0.014328886,0.003479327,0.057207098
ERI,1985,built_s,FLUVIAL_PLUVIAL_DEFENDED,1in10,2020,0.087299265,0.014107369,0.035880169
ERI,1985,built_s,FLUVIAL_PLUVIAL_DEFENDED,1in100,2020,0.9945854,0.1493423,0.033075556
ERI,1985,built_s,FLUVIAL_PLUVIAL_DEFENDED,1in5,2020,0.017391961,0.002978687,0.038286442
ERI,1990,built_s,COASTAL_DEFENDED,1in10,2020,0.020071791,0.004918571,0.057830872
ERI,1990,built_s,COASTAL_DEFENDED,1in100,2020,0.021210793,0.005246798,0.058480986
ERI,1990,built_s,COASTAL_DEFENDED,1in5,2020,0.018805899,0.004477013,0.055884309
ERI,1990,built_s,FLUVIAL_PLUVIAL_DEFENDED,1in10,2020,0.10520641,0.017907143,0.038021438
ERI,1990,built_s,FLUVIAL_PLUVIAL_DEFENDED,1in100,2020,1.1726425,0.17805707,0.033486272
ERI,1990,built_s,FLUVIAL_PLUVIAL_DEFENDED,1in5,2020,0.021075513,0.003683552,0.039168379
ERI,1995,built_s,COASTAL_DEFENDED,1in10,2020,0.03335646,0.01328467,0.106926458
ERI,1995,built_s,COASTAL_DEFENDED,1in100,2020,0.035763122,0.014552329,0.110134761
ERI,1995,built_s,COASTAL_DEFENDED,1in5,2020,0.031231359,0.01242546,0.106775043
ERI,1995,built_s,FLUVIAL_PLUVIAL_DEFENDED,1in10,2020,0.11535989,0.01015348,0.018597307
ERI,1995,built_s,FLUVIAL_PLUVIAL_DEFENDED,1in100,2020,1.2997693,0.12712681,0.02079876
ERI,1995,built_s,FLUVIAL_PLUVIAL_DEFENDED,1in5,2020,0.022961764,0.001886251,0.017291497
ERI,2000,built_s,COASTAL_DEFENDED,1in10,2020,0.052097324,0.018740863,0.093269132
ERI,2000,built_s,COASTAL_DEFENDED,1in100,2020,0.056096338,0.020333216,0.09420783
ERI,2000,built_s,COASTAL_DEFENDED,1in5,2020,0.048987303,0.017755944,0.094204587
ERI,2000,built_s,FLUVIAL_PLUVIAL_DEFENDED,1in10,2020,0.12947612,0.014116228,0.023356543
ERI,2000,built_s,FLUVIAL_PLUVIAL_DEFENDED,1in100,2020,1.4779023,0.17813301,0.026020145
ERI,2000,built_s,FLUVIAL_PLUVIAL_DEFENDED,1in5,2020,0.025364548,0.002402784,0.020103831
ERI,2005,built_s,COASTAL_DEFENDED,1in10,2020,0.057899777,0.005802453,0.021344584
ERI,2005,built_s,COASTAL_DEFENDED,1in100,2020,0.062354222,0.006257884,0.02137747
ERI,2005,built_s,COASTAL_DEFENDED,1in5,2020,0.054347992,0.005360689,0.020986492
ERI,2005,built_s,FLUVIAL_PLUVIAL_DEFENDED,1in10,2020,0.14309026,0.013614148,0.020197101
ERI,2005,built_s,FLUVIAL_PLUVIAL_DEFENDED,1in100,2020,1.6188204,0.14091814,0.018381718
ERI,2005,built_s,FLUVIAL_PLUVIAL_DEFENDED,1in5,2020,0.028053004,0.002688456,0.02035301
ERI,2010,built_s,COASTAL_DEFENDED,1in10,2020,0.06474415,0.006844375,0.022597522
ERI,2010,built_s,COASTAL_DEFENDED,1in100,2020,0.06973583,0.007381611,0.022628808
ERI,2010,built_s,COASTAL_DEFENDED,1in5,2020,0.060703468,0.006355476,0.022365059
ERI,2010,built_s,FLUVIAL_PLUVIAL_DEFENDED,1in10,2020,0.16672735,0.023637086,0.031049102
ERI,2010,built_s,FLUVIAL_PLUVIAL_DEFENDED,1in100,2020,1.8465034,0.22768295,0.02666861
ERI,2010,built_s,FLUVIAL_PLUVIAL_DEFENDED,1in5,2020,0.032467157,0.004414152,0.029657945
ERI,2015,built_s,COASTAL_DEFENDED,1in10,2020,0.072386175,0.007642023,0.022565229
ERI,2015,built_s,COASTAL_DEFENDED,1in100,2020,0.07806409,0.008328259,0.022819644
ERI,2015,built_s,COASTAL_DEFENDED,1in5,2020,0.067692466,0.006988999,0.02203405
ERI,2015,built_s,FLUVIAL_PLUVIAL_DEFENDED,1in10,2020,0.20902231,0.042294964,0.046254062
ERI,2015,built_s,FLUVIAL_PLUVIAL_DEFENDED,1in100,2020,2.2052689,0.35876548,0.03614919
ERI,2015,built_s,FLUVIAL_PLUVIAL_DEFENDED,1in5,2020,0.039643835,0.007176679,0.040749676
ERI,2020,built_s,COASTAL_DEFENDED,1in10,2020,0.0790822,0.006696023,0.017851963
ERI,2020,built_s,COASTAL_DEFENDED,1in100,2020,0.08590143,0.00783734,0.019318303
ERI,2020,built_s,COASTAL_DEFENDED,1in5,2020,0.07315819,0.005465724,0.015651048
ERI,2020,built_s,FLUVIAL_PLUVIAL_DEFENDED,1in10,2020,0.30451578,0.095493466,0.07816054
ERI,2020,built_s,FLUVIAL_PLUVIAL_DEFENDED,1in100,2020,2.8929858,0.68771696,0.055788558
ERI,2020,built_s,FLUVIAL_PLUVIAL_DEFENDED,1in5,2020,0.057743046,0.018099211,0.078114307
SWZ,1975,built_s,COASTAL_DEFENDED,1in10,2020,0,,
SWZ,1975,built_s,COASTAL_DEFENDED,1in100,2020,0,,
SWZ,1975,built_s,COASTAL_DEFENDED,1in5,2020,0,,
SWZ,1975,built_s,FLUVIAL_PLUVIAL_DEFENDED,1in10,2020,0.08434209,,
SWZ,1975,built_s,FLUVIAL_PLUVIAL_DEFENDED,1in100,2020,0.24817543,,
SWZ,1975,built_s,FLUVIAL_PLUVIAL_DEFENDED,1in5,2020,0.042217046,,
SWZ,1980,built_s,COASTAL_DEFENDED,1in10,2020,0,0,
SWZ,1980,built_s,COASTAL_DEFENDED,1in100,2020,0,0,
SWZ,1980,built_s,COASTAL_DEFENDED,1in5,2020,0,0,
SWZ,1980,built_s,FLUVIAL_PLUVIAL_DEFENDED,1in10,2020,0.117248304,0.032906212,0.068101295
SWZ,1980,built_s,FLUVIAL_PLUVIAL_DEFENDED,1in100,2020,0.32631406,0.078138635,0.05627112
SWZ,1980,built_s,FLUVIAL_PLUVIAL_DEFENDED,1in5,2020,0.05989095,0.017673902,0.072444108
SWZ,1985,built_s,COASTAL_DEFENDED,1in10,2020,0,0,
SWZ,1985,built_s,COASTAL_DEFENDED,1in100,2020,0,0,
SWZ,1985,built_s,COASTAL_DEFENDED,1in5,2020,0,0,
SWZ,1985,built_s,FLUVIAL_PLUVIAL_DEFENDED,1in10,2020,0.16247818,0.045229875,0.067425788
SWZ,1985,built_s,FLUVIAL_PLUVIAL_DEFENDED,1in100,2020,0.4336364,0.107322335,0.058517376
SWZ,1985,built_s,FLUVIAL_PLUVIAL_DEFENDED,1in5,2020,0.082917176,0.023026228,0.067226656
SWZ,1990,built_s,COASTAL_DEFENDED,1in10,2020,0,0,
SWZ,1990,built_s,COASTAL_DEFENDED,1in100,2020,0,0,
SWZ,1990,built_s,COASTAL_DEFENDED,1in5,2020,0,0,
SWZ,1990,built_s,FLUVIAL_PLUVIAL_DEFENDED,1in10,2020,0.21973196,0.057253778,0.062232624
SWZ,1990,built_s,FLUVIAL_PLUVIAL_DEFENDED,1in100,2020,0.5760401,0.14240369,0.058437924
SWZ,1990,built_s,FLUVIAL_PLUVIAL_DEFENDED,1in5,2020,0.11092067,0.028003491,0.059921242
SWZ,1995,built_s,COASTAL_DEFENDED,1in10,2020,0,0,
SWZ,1995,built_s,COASTAL_DEFENDED,1in100,2020,0,0,
SWZ,1995,built_s,COASTAL_DEFENDED,1in5,2020,0,0,
SWZ,1995,built_s,FLUVIAL_PLUVIAL_DEFENDED,1in10,2020,0.25456765,0.034835696,0.029869038
SWZ,1995,built_s,FLUVIAL_PLUVIAL_DEFENDED,1in100,2020,0.6701261,0.09408599,0.030720136
SWZ,1995,built_s,FLUVIAL_PLUVIAL_DEFENDED,1in5,2020,0.12436806,0.013447389,0.02314992
SWZ,2000,built_s,COASTAL_DEFENDED,1in10,2020,0,0,
SWZ,2000,built_s,COASTAL_DEFENDED,1in100,2020,0,0,
SWZ,2000,built_s,COASTAL_DEFENDED,1in5,2020,0,0,
SWZ,2000,built_s,FLUVIAL_PLUVIAL_DEFENDED,1in10,2020,0.30340064,0.048832983,0.035720702
SWZ,2000,built_s,FLUVIAL_PLUVIAL_DEFENDED,1in100,2020,0.8066234,0.13649732,0.03777417
SWZ,2000,built_s,FLUVIAL_PLUVIAL_DEFENDED,1in5,2020,0.14355654,0.019188479,0.029112426
SWZ,2005,built_s,COASTAL_DEFENDED,1in10,2020,0,0,
SWZ,2005,built_s,COASTAL_DEFENDED,1in100,2020,0,0,
SWZ,2005,built_s,COASTAL_DEFENDED,1in5,2020,0,0,
SWZ,2005,built_s,FLUVIAL_PLUVIAL_DEFENDED,1in10,2020,0.34876788,0.04536724,0.028262491
SWZ,2005,built_s,FLUVIAL_PLUVIAL_DEFENDED,1in100,2020,0.9299649,0.1233415,0.028866798
SWZ,2005,built_s,FLUVIAL_PLUVIAL_DEFENDED,1in5,2020,0.16222817,0.018671632,0.024756436
SWZ,2010,built_s,COASTAL_DEFENDED,1in10,2020,0,0,
SWZ,2010,built_s,COASTAL_DEFENDED,1in100,2020,0,0,
SWZ,2010,built_s,COASTAL_DEFENDED,1in5,2020,0,0,
SWZ,2010,built_s,FLUVIAL_PLUVIAL_DEFENDED,1in10,2020,0.4237365,0.074968636,0.039709191
SWZ,2010,built_s,FLUVIAL_PLUVIAL_DEFENDED,1in100,2020,1.1373603,0.20739543,0.041085271
SWZ,2010,built_s,FLUVIAL_PLUVIAL_DEFENDED,1in5,2020,0.19349727,0.031269103,0.035880645
SWZ,2015,built_s,COASTAL_DEFENDED,1in10,2020,0,0,
SWZ,2015,built_s,COASTAL_DEFENDED,1in100,2020,0,0,
SWZ,2015,built_s,COASTAL_DEFENDED,1in5,2020,0,0,
SWZ,2015,built_s,FLUVIAL_PLUVIAL_DEFENDED,1in10,2020,0.5464607,0.122724175,0.052186205
SWZ,2015,built_s,FLUVIAL_PLUVIAL_DEFENDED,1in100,2020,1.4778843,0.34052396,0.053776417
SWZ,2015,built_s,FLUVIAL_PLUVIAL_DEFENDED,1in5,2020,0.24509177,0.051594496,0.048409084
SWZ,2020,built_s,COASTAL_DEFENDED,1in10,2020,0,0,
SWZ,2020,built_s,COASTAL_DEFENDED,1in100,2020,0,0,
SWZ,2020,built_s,COASTAL_DEFENDED,1in5,2020,0,0,
SWZ,2020,built_s,FLUVIAL_PLUVIAL_DEFENDED,1in10,2020,0.83112615,0.28466547,0.087480813
SWZ,2020,built_s,FLUVIAL_PLUVIAL_DEFENDED,1in100,2020,2.2287219,0.75083756,0.085633121
SWZ,2020,built_s,FLUVIAL_PLUVIAL_DEFENDED,1in5,2020,0.37969306,0.1346013,0.091492575
ETH,1975,built_s,COASTAL_DEFENDED,1in10,2020,0,,
ETH,1975,built_s,COASTAL_DEFENDED,1in100,2020,0,,
ETH,1975,built_s,COASTAL_DEFENDED,1in5,2020,0,,
ETH,1975,built_s,FLUVIAL_PLUVIAL_DEFENDED,1in10,2020,1.6983337,,
ETH,1975,built_s,FLUVIAL_PLUVIAL_DEFENDED,1in100,2020,9.134411,,
ETH,1975,built_s,FLUVIAL_PLUVIAL_DEFENDED,1in5,2020,0.5255175,,
ETH,1980,built_s,COASTAL_DEFENDED,1in10,2020,0,0,
ETH,1980,built_s,COASTAL_DEFENDED,1in100,2020,0,0,
ETH,1980,built_s,COASTAL_DEFENDED,1in5,2020,0,0,
ETH,1980,built_s,FLUVIAL_PLUVIAL_DEFENDED,1in10,2020,2.141743,0.4434092,0.047487521
ETH,1980,built_s,FLUVIAL_PLUVIAL_DEFENDED,1in100,2020,11.228086,2.0936756,0.042137542
ETH,1980,built_s,FLUVIAL_PLUVIAL_DEFENDED,1in5,2020,0.67284906,0.14733154,0.050669407
ETH,1985,built_s,COASTAL_DEFENDED,1in10,2020,0,0,
ETH,1985,built_s,COASTAL_DEFENDED,1in100,2020,0,0,
ETH,1985,built_s,COASTAL_DEFENDED,1in5,2020,0,0,
ETH,1985,built_s,FLUVIAL_PLUVIAL_DEFENDED,1in10,2020,2.7671144,0.62537146,0.052572341
ETH,1985,built_s,FLUVIAL_PLUVIAL_DEFENDED,1in100,2020,14.136676,2.9085894,0.047148581
ETH,1985,built_s,FLUVIAL_PLUVIAL_DEFENDED,1in5,2020,0.8799513,0.20710224,0.055135412
ETH,1990,built_s,COASTAL_DEFENDED,1in10,2020,0,0,
ETH,1990,built_s,COASTAL_DEFENDED,1in100,2020,0,0,
ETH,1990,built_s,COASTAL_DEFENDED,1in5,2020,0,0,
ETH,1990,built_s,FLUVIAL_PLUVIAL_DEFENDED,1in10,2020,3.519732,0.7526176,0.049292332
ETH,1990,built_s,FLUVIAL_PLUVIAL_DEFENDED,1in100,2020,17.52636,3.3896837,0.043923994
ETH,1990,built_s,FLUVIAL_PLUVIAL_DEFENDED,1in5,2020,1.1339762,0.25402492,0.052032274
ETH,1995,built_s,COASTAL_DEFENDED,1in10,2020,0,0,
ETH,1995,built_s,COASTAL_DEFENDED,1in100,2020,0,0,
ETH,1995,built_s,COASTAL_DEFENDED,1in5,2020,0,0,
ETH,1995,built_s,FLUVIAL_PLUVIAL_DEFENDED,1in10,2020,3.9800556,0.46032357,0.024886815
ETH,1995,built_s,FLUVIAL_PLUVIAL_DEFENDED,1in100,2020,19.781008,2.2546482,0.02449853
ETH,1995,built_s,FLUVIAL_PLUVIAL_DEFENDED,1in5,2020,1.2667718,0.13279557,0.022395391
ETH,2000,built_s,COASTAL_DEFENDED,1in10,2020,0,0,
ETH,2000,built_s,COASTAL_DEFENDED,1in100,2020,0,0,
ETH,2000,built_s,COASTAL_DEFENDED,1in5,2020,0,0,
ETH,2000,built_s,FLUVIAL_PLUVIAL_DEFENDED,1in10,2020,4.573132,0.59307647,0.02816998
ETH,2000,built_s,FLUVIAL_PLUVIAL_DEFENDED,1in100,2020,22.667915,2.8869076,0.027620203
ETH,2000,built_s,FLUVIAL_PLUVIAL_DEFENDED,1in5,2020,1.4389564,0.17218459,0.025816888
ETH,2005,built_s,COASTAL_DEFENDED,1in10,2020,0,0,
ETH,2005,built_s,COASTAL_DEFENDED,1in100,2020,0,0,
ETH,2005,built_s,COASTAL_DEFENDED,1in5,2020,0,0,
ETH,2005,built_s,FLUVIAL_PLUVIAL_DEFENDED,1in10,2020,5.418232,0.8450999,0.034495883
