ISO_A3,ghsl_year,ghsl_type,flood_type,return_period,fathom_year,ftm3_ghsl_total_pop_#,ftm3_ghsl_new_pop_#,ftm3_ghsl_rate_pop_%
COG,1985,pop,FLUVIAL_PLUVIAL_DEFENDED,1in100,2020,111782.31,22523.703,0.0460310988526992
COG,1985,pop,FLUVIAL_PLUVIAL_DEFENDED,1in5,2020,2006.0272,404.27905,0.0460405379880441
COG,1990,pop,COASTAL_DEFENDED,1in10,2020,1417.4199,290.07385,0.0468591513013223
COG,1990,pop,COASTAL_DEFENDED,1in100,2020,1486.2058,310.27112,0.047946602283124
COG,1990,pop,COASTAL_DEFENDED,1in5,2020,1297.4014,265.7301,0.0469033760702835
COG,1990,pop,FLUVIAL_PLUVIAL_DEFENDED,1in10,2020,7452.242,1865.5044,0.0593164875821023
COG,1990,pop,FLUVIAL_PLUVIAL_DEFENDED,1in100,2020,135497.45,23715.14,0.0392298311929928
COG,1990,pop,FLUVIAL_PLUVIAL_DEFENDED,1in5,2020,2841.9333,835.9061,0.0721496570809856
COG,1995,pop,COASTAL_DEFENDED,1in10,2020,1555.6119,138.19202,0.0187803144087674
COG,1995,pop,COASTAL_DEFENDED,1in100,2020,1629.848,143.64221,0.0186233511613136
COG,1995,pop,COASTAL_DEFENDED,1in5,2020,1422.8673,125.46594,0.0186336264682298
COG,1995,pop,FLUVIAL_PLUVIAL_DEFENDED,1in10,2020,9537.818,2085.5762,0.0505879461604605
COG,1995,pop,FLUVIAL_PLUVIAL_DEFENDED,1in100,2020,153089.98,17592.531,0.0247150951440067
COG,1995,pop,FLUVIAL_PLUVIAL_DEFENDED,1in5,2020,3852.0508,1010.11743,0.0627120999629677
COG,2000,pop,COASTAL_DEFENDED,1in10,2020,1704.3567,148.74475,0.0184315431591084
COG,2000,pop,COASTAL_DEFENDED,1in100,2020,1782.6807,152.83264,0.018087930357088
COG,2000,pop,COASTAL_DEFENDED,1in5,2020,1564.3322,141.46484,0.0191378028236122
COG,2000,pop,FLUVIAL_PLUVIAL_DEFENDED,1in10,2020,12429.768,2891.9492,0.0543936814324417
COG,2000,pop,FLUVIAL_PLUVIAL_DEFENDED,1in100,2020,173465.5,20375.516,0.0253054517831756
COG,2000,pop,FLUVIAL_PLUVIAL_DEFENDED,1in5,2020,5394.797,1542.7461,0.0696867563762211
COG,2005,pop,COASTAL_DEFENDED,1in10,2020,1817.2644,112.907715,0.0129115527356433
COG,2005,pop,COASTAL_DEFENDED,1in100,2020,1903.1233,120.44263,0.0131614998190461
COG,2005,pop,COASTAL_DEFENDED,1in5,2020,1656.6003,92.26819,0.011527643721489
COG,2005,pop,FLUVIAL_PLUVIAL_DEFENDED,1in10,2020,17406.73,4976.963,0.0696725156565858
COG,2005,pop,FLUVIAL_PLUVIAL_DEFENDED,1in100,2020,206811.27,33345.766,0.0357911990831203
COG,2005,pop,FLUVIAL_PLUVIAL_DEFENDED,1in5,2020,8269.431,2874.6338,0.0891811135592133
COG,2010,pop,COASTAL_DEFENDED,1in10,2020,1832.938,15.673584,0.0017190380674785
COG,2010,pop,COASTAL_DEFENDED,1in100,2020,1923.889,20.765747,0.0021728063829025
COG,2010,pop,COASTAL_DEFENDED,1in5,2020,1681.1487,24.54834,0.0029462972689904
COG,2010,pop,FLUVIAL_PLUVIAL_DEFENDED,1in10,2020,25877.162,8470.432,0.0825298655834005
COG,2010,pop,FLUVIAL_PLUVIAL_DEFENDED,1in100,2020,260003.3,53192.03,0.0468415029766857
COG,2010,pop,FLUVIAL_PLUVIAL_DEFENDED,1in5,2020,13370.962,5101.5312,0.1008734688362189
COG,2015,pop,COASTAL_DEFENDED,1in10,2020,1780.2233,-52.71472,-0.0058192664101959
COG,2015,pop,COASTAL_DEFENDED,1in100,2020,1873.1357,-50.753296,-0.005332692436044
COG,2015,pop,COASTAL_DEFENDED,1in5,2020,1625.3518,-55.796875,-0.0067278640852023
COG,2015,pop,FLUVIAL_PLUVIAL_DEFENDED,1in10,2020,34975.094,9097.932,0.0621074246841792
COG,2015,pop,FLUVIAL_PLUVIAL_DEFENDED,1in100,2020,321307.22,61303.92,0.0432498349340104
COG,2015,pop,FLUVIAL_PLUVIAL_DEFENDED,1in5,2020,19229.512,5858.55,0.075377934034063
COG,2020,pop,COASTAL_DEFENDED,1in10,2020,1706.7805,-73.44275,-0.008390591249898
COG,2020,pop,COASTAL_DEFENDED,1in100,2020,1799.815,-73.3208,-0.007954200886144
COG,2020,pop,COASTAL_DEFENDED,1in5,2020,1550.0183,-75.333496,-0.0094466084947733
COG,2020,pop,FLUVIAL_PLUVIAL_DEFENDED,1in10,2020,45816.516,10841.422,0.0554863834915453
COG,2020,pop,FLUVIAL_PLUVIAL_DEFENDED,1in100,2020,401480.0,80172.78,0.0455593454967773
COG,2020,pop,FLUVIAL_PLUVIAL_DEFENDED,1in5,2020,25754.229,6524.717,0.0601713298815078
CIV,1975,pop,COASTAL_DEFENDED,1in10,2020,313.2749,,
CIV,1975,pop,COASTAL_DEFENDED,1in100,2020,380.77396,,
CIV,1975,pop,COASTAL_DEFENDED,1in5,2020,272.46594,,
CIV,1975,pop,FLUVIAL_PLUVIAL_DEFENDED,1in10,2020,41301.77,,
CIV,1975,pop,FLUVIAL_PLUVIAL_DEFENDED,1in100,2020,177590.16,,
CIV,1975,pop,FLUVIAL_PLUVIAL_DEFENDED,1in5,2020,25914.44,,
CIV,1980,pop,COASTAL_DEFENDED,1in10,2020,373.39532,60.120422,0.0357349975513967
CIV,1980,pop,COASTAL_DEFENDED,1in100,2020,447.29095,66.517,0.0327247268805004
CIV,1980,pop,COASTAL_DEFENDED,1in5,2020,328.4194,55.95346,0.0380620545120915
CIV,1980,pop,FLUVIAL_PLUVIAL_DEFENDED,1in10,2020,49481.73,8179.961,0.0368006025911828
CIV,1980,pop,FLUVIAL_PLUVIAL_DEFENDED,1in100,2020,220839.9,43249.75,0.0445560058622871
CIV,1980,pop,FLUVIAL_PLUVIAL_DEFENDED,1in5,2020,30369.496,4455.0566,0.0322363674915169
CIV,1985,pop,COASTAL_DEFENDED,1in10,2020,483.71613,110.3208,0.0531357047342866
CIV,1985,pop,COASTAL_DEFENDED,1in100,2020,563.6257,116.33472,0.0473217718206029
CIV,1985,pop,COASTAL_DEFENDED,1in5,2020,428.70697,100.28757,0.0547422692770467
CIV,1985,pop,FLUVIAL_PLUVIAL_DEFENDED,1in10,2020,60347.336,10865.605,0.0405013509639604
CIV,1985,pop,FLUVIAL_PLUVIAL_DEFENDED,1in100,2020,274714.34,53874.438,0.0446258302376416
CIV,1985,pop,FLUVIAL_PLUVIAL_DEFENDED,1in5,2020,36398.953,6029.457,0.0368842140284881
CIV,1990,pop,COASTAL_DEFENDED,1in10,2020,587.6425,103.92639,0.0396915826842736
CIV,1990,pop,COASTAL_DEFENDED,1in100,2020,683.8231,120.19745,0.0394188788479414
CIV,1990,pop,COASTAL_DEFENDED,1in5,2020,529.7478,101.04083,0.0432339740927127
CIV,1990,pop,FLUVIAL_PLUVIAL_DEFENDED,1in10,2020,73599.0,13251.664,0.0405016153951223
CIV,1990,pop,FLUVIAL_PLUVIAL_DEFENDED,1in100,2020,339155.1,64440.75,0.0430458650432346
CIV,1990,pop,FLUVIAL_PLUVIAL_DEFENDED,1in5,2020,43752.234,7353.2812,0.0374860472901039
CIV,1995,pop,COASTAL_DEFENDED,1in10,2020,657.6438,70.00128,0.0227641751145573
CIV,1995,pop,COASTAL_DEFENDED,1in100,2020,770.6718,86.848694,0.0242008679535392
CIV,1995,pop,COASTAL_DEFENDED,1in5,2020,591.6617,61.91388,0.0223529468703009
CIV,1995,pop,FLUVIAL_PLUVIAL_DEFENDED,1in10,2020,86579.37,12980.367,0.0330194519912281
CIV,1995,pop,FLUVIAL_PLUVIAL_DEFENDED,1in100,2020,406097.7,66942.59,0.0366840833572983
CIV,1995,pop,FLUVIAL_PLUVIAL_DEFENDED,1in5,2020,51066.4,7314.164,0.0313996872125836
CIV,2000,pop,COASTAL_DEFENDED,1in10,2020,774.77386,117.130066,0.0333247782754548
CIV,2000,pop,COASTAL_DEFENDED,1in100,2020,905.2764,134.60461,0.0327194238176491
CIV,2000,pop,COASTAL_DEFENDED,1in5,2020,696.06506,104.40338,0.033035572667919
CIV,2000,pop,FLUVIAL_PLUVIAL_DEFENDED,1in10,2020,99856.06,13276.695,0.0289446376833304
CIV,2000,pop,FLUVIAL_PLUVIAL_DEFENDED,1in100,2020,476333.06,70235.375,0.0324191305200316
CIV,2000,pop,FLUVIAL_PLUVIAL_DEFENDED,1in5,2020,58427.52,7361.121,0.0272979951528649
CIV,2005,pop,COASTAL_DEFENDED,1in10,2020,833.36615,58.592285,0.0146872014869054
CIV,2005,pop,COASTAL_DEFENDED,1in100,2020,982.0668,76.790344,0.016417091313269
CIV,2005,pop,COASTAL_DEFENDED,1in5,2020,749.46326,53.398193,0.0148926422683128
CIV,2005,pop,FLUVIAL_PLUVIAL_DEFENDED,1in10,2020,111773.65,11917.586,0.0228053748669179
CIV,2005,pop,FLUVIAL_PLUVIAL_DEFENDED,1in100,2020,538675.06,62342.0,0.0249041019744222
CIV,2005,pop,FLUVIAL_PLUVIAL_DEFENDED,1in5,2020,64735.402,6307.883,0.0207159015542972
CIV,2010,pop,COASTAL_DEFENDED,1in10,2020,947.7568,114.390625,0.0260586943795095
CIV,2010,pop,COASTAL_DEFENDED,1in100,2020,1105.3875,123.32068,0.0239404494336921
CIV,2010,pop,COASTAL_DEFENDED,1in5,2020,858.8278,109.36456,0.0276166963438517
CIV,2010,pop,FLUVIAL_PLUVIAL_DEFENDED,1in10,2020,122732.84,10959.195,0.0188828970518251
CIV,2010,pop,FLUVIAL_PLUVIAL_DEFENDED,1in100,2020,601627.0,62951.938,0.0223511572864354
CIV,2010,pop,FLUVIAL_PLUVIAL_DEFENDED,1in5,2020,70176.08,5440.676,0.016270799637621
CIV,2015,pop,COASTAL_DEFENDED,1in10,2020,1039.292,91.53522,0.0186104621513527
CIV,2015,pop,COASTAL_DEFENDED,1in100,2020,1212.3013,106.91382,0.0186364388183286
CIV,2015,pop,COASTAL_DEFENDED,1in5,2020,942.5305,83.7027,0.0187740288829318
CIV,2015,pop,FLUVIAL_PLUVIAL_DEFENDED,1in10,2020,136124.14,13391.297,0.020927419500766
CIV,2015,pop,FLUVIAL_PLUVIAL_DEFENDED,1in100,2020,672599.0,70972.0,0.0225528866842397
CIV,2015,pop,FLUVIAL_PLUVIAL_DEFENDED,1in5,2020,76756.164,6580.086,0.0180868651327359
CIV,2020,pop,COASTAL_DEFENDED,1in10,2020,1071.4884,32.19641,0.0061204514974715
CIV,2020,pop,COASTAL_DEFENDED,1in100,2020,1258.3896,46.08838,0.0074903987758603
CIV,2020,pop,COASTAL_DEFENDED,1in5,2020,963.5331,21.002563,0.0044174389728248
CIV,2020,pop,FLUVIAL_PLUVIAL_DEFENDED,1in10,2020,152707.8,16583.656,0.0232581563618392
CIV,2020,pop,FLUVIAL_PLUVIAL_DEFENDED,1in100,2020,759625.0,87026.0,0.0246336261719821
CIV,2020,pop,FLUVIAL_PLUVIAL_DEFENDED,1in5,2020,85155.53,8399.367,0.02098631648073
GNQ,1975,pop,COASTAL_DEFENDED,1in10,2020,424.98288,,
GNQ,1975,pop,COASTAL_DEFENDED,1in100,2020,454.70047,,
GNQ,1975,pop,COASTAL_DEFENDED,1in5,2020,371.64438,,
GNQ,1975,pop,FLUVIAL_PLUVIAL_DEFENDED,1in10,2020,4829.394,,
GNQ,1975,pop,FLUVIAL_PLUVIAL_DEFENDED,1in100,2020,18639.285,,
GNQ,1975,pop,FLUVIAL_PLUVIAL_DEFENDED,1in5,2020,2290.4817,,
GNQ,1980,pop,COASTAL_DEFENDED,1in10,2020,476.7675,51.784607,0.0232624622304169
GNQ,1980,pop,COASTAL_DEFENDED,1in100,2020,508.12994,53.429474,0.02246834856983
GNQ,1980,pop,COASTAL_DEFENDED,1in5,2020,413.42532,41.780945,0.0215365350521634
GNQ,1980,pop,FLUVIAL_PLUVIAL_DEFENDED,1in10,2020,5074.513,245.11914,0.0099510947996517
GNQ,1980,pop,FLUVIAL_PLUVIAL_DEFENDED,1in100,2020,18923.213,283.92773,0.0030281651003507
GNQ,1980,pop,FLUVIAL_PLUVIAL_DEFENDED,1in5,2020,2311.1387,20.656982,0.0017972600099946
GNQ,1985,pop,COASTAL_DEFENDED,1in10,2020,724.70056,247.93307,0.0873525874702858
GNQ,1985,pop,COASTAL_DEFENDED,1in100,2020,769.1545,261.02454,0.0864450297381629
GNQ,1985,pop,COASTAL_DEFENDED,1in5,2020,639.1643,225.73898,0.0910460724942643
GNQ,1985,pop,FLUVIAL_PLUVIAL_DEFENDED,1in10,2020,7181.019,2106.5059,0.0719100418689084
GNQ,1985,pop,FLUVIAL_PLUVIAL_DEFENDED,1in100,2020,25995.658,7072.4453,0.0655680374627494
GNQ,1985,pop,FLUVIAL_PLUVIAL_DEFENDED,1in5,2020,3293.3445,982.2058,0.0734015765130218
GNQ,1990,pop,COASTAL_DEFENDED,1in10,2020,946.7606,222.06006,0.0549122032648996
GNQ,1990,pop,COASTAL_DEFENDED,1in100,2020,1003.20593,234.05145,0.0545697389854331
GNQ,1990,pop,COASTAL_DEFENDED,1in5,2020,828.87427,189.70996,0.0533561429398883
GNQ,1990,pop,FLUVIAL_PLUVIAL_DEFENDED,1in10,2020,9143.627,1962.6079,0.0495097673864624
GNQ,1990,pop,FLUVIAL_PLUVIAL_DEFENDED,1in100,2020,32498.379,6502.7207,0.0456640426658956
GNQ,1990,pop,FLUVIAL_PLUVIAL_DEFENDED,1in5,2020,4117.471,824.1267,0.045679716704968
GNQ,1995,pop,COASTAL_DEFENDED,1in10,2020,1153.7711,207.0105,0.040341442931977
GNQ,1995,pop,COASTAL_DEFENDED,1in100,2020,1223.0864,219.8805,0.0404313079226941
GNQ,1995,pop,COASTAL_DEFENDED,1in5,2020,986.1762,157.30194,0.0353642756974561
GNQ,1995,pop,FLUVIAL_PLUVIAL_DEFENDED,1in10,2020,10823.728,1680.1006,0.0343122503048523
GNQ,1995,pop,FLUVIAL_PLUVIAL_DEFENDED,1in100,2020,38851.797,6353.418,0.0363581870965024
GNQ,1995,pop,FLUVIAL_PLUVIAL_DEFENDED,1in5,2020,4742.7324,625.2612,0.0286783668654844
GNQ,2000,pop,COASTAL_DEFENDED,1in10,2020,1345.951,192.17993,0.0312926373836102
GNQ,2000,pop,COASTAL_DEFENDED,1in100,2020,1456.085,232.99854,0.0354900169657446
GNQ,2000,pop,COASTAL_DEFENDED,1in5,2020,1063.3329,77.15668,0.0151797512296965
GNQ,2000,pop,FLUVIAL_PLUVIAL_DEFENDED,1in10,2020,12561.321,1737.5938,0.0302240677124083
GNQ,2000,pop,FLUVIAL_PLUVIAL_DEFENDED,1in100,2020,45449.027,6597.2305,0.0318645641735579
GNQ,2000,pop,FLUVIAL_PLUVIAL_DEFENDED,1in5,2020,4929.399,186.6665,0.007750597179859
GNQ,2005,pop,COASTAL_DEFENDED,1in10,2020,1706.838,360.88696,0.0486549340353263
GNQ,2005,pop,COASTAL_DEFENDED,1in100,2020,1840.1821,384.09717,0.0479361443028123
GNQ,2005,pop,COASTAL_DEFENDED,1in5,2020,1335.2837,271.9508,0.0466003024485217
GNQ,2005,pop,FLUVIAL_PLUVIAL_DEFENDED,1in10,2020,16930.96,4369.6396,0.0615226255168386
GNQ,2005,pop,FLUVIAL_PLUVIAL_DEFENDED,1in100,2020,61084.46,15635.434,0.0609165677612415
GNQ,2005,pop,FLUVIAL_PLUVIAL_DEFENDED,1in5,2020,5866.9375,937.5386,0.0354365709075215
GNQ,2010,pop,COASTAL_DEFENDED,1in10,2020,2041.565,334.72693,0.0364639035287535
GNQ,2010,pop,COASTAL_DEFENDED,1in100,2020,2182.8748,342.69263,0.0347456324974291
GNQ,2010,pop,COASTAL_DEFENDED,1in5,2020,1612.1711,276.88745,0.0384067959618865
GNQ,2010,pop,FLUVIAL_PLUVIAL_DEFENDED,1in10,2020,22573.438,5642.4766,0.0592127859389473
GNQ,2010,pop,FLUVIAL_PLUVIAL_DEFENDED,1in100,2020,81536.414,20451.953,0.0594590394557414
GNQ,2010,pop,FLUVIAL_PLUVIAL_DEFENDED,1in5,2020,7495.633,1628.6953,0.0502177761200246
GNQ,2015,pop,COASTAL_DEFENDED,1in10,2020,2308.1682,266.60327,0.0248512874794726
GNQ,2015,pop,COASTAL_DEFENDED,1in100,2020,2478.945,296.0703,0.0257643904987274
GNQ,2015,pop,COASTAL_DEFENDED,1in5,2020,1813.9879,201.81677,0.0238696030682326
GNQ,2015,pop,FLUVIAL_PLUVIAL_DEFENDED,1in10,2020,29190.338,6616.9004,0.0527573640812306
GNQ,2015,pop,FLUVIAL_PLUVIAL_DEFENDED,1in100,2020,104680.72,23144.305,0.0512427540084738
GNQ,2015,pop,FLUVIAL_PLUVIAL_DEFENDED,1in5,2020,9233.173,1737.54,0.0425779440191704
GNQ,2020,pop,COASTAL_DEFENDED,1in10,2020,2629.5457,321.37744,0.0264142107213569
GNQ,2020,pop,COASTAL_DEFENDED,1in100,2020,2861.686,382.74097,0.0291318326102332
GNQ,2020,pop,COASTAL_DEFENDED,1in5,2020,1656.1499,-157.83801,-0.0180416927460922
GNQ,2020,pop,FLUVIAL_PLUVIAL_DEFENDED,1in10,2020,33936.902,4746.5645,0.0305916488279203
GNQ,2020,pop,FLUVIAL_PLUVIAL_DEFENDED,1in100,2020,125839.484,21158.766,0.0375046288953679
GNQ,2020,pop,FLUVIAL_PLUVIAL_DEFENDED,1in5,2020,6210.6426,-3022.5303,-0.0762443432541193
ERI,1975,pop,COASTAL_DEFENDED,1in10,2020,1815.0428,,
ERI,1975,pop,COASTAL_DEFENDED,1in100,2020,1871.63,,
ERI,1975,pop,COASTAL_DEFENDED,1in5,2020,1766.2723,,
ERI,1975,pop,FLUVIAL_PLUVIAL_DEFENDED,1in10,2020,7464.031,,
ERI,1975,pop,FLUVIAL_PLUVIAL_DEFENDED,1in100,2020,71924.11,,
ERI,1975,pop,FLUVIAL_PLUVIAL_DEFENDED,1in5,2020,1146.135,,
ERI,1980,pop,COASTAL_DEFENDED,1in10,2020,2576.6104,761.5675,0.072586618723252
ERI,1980,pop,COASTAL_DEFENDED,1in100,2020,2686.8877,815.2577,0.0749936684213763
ERI,1980,pop,COASTAL_DEFENDED,1in5,2020,2438.1633,671.891,0.0665986361146935
ERI,1980,pop,FLUVIAL_PLUVIAL_DEFENDED,1in10,2020,8228.544,764.5132,0.0196941137957331
ERI,1980,pop,FLUVIAL_PLUVIAL_DEFENDED,1in100,2020,78033.016,6108.9062,0.0164377311658852
ERI,1980,pop,FLUVIAL_PLUVIAL_DEFENDED,1in5,2020,1343.8722,197.73718,0.032343992081832
ERI,1985,pop,COASTAL_DEFENDED,1in10,2020,3996.6855,1420.0752,0.0917677047843192
ERI,1985,pop,COASTAL_DEFENDED,1in100,2020,4173.8843,1486.9966,0.0920893589491194
ERI,1985,pop,COASTAL_DEFENDED,1in5,2020,3713.9543,1275.791,0.0878142735958904
ERI,1985,pop,FLUVIAL_PLUVIAL_DEFENDED,1in10,2020,8861.329,632.78516,0.0149278549044806
ERI,1985,pop,FLUVIAL_PLUVIAL_DEFENDED,1in100,2020,83528.84,5495.828,0.0137050709687895
ERI,1985,pop,FLUVIAL_PLUVIAL_DEFENDED,1in5,2020,1536.7432,192.87097,0.0271849845295071
ERI,1990,pop,COASTAL_DEFENDED,1in10,2020,5868.517,1871.8315,0.0798555901916422
ERI,1990,pop,COASTAL_DEFENDED,1in100,2020,6191.255,2017.3706,0.0820508099614731
ERI,1990,pop,COASTAL_DEFENDED,1in5,2020,5413.199,1699.2449,0.0782599826530774
ERI,1990,pop,FLUVIAL_PLUVIAL_DEFENDED,1in10,2020,9492.542,631.2129,0.0138570684856045
ERI,1990,pop,FLUVIAL_PLUVIAL_DEFENDED,1in100,2020,89651.766,6122.922,0.0142487403994622
ERI,1990,pop,FLUVIAL_PLUVIAL_DEFENDED,1in5,2020,1671.0518,134.3086,0.0168987644775144
ERI,1995,pop,COASTAL_DEFENDED,1in10,2020,6426.7754,558.2583,0.0183403515688136
ERI,1995,pop,COASTAL_DEFENDED,1in100,2020,6921.235,729.98,0.0225415903812045
ERI,1995,pop,COASTAL_DEFENDED,1in5,2020,5906.231,493.03174,0.0175863825824065
ERI,1995,pop,FLUVIAL_PLUVIAL_DEFENDED,1in10,2020,7839.6665,-1652.8755,-0.037539282956246
ERI,1995,pop,FLUVIAL_PLUVIAL_DEFENDED,1in100,2020,81605.305,-8046.461,-0.0186319588997054
ERI,1995,pop,FLUVIAL_PLUVIAL_DEFENDED,1in5,2020,1348.402,-322.64978,-0.0419991460357713
ERI,2000,pop,COASTAL_DEFENDED,1in10,2020,6451.7485,24.973145,0.0007759440872485
ERI,2000,pop,COASTAL_DEFENDED,1in100,2020,7034.469,113.234375,0.0032508752185829
ERI,2000,pop,COASTAL_DEFENDED,1in5,2020,5961.512,55.28125,0.0018649978955351
ERI,2000,pop,FLUVIAL_PLUVIAL_DEFENDED,1in10,2020,7346.0894,-493.57715,-0.0129214308991825
ERI,2000,pop,FLUVIAL_PLUVIAL_DEFENDED,1in100,2020,84736.87,3131.5625,0.0075597418979218
ERI,2000,pop,FLUVIAL_PLUVIAL_DEFENDED,1in5,2020,1264.7461,-83.65588,-0.012728058381804
ERI,2005,pop,COASTAL_DEFENDED,1in10,2020,7589.1553,1137.4067,0.0330068478521494
ERI,2005,pop,COASTAL_DEFENDED,1in100,2020,8248.552,1214.0825,0.0323554951379054
ERI,2005,pop,COASTAL_DEFENDED,1in5,2020,6998.9795,1037.4673,0.0326084117870459
ERI,2005,pop,FLUVIAL_PLUVIAL_DEFENDED,1in10,2020,8324.899,978.81006,0.0253321156364811
ERI,2005,pop,FLUVIAL_PLUVIAL_DEFENDED,1in100,2020,95085.42,10348.555,0.0233125615552776
ERI,2005,pop,FLUVIAL_PLUVIAL_DEFENDED,1in5,2020,1437.1824,172.43628,0.0258921487567325
ERI,2010,pop,COASTAL_DEFENDED,1in10,2020,8125.145,535.98975,0.0137422323295666
ERI,2010,pop,COASTAL_DEFENDED,1in100,2020,8794.671,546.11914,0.0129042142694062
ERI,2010,pop,COASTAL_DEFENDED,1in5,2020,7489.445,490.46533,0.0136382300204922
ERI,2010,pop,FLUVIAL_PLUVIAL_DEFENDED,1in10,2020,8866.508,541.6084,0.012685797559506
ERI,2010,pop,FLUVIAL_PLUVIAL_DEFENDED,1in100,2020,100751.26,5665.836,0.0116430560648903
ERI,2010,pop,FLUVIAL_PLUVIAL_DEFENDED,1in5,2020,1541.4089,104.22656,0.0141009677971479
ERI,2015,pop,COASTAL_DEFENDED,1in10,2020,7980.2803,-144.86475,-0.0035915418083145
ERI,2015,pop,COASTAL_DEFENDED,1in100,2020,8659.984,-134.68652,-0.0030818529860536
ERI,2015,pop,COASTAL_DEFENDED,1in5,2020,7332.033,-157.41162,-0.0042393500892647
ERI,2015,pop,FLUVIAL_PLUVIAL_DEFENDED,1in10,2020,9082.655,216.14746,0.0048287294375255
ERI,2015,pop,FLUVIAL_PLUVIAL_DEFENDED,1in100,2020,103829.68,3078.4219,0.0060375840997786
ERI,2015,pop,FLUVIAL_PLUVIAL_DEFENDED,1in5,2020,1548.2095,6.800537,0.0008808340565593
ERI,2020,pop,COASTAL_DEFENDED,1in10,2020,7982.37,2.0898438,5.237507524413765e-05
ERI,2020,pop,COASTAL_DEFENDED,1in100,2020,8688.147,28.163086,0.0006495852552619
ERI,2020,pop,COASTAL_DEFENDED,1in5,2020,7351.374,19.34082,0.0005270168454933
ERI,2020,pop,FLUVIAL_PLUVIAL_DEFENDED,1in10,2020,10749.091,1666.4355,0.0342648945650756
ERI,2020,pop,FLUVIAL_PLUVIAL_DEFENDED,1in100,2020,106074.85,2245.1719,0.0042877939343874
ERI,2020,pop,FLUVIAL_PLUVIAL_DEFENDED,1in5,2020,1887.5613,339.3518,0.0404333628956217
SWZ,1975,pop,COASTAL_DEFENDED,1in10,2020,0.0,,
SWZ,1975,pop,COASTAL_DEFENDED,1in100,2020,0.0,,
SWZ,1975,pop,COASTAL_DEFENDED,1in5,2020,0.0,,
SWZ,1975,pop,FLUVIAL_PLUVIAL_DEFENDED,1in10,2020,2282.4795,,
SWZ,1975,pop,FLUVIAL_PLUVIAL_DEFENDED,1in100,2020,6639.9565,,
SWZ,1975,pop,FLUVIAL_PLUVIAL_DEFENDED,1in5,2020,1035.7426,,
SWZ,1980,pop,COASTAL_DEFENDED,1in10,2020,0.0,0.0,
SWZ,1980,pop,COASTAL_DEFENDED,1in100,2020,0.0,0.0,
SWZ,1980,pop,COASTAL_DEFENDED,1in5,2020,0.0,0.0,
SWZ,1980,pop,FLUVIAL_PLUVIAL_DEFENDED,1in10,2020,2784.9712,502.4917,0.0405974641526207
SWZ,1980,pop,FLUVIAL_PLUVIAL_DEFENDED,1in100,2020,7818.635,1178.6782,0.0332207835633988
SWZ,1980,pop,FLUVIAL_PLUVIAL_DEFENDED,1in5,2020,1339.0616,303.3191,0.0527124259492506
SWZ,1985,pop,COASTAL_DEFENDED,1in10,2020,0.0,0.0,
SWZ,1985,pop,COASTAL_DEFENDED,1in100,2020,0.0,0.0,
SWZ,1985,pop,COASTAL_DEFENDED,1in5,2020,0.0,0.0,
SWZ,1985,pop,FLUVIAL_PLUVIAL_DEFENDED,1in10,2020,3305.5405,520.56934,0.0348665609721698
SWZ,1985,pop,FLUVIAL_PLUVIAL_DEFENDED,1in100,2020,9128.972,1310.3369,0.0314737742263846
SWZ,1985,pop,FLUVIAL_PLUVIAL_DEFENDED,1in5,2020,1586.4209,247.35925,0.0344834960950939
SWZ,1990,pop,COASTAL_DEFENDED,1in10,2020,0.0,0.0,
SWZ,1990,pop,COASTAL_DEFENDED,1in100,2020,0.0,0.0,
SWZ,1990,pop,COASTAL_DEFENDED,1in5,2020,0.0,0.0,
SWZ,1990,pop,FLUVIAL_PLUVIAL_DEFENDED,1in10,2020,4207.3833,901.8428,0.0494310712601933
SWZ,1990,pop,FLUVIAL_PLUVIAL_DEFENDED,1in100,2020,11498.76,2369.788,0.0472390460881662
SWZ,1990,pop,FLUVIAL_PLUVIAL_DEFENDED,1in5,2020,2000.5736,414.1527,0.0474835802351985
SWZ,1995,pop,COASTAL_DEFENDED,1in10,2020,0.0,0.0,
SWZ,1995,pop,COASTAL_DEFENDED,1in100,2020,0.0,0.0,
SWZ,1995,pop,COASTAL_DEFENDED,1in5,2020,0.0,0.0,
SWZ,1995,pop,FLUVIAL_PLUVIAL_DEFENDED,1in10,2020,4464.2217,256.83838,0.0119212953436154
SWZ,1995,pop,FLUVIAL_PLUVIAL_DEFENDED,1in100,2020,12329.548,830.7881,0.0140496768594446
SWZ,1995,pop,FLUVIAL_PLUVIAL_DEFENDED,1in5,2020,2109.1729,108.59924,0.0106284760762691
SWZ,2000,pop,COASTAL_DEFENDED,1in10,2020,0.0,0.0,
SWZ,2000,pop,COASTAL_DEFENDED,1in100,2020,0.0,0.0,
SWZ,2000,pop,COASTAL_DEFENDED,1in5,2020,0.0,0.0,
SWZ,2000,pop,FLUVIAL_PLUVIAL_DEFENDED,1in10,2020,4446.9966,-17.225098,-0.0007728951466753
SWZ,2000,pop,FLUVIAL_PLUVIAL_DEFENDED,1in100,2020,12666.414,336.8662,0.0054056051985507
SWZ,2000,pop,FLUVIAL_PLUVIAL_DEFENDED,1in5,2020,2049.5066,-59.66626,-0.00572292196199
SWZ,2005,pop,COASTAL_DEFENDED,1in10,2020,0.0,0.0,
SWZ,2005,pop,COASTAL_DEFENDED,1in100,2020,0.0,0.0,
SWZ,2005,pop,COASTAL_DEFENDED,1in5,2020,0.0,0.0,
