ISO_A3,ghsl_year,ghsl_type,flood_type,climate_scenario,return_period,fathom_year,ftm3_ghsl_total_pop_#,ftm3_ghsl_new_pop_#,ftm3_ghsl_rate_pop_%
COD,2020,pop,FLUVIAL_PLUVIAL_DEFENDED,SSP3_7.0,1in5,2080,835756.4,145870.06,0.00641416
COD,2020,pop,FLUVIAL_PLUVIAL_DEFENDED,SSP5_8.5,1in10,2030,0,,
COD,2020,pop,FLUVIAL_PLUVIAL_DEFENDED,SSP5_8.5,1in10,2050,1129607,1129607,inf
COD,2020,pop,FLUVIAL_PLUVIAL_DEFENDED,SSP5_8.5,1in10,2080,1348265.5,218658.5,0.005915734
COD,2020,pop,FLUVIAL_PLUVIAL_DEFENDED,SSP5_8.5,1in100,2030,4139383.2,,
COD,2020,pop,FLUVIAL_PLUVIAL_DEFENDED,SSP5_8.5,1in100,2050,4354519,215135.75,0.002536578
COD,2020,pop,FLUVIAL_PLUVIAL_DEFENDED,SSP5_8.5,1in100,2080,4665118.5,310599.5,0.002299274
COD,2020,pop,FLUVIAL_PLUVIAL_DEFENDED,SSP5_8.5,1in5,2030,628333.94,,
COD,2020,pop,FLUVIAL_PLUVIAL_DEFENDED,SSP5_8.5,1in5,2050,721006.94,92673,0.006902562
COD,2020,pop,FLUVIAL_PLUVIAL_DEFENDED,SSP5_8.5,1in5,2080,926884.9,205877.94,0.008407836
COG,2020,pop,COASTAL_DEFENDED,SSP1_2.6,1in10,2030,1842.534,,
COG,2020,pop,COASTAL_DEFENDED,SSP1_2.6,1in10,2050,2179.9485,337.41443,0.008443419
COG,2020,pop,COASTAL_DEFENDED,SSP1_2.6,1in10,2080,2941.276,761.3274,0.010034755
COG,2020,pop,COASTAL_DEFENDED,SSP1_2.6,1in100,2030,1967.904,,
COG,2020,pop,COASTAL_DEFENDED,SSP1_2.6,1in100,2050,2378.437,410.53296,0.009518745
COG,2020,pop,COASTAL_DEFENDED,SSP1_2.6,1in100,2080,3097.9167,719.47974,0.008848462
COG,2020,pop,COASTAL_DEFENDED,SSP1_2.6,1in5,2030,1750.6986,,
COG,2020,pop,COASTAL_DEFENDED,SSP1_2.6,1in5,2050,2145.7388,395.04016,0.010225378
COG,2020,pop,COASTAL_DEFENDED,SSP1_2.6,1in5,2080,2870.7546,725.01587,0.009750261
COG,2020,pop,COASTAL_DEFENDED,SSP2_4.5,1in10,2030,1881.0817,,
COG,2020,pop,COASTAL_DEFENDED,SSP2_4.5,1in10,2050,2336.8005,455.71887,0.010905827
COG,2020,pop,COASTAL_DEFENDED,SSP2_4.5,1in10,2080,3317.3665,980.5659,0.01174809
COG,2020,pop,COASTAL_DEFENDED,SSP2_4.5,1in100,2030,1990.8405,,
COG,2020,pop,COASTAL_DEFENDED,SSP2_4.5,1in100,2050,2472.2153,481.37488,0.010886722
COG,2020,pop,COASTAL_DEFENDED,SSP2_4.5,1in100,2080,3473.313,1001.09766,0.011397605
COG,2020,pop,COASTAL_DEFENDED,SSP2_4.5,1in5,2030,1777.0215,,
COG,2020,pop,COASTAL_DEFENDED,SSP2_4.5,1in5,2050,2262.41,485.38843,0.012147791
COG,2020,pop,COASTAL_DEFENDED,SSP2_4.5,1in5,2080,3237.3198,974.9099,0.012015452
COG,2020,pop,COASTAL_DEFENDED,SSP3_7.0,1in10,2030,1889.6166,,
COG,2020,pop,COASTAL_DEFENDED,SSP3_7.0,1in10,2050,2423.8384,534.2218,0.012526732
COG,2020,pop,COASTAL_DEFENDED,SSP3_7.0,1in10,2080,3665.172,1241.3337,0.013879535
COG,2020,pop,COASTAL_DEFENDED,SSP3_7.0,1in100,2030,2017.7035,,
COG,2020,pop,COASTAL_DEFENDED,SSP3_7.0,1in100,2050,2548.8784,531.1749,0.011753204
COG,2020,pop,COASTAL_DEFENDED,SSP3_7.0,1in100,2080,3873.504,1324.6255,0.014047961
COG,2020,pop,COASTAL_DEFENDED,SSP3_7.0,1in5,2030,1789.0184,,
COG,2020,pop,COASTAL_DEFENDED,SSP3_7.0,1in5,2050,2356.5698,567.5514,0.01387234
COG,2020,pop,COASTAL_DEFENDED,SSP3_7.0,1in5,2080,3597.7102,1241.1404,0.014202934
COG,2020,pop,COASTAL_DEFENDED,SSP5_8.5,1in10,2030,1923.8807,,
COG,2020,pop,COASTAL_DEFENDED,SSP5_8.5,1in10,2050,2485.705,561.82434,0.012893008
COG,2020,pop,COASTAL_DEFENDED,SSP5_8.5,1in10,2080,3999.2822,1513.5771,0.01597826
COG,2020,pop,COASTAL_DEFENDED,SSP5_8.5,1in100,2030,2036.329,,
COG,2020,pop,COASTAL_DEFENDED,SSP5_8.5,1in100,2050,2631.7568,595.42786,0.012907744
COG,2020,pop,COASTAL_DEFENDED,SSP5_8.5,1in100,2080,4172.587,1540.8301,0.015481433
COG,2020,pop,COASTAL_DEFENDED,SSP5_8.5,1in5,2030,1818.1523,,
COG,2020,pop,COASTAL_DEFENDED,SSP5_8.5,1in5,2050,2466.7485,648.5962,0.015370941
COG,2020,pop,COASTAL_DEFENDED,SSP5_8.5,1in5,2080,3926.717,1459.9685,0.015617458
COG,2020,pop,FLUVIAL_PLUVIAL_DEFENDED,SSP1_2.6,1in10,2030,47226.51,,
COG,2020,pop,FLUVIAL_PLUVIAL_DEFENDED,SSP1_2.6,1in10,2050,48871.203,1644.6914,0.001713109
COG,2020,pop,FLUVIAL_PLUVIAL_DEFENDED,SSP1_2.6,1in10,2080,49737.508,866.3047,0.000585872
COG,2020,pop,FLUVIAL_PLUVIAL_DEFENDED,SSP1_2.6,1in100,2030,417341.28,,
COG,2020,pop,FLUVIAL_PLUVIAL_DEFENDED,SSP1_2.6,1in100,2050,420532.28,3191,0.000380917
COG,2020,pop,FLUVIAL_PLUVIAL_DEFENDED,SSP1_2.6,1in100,2080,424220.3,3688.0312,0.000291097
COG,2020,pop,FLUVIAL_PLUVIAL_DEFENDED,SSP1_2.6,1in5,2030,26602.684,,
COG,2020,pop,FLUVIAL_PLUVIAL_DEFENDED,SSP1_2.6,1in5,2050,27102.96,500.27734,0.000931977
COG,2020,pop,FLUVIAL_PLUVIAL_DEFENDED,SSP1_2.6,1in5,2080,27414.154,311.19336,0.000380621
COG,2020,pop,FLUVIAL_PLUVIAL_DEFENDED,SSP2_4.5,1in10,2030,47330.85,,
COG,2020,pop,FLUVIAL_PLUVIAL_DEFENDED,SSP2_4.5,1in10,2050,51389.754,4058.9023,0.004122297
COG,2020,pop,FLUVIAL_PLUVIAL_DEFENDED,SSP2_4.5,1in10,2080,55352.152,3962.3984,0.002478958
COG,2020,pop,FLUVIAL_PLUVIAL_DEFENDED,SSP2_4.5,1in100,2030,418248.28,,
COG,2020,pop,FLUVIAL_PLUVIAL_DEFENDED,SSP2_4.5,1in100,2050,426243.9,7995.625,0.000947271
COG,2020,pop,FLUVIAL_PLUVIAL_DEFENDED,SSP2_4.5,1in100,2080,433260.1,7016.1875,0.000544366
COG,2020,pop,FLUVIAL_PLUVIAL_DEFENDED,SSP2_4.5,1in5,2030,26638.113,,
COG,2020,pop,FLUVIAL_PLUVIAL_DEFENDED,SSP2_4.5,1in5,2050,27803.316,1165.2031,0.002142907
COG,2020,pop,FLUVIAL_PLUVIAL_DEFENDED,SSP2_4.5,1in5,2080,29562.488,1759.1719,0.002047124
COG,2020,pop,FLUVIAL_PLUVIAL_DEFENDED,SSP3_7.0,1in10,2030,47374.617,,
COG,2020,pop,FLUVIAL_PLUVIAL_DEFENDED,SSP3_7.0,1in10,2050,52309.97,4935.3516,0.004967315
COG,2020,pop,FLUVIAL_PLUVIAL_DEFENDED,SSP3_7.0,1in10,2080,60215.887,7905.918,0.004702663
COG,2020,pop,FLUVIAL_PLUVIAL_DEFENDED,SSP3_7.0,1in100,2030,418510.03,,
COG,2020,pop,FLUVIAL_PLUVIAL_DEFENDED,SSP3_7.0,1in100,2050,426879.1,8369.0625,0.000990486
COG,2020,pop,FLUVIAL_PLUVIAL_DEFENDED,SSP3_7.0,1in100,2080,440608.9,13729.8125,0.001055785
COG,2020,pop,FLUVIAL_PLUVIAL_DEFENDED,SSP3_7.0,1in5,2030,26654.098,,
COG,2020,pop,FLUVIAL_PLUVIAL_DEFENDED,SSP3_7.0,1in5,2050,28199.723,1545.625,0.002822439
COG,2020,pop,FLUVIAL_PLUVIAL_DEFENDED,SSP3_7.0,1in5,2080,31806.123,3606.4004,0.004019614
COG,2020,pop,FLUVIAL_PLUVIAL_DEFENDED,SSP5_8.5,1in10,2030,47774.023,,
COG,2020,pop,FLUVIAL_PLUVIAL_DEFENDED,SSP5_8.5,1in10,2050,54235.434,6461.41,0.006362779
COG,2020,pop,FLUVIAL_PLUVIAL_DEFENDED,SSP5_8.5,1in10,2080,66507.39,12271.957,0.006822456
COG,2020,pop,FLUVIAL_PLUVIAL_DEFENDED,SSP5_8.5,1in100,2030,418980.03,,
COG,2020,pop,FLUVIAL_PLUVIAL_DEFENDED,SSP5_8.5,1in100,2050,432077.5,13097.469,0.001540271
COG,2020,pop,FLUVIAL_PLUVIAL_DEFENDED,SSP5_8.5,1in100,2080,453390.25,21312.75,0.001606229
COG,2020,pop,FLUVIAL_PLUVIAL_DEFENDED,SSP5_8.5,1in5,2030,26825.428,,
COG,2020,pop,FLUVIAL_PLUVIAL_DEFENDED,SSP5_8.5,1in5,2050,29136.068,2310.6406,0.004139878
COG,2020,pop,FLUVIAL_PLUVIAL_DEFENDED,SSP5_8.5,1in5,2080,36149.918,7013.8496,0.007215838
CIV,2020,pop,COASTAL_DEFENDED,SSP1_2.6,1in10,2030,1473.4247,,
CIV,2020,pop,COASTAL_DEFENDED,SSP1_2.6,1in10,2050,2442.1833,968.75867,0.025587022
CIV,2020,pop,COASTAL_DEFENDED,SSP1_2.6,1in10,2080,4764.388,2322.2048,0.022525849
CIV,2020,pop,COASTAL_DEFENDED,SSP1_2.6,1in100,2030,1618.5653,,
CIV,2020,pop,COASTAL_DEFENDED,SSP1_2.6,1in100,2050,2611.387,992.82166,0.024205372
CIV,2020,pop,COASTAL_DEFENDED,SSP1_2.6,1in100,2080,5174.426,2563.0388,0.023056685
CIV,2020,pop,COASTAL_DEFENDED,SSP1_2.6,1in5,2030,1400.5532,,
CIV,2020,pop,COASTAL_DEFENDED,SSP1_2.6,1in5,2050,2401.7532,1001.19995,0.02733347
CIV,2020,pop,COASTAL_DEFENDED,SSP1_2.6,1in5,2080,4669.311,2267.5579,0.022407785
CIV,2020,pop,COASTAL_DEFENDED,SSP2_4.5,1in10,2030,1491.0897,,
CIV,2020,pop,COASTAL_DEFENDED,SSP2_4.5,1in10,2050,2601.236,1110.1464,0.02821468
CIV,2020,pop,COASTAL_DEFENDED,SSP2_4.5,1in10,2080,6060.6284,3459.3923,0.028595445
CIV,2020,pop,COASTAL_DEFENDED,SSP2_4.5,1in100,2030,1652.9545,,
CIV,2020,pop,COASTAL_DEFENDED,SSP2_4.5,1in100,2050,2895.9626,1243.0082,0.028434419
CIV,2020,pop,COASTAL_DEFENDED,SSP2_4.5,1in100,2080,6284.285,3388.3225,0.026160827
CIV,2020,pop,COASTAL_DEFENDED,SSP2_4.5,1in5,2030,1419.9746,,
CIV,2020,pop,COASTAL_DEFENDED,SSP2_4.5,1in5,2050,2493.1018,1073.1272,0.028544231
CIV,2020,pop,COASTAL_DEFENDED,SSP2_4.5,1in5,2080,5877.76,3384.658,0.029000836
CIV,2020,pop,COASTAL_DEFENDED,SSP3_7.0,1in10,2030,1510.4874,,
CIV,2020,pop,COASTAL_DEFENDED,SSP3_7.0,1in10,2050,2829.7354,1319.2479,0.031885324
CIV,2020,pop,COASTAL_DEFENDED,SSP3_7.0,1in10,2080,7162.151,4332.4155,0.031438303
CIV,2020,pop,COASTAL_DEFENDED,SSP3_7.0,1in100,2030,1664.0613,,
CIV,2020,pop,COASTAL_DEFENDED,SSP3_7.0,1in100,2050,3049.6877,1385.6265,0.030752279
CIV,2020,pop,COASTAL_DEFENDED,SSP3_7.0,1in100,2080,7486.115,4436.4277,0.030386209
CIV,2020,pop,COASTAL_DEFENDED,SSP3_7.0,1in5,2030,1428.5679,,
CIV,2020,pop,COASTAL_DEFENDED,SSP3_7.0,1in5,2050,2642.2185,1213.6506,0.031224903
CIV,2020,pop,COASTAL_DEFENDED,SSP3_7.0,1in5,2080,6980.59,4338.371,0.03291388
CIV,2020,pop,COASTAL_DEFENDED,SSP5_8.5,1in10,2030,1558.7959,,
CIV,2020,pop,COASTAL_DEFENDED,SSP5_8.5,1in10,2050,3054.3625,1495.5667,0.034204842
CIV,2020,pop,COASTAL_DEFENDED,SSP5_8.5,1in10,2080,8241.23,5186.868,0.033639386
CIV,2020,pop,COASTAL_DEFENDED,SSP5_8.5,1in100,2030,1727.9171,,
CIV,2020,pop,COASTAL_DEFENDED,SSP5_8.5,1in100,2050,3294.1003,1566.1832,0.032786841
CIV,2020,pop,COASTAL_DEFENDED,SSP5_8.5,1in100,2080,8709.344,5415.243,0.032939663
CIV,2020,pop,COASTAL_DEFENDED,SSP5_8.5,1in5,2030,1477.879,,
CIV,2020,pop,COASTAL_DEFENDED,SSP5_8.5,1in5,2050,2914.9258,1437.0468,0.034545105
CIV,2020,pop,COASTAL_DEFENDED,SSP5_8.5,1in5,2080,7929.5117,5014.586,0.03392086
CIV,2020,pop,FLUVIAL_PLUVIAL_DEFENDED,SSP1_2.6,1in10,2030,159816.31,,
CIV,2020,pop,FLUVIAL_PLUVIAL_DEFENDED,SSP1_2.6,1in10,2050,165980.06,6163.75,0.001893917
CIV,2020,pop,FLUVIAL_PLUVIAL_DEFENDED,SSP1_2.6,1in10,2080,168922.53,2942.4688,0.000585923
CIV,2020,pop,FLUVIAL_PLUVIAL_DEFENDED,SSP1_2.6,1in100,2030,772938.1,,
CIV,2020,pop,FLUVIAL_PLUVIAL_DEFENDED,SSP1_2.6,1in100,2050,781809.25,8871.125,0.00057075
CIV,2020,pop,FLUVIAL_PLUVIAL_DEFENDED,SSP1_2.6,1in100,2080,788956.06,7146.8125,0.000303373
CIV,2020,pop,FLUVIAL_PLUVIAL_DEFENDED,SSP1_2.6,1in5,2030,90064.625,,
CIV,2020,pop,FLUVIAL_PLUVIAL_DEFENDED,SSP1_2.6,1in5,2050,94333.37,4268.742,0.002318057
CIV,2020,pop,FLUVIAL_PLUVIAL_DEFENDED,SSP1_2.6,1in5,2080,96529.29,2195.9219,0.000767346
CIV,2020,pop,FLUVIAL_PLUVIAL_DEFENDED,SSP2_4.5,1in10,2030,160268.31,,
CIV,2020,pop,FLUVIAL_PLUVIAL_DEFENDED,SSP2_4.5,1in10,2050,172952.16,12683.844,0.00381554
CIV,2020,pop,FLUVIAL_PLUVIAL_DEFENDED,SSP2_4.5,1in10,2080,187096.36,14144.203,0.002623729
CIV,2020,pop,FLUVIAL_PLUVIAL_DEFENDED,SSP2_4.5,1in100,2030,773511.9,,
CIV,2020,pop,FLUVIAL_PLUVIAL_DEFENDED,SSP2_4.5,1in100,2050,795609.25,22097.375,0.001409348
CIV,2020,pop,FLUVIAL_PLUVIAL_DEFENDED,SSP2_4.5,1in100,2080,815981.2,20371.938,0.000843126
CIV,2020,pop,FLUVIAL_PLUVIAL_DEFENDED,SSP2_4.5,1in5,2030,90430.74,,
CIV,2020,pop,FLUVIAL_PLUVIAL_DEFENDED,SSP2_4.5,1in5,2050,99568.08,9137.336,0.004824468
CIV,2020,pop,FLUVIAL_PLUVIAL_DEFENDED,SSP2_4.5,1in5,2080,110620.914,11052.836,0.003515081
CIV,2020,pop,FLUVIAL_PLUVIAL_DEFENDED,SSP3_7.0,1in10,2030,160481.4,,
CIV,2020,pop,FLUVIAL_PLUVIAL_DEFENDED,SSP3_7.0,1in10,2050,176108.14,15626.734,0.004656816
CIV,2020,pop,FLUVIAL_PLUVIAL_DEFENDED,SSP3_7.0,1in10,2080,204056.22,27948.078,0.004921985
CIV,2020,pop,FLUVIAL_PLUVIAL_DEFENDED,SSP3_7.0,1in100,2030,773913.06,,
CIV,2020,pop,FLUVIAL_PLUVIAL_DEFENDED,SSP3_7.0,1in100,2050,799730.9,25817.812,0.001642134
CIV,2020,pop,FLUVIAL_PLUVIAL_DEFENDED,SSP3_7.0,1in100,2080,839463.2,39732.312,0.001617553
CIV,2020,pop,FLUVIAL_PLUVIAL_DEFENDED,SSP3_7.0,1in5,2030,90540.06,,
CIV,2020,pop,FLUVIAL_PLUVIAL_DEFENDED,SSP3_7.0,1in5,2050,101877.8,11337.734,0.005916513
CIV,2020,pop,FLUVIAL_PLUVIAL_DEFENDED,SSP3_7.0,1in5,2080,122485.32,20607.523,0.006159462
CIV,2020,pop,FLUVIAL_PLUVIAL_DEFENDED,SSP5_8.5,1in10,2030,162286.97,,
CIV,2020,pop,FLUVIAL_PLUVIAL_DEFENDED,SSP5_8.5,1in10,2050,183726.16,21439.188,0.006223295
CIV,2020,pop,FLUVIAL_PLUVIAL_DEFENDED,SSP5_8.5,1in10,2080,220136.58,36410.42,0.006044924
CIV,2020,pop,FLUVIAL_PLUVIAL_DEFENDED,SSP5_8.5,1in100,2030,776148.06,,
CIV,2020,pop,FLUVIAL_PLUVIAL_DEFENDED,SSP5_8.5,1in100,2050,811263.8,35115.75,0.002214949
CIV,2020,pop,FLUVIAL_PLUVIAL_DEFENDED,SSP5_8.5,1in100,2080,857736.8,46473,0.001858526
CIV,2020,pop,FLUVIAL_PLUVIAL_DEFENDED,SSP5_8.5,1in5,2030,91655.71,,
CIV,2020,pop,FLUVIAL_PLUVIAL_DEFENDED,SSP5_8.5,1in5,2050,106889.836,15234.125,0.0077176
CIV,2020,pop,FLUVIAL_PLUVIAL_DEFENDED,SSP5_8.5,1in5,2080,133891.58,27001.742,0.007535975
GNQ,2020,pop,COASTAL_DEFENDED,SSP1_2.6,1in10,2030,3089.7312,,
GNQ,2020,pop,COASTAL_DEFENDED,SSP1_2.6,1in10,2050,4206.6978,1116.9666,0.015549346
GNQ,2020,pop,COASTAL_DEFENDED,SSP1_2.6,1in10,2080,6477.115,2270.4175,0.014490561
GNQ,2020,pop,COASTAL_DEFENDED,SSP1_2.6,1in100,2030,3334.7192,,
GNQ,2020,pop,COASTAL_DEFENDED,SSP1_2.6,1in100,2050,4532.038,1197.3188,0.01545741
GNQ,2020,pop,COASTAL_DEFENDED,SSP1_2.6,1in100,2080,6618.301,2086.2627,0.012702228
GNQ,2020,pop,COASTAL_DEFENDED,SSP1_2.6,1in5,2030,2490.4985,,
GNQ,2020,pop,COASTAL_DEFENDED,SSP1_2.6,1in5,2050,4106.376,1615.8774,0.025318092
GNQ,2020,pop,COASTAL_DEFENDED,SSP1_2.6,1in5,2080,6308.1777,2201.8018,0.01441308
GNQ,2020,pop,COASTAL_DEFENDED,SSP2_4.5,1in10,2030,3092.3801,,
GNQ,2020,pop,COASTAL_DEFENDED,SSP2_4.5,1in10,2050,4539.0747,1446.6946,0.019374402
GNQ,2020,pop,COASTAL_DEFENDED,SSP2_4.5,1in10,2080,7486.932,2947.8574,0.016821106
GNQ,2020,pop,COASTAL_DEFENDED,SSP2_4.5,1in100,2030,3380.2546,,
GNQ,2020,pop,COASTAL_DEFENDED,SSP2_4.5,1in100,2050,4974.4863,1594.2317,0.019506366
GNQ,2020,pop,COASTAL_DEFENDED,SSP2_4.5,1in100,2080,7712.828,2738.3418,0.014726137
GNQ,2020,pop,COASTAL_DEFENDED,SSP2_4.5,1in5,2030,2511.5525,,
GNQ,2020,pop,COASTAL_DEFENDED,SSP2_4.5,1in5,2050,4412.198,1900.6458,0.028574227
GNQ,2020,pop,COASTAL_DEFENDED,SSP2_4.5,1in5,2080,7355.619,2943.421,0.01718233
GNQ,2020,pop,COASTAL_DEFENDED,SSP3_7.0,1in10,2030,3159.8848,,
GNQ,2020,pop,COASTAL_DEFENDED,SSP3_7.0,1in10,2050,4884.902,1725.0171,0.022019614
GNQ,2020,pop,COASTAL_DEFENDED,SSP3_7.0,1in10,2080,8354.094,3469.192,0.018047676
GNQ,2020,pop,COASTAL_DEFENDED,SSP3_7.0,1in100,2030,3412.6125,,
GNQ,2020,pop,COASTAL_DEFENDED,SSP3_7.0,1in100,2050,5108.7812,1696.1687,0.020379011
GNQ,2020,pop,COASTAL_DEFENDED,SSP3_7.0,1in100,2080,8626.136,3517.3545,0.017614531
GNQ,2020,pop,COASTAL_DEFENDED,SSP3_7.0,1in5,2030,2565.2708,,
GNQ,2020,pop,COASTAL_DEFENDED,SSP3_7.0,1in5,2050,4680.559,2115.2883,0.030524273
GNQ,2020,pop,COASTAL_DEFENDED,SSP3_7.0,1in5,2080,8230.324,3549.7651,0.018991687
GNQ,2020,pop,COASTAL_DEFENDED,SSP5_8.5,1in10,2030,3210.209,,
GNQ,2020,pop,COASTAL_DEFENDED,SSP5_8.5,1in10,2050,5100.2544,1890.0454,0.023417706
GNQ,2020,pop,COASTAL_DEFENDED,SSP5_8.5,1in10,2080,9036.235,3935.981,0.019247972
GNQ,2020,pop,COASTAL_DEFENDED,SSP5_8.5,1in100,2030,3523.918,,
GNQ,2020,pop,COASTAL_DEFENDED,SSP5_8.5,1in100,2050,5362.6323,1838.7144,0.021216001
GNQ,2020,pop,COASTAL_DEFENDED,SSP5_8.5,1in100,2080,9442.32,4079.688,0.019037166
GNQ,2020,pop,COASTAL_DEFENDED,SSP5_8.5,1in5,2030,2652.778,,
GNQ,2020,pop,COASTAL_DEFENDED,SSP5_8.5,1in5,2050,5026.9536,2374.1755,0.032476554
GNQ,2020,pop,COASTAL_DEFENDED,SSP5_8.5,1in5,2080,8909.853,3882.899,0.019261267
GNQ,2020,pop,FLUVIAL_PLUVIAL_DEFENDED,SSP1_2.6,1in10,2030,36659.027,,
GNQ,2020,pop,FLUVIAL_PLUVIAL_DEFENDED,SSP1_2.6,1in10,2050,39094.42,2435.3945,0.00322118
GNQ,2020,pop,FLUVIAL_PLUVIAL_DEFENDED,SSP1_2.6,1in10,2080,40006.637,912.21484,0.000769149
GNQ,2020,pop,FLUVIAL_PLUVIAL_DEFENDED,SSP1_2.6,1in100,2030,128696.695,,
GNQ,2020,pop,FLUVIAL_PLUVIAL_DEFENDED,SSP1_2.6,1in100,2050,129438.47,741.77344,0.000287402
GNQ,2020,pop,FLUVIAL_PLUVIAL_DEFENDED,SSP1_2.6,1in100,2080,131266.89,1828.4219,0.000467675
GNQ,2020,pop,FLUVIAL_PLUVIAL_DEFENDED,SSP1_2.6,1in5,2030,7729.5625,,
GNQ,2020,pop,FLUVIAL_PLUVIAL_DEFENDED,SSP1_2.6,1in5,2050,10059.933,2330.37,0.013262586
GNQ,2020,pop,FLUVIAL_PLUVIAL_DEFENDED,SSP1_2.6,1in5,2080,10762.355,702.42285,0.002252333
GNQ,2020,pop,FLUVIAL_PLUVIAL_DEFENDED,SSP2_4.5,1in10,2030,36757.83,,
GNQ,2020,pop,FLUVIAL_PLUVIAL_DEFENDED,SSP2_4.5,1in10,2050,41886.52,5128.6914,0.006552012
GNQ,2020,pop,FLUVIAL_PLUVIAL_DEFENDED,SSP2_4.5,1in10,2080,46950.273,5063.754,0.00381141
GNQ,2020,pop,FLUVIAL_PLUVIAL_DEFENDED,SSP2_4.5,1in100,2030,128749.05,,
GNQ,2020,pop,FLUVIAL_PLUVIAL_DEFENDED,SSP2_4.5,1in100,2050,131908.95,3159.9062,0.001213076
GNQ,2020,pop,FLUVIAL_PLUVIAL_DEFENDED,SSP2_4.5,1in100,2080,136307.66,4398.703,0.001094018
GNQ,2020,pop,FLUVIAL_PLUVIAL_DEFENDED,SSP2_4.5,1in5,2030,7901.195,,
GNQ,2020,pop,FLUVIAL_PLUVIAL_DEFENDED,SSP2_4.5,1in5,2050,11772.93,3871.7349,0.020139561
GNQ,2020,pop,FLUVIAL_PLUVIAL_DEFENDED,SSP2_4.5,1in5,2080,16173.629,4400.699,0.010642205
GNQ,2020,pop,FLUVIAL_PLUVIAL_DEFENDED,SSP3_7.0,1in10,2030,36790.18,,
GNQ,2020,pop,FLUVIAL_PLUVIAL_DEFENDED,SSP3_7.0,1in10,2050,42653.84,5863.66,0.007421724
GNQ,2020,pop,FLUVIAL_PLUVIAL_DEFENDED,SSP3_7.0,1in10,2080,53291.26,10637.422,0.007449445
GNQ,2020,pop,FLUVIAL_PLUVIAL_DEFENDED,SSP3_7.0,1in100,2030,128752.734,,
GNQ,2020,pop,FLUVIAL_PLUVIAL_DEFENDED,SSP3_7.0,1in100,2050,132168.45,3415.7188,0.001310033
GNQ,2020,pop,FLUVIAL_PLUVIAL_DEFENDED,SSP3_7.0,1in100,2080,139512.3,7343.8438,0.001804142
GNQ,2020,pop,FLUVIAL_PLUVIAL_DEFENDED,SSP3_7.0,1in5,2030,8062.7285,,
GNQ,2020,pop,FLUVIAL_PLUVIAL_DEFENDED,SSP3_7.0,1in5,2050,12490.712,4427.9834,0.022127936
GNQ,2020,pop,FLUVIAL_PLUVIAL_DEFENDED,SSP3_7.0,1in5,2080,21499.209,9008.497,0.018265843
GNQ,2020,pop,FLUVIAL_PLUVIAL_DEFENDED,SSP5_8.5,1in10,2030,37506.04,,
GNQ,2020,pop,FLUVIAL_PLUVIAL_DEFENDED,SSP5_8.5,1in10,2050,45038.887,7532.8477,0.009193215
GNQ,2020,pop,FLUVIAL_PLUVIAL_DEFENDED,SSP5_8.5,1in10,2080,56110.695,11071.809,0.007353579
GNQ,2020,pop,FLUVIAL_PLUVIAL_DEFENDED,SSP5_8.5,1in100,2030,128838.49,,
GNQ,2020,pop,FLUVIAL_PLUVIAL_DEFENDED,SSP5_8.5,1in100,2050,135353.38,6514.883,0.002469513
GNQ,2020,pop,FLUVIAL_PLUVIAL_DEFENDED,SSP5_8.5,1in100,2080,140234.83,4881.453,0.001181678
GNQ,2020,pop,FLUVIAL_PLUVIAL_DEFENDED,SSP5_8.5,1in5,2030,8951.384,,
GNQ,2020,pop,FLUVIAL_PLUVIAL_DEFENDED,SSP5_8.5,1in5,2050,14925.215,5973.831,0.025891712
GNQ,2020,pop,FLUVIAL_PLUVIAL_DEFENDED,SSP5_8.5,1in5,2080,25754.85,10829.635,0.018352063
ERI,2020,pop,COASTAL_DEFENDED,SSP1_2.6,1in10,2030,9343.847,,
ERI,2020,pop,COASTAL_DEFENDED,SSP1_2.6,1in10,2050,12288.708,2944.8613,0.013792389
ERI,2020,pop,COASTAL_DEFENDED,SSP1_2.6,1in10,2080,18436.41,6147.702,0.013613389
ERI,2020,pop,COASTAL_DEFENDED,SSP1_2.6,1in100,2030,9921.451,,
ERI,2020,pop,COASTAL_DEFENDED,SSP1_2.6,1in100,2050,13330.371,3408.92,0.014876864
ERI,2020,pop,COASTAL_DEFENDED,SSP1_2.6,1in100,2080,19740.584,6410.213,0.013173739
ERI,2020,pop,COASTAL_DEFENDED,SSP1_2.6,1in5,2030,8582.012,,
ERI,2020,pop,COASTAL_DEFENDED,SSP1_2.6,1in5,2050,11861.019,3279.0068,0.016311041
ERI,2020,pop,COASTAL_DEFENDED,SSP1_2.6,1in5,2080,18258.025,6397.007,0.014482114
ERI,2020,pop,COASTAL_DEFENDED,SSP2_4.5,1in10,2030,9457.85,,
ERI,2020,pop,COASTAL_DEFENDED,SSP2_4.5,1in10,2050,13109.175,3651.3252,0.016457321
ERI,2020,pop,COASTAL_DEFENDED,SSP2_4.5,1in10,2080,21896.7,8787.524,0.01724784
ERI,2020,pop,COASTAL_DEFENDED,SSP2_4.5,1in100,2030,10222.82,,
ERI,2020,pop,COASTAL_DEFENDED,SSP2_4.5,1in100,2050,13812.979,3590.1582,0.015163116
ERI,2020,pop,COASTAL_DEFENDED,SSP2_4.5,1in100,2080,23514.207,9701.229,0.017891372
ERI,2020,pop,COASTAL_DEFENDED,SSP2_4.5,1in5,2030,8729.164,,
