ISO_A3,ghsl_year,ghsl_type,flood_type,climate_scenario,return_period,fathom_year,ftm3_ghsl_total_built_s_km2,ftm3_ghsl_new_built_s_km2,ftm3_ghsl_rate_built_s_%
CIV,2020,built_s,FLUVIAL_PLUVIAL_DEFENDED,SSP3_7.0,1in5,2080,7.205425,1.1976018,0.0060774496077886
CIV,2020,built_s,FLUVIAL_PLUVIAL_DEFENDED,SSP5_8.5,1in10,2030,9.471251,,
CIV,2020,built_s,FLUVIAL_PLUVIAL_DEFENDED,SSP5_8.5,1in10,2050,10.699324,1.2280731,0.006114596330226
CIV,2020,built_s,FLUVIAL_PLUVIAL_DEFENDED,SSP5_8.5,1in10,2080,12.80756,2.1082363,0.0060131769098186
CIV,2020,built_s,FLUVIAL_PLUVIAL_DEFENDED,SSP5_8.5,1in100,2030,40.96499,,
CIV,2020,built_s,FLUVIAL_PLUVIAL_DEFENDED,SSP5_8.5,1in100,2050,42.829987,1.8649979,0.0022285146872564
CIV,2020,built_s,FLUVIAL_PLUVIAL_DEFENDED,SSP5_8.5,1in100,2080,45.307774,2.477787,0.0018764291998518
CIV,2020,built_s,FLUVIAL_PLUVIAL_DEFENDED,SSP5_8.5,1in5,2030,5.4344907,,
CIV,2020,built_s,FLUVIAL_PLUVIAL_DEFENDED,SSP5_8.5,1in5,2050,6.3046236,0.8701329,0.0074535150399435
CIV,2020,built_s,FLUVIAL_PLUVIAL_DEFENDED,SSP5_8.5,1in5,2080,7.876986,1.5723624,0.0074496823694072
GNQ,2020,built_s,COASTAL_DEFENDED,SSP1_2.6,1in10,2030,0.18511914,,
GNQ,2020,built_s,COASTAL_DEFENDED,SSP1_2.6,1in10,2050,0.2419372,0.056818068,0.0134738979864001
GNQ,2020,built_s,COASTAL_DEFENDED,SSP1_2.6,1in10,2080,0.3533227,0.11138551,0.0127034677120061
GNQ,2020,built_s,COASTAL_DEFENDED,SSP1_2.6,1in100,2030,0.19613265,,
GNQ,2020,built_s,COASTAL_DEFENDED,SSP1_2.6,1in100,2050,0.2544368,0.058304146,0.0130981021476217
GNQ,2020,built_s,COASTAL_DEFENDED,SSP1_2.6,1in100,2080,0.3643499,0.10991311,0.0120406544777049
GNQ,2020,built_s,COASTAL_DEFENDED,SSP1_2.6,1in5,2030,0.15997235,,
GNQ,2020,built_s,COASTAL_DEFENDED,SSP1_2.6,1in5,2050,0.2360209,0.07604854,0.0196362715296214
GNQ,2020,built_s,COASTAL_DEFENDED,SSP1_2.6,1in5,2080,0.34506738,0.10904649,0.0127411317689367
GNQ,2020,built_s,COASTAL_DEFENDED,SSP2_4.5,1in10,2030,0.18532193,,
GNQ,2020,built_s,COASTAL_DEFENDED,SSP2_4.5,1in10,2050,0.25493288,0.06961095,0.0160730967577884
GNQ,2020,built_s,COASTAL_DEFENDED,SSP2_4.5,1in10,2080,0.4081844,0.15325153,0.0158143706769013
GNQ,2020,built_s,COASTAL_DEFENDED,SSP2_4.5,1in100,2030,0.1978381,,
GNQ,2020,built_s,COASTAL_DEFENDED,SSP2_4.5,1in100,2050,0.27376732,0.075929224,0.0163740882216703
GNQ,2020,built_s,COASTAL_DEFENDED,SSP2_4.5,1in100,2080,0.42052704,0.14675972,0.0144105188823306
GNQ,2020,built_s,COASTAL_DEFENDED,SSP2_4.5,1in5,2030,0.16068813,,
GNQ,2020,built_s,COASTAL_DEFENDED,SSP2_4.5,1in5,2050,0.24974917,0.08906104,0.0222944715442037
GNQ,2020,built_s,COASTAL_DEFENDED,SSP2_4.5,1in5,2080,0.40046024,0.15071107,0.0158630828217454
GNQ,2020,built_s,COASTAL_DEFENDED,SSP3_7.0,1in10,2030,0.18817529,,
GNQ,2020,built_s,COASTAL_DEFENDED,SSP3_7.0,1in10,2050,0.27071857,0.08254328,0.0183516515835138
GNQ,2020,built_s,COASTAL_DEFENDED,SSP3_7.0,1in10,2080,0.45356607,0.1828475,0.0173508448403953
GNQ,2020,built_s,COASTAL_DEFENDED,SSP3_7.0,1in100,2030,0.20093596,,
GNQ,2020,built_s,COASTAL_DEFENDED,SSP3_7.0,1in100,2050,0.28268117,0.08174521,0.0172131379315223
GNQ,2020,built_s,COASTAL_DEFENDED,SSP3_7.0,1in100,2080,0.46954954,0.18686837,0.0170590091350473
GNQ,2020,built_s,COASTAL_DEFENDED,SSP3_7.0,1in5,2030,0.16373436,,
GNQ,2020,built_s,COASTAL_DEFENDED,SSP3_7.0,1in5,2050,0.26033288,0.09659852,0.0234566669979894
GNQ,2020,built_s,COASTAL_DEFENDED,SSP3_7.0,1in5,2080,0.44686943,0.18653655,0.0181733395297727
GNQ,2020,built_s,COASTAL_DEFENDED,SSP5_8.5,1in10,2030,0.19075532,,
GNQ,2020,built_s,COASTAL_DEFENDED,SSP5_8.5,1in10,2050,0.28204793,0.091292605,0.0197467106830901
GNQ,2020,built_s,COASTAL_DEFENDED,SSP5_8.5,1in10,2080,0.49200243,0.2099545,0.0187199497573564
GNQ,2020,built_s,COASTAL_DEFENDED,SSP5_8.5,1in100,2030,0.20490816,,
GNQ,2020,built_s,COASTAL_DEFENDED,SSP5_8.5,1in100,2050,0.2957519,0.09084374,0.0185173082189959
GNQ,2020,built_s,COASTAL_DEFENDED,SSP5_8.5,1in100,2080,0.5114333,0.2156814,0.0184242108267056
GNQ,2020,built_s,COASTAL_DEFENDED,SSP5_8.5,1in5,2030,0.16669948,,
GNQ,2020,built_s,COASTAL_DEFENDED,SSP5_8.5,1in5,2050,0.27634716,0.10964768,0.025595337580071
GNQ,2020,built_s,COASTAL_DEFENDED,SSP5_8.5,1in5,2080,0.4855346,0.20918745,0.018963997136278
GNQ,2020,built_s,FLUVIAL_PLUVIAL_DEFENDED,SSP1_2.6,1in10,2030,1.2029824,,
GNQ,2020,built_s,FLUVIAL_PLUVIAL_DEFENDED,SSP1_2.6,1in10,2050,1.2580217,0.055039287,0.0022393351838512
GNQ,2020,built_s,FLUVIAL_PLUVIAL_DEFENDED,SSP1_2.6,1in10,2080,1.2836921,0.02567041,0.0006735604333441
GNQ,2020,built_s,FLUVIAL_PLUVIAL_DEFENDED,SSP1_2.6,1in100,2030,4.501175,,
GNQ,2020,built_s,FLUVIAL_PLUVIAL_DEFENDED,SSP1_2.6,1in100,2050,4.532745,0.031569958,0.00034952092374
GNQ,2020,built_s,FLUVIAL_PLUVIAL_DEFENDED,SSP1_2.6,1in100,2080,4.60097,0.06822491,0.0004981057437554
GNQ,2020,built_s,FLUVIAL_PLUVIAL_DEFENDED,SSP1_2.6,1in5,2030,0.43797287,,
GNQ,2020,built_s,FLUVIAL_PLUVIAL_DEFENDED,SSP1_2.6,1in5,2050,0.48047113,0.04249826,0.0046412450640058
GNQ,2020,built_s,FLUVIAL_PLUVIAL_DEFENDED,SSP1_2.6,1in5,2080,0.49538812,0.014916986,0.0010196672051414
GNQ,2020,built_s,FLUVIAL_PLUVIAL_DEFENDED,SSP2_4.5,1in10,2030,1.2054831,,
GNQ,2020,built_s,FLUVIAL_PLUVIAL_DEFENDED,SSP2_4.5,1in10,2050,1.3268421,0.12135899,0.0048075866181409
GNQ,2020,built_s,FLUVIAL_PLUVIAL_DEFENDED,SSP2_4.5,1in10,2080,1.4595491,0.132707,0.0031825805877996
GNQ,2020,built_s,FLUVIAL_PLUVIAL_DEFENDED,SSP2_4.5,1in100,2030,4.5039735,,
GNQ,2020,built_s,FLUVIAL_PLUVIAL_DEFENDED,SSP2_4.5,1in100,2050,4.6259255,0.12195206,0.0013367184261257
GNQ,2020,built_s,FLUVIAL_PLUVIAL_DEFENDED,SSP2_4.5,1in100,2080,4.7779365,0.15201092,0.0010783233002062
GNQ,2020,built_s,FLUVIAL_PLUVIAL_DEFENDED,SSP2_4.5,1in5,2030,0.44104126,,
GNQ,2020,built_s,FLUVIAL_PLUVIAL_DEFENDED,SSP2_4.5,1in5,2050,0.5184744,0.07743314,0.0081204047363629
GNQ,2020,built_s,FLUVIAL_PLUVIAL_DEFENDED,SSP2_4.5,1in5,2080,0.6088554,0.090381026,0.005370709341679
GNQ,2020,built_s,FLUVIAL_PLUVIAL_DEFENDED,SSP3_7.0,1in10,2030,1.2068439,,
GNQ,2020,built_s,FLUVIAL_PLUVIAL_DEFENDED,SSP3_7.0,1in10,2050,1.3481545,0.14131069,0.0055517561164963
GNQ,2020,built_s,FLUVIAL_PLUVIAL_DEFENDED,SSP3_7.0,1in10,2080,1.6166092,0.26845467,0.0060714991102137
GNQ,2020,built_s,FLUVIAL_PLUVIAL_DEFENDED,SSP3_7.0,1in100,2030,4.504556,,
GNQ,2020,built_s,FLUVIAL_PLUVIAL_DEFENDED,SSP3_7.0,1in100,2050,4.64016,0.1356039,0.0014840731852794
GNQ,2020,built_s,FLUVIAL_PLUVIAL_DEFENDED,SSP3_7.0,1in100,2080,4.909688,0.2695279,0.0018838234528302
GNQ,2020,built_s,FLUVIAL_PLUVIAL_DEFENDED,SSP3_7.0,1in5,2030,0.4435997,,
GNQ,2020,built_s,FLUVIAL_PLUVIAL_DEFENDED,SSP3_7.0,1in5,2050,0.5327734,0.089173675,0.0092007480284295
GNQ,2020,built_s,FLUVIAL_PLUVIAL_DEFENDED,SSP3_7.0,1in5,2080,0.72383744,0.19106406,0.0102680467647553
GNQ,2020,built_s,FLUVIAL_PLUVIAL_DEFENDED,SSP5_8.5,1in10,2030,1.2207686,,
GNQ,2020,built_s,FLUVIAL_PLUVIAL_DEFENDED,SSP5_8.5,1in10,2050,1.4112169,0.19044828,0.0072749177638498
GNQ,2020,built_s,FLUVIAL_PLUVIAL_DEFENDED,SSP5_8.5,1in10,2080,1.7149391,0.30372226,0.0065186615068728
GNQ,2020,built_s,FLUVIAL_PLUVIAL_DEFENDED,SSP5_8.5,1in100,2030,4.508982,,
GNQ,2020,built_s,FLUVIAL_PLUVIAL_DEFENDED,SSP5_8.5,1in100,2050,4.748163,0.23918104,0.0025876648789779
GNQ,2020,built_s,FLUVIAL_PLUVIAL_DEFENDED,SSP5_8.5,1in100,2080,4.958729,0.21056557,0.0014474302857969
GNQ,2020,built_s,FLUVIAL_PLUVIAL_DEFENDED,SSP5_8.5,1in5,2030,0.45879623,,
GNQ,2020,built_s,FLUVIAL_PLUVIAL_DEFENDED,SSP5_8.5,1in5,2050,0.58165956,0.12286332,0.0119346131212856
GNQ,2020,built_s,FLUVIAL_PLUVIAL_DEFENDED,SSP5_8.5,1in5,2080,0.81618756,0.234528,0.0113559564274483
ERI,2020,built_s,COASTAL_DEFENDED,SSP1_2.6,1in10,2030,0.0902809,,
ERI,2020,built_s,COASTAL_DEFENDED,SSP1_2.6,1in10,2050,0.113770045,0.023489147,0.0116297727913137
ERI,2020,built_s,COASTAL_DEFENDED,SSP1_2.6,1in10,2080,0.15985355,0.046083502,0.011400454508897
ERI,2020,built_s,COASTAL_DEFENDED,SSP1_2.6,1in100,2030,0.09638305,,
ERI,2020,built_s,COASTAL_DEFENDED,SSP1_2.6,1in100,2050,0.12194436,0.02556131,0.0118311691839052
ERI,2020,built_s,COASTAL_DEFENDED,SSP1_2.6,1in100,2080,0.17020358,0.04825922,0.011176340500056
ERI,2020,built_s,COASTAL_DEFENDED,SSP1_2.6,1in5,2030,0.08371931,,
ERI,2020,built_s,COASTAL_DEFENDED,SSP1_2.6,1in5,2050,0.110201195,0.026481882,0.0138367548598825
ERI,2020,built_s,COASTAL_DEFENDED,SSP1_2.6,1in5,2080,0.15757436,0.04737316,0.0119909791091084
ERI,2020,built_s,COASTAL_DEFENDED,SSP2_4.5,1in10,2030,0.09152447,,
ERI,2020,built_s,COASTAL_DEFENDED,SSP2_4.5,1in10,2050,0.11994424,0.02841977,0.0136128519354921
ERI,2020,built_s,COASTAL_DEFENDED,SSP2_4.5,1in10,2080,0.18641222,0.06646798,0.0148063275098742
ERI,2020,built_s,COASTAL_DEFENDED,SSP2_4.5,1in100,2030,0.098501295,,
ERI,2020,built_s,COASTAL_DEFENDED,SSP2_4.5,1in100,2050,0.1266936,0.028192312,0.0126646207020097
ERI,2020,built_s,COASTAL_DEFENDED,SSP2_4.5,1in100,2080,0.20042272,0.07372911,0.0154060380919485
ERI,2020,built_s,COASTAL_DEFENDED,SSP2_4.5,1in5,2030,0.08626907,,
ERI,2020,built_s,COASTAL_DEFENDED,SSP2_4.5,1in5,2050,0.11481049,0.028541416,0.014393181483975
ERI,2020,built_s,COASTAL_DEFENDED,SSP2_4.5,1in5,2080,0.18032494,0.06551445,0.0151630641776576
ERI,2020,built_s,COASTAL_DEFENDED,SSP3_7.0,1in10,2030,0.09260881,,
ERI,2020,built_s,COASTAL_DEFENDED,SSP3_7.0,1in10,2050,0.12276712,0.030158311,0.0141950541813431
ERI,2020,built_s,COASTAL_DEFENDED,SSP3_7.0,1in10,2080,0.21631804,0.09355092,0.019061410461636
ERI,2020,built_s,COASTAL_DEFENDED,SSP3_7.0,1in100,2030,0.09854107,,
ERI,2020,built_s,COASTAL_DEFENDED,SSP3_7.0,1in100,2050,0.13055371,0.032012634,0.0141649492095106
ERI,2020,built_s,COASTAL_DEFENDED,SSP3_7.0,1in100,2080,0.22888076,0.098327056,0.0188900845890198
ERI,2020,built_s,COASTAL_DEFENDED,SSP3_7.0,1in5,2030,0.08654029,,
ERI,2020,built_s,COASTAL_DEFENDED,SSP3_7.0,1in5,2050,0.11982011,0.03327982,0.0164021342036311
ERI,2020,built_s,COASTAL_DEFENDED,SSP3_7.0,1in5,2080,0.21091537,0.09109526,0.0190276090954093
ERI,2020,built_s,COASTAL_DEFENDED,SSP5_8.5,1in10,2030,0.09362316,,
ERI,2020,built_s,COASTAL_DEFENDED,SSP5_8.5,1in10,2050,0.12880726,0.0351841,0.0160798806837638
ERI,2020,built_s,COASTAL_DEFENDED,SSP5_8.5,1in10,2080,0.23675282,0.10794556,0.0204972229182103
ERI,2020,built_s,COASTAL_DEFENDED,SSP5_8.5,1in100,2030,0.10176454,,
ERI,2020,built_s,COASTAL_DEFENDED,SSP5_8.5,1in100,2050,0.13980721,0.038042672,0.0160068940137199
ERI,2020,built_s,COASTAL_DEFENDED,SSP5_8.5,1in100,2080,0.25209033,0.112283126,0.0198451162635557
ERI,2020,built_s,COASTAL_DEFENDED,SSP5_8.5,1in5,2030,0.08917033,,
ERI,2020,built_s,COASTAL_DEFENDED,SSP5_8.5,1in5,2050,0.12500717,0.03583684,0.0170345975836232
ERI,2020,built_s,COASTAL_DEFENDED,SSP5_8.5,1in5,2080,0.2301776,0.10517043,0.0205577950636026
ERI,2020,built_s,FLUVIAL_PLUVIAL_DEFENDED,SSP1_2.6,1in10,2030,0.32803583,,
ERI,2020,built_s,FLUVIAL_PLUVIAL_DEFENDED,SSP1_2.6,1in10,2050,0.34386486,0.015829027,0.0023590750191992
ERI,2020,built_s,FLUVIAL_PLUVIAL_DEFENDED,SSP1_2.6,1in10,2080,0.35383978,0.009974927,0.000953637525989
ERI,2020,built_s,FLUVIAL_PLUVIAL_DEFENDED,SSP1_2.6,1in100,2030,2.9887085,,
ERI,2020,built_s,FLUVIAL_PLUVIAL_DEFENDED,SSP1_2.6,1in100,2050,3.0066543,0.017945766,0.0002993756196394
ERI,2020,built_s,FLUVIAL_PLUVIAL_DEFENDED,SSP1_2.6,1in100,2080,3.052156,0.04550171,0.0005008003075641
ERI,2020,built_s,FLUVIAL_PLUVIAL_DEFENDED,SSP1_2.6,1in5,2030,0.062874876,,
ERI,2020,built_s,FLUVIAL_PLUVIAL_DEFENDED,SSP1_2.6,1in5,2050,0.06632563,0.0034507513,0.0026750591207498
ERI,2020,built_s,FLUVIAL_PLUVIAL_DEFENDED,SSP1_2.6,1in5,2080,0.06866625,0.0023406222,0.0011567174250906
ERI,2020,built_s,FLUVIAL_PLUVIAL_DEFENDED,SSP2_4.5,1in10,2030,0.3287154,,
ERI,2020,built_s,FLUVIAL_PLUVIAL_DEFENDED,SSP2_4.5,1in10,2050,0.36942497,0.040709555,0.005854837680395
ERI,2020,built_s,FLUVIAL_PLUVIAL_DEFENDED,SSP2_4.5,1in10,2080,0.4186304,0.049205422,0.0041767249266844
ERI,2020,built_s,FLUVIAL_PLUVIAL_DEFENDED,SSP2_4.5,1in100,2030,2.9918582,,
ERI,2020,built_s,FLUVIAL_PLUVIAL_DEFENDED,SSP2_4.5,1in100,2050,3.0677407,0.075882435,0.0012531177698722
ERI,2020,built_s,FLUVIAL_PLUVIAL_DEFENDED,SSP2_4.5,1in100,2080,3.128492,0.06075144,0.0006538720625521
ERI,2020,built_s,FLUVIAL_PLUVIAL_DEFENDED,SSP2_4.5,1in5,2030,0.06316366,,
ERI,2020,built_s,FLUVIAL_PLUVIAL_DEFENDED,SSP2_4.5,1in5,2050,0.07164248,0.00847882,0.0063178271598023
ERI,2020,built_s,FLUVIAL_PLUVIAL_DEFENDED,SSP2_4.5,1in5,2080,0.08525175,0.013609268,0.0058141836948761
ERI,2020,built_s,FLUVIAL_PLUVIAL_DEFENDED,SSP3_7.0,1in10,2030,0.32887834,,
ERI,2020,built_s,FLUVIAL_PLUVIAL_DEFENDED,SSP3_7.0,1in10,2050,0.37719637,0.04831803,0.0068774407144593
ERI,2020,built_s,FLUVIAL_PLUVIAL_DEFENDED,SSP3_7.0,1in10,2080,0.4903366,0.113140225,0.0087825479691949
ERI,2020,built_s,FLUVIAL_PLUVIAL_DEFENDED,SSP3_7.0,1in100,2030,2.993038,,
ERI,2020,built_s,FLUVIAL_PLUVIAL_DEFENDED,SSP3_7.0,1in100,2050,3.0758567,0.08281875,0.0013656613149271
ERI,2020,built_s,FLUVIAL_PLUVIAL_DEFENDED,SSP3_7.0,1in100,2080,3.213013,0.13715625,0.0014552445632807
ERI,2020,built_s,FLUVIAL_PLUVIAL_DEFENDED,SSP3_7.0,1in5,2030,0.06330554,,
ERI,2020,built_s,FLUVIAL_PLUVIAL_DEFENDED,SSP3_7.0,1in5,2050,0.07384697,0.010541432,0.0077308397163502
ERI,2020,built_s,FLUVIAL_PLUVIAL_DEFENDED,SSP3_7.0,1in5,2080,0.098488666,0.024641693,0.0096444253818719
ERI,2020,built_s,FLUVIAL_PLUVIAL_DEFENDED,SSP5_8.5,1in10,2030,0.33171833,,
ERI,2020,built_s,FLUVIAL_PLUVIAL_DEFENDED,SSP5_8.5,1in10,2050,0.40215746,0.07043913,0.009674371448664
ERI,2020,built_s,FLUVIAL_PLUVIAL_DEFENDED,SSP5_8.5,1in10,2080,0.55820763,0.15605018,0.0109895232529846
ERI,2020,built_s,FLUVIAL_PLUVIAL_DEFENDED,SSP5_8.5,1in100,2030,2.9948256,,
ERI,2020,built_s,FLUVIAL_PLUVIAL_DEFENDED,SSP5_8.5,1in100,2050,3.1175845,0.122758865,0.0020106447499688
ERI,2020,built_s,FLUVIAL_PLUVIAL_DEFENDED,SSP5_8.5,1in100,2080,3.2885926,0.17100811,0.0017816238475634
ERI,2020,built_s,FLUVIAL_PLUVIAL_DEFENDED,SSP5_8.5,1in5,2030,0.063799515,,
ERI,2020,built_s,FLUVIAL_PLUVIAL_DEFENDED,SSP5_8.5,1in5,2050,0.08051053,0.016711012,0.011700035212905
ERI,2020,built_s,FLUVIAL_PLUVIAL_DEFENDED,SSP5_8.5,1in5,2080,0.11394673,0.0334362,0.0116453900575517
SWZ,2020,built_s,COASTAL_DEFENDED,SSP1_2.6,1in10,2030,0.0,,
SWZ,2020,built_s,COASTAL_DEFENDED,SSP1_2.6,1in10,2050,0.0,0.0,
SWZ,2020,built_s,COASTAL_DEFENDED,SSP1_2.6,1in10,2080,0.0,0.0,
SWZ,2020,built_s,COASTAL_DEFENDED,SSP1_2.6,1in100,2030,0.0,,
SWZ,2020,built_s,COASTAL_DEFENDED,SSP1_2.6,1in100,2050,0.0,0.0,
SWZ,2020,built_s,COASTAL_DEFENDED,SSP1_2.6,1in100,2080,0.0,0.0,
SWZ,2020,built_s,COASTAL_DEFENDED,SSP1_2.6,1in5,2030,0.0,,
SWZ,2020,built_s,COASTAL_DEFENDED,SSP1_2.6,1in5,2050,0.0,0.0,
SWZ,2020,built_s,COASTAL_DEFENDED,SSP1_2.6,1in5,2080,0.0,0.0,
SWZ,2020,built_s,COASTAL_DEFENDED,SSP2_4.5,1in10,2030,0.0,,
SWZ,2020,built_s,COASTAL_DEFENDED,SSP2_4.5,1in10,2050,0.0,0.0,
SWZ,2020,built_s,COASTAL_DEFENDED,SSP2_4.5,1in10,2080,0.0,0.0,
SWZ,2020,built_s,COASTAL_DEFENDED,SSP2_4.5,1in100,2030,0.0,,
SWZ,2020,built_s,COASTAL_DEFENDED,SSP2_4.5,1in100,2050,0.0,0.0,
SWZ,2020,built_s,COASTAL_DEFENDED,SSP2_4.5,1in100,2080,0.0,0.0,
SWZ,2020,built_s,COASTAL_DEFENDED,SSP2_4.5,1in5,2030,0.0,,
SWZ,2020,built_s,COASTAL_DEFENDED,SSP2_4.5,1in5,2050,0.0,0.0,
SWZ,2020,built_s,COASTAL_DEFENDED,SSP2_4.5,1in5,2080,0.0,0.0,
SWZ,2020,built_s,COASTAL_DEFENDED,SSP3_7.0,1in10,2030,0.0,,
SWZ,2020,built_s,COASTAL_DEFENDED,SSP3_7.0,1in10,2050,0.0,0.0,
SWZ,2020,built_s,COASTAL_DEFENDED,SSP3_7.0,1in10,2080,0.0,0.0,
SWZ,2020,built_s,COASTAL_DEFENDED,SSP3_7.0,1in100,2030,0.0,,
SWZ,2020,built_s,COASTAL_DEFENDED,SSP3_7.0,1in100,2050,0.0,0.0,
SWZ,2020,built_s,COASTAL_DEFENDED,SSP3_7.0,1in100,2080,0.0,0.0,
SWZ,2020,built_s,COASTAL_DEFENDED,SSP3_7.0,1in5,2030,0.0,,
SWZ,2020,built_s,COASTAL_DEFENDED,SSP3_7.0,1in5,2050,0.0,0.0,
SWZ,2020,built_s,COASTAL_DEFENDED,SSP3_7.0,1in5,2080,0.0,0.0,
SWZ,2020,built_s,COASTAL_DEFENDED,SSP5_8.5,1in10,2030,0.0,,
SWZ,2020,built_s,COASTAL_DEFENDED,SSP5_8.5,1in10,2050,0.0,0.0,
SWZ,2020,built_s,COASTAL_DEFENDED,SSP5_8.5,1in10,2080,0.0,0.0,
SWZ,2020,built_s,COASTAL_DEFENDED,SSP5_8.5,1in100,2030,0.0,,
SWZ,2020,built_s,COASTAL_DEFENDED,SSP5_8.5,1in100,2050,0.0,0.0,
SWZ,2020,built_s,COASTAL_DEFENDED,SSP5_8.5,1in100,2080,0.0,0.0,
SWZ,2020,built_s,COASTAL_DEFENDED,SSP5_8.5,1in5,2030,0.0,,
SWZ,2020,built_s,COASTAL_DEFENDED,SSP5_8.5,1in5,2050,0.0,0.0,
SWZ,2020,built_s,COASTAL_DEFENDED,SSP5_8.5,1in5,2080,0.0,0.0,
SWZ,2020,built_s,FLUVIAL_PLUVIAL_DEFENDED,SSP1_2.6,1in10,2030,0.8488631,,
SWZ,2020,built_s,FLUVIAL_PLUVIAL_DEFENDED,SSP1_2.6,1in10,2050,0.8569205,0.008057356,0.0004724693406517
SWZ,2020,built_s,FLUVIAL_PLUVIAL_DEFENDED,SSP1_2.6,1in10,2080,0.87038964,0.01346916,0.0005199968996774
SWZ,2020,built_s,FLUVIAL_PLUVIAL_DEFENDED,SSP1_2.6,1in100,2030,2.2846472,,
SWZ,2020,built_s,FLUVIAL_PLUVIAL_DEFENDED,SSP1_2.6,1in100,2050,2.3100448,0.02539754,0.0005529172203655
SWZ,2020,built_s,FLUVIAL_PLUVIAL_DEFENDED,SSP1_2.6,1in100,2080,2.3321853,0.022140503,0.0003180101427113
SWZ,2020,built_s,FLUVIAL_PLUVIAL_DEFENDED,SSP1_2.6,1in5,2030,0.38968685,,
SWZ,2020,built_s,FLUVIAL_PLUVIAL_DEFENDED,SSP1_2.6,1in5,2050,0.39558095,0.0058940947,0.0007508773049842
SWZ,2020,built_s,FLUVIAL_PLUVIAL_DEFENDED,SSP1_2.6,1in5,2080,0.40151706,0.005936116,0.0004966095433283
SWZ,2020,built_s,FLUVIAL_PLUVIAL_DEFENDED,SSP2_4.5,1in10,2030,0.84998065,,
SWZ,2020,built_s,FLUVIAL_PLUVIAL_DEFENDED,SSP2_4.5,1in10,2050,0.87469137,0.024710715,0.0014339005648376
SWZ,2020,built_s,FLUVIAL_PLUVIAL_DEFENDED,SSP2_4.5,1in10,2080,0.90386933,0.029177964,0.0010943874750017
SWZ,2020,built_s,FLUVIAL_PLUVIAL_DEFENDED,SSP2_4.5,1in100,2030,2.2866056,,
SWZ,2020,built_s,FLUVIAL_PLUVIAL_DEFENDED,SSP2_4.5,1in100,2050,2.3500316,0.06342602,0.0013689542896626
SWZ,2020,built_s,FLUVIAL_PLUVIAL_DEFENDED,SSP2_4.5,1in100,2080,2.418779,0.06874728,0.0009615952747521
SWZ,2020,built_s,FLUVIAL_PLUVIAL_DEFENDED,SSP2_4.5,1in5,2030,0.39025107,,
SWZ,2020,built_s,FLUVIAL_PLUVIAL_DEFENDED,SSP2_4.5,1in5,2050,0.40587223,0.0156211555,0.0019643303395899
SWZ,2020,built_s,FLUVIAL_PLUVIAL_DEFENDED,SSP2_4.5,1in5,2080,0.43088934,0.025017112,0.0019957516632191
SWZ,2020,built_s,FLUVIAL_PLUVIAL_DEFENDED,SSP3_7.0,1in10,2030,0.8502354,,
SWZ,2020,built_s,FLUVIAL_PLUVIAL_DEFENDED,SSP3_7.0,1in10,2050,0.8791836,0.028948188,0.0016754253332653
SWZ,2020,built_s,FLUVIAL_PLUVIAL_DEFENDED,SSP3_7.0,1in10,2080,0.9339548,0.054771185,0.002016507676968
SWZ,2020,built_s,FLUVIAL_PLUVIAL_DEFENDED,SSP3_7.0,1in100,2030,2.287021,,
SWZ,2020,built_s,FLUVIAL_PLUVIAL_DEFENDED,SSP3_7.0,1in100,2050,2.3616827,0.07466173,0.001607504022971
SWZ,2020,built_s,FLUVIAL_PLUVIAL_DEFENDED,SSP3_7.0,1in100,2080,2.4780383,0.11635566,0.0016043822710991
SWZ,2020,built_s,FLUVIAL_PLUVIAL_DEFENDED,SSP3_7.0,1in5,2030,0.39049277,,
SWZ,2020,built_s,FLUVIAL_PLUVIAL_DEFENDED,SSP3_7.0,1in5,2050,0.41736746,0.026874691,0.0033334224425218
SWZ,2020,built_s,FLUVIAL_PLUVIAL_DEFENDED,SSP3_7.0,1in5,2080,0.45197585,0.034608394,0.0026589191912282
SWZ,2020,built_s,FLUVIAL_PLUVIAL_DEFENDED,SSP5_8.5,1in10,2030,0.85252833,,
SWZ,2020,built_s,FLUVIAL_PLUVIAL_DEFENDED,SSP5_8.5,1in10,2050,0.8974467,0.04491836,0.0025706602522137
SWZ,2020,built_s,FLUVIAL_PLUVIAL_DEFENDED,SSP5_8.5,1in10,2080,0.9629876,0.06554091,0.0023523244487289
SWZ,2020,built_s,FLUVIAL_PLUVIAL_DEFENDED,SSP5_8.5,1in100,2030,2.293465,,
SWZ,2020,built_s,FLUVIAL_PLUVIAL_DEFENDED,SSP5_8.5,1in100,2050,2.402471,0.10900617,0.0023243992554677
SWZ,2020,built_s,FLUVIAL_PLUVIAL_DEFENDED,SSP5_8.5,1in100,2080,2.5117853,0.1093142,0.0014842992274475
SWZ,2020,built_s,FLUVIAL_PLUVIAL_DEFENDED,SSP5_8.5,1in5,2030,0.391831,,
SWZ,2020,built_s,FLUVIAL_PLUVIAL_DEFENDED,SSP5_8.5,1in5,2050,0.42756695,0.035735935,0.0043735455362015
SWZ,2020,built_s,FLUVIAL_PLUVIAL_DEFENDED,SSP5_8.5,1in5,2080,0.47452062,0.046953678,0.0034791781860592
ETH,2020,built_s,COASTAL_DEFENDED,SSP1_2.6,1in10,2030,0.0,,
ETH,2020,built_s,COASTAL_DEFENDED,SSP1_2.6,1in10,2050,0.0,0.0,
