ISO_A3,worldpop_year,worldpop_population_total,worldpop_built_surface_km2,worldpop_built_volume_m3,ftm_return_period,ftm_flood_type,worldpop_population_ftm_total,worldpop_population_ftm_share,worldpop_built_surface_ftm_km2,worldpop_built_surface_ftm_share,worldpop_built_volume_ftm_m3,worldpop_built_volume_ftm_share
MDG,2025,32351544,921.53284,3097923300.0,100,FLUVIAL_PLUVIAL_DEFENDED,3294627,0.1018383233888311,86.64224243164062,0.0940197016980746,255001968.0,0.0823138409189189
MLI,2015,18302444,943.2148,3917217300.0,10,FLUVIAL_PLUVIAL_DEFENDED,377425,0.0206215628907265,21.530445098876957,0.0228266620640806,71001448.0,0.0181254811578897
MLI,2015,18302444,943.2148,3917217300.0,100,FLUVIAL_PLUVIAL_DEFENDED,1976341,0.1079823547062895,116.12381744384766,0.1231149252237225,403018720.0,0.102883932953548
MLI,2020,21379682,1035.4553,4181975300.0,10,FLUVIAL_PLUVIAL_DEFENDED,437888,0.0204815020167278,23.01860809326172,0.0222304213405325,75057720.0,0.0179479109003325
MLI,2020,21379682,1035.4553,4181975300.0,100,FLUVIAL_PLUVIAL_DEFENDED,2303995,0.107765634680628,124.69938659667967,0.1204295191837264,426250560.0,0.1019256523126051
MLI,2025,24834886,1126.6624,4428863000.0,10,FLUVIAL_PLUVIAL_DEFENDED,507110,0.0204192602293402,26.69476890563965,0.0236936725739895,85039904.0,0.0192012948833213
MLI,2025,24834886,1126.6624,4428863000.0,100,FLUVIAL_PLUVIAL_DEFENDED,2675727,0.1077406596511053,140.25918579101562,0.1244908781706891,468291200.0,0.1057362132307251
MOZ,2015,26161522,1590.2452,6235367400.0,10,FLUVIAL_PLUVIAL_DEFENDED,233575,0.0089281885052406,8.83163833618164,0.005553632935448,27288024.0,0.0043763297564419
MOZ,2015,26161522,1590.2452,6235367400.0,100,FLUVIAL_PLUVIAL_DEFENDED,1144314,0.0437403450762535,51.71805191040039,0.0325220605185008,198040736.0,0.0317608767107675
MOZ,2020,30323522,1956.5122,7208198700.0,10,FLUVIAL_PLUVIAL_DEFENDED,265972,0.0087711447238879,11.462974548339844,0.0058588822022906,34125724.0,0.0047342929389986
MOZ,2020,30323522,1956.5122,7208198700.0,100,FLUVIAL_PLUVIAL_DEFENDED,1314265,0.0433414363938331,64.13716125488281,0.0327813754621048,231152560.0,0.0320680063121723
MOZ,2025,35133780,2229.74,7913784300.0,10,FLUVIAL_PLUVIAL_DEFENDED,305619,0.0086987224261095,15.555746078491213,0.0069764843195264,45162524.0,0.0057068176454927
MOZ,2025,35133780,2229.74,7913784300.0,100,FLUVIAL_PLUVIAL_DEFENDED,1517571,0.043194071346721,79.94026184082031,0.0358518312408333,274036000.0,0.034627681134479
MRT,2015,3906422,171.23819,830265100.0,10,FLUVIAL_PLUVIAL_DEFENDED,20956,0.0053644997903452,0.7297393679618835,0.0042615456823737,2619298.25,0.0031547734426718
MRT,2015,3906422,171.23819,830265100.0,100,FLUVIAL_PLUVIAL_DEFENDED,263634,0.0674873323977798,10.370183944702148,0.0605599951917019,42121016.0,0.0507320091002068
MRT,2020,4533420,228.73395,1006728900.0,10,FLUVIAL_PLUVIAL_DEFENDED,23992,0.005292251765775,0.973235011100769,0.0042548778642506,3293400.0,0.0032713871759175
MRT,2020,4533420,228.73395,1006728900.0,100,FLUVIAL_PLUVIAL_DEFENDED,302494,0.0667253420155202,13.554340362548828,0.0592581053037736,51385548.0,0.0510420910775168
MRT,2025,5242262,249.27986,1063143550.0,10,FLUVIAL_PLUVIAL_DEFENDED,27885,0.0053192686668464,1.21043062210083,0.0048557096231484,3941294.75,0.003707208441029
MRT,2025,5242262,249.27986,1063143550.0,100,FLUVIAL_PLUVIAL_DEFENDED,348862,0.0665479901614989,15.896538734436035,0.0637698474395697,57807684.0,0.054374297705377
MUS,2015,1292328,71.27359,388970780.0,10,FLUVIAL_PLUVIAL_DEFENDED,23043,0.017830612661801,1.3876551389694214,0.0194694154911832,6996216.0,0.0179864819872949
MUS,2015,1292328,71.27359,388970780.0,100,FLUVIAL_PLUVIAL_DEFENDED,71250,0.0551330621947369,4.283492565155029,0.0600992956840375,21849710.0,0.0561731392144866
MUS,2020,1284800,73.975075,397605540.0,10,FLUVIAL_PLUVIAL_DEFENDED,22908,0.0178300124533001,1.445154309272766,0.0195356924451073,7165248.5,0.0180209978263481
MUS,2020,1284800,73.975075,397605540.0,100,FLUVIAL_PLUVIAL_DEFENDED,70837,0.0551346513075965,4.459477424621582,0.0602835135835057,22379316.0,0.0562852223466023
MUS,2025,1269821,76.64761,405972320.0,10,FLUVIAL_PLUVIAL_DEFENDED,22638,0.017827709574814,1.5521658658981323,0.0202506744111994,7496662.0,0.0184659436879834
MUS,2025,1269821,76.64761,405972320.0,100,FLUVIAL_PLUVIAL_DEFENDED,70014,0.055136905122848,4.738819122314453,0.0618260491664838,23235462.0,0.0572341040394084
MWI,2015,16852582,925.78827,3012899800.0,10,FLUVIAL_PLUVIAL_DEFENDED,110182,0.0065379892529227,4.879361629486084,0.0052704941212207,15767760.0,0.005233416587788
MWI,2015,16852582,925.78827,3012899800.0,100,FLUVIAL_PLUVIAL_DEFENDED,550838,0.0326856739222512,24.855993270874023,0.026848464278521,83819960.0,0.0278203605998399
MWI,2020,19277840,1099.7659,3461282000.0,10,FLUVIAL_PLUVIAL_DEFENDED,126025,0.0065372987845111,6.129858493804932,0.0055737849898859,18971118.0,0.005480951201582
MWI,2020,19277840,1099.7659,3461282000.0,100,FLUVIAL_PLUVIAL_DEFENDED,630091,0.0326847302394874,30.75592613220215,0.0279658852808692,98989560.0,0.0285991024791516
MWI,2025,21934454,1272.6251,3900939500.0,10,FLUVIAL_PLUVIAL_DEFENDED,145558,0.0066360439152029,8.825630187988281,0.0069349803291881,25936258.0,0.0066487208701969
MWI,2025,21934454,1272.6251,3900939500.0,100,FLUVIAL_PLUVIAL_DEFENDED,725704,0.0330851180521749,41.79739761352539,0.0328434484662138,127491128.0,0.0326821596044637
NAM,2015,2342480,246.06944,1048842500.0,10,FLUVIAL_PLUVIAL_DEFENDED,40226,0.0171723984836583,4.547337055206299,0.0184798933358186,13930500.0,0.0132817844939799
NAM,2015,2342480,246.06944,1048842500.0,100,FLUVIAL_PLUVIAL_DEFENDED,196852,0.084035722823674,21.38572120666504,0.0869092926279238,79100192.0,0.0754166543610376
NAM,2020,2687684,305.96762,1218738300.0,10,FLUVIAL_PLUVIAL_DEFENDED,46137,0.0171660805362535,5.712402820587158,0.0186699586208664,16965728.0,0.0139207309266616
NAM,2020,2687684,305.96762,1218738300.0,100,FLUVIAL_PLUVIAL_DEFENDED,225413,0.0838688625597354,26.351882934570312,0.0861263778872958,92550968.0,0.0759399845694847
NAM,2025,3062090,349.136,1332404400.0,10,FLUVIAL_PLUVIAL_DEFENDED,52747,0.0172258163541894,7.000888347625732,0.0200520388094458,20352080.0,0.0152747024350758
NAM,2025,3062090,349.136,1332404400.0,100,FLUVIAL_PLUVIAL_DEFENDED,256972,0.0839204595554017,31.650997161865234,0.0906552128720383,106719968.0,0.0800957816144989
NER,2015,19570186,563.9885,2100752800.0,10,FLUVIAL_PLUVIAL_DEFENDED,278789,0.0142455978701479,8.858119010925293,0.0157062043146889,25802284.0,0.0122823991442671
NER,2015,19570186,563.9885,2100752800.0,100,FLUVIAL_PLUVIAL_DEFENDED,1705510,0.087148379683259,48.99153137207031,0.0868661846234162,168249520.0,0.0800901098705585
NER,2020,23327606,748.1854,2621100500.0,10,FLUVIAL_PLUVIAL_DEFENDED,331220,0.0141986280118071,10.674419403076172,0.0142670774505701,30724556.0,0.011722005884258
NER,2020,23327606,748.1854,2621100500.0,100,FLUVIAL_PLUVIAL_DEFENDED,2024049,0.0867662545397928,61.88406753540039,0.0827122067387975,204180160.0,0.0778986370696049
NER,2025,27472436,843.7189,2869876200.0,10,FLUVIAL_PLUVIAL_DEFENDED,392277,0.0142789303431264,13.003292083740234,0.0154118777168428,36859000.0,0.0128434110474027
NER,2025,27472436,843.7189,2869876200.0,100,FLUVIAL_PLUVIAL_DEFENDED,2386242,0.0868594980073845,73.73688507080078,0.0873950879987615,235797552.0,0.0821629692695764
NGA,2015,188318080,7370.586,41378690000.0,10,FLUVIAL_PLUVIAL_DEFENDED,2098580,0.011143805204471,61.13053131103516,0.0082938496110622,272710080.0,0.0065905925594168
NGA,2015,188318080,7370.586,41378690000.0,100,FLUVIAL_PLUVIAL_DEFENDED,13338163,0.0708278408530928,424.8706359863281,0.0576440787189896,2327362048.0,0.0562454273660074
NGA,2020,211741280,8219.339,43995150000.0,10,FLUVIAL_PLUVIAL_DEFENDED,2338755,0.0110453426936873,68.26036071777344,0.0083048480931083,294749568.0,0.0066995925566727
NGA,2020,211741280,8219.339,43995150000.0,100,FLUVIAL_PLUVIAL_DEFENDED,14919505,0.0704610126093504,465.5428161621094,0.0566399346327728,2461246208.0,0.0559435825034217
NGA,2025,235086592,8939.248,46062916000.0,10,FLUVIAL_PLUVIAL_DEFENDED,2587944,0.0110084712955471,81.09140014648438,0.0090713894190275,332747232.0,0.0072237553307541
NGA,2025,235086592,8939.248,46062916000.0,100,FLUVIAL_PLUVIAL_DEFENDED,16529316,0.0703116067121343,524.8901977539062,0.0587174888761922,2644470016.0,0.057409957282829
RWA,2015,11501389,532.5143,1930377300.0,10,FLUVIAL_PLUVIAL_DEFENDED,82728,0.007192870356789,2.9678635597229004,0.0055733032122886,10077543.0,0.0052205041834556
RWA,2015,11501389,532.5143,1930377300.0,100,FLUVIAL_PLUVIAL_DEFENDED,376916,0.0327713461391489,14.52605438232422,0.0272782437338347,62102628.0,0.0321712375008064
RWA,2020,12920615,677.30524,2329707500.0,10,FLUVIAL_PLUVIAL_DEFENDED,92264,0.0071408365623462,3.868205308914185,0.0057111699403008,12519341.0,0.005373782284911
RWA,2020,12920615,677.30524,2329707500.0,100,FLUVIAL_PLUVIAL_DEFENDED,421158,0.0325958168399878,17.809764862060547,0.0262950349325117,71378504.0,0.0306383970465099
RWA,2025,14406782,786.4515,2617553700.0,10,FLUVIAL_PLUVIAL_DEFENDED,103990,0.0072181282398803,5.850759983062744,0.0074394417885808,17887098.0,0.0068335172057813
RWA,2025,14406782,786.4515,2617553700.0,100,FLUVIAL_PLUVIAL_DEFENDED,472783,0.0328166970250538,24.314998626708984,0.0309173538816291,89409592.0,0.0341576920579229
SDN,2015,39418436,1265.8579,6457770000.0,10,FLUVIAL_PLUVIAL_DEFENDED,738526,0.0187355480060142,37.42152786254883,0.0295621866896022,129020240.0,0.0199790702238799
SDN,2015,39418436,1265.8579,6457770000.0,100,FLUVIAL_PLUVIAL_DEFENDED,4999640,0.1268350677332809,209.68389892578125,0.1656456836454093,886735488.0,0.1373129563606333
SDN,2020,46174176,1682.4991,7733067300.0,10,FLUVIAL_PLUVIAL_DEFENDED,859246,0.0186087998625032,44.349159240722656,0.0263590976311237,147214128.0,0.0190369646317872
SDN,2020,46174176,1682.4991,7733067300.0,100,FLUVIAL_PLUVIAL_DEFENDED,5823296,0.1261158618185195,252.92044067382807,0.1503242609953846,1007394880.0,0.1302710613535923
SDN,2025,50849332,1806.3517,8080985000.0,10,FLUVIAL_PLUVIAL_DEFENDED,939733,0.018480734417514,50.71060180664063,0.0280734932404391,164308816.0,0.0203327705979798
SDN,2025,50849332,1806.3517,8080985000.0,100,FLUVIAL_PLUVIAL_DEFENDED,6323804,0.1243635609608401,277.0792541503906,0.1533916437851918,1073926528.0,0.1328954968119847
SEN,2015,14372647,616.69147,2948299300.0,10,FLUVIAL_PLUVIAL_DEFENDED,131765,0.0091677615125453,5.066188812255859,0.0082151109282549,18360372.0,0.0062274451661634
SEN,2015,14372647,616.69147,2948299300.0,100,FLUVIAL_PLUVIAL_DEFENDED,889470,0.0618863038937782,33.941802978515625,0.0550385480894306,153540448.0,0.0520776333239962
SEN,2020,16571852,706.5777,3236141800.0,10,FLUVIAL_PLUVIAL_DEFENDED,154270,0.0093091586866694,5.903763771057129,0.0083554346391404,20770744.0,0.0064183664158224
SEN,2020,16571852,706.5777,3236141800.0,100,FLUVIAL_PLUVIAL_DEFENDED,1032107,0.0622807275855468,39.41337203979492,0.0557806624311572,171224928.0,0.0529102052110803
SEN,2025,18715900,763.604,3387047700.0,10,FLUVIAL_PLUVIAL_DEFENDED,177670,0.0094929979322394,6.90568208694458,0.0090435383413631,23458896.0,0.0069260601610426
SEN,2025,18715900,763.604,3387047700.0,100,FLUVIAL_PLUVIAL_DEFENDED,1175385,0.0628014148397886,44.41947555541992,0.0581708258838221,184802416.0,0.0545615041356607
SLE,2015,6956704,215.6404,1190175400.0,10,FLUVIAL_PLUVIAL_DEFENDED,207216,0.0297865195931866,4.772964000701904,0.0221339048092198,23057682.0,0.0193733484786645
SLE,2015,6956704,215.6404,1190175400.0,100,FLUVIAL_PLUVIAL_DEFENDED,588065,0.0845321290082199,13.610909461975098,0.0631185515654346,62281176.0,0.0523294113566592
SLE,2020,7821405,225.25209,1226193700.0,10,FLUVIAL_PLUVIAL_DEFENDED,230856,0.0295159245685397,5.052477836608887,0.0224303260689978,24095262.0,0.0196504538454375
SLE,2020,7821405,225.25209,1226193700.0,100,FLUVIAL_PLUVIAL_DEFENDED,658918,0.0842454776347727,14.242963790893556,0.0632312169098194,64470024.0,0.0525773586120895
SLE,2025,8731138,236.65738,1258794100.0,10,FLUVIAL_PLUVIAL_DEFENDED,256117,0.0293337477886616,5.710828304290772,0.024131207422278,26310434.0,0.02090130049798
SLE,2025,8731138,236.65738,1258794100.0,100,FLUVIAL_PLUVIAL_DEFENDED,734002,0.0840671628371925,15.807503700256348,0.0667948903896676,69396088.0,0.0551290217665079
SOM,2015,13574748,194.29144,1052958600.0,10,FLUVIAL_PLUVIAL_DEFENDED,324957,0.023938344932812,3.7515621185302734,0.019308941572992,16278679.0,0.0154599422272438
SOM,2015,13574748,194.29144,1052958600.0,100,FLUVIAL_PLUVIAL_DEFENDED,1737116,0.1279667217395122,25.22300720214844,0.1298204739715845,122853856.0,0.1166749166903611
SOM,2020,16331889,245.16862,1206612900.0,10,FLUVIAL_PLUVIAL_DEFENDED,381358,0.0233505138321721,4.589992046356201,0.0187217758742236,18611956.0,0.015424960693938
SOM,2020,16331889,245.16862,1206612900.0,100,FLUVIAL_PLUVIAL_DEFENDED,2090485,0.1280001964255329,31.348779678344727,0.1278661969652658,140559984.0,0.1164913686847615
SOM,2025,19332502,261.95416,1253930100.0,10,FLUVIAL_PLUVIAL_DEFENDED,452521,0.0234072651330903,5.308559894561768,0.0202652244267458,20695804.0,0.0165047507847072
SOM,2025,19332502,261.95416,1253930100.0,100,FLUVIAL_PLUVIAL_DEFENDED,2489360,0.1287655369180874,34.540077209472656,0.1318554241206079,149626256.0,0.1193258336872924
SSD,2015,11113213,124.832405,522336700.0,10,FLUVIAL_PLUVIAL_DEFENDED,513744,0.0462282150085668,3.2510979175567627,0.0260437016750913,8123482.0,0.0155521944710973
SSD,2015,11113213,124.832405,522336700.0,100,FLUVIAL_PLUVIAL_DEFENDED,1866939,0.1679927308151117,18.51676368713379,0.1483329883273062,69450976.0,0.1329620826339632
SSD,2020,10560796,203.91678,748367360.0,10,FLUVIAL_PLUVIAL_DEFENDED,486534,0.0460698227671474,6.317962646484375,0.0309830446075207,15900106.0,0.0212463916117346
SSD,2020,10560796,203.91678,748367360.0,100,FLUVIAL_PLUVIAL_DEFENDED,1769119,0.1675175810611245,30.937673568725582,0.1517171553342627,102578456.0,0.137069655202493
SSD,2025,12066930,230.01236,816068860.0,10,FLUVIAL_PLUVIAL_DEFENDED,560486,0.0464481023756663,7.822495937347412,0.0340090243424312,19703896.0,0.0241448937328896
SSD,2025,12066930,230.01236,816068860.0,100,FLUVIAL_PLUVIAL_DEFENDED,2023653,0.1677023899202199,36.33485412597656,0.157969137772164,116960432.0,0.1433217675120123
STP,2015,198557,7.805495,32093524.0,10,FLUVIAL_PLUVIAL_DEFENDED,2455,0.012364207758981,0.0778088644146919,0.009968473050695,209239.625,0.0065196836907034
STP,2015,198557,7.805495,32093524.0,100,FLUVIAL_PLUVIAL_DEFENDED,8263,0.0416152540580286,0.2901891767978668,0.0371775505306913,938253.3125,0.029234973152216
STP,2020,214999,7.93718,32448282.0,10,FLUVIAL_PLUVIAL_DEFENDED,2647,0.0123116851706287,0.0803268924355506,0.010120331403319,215588.34375,0.0066440603465539
STP,2020,214999,7.93718,32448282.0,100,FLUVIAL_PLUVIAL_DEFENDED,8918,0.041479262694245,0.2963809370994568,0.0373408358536882,954161.75,0.029405616913709
STP,2025,237888,8.000101,32605906.0,10,FLUVIAL_PLUVIAL_DEFENDED,2913,0.0122452582728006,0.0813716724514961,0.0101713305296258,218203.109375,0.0066921345284808
STP,2025,237888,8.000101,32605906.0,100,FLUVIAL_PLUVIAL_DEFENDED,9826,0.0413051520043045,0.299477756023407,0.0374342464768735,961907.75,0.0295010281266222
SWZ,2015,1139489,106.556335,351143600.0,10,FLUVIAL_PLUVIAL_DEFENDED,9370,0.008222984162199,0.6931376457214355,0.006504893799128,2344421.25,0.0066765310350964
SWZ,2015,1139489,106.556335,351143600.0,100,FLUVIAL_PLUVIAL_DEFENDED,24374,0.0213902898579977,1.85779082775116,0.0174348228091657,6877251.5,0.0195852955504109
SWZ,2020,1185399,160.45296,488191870.0,10,FLUVIAL_PLUVIAL_DEFENDED,9755,0.0082292966334542,1.0559297800064087,0.0065809306275198,3287085.5,0.0067331835872924
SWZ,2020,1185399,160.45296,488191870.0,100,FLUVIAL_PLUVIAL_DEFENDED,25374,0.0214054508228874,2.798243999481201,0.0174396536475631,9348361.0,0.0191489484691789
SWZ,2025,1249337,195.3252,576986500.0,10,FLUVIAL_PLUVIAL_DEFENDED,10385,0.0083124089016814,1.7112482786178589,0.0087610217201116,5000417.5,0.0086664376630402
SWZ,2025,1249337,195.3252,576986500.0,100,FLUVIAL_PLUVIAL_DEFENDED,26988,0.0216018576252844,4.390701770782471,0.0224789319358304,13500678.0,0.0233986030757988
SYC,2015,105933,5.336974,19694048.0,10,FLUVIAL_PLUVIAL_DEFENDED,2202,0.0207867236838378,0.1287831366062164,0.0241303654714974,480121.84375,0.0243790328808988
SYC,2015,105933,5.336974,19694048.0,100,FLUVIAL_PLUVIAL_DEFENDED,6425,0.0606515439003898,0.38763627409935,0.0726322188644019,1600202.5,0.081253102460195
SYC,2020,118958,5.458527,20128300.0,10,FLUVIAL_PLUVIAL_DEFENDED,2478,0.0208308814875838,0.1314961612224578,0.0240900446399829,490406.84375,0.0243640468271041
SYC,2020,118958,5.458527,20128300.0,100,FLUVIAL_PLUVIAL_DEFENDED,7230,0.0607777534928294,0.3952177762985229,0.0724037400410452,1630696.375,0.0810151068396238
SYC,2025,131630,5.462619,20164888.0,10,FLUVIAL_PLUVIAL_DEFENDED,2744,0.0208463116310871,0.1331060528755188,0.0243667107427743,504812.125,0.0250342141746584
SYC,2025,131630,5.462619,20164888.0,100,FLUVIAL_PLUVIAL_DEFENDED,8011,0.0608599863253057,0.3982199132442474,0.0728990848155481,1657554.625,0.0822000412300827
TCD,2015,14433058,462.5464,1718605300.0,10,FLUVIAL_PLUVIAL_DEFENDED,179218,0.0124171883740784,3.62106728553772,0.0078285495022999,10647164.0,0.0061952351279593
TCD,2015,14433058,462.5464,1718605300.0,100,FLUVIAL_PLUVIAL_DEFENDED,1472024,0.10198975158279,45.091583251953125,0.0974855377680659,201494960.0,0.1172433010610873
TCD,2020,16935740,572.7474,2024080600.0,10,FLUVIAL_PLUVIAL_DEFENDED,203455,0.0120133516456913,4.518738269805908,0.0078895835462424,13015187.0,0.006430172169425
TCD,2020,16935740,572.7474,2024080600.0,100,FLUVIAL_PLUVIAL_DEFENDED,1707792,0.1008395263507824,54.3120346069336,0.0948272081746882,229613200.0,0.1134407372228015
TCD,2025,20727846,630.0778,2172050400.0,10,FLUVIAL_PLUVIAL_DEFENDED,245058,0.0118226466946927,5.67353105545044,0.009004492583207,16190547.0,0.0074540382495133
TCD,2025,20727846,630.0778,2172050400.0,100,FLUVIAL_PLUVIAL_DEFENDED,2088346,0.1007507485341216,60.54230117797852,0.0960870217505336,246504624.0,0.1134893648730896
TGO,2015,7566795,402.18774,2391176700.0,10,FLUVIAL_PLUVIAL_DEFENDED,35755,0.0047252502545661,1.151516318321228,0.002863131298995,6632906.5,0.0027739089666206
TGO,2015,7566795,402.18774,2391176700.0,100,FLUVIAL_PLUVIAL_DEFENDED,285019,0.0376670704043125,11.32622528076172,0.0281615376046901,81433904.0,0.0340559958884577
TGO,2020,8565877,471.0627,2632635000.0,10,FLUVIAL_PLUVIAL_DEFENDED,39195,0.0045757136134455,1.380693793296814,0.0029310190625736,7464437.0,0.0028353483639934
TGO,2020,8565877,471.0627,2632635000.0,100,FLUVIAL_PLUVIAL_DEFENDED,318696,0.0372052972509411,13.001111030578612,0.0275995332565895,88244520.0,0.0335194677660732
TGO,2025,9618078,517.72955,2762225200.0,10,FLUVIAL_PLUVIAL_DEFENDED,43350,0.0045071374967015,1.830561637878418,0.0035357487832863,8783109.0,0.0031797223313387
TGO,2025,9618078,517.72955,2762225200.0,100,FLUVIAL_PLUVIAL_DEFENDED,356449,0.0370603149610556,15.512733459472656,0.0299630055169,95586232.0,0.0346047938672886
TZA,2015,51123580,3270.9124,12073448000.0,10,FLUVIAL_PLUVIAL_DEFENDED,339653,0.0066437639930536,16.19928741455078,0.0049525287331956,53273932.0,0.0044124868076796
TZA,2015,51123580,3270.9124,12073448000.0,100,FLUVIAL_PLUVIAL_DEFENDED,2076101,0.0406094604485836,104.48527526855467,0.0319437710265309,413924256.0,0.0342838467222318
TZA,2020,60051336,4138.235,14357322000.0,10,FLUVIAL_PLUVIAL_DEFENDED,393619,0.0065547084581099,20.53312492370605,0.0049618075343904,64575332.0,0.0044977282827105
TZA,2020,60051336,4138.235,14357322000.0,100,FLUVIAL_PLUVIAL_DEFENDED,2423159,0.0403514586253335,129.7930450439453,0.0313643496157274,481713696.0,0.0335517797209036
TZA,2025,69541952,4810.592,16084635000.0,10,FLUVIAL_PLUVIAL_DEFENDED,457036,0.0065720904699367,27.555984497070312,0.0057281901397185,83159144.0,0.0051700984165296
TZA,2025,69541952,4810.592,16084635000.0,100,FLUVIAL_PLUVIAL_DEFENDED,2817736,0.0405185060091497,164.58242797851562,0.0342125116675727,574219328.0,0.0356998676950487
UGA,2015,36950212,2024.42,6350671400.0,10,FLUVIAL_PLUVIAL_DEFENDED,166146,0.0044964829971746,5.973204612731934,0.0029505757120893,17459824.0,0.0027492879115067
UGA,2015,36950212,2024.42,6350671400.0,100,FLUVIAL_PLUVIAL_DEFENDED,996814,0.0269772200495087,36.652374267578125,0.0181051231819201,134251216.0,0.021139688765126
UGA,2020,43736848,2667.901,7985202700.0,10,FLUVIAL_PLUVIAL_DEFENDED,193848,0.0044321438069794,8.220664024353027,0.0030813228817268,23283168.0,0.002915789230371
UGA,2020,43736848,2667.901,7985202700.0,100,FLUVIAL_PLUVIAL_DEFENDED,1165800,0.0266548700537359,48.7358512878418,0.0182674894982687,165902352.0,0.0207762230317978
UGA,2025,50697996,3221.719,9384686000.0,10,FLUVIAL_PLUVIAL_DEFENDED,226825,0.0044740427215308,12.778290748596191,0.0039662958724321,35010612.0,0.0037306110840175
UGA,2025,50697996,3221.719,9384686000.0,100,FLUVIAL_PLUVIAL_DEFENDED,1362673,0.0268782418934271,73.12957763671875,0.0226989311512643,229592528.0,0.0244645946138959
ZAF,2015,56068272,5652.1797,29495486000.0,10,FLUVIAL_PLUVIAL_DEFENDED,237145,0.0042295756858709,18.87559127807617,0.003339524275886,70988024.0,0.0024067419293674
ZAF,2015,56068272,5652.1797,29495486000.0,100,FLUVIAL_PLUVIAL_DEFENDED,1564770,0.0279082972273516,123.60372161865234,0.0218683284064741,594870080.0,0.0201681732127406
ZAF,2020,60079120,6366.1284,31750767000.0,10,FLUVIAL_PLUVIAL_DEFENDED,253504,0.0042195025493049,22.903079986572266,0.0035976465573529,82477848.0,0.0025976647764083
ZAF,2020,60079120,6366.1284,31750767000.0,100,FLUVIAL_PLUVIAL_DEFENDED,1672905,0.0278450316848848,141.47418212890625,0.0222229544929674,651162624.0,0.0205085638519376
ZAF,2025,64385944,6763.596,32920244000.0,10,FLUVIAL_PLUVIAL_DEFENDED,272460,0.0042316689493595,29.017799377441406,0.0042902915189276,100574448.0,0.0030550942245646
ZAF,2025,64385944,6763.596,32920244000.0,100,FLUVIAL_PLUVIAL_DEFENDED,1794442,0.0278700891610752,165.76515197753906,0.0245084341652682,729188032.0,0.0221501404132475
ZMB,2015,16145420,1219.878,4642437000.0,10,FLUVIAL_PLUVIAL_DEFENDED,184090,0.0114019951168814,9.562137603759766,0.0078386012355751,27769222.0,0.0059816043345784
ZMB,2015,16145420,1219.878,4642437000.0,100,FLUVIAL_PLUVIAL_DEFENDED,715429,0.0443115756666596,40.61965560913086,0.0332981280797691,145358928.0,0.0313109093871798
ZMB,2020,18787074,1380.7051,5062040000.0,10,FLUVIAL_PLUVIAL_DEFENDED,211686,0.0112676407193584,11.064828872680664,0.0080138974267457,31615782.0,0.0062456601686825
ZMB,2020,18787074,1380.7051,5062040000.0,100,FLUVIAL_PLUVIAL_DEFENDED,825797,0.0439555941494668,46.86751174926758,0.0339446218398166,161855520.0,0.031974365661599
ZMB,2025,21612252,1528.6042,5445367000.0,10,FLUVIAL_PLUVIAL_DEFENDED,242571,0.0112237725157008,13.945619583129885,0.0091231066516715,39234044.0,0.0072050323800557
ZMB,2025,21612252,1528.6042,5445367000.0,100,FLUVIAL_PLUVIAL_DEFENDED,947376,0.0438351357368959,55.8757438659668,0.0365534401316496,185749328.0,0.0341114447140242
ZWE,2015,14302032,915.95197,3120665900.0,10,FLUVIAL_PLUVIAL_DEFENDED,78482,0.0054874719899941,4.488847732543945,0.0049007457841053,12103592.0,0.003878528672568
ZWE,2015,14302032,915.95197,3120665900.0,100,FLUVIAL_PLUVIAL_DEFENDED,347085,0.0242682298571279,20.73874855041504,0.0226417425098239,64695004.0,0.020731153857954
ZWE,2020,15394218,1332.2628,4228326100.0,10,FLUVIAL_PLUVIAL_DEFENDED,83620,0.0054319095650068,6.946362018585205,0.0052139577326274,18386258.0,0.0043483537867792
ZWE,2020,15394218,1332.2628,4228326100.0,100,FLUVIAL_PLUVIAL_DEFENDED,371209,0.0241135340554486,30.85050392150879,0.0231564699689762,90944928.0,0.0215084941186599
ZWE,2025,16790382,1597.6677,4904325600.0,10,FLUVIAL_PLUVIAL_DEFENDED,91647,0.0054583034501537,10.494372367858888,0.0065685575330907,27436118.0,0.0055942692346901
ZWE,2025,16790382,1597.6677,4904325600.0,100,FLUVIAL_PLUVIAL_DEFENDED,406911,0.0242347672614,43.994361877441406,0.0275366155301146,125142672.0,0.025516795047919
