,ISO3,year,RP,SSP,Future_RP,EP,Future_EP,mult,xmax_2050_RP5-10-100
150,BEN,2075.0,5.0,SSP1-1.9,3.75,0.2,0.26666666666666666,1.3333333333333333,39.64321110009911
151,BEN,2075.0,10.0,SSP1-1.9,7.14,0.1,0.1400560224089636,1.4005602240896358,19.821605550049554
152,BEN,2075.0,100.0,SSP1-1.9,60.87,0.01,0.01642845408247084,1.642845408247084,1.9821605550049552
153,BEN,2075.0,5.0,SSP1-2.6,3.31,0.2,0.3021148036253776,1.510574018126888,39.64321110009911
154,BEN,2075.0,10.0,SSP1-2.6,6.17,0.1,0.1620745542949757,1.6207455429497568,19.821605550049554
155,BEN,2075.0,100.0,SSP1-2.6,46.8,0.01,0.021367521367521368,2.1367521367521367,1.9821605550049552
156,BEN,2075.0,5.0,SSP2-4.5,2.8,0.2,0.35714285714285715,1.7857142857142856,39.64321110009911
157,BEN,2075.0,10.0,SSP2-4.5,5.0,0.1,0.2,2.0,19.821605550049554
158,BEN,2075.0,100.0,SSP2-4.5,35.44,0.01,0.028216704288939055,2.8216704288939054,1.9821605550049552
159,BEN,2075.0,5.0,SSP3-7.0,2.42,0.2,0.4132231404958678,2.0661157024793386,39.64321110009911
160,BEN,2075.0,10.0,SSP3-7.0,4.12,0.1,0.24271844660194175,2.4271844660194173,19.821605550049554
161,BEN,2075.0,100.0,SSP3-7.0,25.79,0.01,0.038774718883288095,3.8774718883288095,1.9821605550049552
162,BEN,2075.0,5.0,SSP5-8.5,2.07,0.2,0.48309178743961356,2.4154589371980677,39.64321110009911
163,BEN,2075.0,10.0,SSP5-8.5,3.58,0.1,0.27932960893854747,2.7932960893854744,19.821605550049554
164,BEN,2075.0,100.0,SSP5-8.5,19.29,0.01,0.05184033177812338,5.184033177812338,1.9821605550049552
165,BEN,2085.0,5.0,SSP1-1.9,3.89,0.2,0.2570694087403599,1.2853470437017993,39.64321110009911
166,BEN,2085.0,10.0,SSP1-1.9,7.42,0.1,0.1347708894878706,1.347708894878706,19.821605550049554
167,BEN,2085.0,100.0,SSP1-1.9,63.42,0.01,0.015767896562598548,1.5767896562598547,1.9821605550049552
